"osm_id","osm_type","osm_url","lat","lon","name","name:en","name:gv","natural","ele","wikidata"
"710782674","node","https://osm.org/node/710782674","54.300755","-4.312403","St Maughold's Well","","","spring","",""
"851825646","way","https://osm.org/way/851825646","","","Stack Mooar","","","coastline","",""
"186062306","way","https://osm.org/way/186062306","","","Strathallan Cliff","","","cliff","",""
"30112815","way","https://osm.org/way/30112815","","","Sulby Reservoir","Sulby Reservoir","","water","","Q149867"
"80822439","way","https://osm.org/way/80822439","","","Summerhill Glen","","","wood","",""
"832403434","way","https://osm.org/way/832403434","","","The Anvil","","","coastline","",""
"40701742","way","https://osm.org/way/40701742","","","The Carrick","","","coastline","",""
"30610205","way","https://osm.org/way/30610205","","","The Carrick","The Carrick","","coastline","",""
"10141404659","node","https://osm.org/node/10141404659","54.189735","-4.392288","The Clett","","","rock","",""
"283479572","node","https://osm.org/node/283479572","54.218419","-4.538845","The Creg","","","peak","",""
"39658902","way","https://osm.org/way/39658902","","","The Curragh Nature Reserve","","","wetland","","Q5194934"
"8560329001","node","https://osm.org/node/8560329001","54.24767","-4.384838","The Dreem","","","peak","",""
"884140470","way","https://osm.org/way/884140470","","","The Garey","","","scrub","",""
"7763229543","node","https://osm.org/node/7763229543","54.046056","-4.823416","The Gloup","","","cave_entrance","",""
"10141570933","node","https://osm.org/node/10141570933","54.069936","-4.652513","The Hole","","","bay","",""
"283505281","node","https://osm.org/node/283505281","54.147652","-4.570522","The Mount","","","peak","222","Q6922324"
"441984182","node","https://osm.org/node/441984182","54.044384","-4.818149","The Puddle","","","bay","",""
"475393170","node","https://osm.org/node/475393170","54.215503","-4.452721","The Skoryn","","","peak","",""
"58908378","way","https://osm.org/way/58908378","","","The Stack","","","coastline","",""
"64880014","way","https://osm.org/way/64880014","","","The Stack","","","coastline","",""
"832632787","way","https://osm.org/way/832632787","","","The Sugarloaf","","","bare_rock","",""
"37691392","way","https://osm.org/way/37691392","","","Thousla Rock","","","coastline","",""
"825947665","way","https://osm.org/way/825947665","","","Traie Coon","","Traie Coon","beach","",""
"103229281","way","https://osm.org/way/103229281","","","Traie Cronkan","","Traie Cronkan","beach","",""
"103231484","way","https://osm.org/way/103231484","","","Traie Fogog beach","","","beach","",""
"833063658","way","https://osm.org/way/833063658","","","Traie Vane","","Traie Vane","beach","",""
"831925351","way","https://osm.org/way/831925351","","","Traie Vane","","Traie Vane","beach","",""
"928863214","way","https://osm.org/way/928863214","","","Traie ny Earkan","","Traie ny Earkan","beach","",""
"1210648928","way","https://osm.org/way/1210648928","","","Traie ny Foillan","","Traie ny Foillan","beach","",""
"103229279","way","https://osm.org/way/103229279","","","Traie ny Volain","","Traie ny Volain","beach","",""
"4222524393","node","https://osm.org/node/4222524393","54.280646","-4.364119","Waterfall","","","spring","",""
"27191599","way","https://osm.org/way/27191599","","","West Baldwin Reservoir","","","water","","Q25102182"
"60692414","way","https://osm.org/way/60692414","","","Whitestrand","","","beach","",""
"60692416","way","https://osm.org/way/60692416","","","Will's Strand","","","beach","",""
"831858390","way","https://osm.org/way/831858390","","","Wood's Strand","","","beach","",""
"996986520","way","https://osm.org/way/996986520","","","Wright's Pit East","","","heath","",""
"37691393","way","https://osm.org/way/37691393","","","Yn Burro","","Burrow","coastline","",""
"831454631","way","https://osm.org/way/831454631","","","Yn Glion","","","valley","",""
"491589704","node","https://osm.org/node/491589704","54.056194","-4.82439","","","","peak","126.5",""
"925363880","node","https://osm.org/node/925363880","54.181333","-4.465012","","","","tree","",""
"925363882","node","https://osm.org/node/925363882","54.18138","-4.465076","","","","tree","",""
"925363883","node","https://osm.org/node/925363883","54.181424","-4.465135","","","","tree","",""
"925363885","node","https://osm.org/node/925363885","54.181465","-4.465178","","","","tree","",""
"925363886","node","https://osm.org/node/925363886","54.181497","-4.465114","","","","tree","",""
"925363887","node","https://osm.org/node/925363887","54.181051","-4.464706","","","","tree","",""
"925363889","node","https://osm.org/node/925363889","54.181101","-4.46476","","","","tree","",""
"925363890","node","https://osm.org/node/925363890","54.181192","-4.464862","","","","tree","",""
"925363891","node","https://osm.org/node/925363891","54.181239","-4.46491","","","","tree","",""
"925363895","node","https://osm.org/node/925363895","54.181283","-4.464958","","","","tree","",""
"925363896","node","https://osm.org/node/925363896","54.180819","-4.464427","","","","tree","",""
"925363897","node","https://osm.org/node/925363897","54.180872","-4.464492","","","","tree","",""
"925363900","node","https://osm.org/node/925363900","54.180891","-4.46439","","","","tree","",""
"925363902","node","https://osm.org/node/925363902","54.180913","-4.46454","","","","tree","",""
"925363906","node","https://osm.org/node/925363906","54.180966","-4.464588","","","","tree","",""
"925363915","node","https://osm.org/node/925363915","54.180589","-4.464186","","","","tree","",""
"925363916","node","https://osm.org/node/925363916","54.180639","-4.464239","","","","tree","",""
"925363918","node","https://osm.org/node/925363918","54.180684","-4.464288","","","","tree","",""
"925363919","node","https://osm.org/node/925363919","54.180731","-4.464331","","","","tree","",""
"925363921","node","https://osm.org/node/925363921","54.180781","-4.464384","","","","tree","",""
"925363922","node","https://osm.org/node/925363922","54.180526","-4.463859","","","","tree","",""
"925363923","node","https://osm.org/node/925363923","54.180476","-4.463875","","","","tree","",""
"925363925","node","https://osm.org/node/925363925","54.180451","-4.463939","","","","tree","",""
"925363927","node","https://osm.org/node/925363927","54.180504","-4.4641","","","","tree","",""
"925363929","node","https://osm.org/node/925363929","54.180549","-4.464138","","","","tree","",""
