SubUnit_Name,House_Number,House_Name,Street_Name,Locality,Town,Postcode,Parish_,Market_Value,Consideration,Acquisition_Date,CompletionDate
,,9 Ballure Court,Queens Drive West,,Ramsey,IM8 2JD,Maughold,"115,000.00","115,000.00",30/09/2020,03/11/2020
, 5,Lyndale,Dale Street,,Ramsey,IM8 1BJ,Maughold,,"130,000.00",15/08/2003,15/10/2003
, 5,Lyndale,Dale Street,,Ramsey,IM8 1BJ,Maughold,"170,000.00","170,000.00",16/11/2007,24/04/2008
, 5,Lyndale,Dale Street,,Ramsey,IM8 1BJ,Maughold,"175,000.00","175,000.00",15/09/2020,20/10/2020
,,Briarville,Crescent Road,,Ramsey,IM8 2JR,Maughold,,"408,000.00",28/08/2003,15/10/2003
,,Briarville,Crescent Road,,Ramsey,IM8 2JR,Maughold,"750,000.00","750,000.00",12/06/2013,12/11/2013
, 1,,Auckland Terrace,Parliament Street,Ramsey,IM8 1AF,Maughold,,"141,500.00",19/06/2003,09/12/2003
,,Greenheyes,Brookfield Avenue,,Ramsey,IM8 2AJ,Maughold,,"208,000.00",20/06/2003,24/10/2003
,,Greenheyes,Brookfield Avenue,,Ramsey,IM8 2AJ,Maughold,,"224,000.00",13/12/2006,10/03/2007
,,Silverdale,Ballure Road,,Ramsey,IM8 1NL,Maughold,,"130,000.00",26/06/2003,27/10/2003
,,Silverdale,Ballure Road,,Ramsey,IM8 1NL,Maughold,"130,000.00","21,666.66",04/10/2007,17/01/2008
,,Silverdale,Ballure Road,,Ramsey,IM8 1NL,Maughold,"335,000.00","335,000.00",23/10/2008,23/01/2009
,,Silverdale,Ballure Road,,Ramsey,IM8 1NL,Maughold,"250,000.00","202,076.00",29/05/2016,01/09/2016
, 1,,Summerland House,,Ramsey,IM8 2EF,Maughold,,"275,000.00",01/09/2003,05/11/2003
,,Seafield,Ballure Road,,Ramsey,IM8 1NL,Maughold,,0.25,19/06/2003,19/02/2004
,,Seafield,Ballure Road,,Ramsey,IM8 1NL,Maughold,,0.25,24/09/2007,07/04/2008
,,Seafield,Ballure Road,,Ramsey,IM8 1NL,Maughold,,0.25,28/07/2013,01/04/2014
,,Seafield,Ballure Road,,Ramsey,IM8 1NL,Maughold,1.00,1.00,12/08/2016,28/11/2016
Apartment 4,,Seafield,Ballure,,Ramsey,IM8 1NL,Maughold,,"305,010.25",19/06/2003,16/04/2004
Apartment 4,,Seafield,Ballure,,Ramsey,IM8 1NL,Maughold,"380,000.00","380,000.00",12/08/2016,28/11/2016
,,Parcel Of Land,Ballasloe,,Maughold,,Maughold,,50.00,30/06/2003,24/05/2004
,,Thie Shielin,School House Lane,Ballaberna,Maughold,IM7 1BJ,Maughold,,"385,000.00",03/07/2003,19/02/2004
,,Thie Shielin,School House Lane,Ballaberna,Maughold,IM7 1BJ,Maughold,"485,000.00","485,000.00",30/09/2013,21/01/2014
,,Land Abutting Thie Shielin,School House Lane,Ballaberna,Maughold,IM7 1BJ,Maughold,,0.00,03/07/2003,23/12/2004
,,Land Abutting Thie Shielin,School House Lane,Ballaberna,Maughold,IM7 1BJ,Maughold,0.25,0.25,30/09/2013,21/01/2014
,,Sarahs Cottage,Ballasloe,,Maughold,IM7 1EH,Maughold,,"185,000.00",17/07/2003,10/05/2004
,,Sarahs Cottage,Ballasloe,,Maughold,IM7 1EH,Maughold,"320,000.00","320,000.00",11/02/2008,25/06/2008
,,Sarahs Cottage,Ballasloe,,Maughold,IM7 1EH,Maughold,"700,000.00","700,000.00",15/11/2010,02/03/2011
Apartment 4,,Towerside Court,Tower Road,,Ramsey,IM8 2EA,Maughold,,"160,000.00",19/05/2003,14/05/2004
Apartment 4,,Towerside Court,Tower Road,,Ramsey,IM8 2EA,Maughold,,"177,000.00",06/08/2004,22/10/2004
Flat 2,,Ramsey House,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,,"104,000.00",27/06/2003,04/08/2004
Flat 2,,Ramsey House,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,,"105,000.00",09/01/2006,28/03/2006
Flat 2,,Ramsey House,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,"115,000.00","115,000.00",05/01/2009,18/02/2009
Flat 2,,Ramsey House,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,"79,000.00","79,000.00",20/09/2019,23/10/2019
FLAT 112,,,Kings Court,,Ramsey,IM8 1LJ,Maughold,,"58,000.00",12/05/2003,20/02/2004
FLAT 112,,,Kings Court,,Ramsey,IM8 1LJ,Maughold,"97,000.00","97,000.00",23/05/2022,29/11/2022
Flat 315,,,Queens Court,,Ramsey,IM8 1LF,Maughold,,"32,000.00",12/05/2003,20/02/2004
Flat 315,,,Queens Court,,Ramsey,IM8 1LF,Maughold,"68,000.00","68,000.00",09/05/2007,29/11/2007
Flat 315,,,Queens Court,,Ramsey,IM8 1LF,Maughold,"68,000.00","68,000.00",19/01/2022,09/03/2022
, 7,,Cronk Cardle,The Corony,Maughold,IM7 1ET,Maughold,,"143,000.00",20/06/2003,20/02/2004
, 7,,Cronk Cardle,The Corony,Maughold,IM7 1ET,Maughold,,"151,000.00",26/04/2005,18/05/2005
, 7,,Cronk Cardle,The Corony,Maughold,IM7 1ET,Maughold,"215,000.00","107,500.00",27/09/2024,29/10/2024
Flat 215,,Queens Court,St Pauls Square,,Ramsey,IM8 1LG,Maughold,,"80,000.00",16/09/2003,21/04/2004
Flat 215,,Queens Court,St Pauls Square,,Ramsey,IM8 1LG,Maughold,"40,000.00","40,000.00",23/05/2019,19/07/2019
, 62,,Waterloo Road,,Ramsey,IM8 1EG,Maughold,,"159,000.00",23/07/2003,03/12/2003
,,Rockside,Dreemskerry Road,,Maughold,IM7 1BF,Maughold,,"88,500.00",23/06/2003,13/01/2004
,,Rockside,Dreemskerry Road,,Maughold,IM7 1BF,Maughold,,"430,000.00",27/08/2004,14/10/2004
, 31A,,Parliament Street,,Ramsey,IM8 1AT,Maughold,,"120,000.00",07/08/2003,05/12/2003
, 31A,,Parliament Street,,Ramsey,IM8 1AT,Maughold,"125,000.00","125,000.00",02/03/2018,22/03/2018
, 40,,Claughbane Drive,,Ramsey,IM8 2BG,Maughold,,"260,000.00",04/08/2003,19/02/2004
, 40,,Claughbane Drive,,Ramsey,IM8 2BG,Maughold,"415,000.00","415,000.00",30/06/2023,02/08/2023
, 5,,Starkey Close,,Ramsey,IM8 2AS,Maughold,,"104,500.00",03/10/2003,20/04/2004
, 5,,Starkey Close,,Ramsey,IM8 2AS,Maughold,"129,950.00","129,950.00",12/12/2008,04/02/2009
, 5,,Starkey Close,,Ramsey,IM8 2AS,Maughold,"125,000.00","125,000.00",17/07/2019,15/08/2019
, 8,,Claughbane Drive,,Ramsey,IM8 2AZ,Maughold,,"155,000.00",03/10/2003,27/11/2003
, 8,,Claughbane Drive,,Ramsey,IM8 2AZ,Maughold,"248,000.00","248,000.00",06/07/2009,18/08/2009
, 8,,Claughbane Drive,,Ramsey,IM8 2AZ,Maughold,"265,000.00","265,000.00",01/05/2014,31/03/2015
, 5,Pendle,Brookfield Avenue,,Ramsey,IM8 2AE,Maughold,,"200,000.00",09/04/1986,30/03/2004
,,2,Queens Drive West,,Ramsey,IM8 2JD,Maughold,,"225,000.00",02/09/2003,23/03/2004
, 2,,Queens Drive West,,Ramsey,IM8 2JD,Maughold,"225,000.00",0.00,21/06/2019,03/08/2019
, 31,,Claughbane Drive,,Ramsey,IM8 2BH,Maughold,,"260,000.00",19/09/2003,10/03/2004
, 128,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LD,Maughold,,"41,500.00",22/08/2003,27/02/2004
, 128,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LD,Maughold,,"41,500.00",16/10/2006,26/01/2007
,,The Perch,Collins Lane,,Ramsey,IM8 1AL,Maughold,,"65,000.00",30/07/2003,09/01/2004
,,The Perch,Collins Lane,,Ramsey,IM8 1AL,Maughold,"130,000.00","130,000.00",25/11/2014,06/11/2015
,,The Perch,Collins Lane,,Ramsey,IM8 1AL,Maughold,"165,000.00","165,000.00",30/06/2017,12/07/2017
Flat 4,,Ascog Hall,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,,"88,500.00",08/08/2003,31/03/2004
Flat 4,,Ascog Hall,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,,"122,000.00",12/11/2004,03/03/2005
Flat 4,,,Kings Court,,Ramsey,IM8 1LJ,Maughold,,"85,000.00",15/08/2003,12/02/2004
, 10,,Auckland Lane,,Ramsey,IM8 1DF,Maughold,,"86,000.00",27/08/2003,16/01/2004
Flat 3,,Greenside Court,Brookfield Avenue,,Ramsey,IM8 2AN,Maughold,,"214,000.00",31/10/2003,31/07/2004
Flat 3,,Greenside Court,Brookfield Avenue,,Ramsey,IM8 2AN,Maughold,"260,000.00","260,000.00",17/01/2019,11/04/2019
,,Garage 9,Off Westbourne Close,,Ramsey,,Maughold,,"6,500.00",14/11/2003,19/03/2004
,,Garage 9,Off Westbourne Close,,Ramsey,,Maughold,"9,000.00","9,000.00",10/09/2019,17/10/2019
,,Garage 4,Off Westbourne Close,,Ramsey,,Maughold,,"6,500.00",15/10/2003,19/03/2004
,,Garage 4,Off Westbourne Close,,Ramsey,,Maughold,"12,500.00","12,500.00",19/07/2018,06/08/2018
Flat 113,,,Queens Court,,Ramsey,IM8 1LQ,Maughold,,"70,000.00",01/09/2003,23/02/2004
Flat 113,,,Queens Court,,Ramsey,IM8 1LQ,Maughold,"115,000.00","115,000.00",29/11/2010,11/03/2011
,,Ballajora Farm,Ballajora,,Maughold,IM7 1BL,Maughold,,"570,000.00",17/09/2003,31/03/2004
, 18,,Kermode Close,Ballastowell Gardens,Ramsey,IM8 2AT,Maughold,,"150,000.00",28/08/2003,12/03/2004
, 14,,Killeaba Mount,,Ramsey,IM8 2JG,Maughold,,"244,000.00",20/10/2003,04/02/2004
, 14,,Killeaba Mount,,Ramsey,IM8 2JG,Maughold,"432,000.00","432,000.00",25/10/2021,06/12/2021
, 48,,Barrule Park,,Ramsey,IM8 2BS,Maughold,,"260,000.00",20/10/2003,04/02/2004
, 48,,Barrule Park,,Ramsey,IM8 2BS,Maughold,"370,000.00","370,000.00",15/08/2013,16/01/2014
, 21,,Parliament Street,,Ramsey,IM8 1AS,Maughold,,"105,000.00",12/09/2003,16/01/2004
FLAT 210,,Queens Court,St Pauls Square,,Ramsey,IM8 1LG,Maughold,,"128,000.00",14/11/2003,05/03/2004
FLAT 210,,Queens Court,St Pauls Square,,Ramsey,IM8 1LG,Maughold,"95,000.00","95,000.00",27/09/2010,08/11/2010
FLAT 210,,Queens Court,St Pauls Square,,Ramsey,IM8 1LG,Maughold,"92,500.00","92,500.00",27/10/2015,06/11/2015
Flat 210,,Queens Court,St Pauls Square,,Ramsey,IM8 1LG,Maughold,"109,000.00","109,000.00",22/11/2021,09/12/2021
Flat 210,,Queens Court,St Pauls Square,,Ramsey,IM8 1LG,Maughold,"135,000.00","135,000.00",05/09/2022,09/09/2022
Flat 9,,Ascog Hall,Stanley Mount West,,Ramsey,IM8 1NP,Maughold,,"59,000.00",26/09/2003,21/04/2004
Flat 9,,Ascog Hall,Stanley Mount West,,Ramsey,IM8 1NP,Maughold,"80,000.00",0.00,20/03/2017,12/04/2017
Flat 9,,Ascog Hall,Stanley Mount West,,Ramsey,IM8 1NP,Maughold,"100,000.00","100,000.00",16/08/2022,06/09/2022
,,Garage 5,Westbourne Close,,Ramsey,IM8 2ES,Maughold,,"6,500.00",14/11/2003,19/03/2004
,,Garage 5,Westbourne Close,,Ramsey,IM8 2ES,Maughold,"25,000.00","25,000.00",23/11/2023,30/01/2024
, 3,,Ballure Grove,,Ramsey,IM8 1NF,Maughold,,"260,000.00",08/10/2003,26/02/2004
,,Glen Eagles,Dreemskerry,,Maughold,IM7 1BL,Maughold,,"280,000.00",30/09/2003,27/02/2004
,,Glen Lodge,Dreemskerry,,Maughold,IM7 1BF,Maughold,"875,000.00","875,000.00",21/11/2007,11/03/2008
,,Glen Lodge,Dreemskerry,,Maughold,IM7 1BF,Maughold,"875,000.00","875,000.00",15/06/2018,02/10/2018
, 23,Crestline,Killeaba Mount,,Ramsey,IM8 2JH,Maughold,,"189,950.00",10/10/2003,26/02/2004
Apartment 3,,Towerside Court,Tower Road,,Ramsey,IM8 2EA,Maughold,,"135,000.00",26/09/2003,29/07/2004
Apartment 3,,Towerside Court,Tower Road,,Ramsey,IM8 2EA,Maughold,"170,000.00","170,000.00",16/09/2022,07/10/2022
Flat 802,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,,"196,000.00",17/09/2003,26/05/2004
Flat 802,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,"145,000.00","145,000.00",05/08/2011,12/10/2011
Flat 802,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,"125,000.00","125,000.00",18/10/2019,23/11/2019
Flat 802,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,"180,000.00","180,000.00",05/11/2021,02/12/2021
, 15,,Claughbane Drive,,Ramsey,IM8 2AY,Maughold,,"184,000.00",14/11/2003,11/03/2004
Apartment 2,,Towerside Court,Tower Road,,Ramsey,,Maughold,,"135,000.00",26/09/2003,10/05/2004
Apartment 2,,Towerside Court,Tower Road,,Ramsey,,Maughold,"162,500.00","162,500.00",07/12/2009,04/01/2010
Apartment 2,,Towerside Court,Tower Road,,Ramsey,IM8 2EE,Maughold,"169,950.00","169,950.00",15/12/2023,02/01/2024
, 76,,Waterloo Road,,Ramsey,IM8 1EH,Maughold,,0.25,20/10/2003,04/02/2004
, 76,,Waterloo Road,,Ramsey,IM8 1EH,Maughold,"170,000.00","170,000.00",04/03/2008,15/07/2008
, 14,,Fairway Drive,,Ramsey,IM8 2BB,Maughold,,"330,000.00",05/12/2003,08/03/2004
, 14,,Fairway Drive,,Ramsey,IM8 2BB,Maughold,,"375,000.00",26/05/2005,31/05/2005
, 14,,Fairway Drive,,Ramsey,IM8 2BB,Maughold,"405,000.00","405,000.00",03/12/2009,05/05/2010
,,,Premises At East Quay,,Ramsey,,Maughold,,"725,000.00",29/10/2003,31/03/2004
,,Garage Number 6,Off Westbourne Close,,Ramsey,IM8 2ES,Maughold,,"6,500.00",20/10/2003,17/08/2004
,,Garage Number 6,Off Westbourne Close,,Ramsey,IM8 2ES,Maughold,,"10,500.00",17/03/2006,29/06/2006
,,8 Ballure Court,Queens Drive West,,Ramsey,IM8 2JD,Maughold,,"113,500.00",26/11/2003,07/05/2004
,,8 Ballure Court,Queens Drive West,,Ramsey,IM8 2JD,Maughold,"137,500.00","137,500.00",25/05/2007,03/11/2007
FLAT 8,,Ballure Court,Queens Drive West,,Ramsey,IM8 2JD,Maughold,"137,500.00","137,500.00",29/06/2018,13/07/2018
FLAT 8,,Ballure Court,Queens Drive West,,Ramsey,IM8 2JD,Maughold,"100,000.00","100,000.00",02/07/2018,09/08/2018
,,Land Adjoining Leeward Cottage,Slieu Lewaigue,,Maughold,IM7 1AD,Maughold,,"5,000.00",24/08/2003,02/02/2004
"1, 2, 3 and 4",,,Tower Road,,Ramsey,IM8 2EA,Maughold,,"230,000.00",19/12/2003,17/03/2004
,,3 & 4 Quayles Cottages,Tower Road,,Ramsey,IM8 2EA,Maughold,"230,000.00","230,000.00",29/04/2009,14/05/2009
,,4 Quayles Cottages,Tower Road,,Ramsey,IM8 2EA,Maughold,"95,000.00",0.00,19/08/2019,03/09/2019
, 62,,Parliament Street,,Ramsey,IM8 1AN,Maughold,,"130,000.00",22/08/2003,11/05/2004
, 62,,Parliament Street,,Ramsey,IM8 1AN,Maughold,"185,000.00","185,000.00",22/07/2011,12/10/2011
,,Reayrt Cornah,Glen Mona Loop Road,Glen Mona,Maughold,IM7 1HG,Maughold,,"200,000.00",07/11/2002,12/02/2004
, 17,,Brookfield Avenue,,Ramsey,IM8 2AE,Maughold,,"339,000.00",31/10/2003,29/04/2004
, 17,,Brookfield Avenue,,Ramsey,IM8 2AE,Maughold,,"345,000.00",30/12/2005,17/02/2006
, 17,,Brookfield Avenue,,Ramsey,IM8 2AE,Maughold,"460,000.00","460,000.00",28/07/2008,21/10/2008
, 17,,Brookfield Avenue,,Ramsey,IM8 2AE,Maughold,"480,000.00","480,000.00",17/08/2015,12/10/2015
, 17,,Brookfield Avenue,,Ramsey,IM8 2AE,Maughold,"427,375.00","427,375.00",15/11/2019,13/02/2020
,,Beach House,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,,"360,000.00",11/12/2003,12/05/2004
,,Beach House,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,"485,000.00","485,000.00",21/12/2016,22/02/2017
Apartment 6,,Towerside Court,Parsonage Road,,Ramsey,IM8 2EA,Maughold,,"140,000.00",21/11/2003,07/05/2004
Apartment 6,,Towerside Court,Parsonage Road,,Ramsey,IM8 2EA,Maughold,,"140,000.00",04/06/2004,20/12/2004
,,Garage 32,Queens Court,St. Pauls Square,Ramsey,IM8 1LQ,Maughold,,"12,000.00",08/12/2003,10/05/2004
,,Garage 32,Queens Court,St. Pauls Square,Ramsey,IM8 1LQ,Maughold,"15,000.00","15,000.00",30/05/2014,22/10/2014
, 16,,Marine Gardens,Queens Promenade,Ramsey,IM8 1EN,Maughold,,"190,000.00",26/11/2003,14/05/2004
, 16,,Marine Gardens,Queens Promenade,Ramsey,IM8 1EN,Maughold,"299,000.00","299,000.00",25/10/2021,25/11/2021
Garage 28,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,,0.00,17/09/2003,27/05/2004
Garage 28,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,"10,000.00","10,000.00",05/08/2011,12/10/2011
Garage 28,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,"10,000.00","10,000.00",18/10/2019,23/11/2019
Garage 28,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,"5,000.00","5,000.00",05/11/2021,10/12/2021
Garage 28,,Kings Court,St Pauls Square,,Ramsey,IM8 1LP,Maughold,"20,000.00","20,000.00",12/03/2024,09/04/2024
, 6,,Mona Street,,Ramsey,IM8 1BD,Maughold,,"200,000.00",07/11/2003,10/05/2004
,,The Pink House,Church Road,,Maughold,IM7 1AS,Maughold,,"130,000.00",17/12/2003,29/04/2004
,,The Pink House,Church Road,,Maughold,IM7 1AS,Maughold,"350,000.00","350,000.00",20/05/2013,16/07/2013
,,The Pink House,Church Road,,Maughold,IM7 1AS,Maughold,"300,000.00",0.00,31/08/2018,17/09/2018
,,The Pink House,Church Road,,Maughold,IM7 1AS,Maughold,"290,000.00","290,000.00",30/10/2020,10/11/2020
,,The Pink House,Church Road,,Maughold,IM7 1AS,Maughold,"360,000.00","360,000.00",13/11/2023,24/01/2024
, 2,,Brookfield Terrace,,Ramsey,IM8 2AL,Maughold,,"70,000.00",01/12/2003,19/04/2004
, 2,,Brookfield Terrace,,Ramsey,IM8 2AL,Maughold,"310,000.00","310,000.00",04/12/2020,05/03/2021
, 2,,Brookfield Terrace,,Ramsey,IM8 2AL,Maughold,"375,000.00","375,000.00",15/07/2024,14/10/2024
, 116,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LE,Maughold,,"93,500.00",08/12/2003,02/08/2004
, 116,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LE,Maughold,"30,000.00","30,000.00",10/09/2021,15/11/2021
, 116,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LE,Maughold,"35,000.00","35,000.00",15/03/2023,24/03/2023
Flat 1,,Towerside Court,Parsonage Road,,Ramsey,IM8 2EE,Maughold,,"135,000.00",04/02/2004,07/05/2004
Apartment 1,,Towerside Court,Parsonage Road,,Ramsey,IM8 2EE,Maughold,"136,000.00","136,000.00",23/01/2015,23/03/2015
Flat 5,,Strand Court,Queens Promenade,,Ramsey,IM8 1ES,Maughold,,"129,950.00",18/12/2003,27/08/2004
,,5 Strand Court,Queens Promenade,,Ramsey,IM8 1ES,Maughold,"168,500.00","168,500.00",25/02/2020,02/04/2020
,,5 Strand Court,Queens Promenade,,Ramsey,IM8 1ES,Maughold,"170,000.00","170,000.00",04/06/2021,21/07/2021
Flat 6,,Royal Court,Queens Promenade,,Ramsey,IM8 1EP,Maughold,,"199,000.00",28/01/2004,10/05/2004
Flat 6,,Royal Court,Queens Promenade,,Ramsey,IM8 1EP,Maughold,,"199,000.00",26/11/2016,07/06/2017
Flat 6,,Royal Court,Queens Promenade,,Ramsey,IM8 1EP,Maughold,"180,000.00","180,000.00",23/02/2017,15/09/2017
Apartment 1,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,,"78,950.00",08/12/2003,24/05/2004
Apartment 1,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,"60,000.00","60,000.00",27/04/2021,27/07/2021
Apartment 1,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,"80,000.00","80,000.00",22/04/2022,23/06/2022
,,The Birstall,May Hill,,Ramsey,IM8 2EG,Maughold,,"218,000.00",08/12/2003,23/04/2004
Flat 5,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,,"115,000.00",19/12/2003,20/04/2004
Flat 5,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,"144,500.00","13,000.00",05/10/2009,17/05/2010
Flat 5,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,"95,000.00","95,000.00",29/11/2021,07/02/2022
,,Old Custom House,East Quay,,Ramsey,IM8 1BA,Maughold,,"135,000.00",02/02/2004,20/05/2004
, 122,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LB,Maughold,,"52,000.00",25/11/2003,10/06/2004
, 122,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LB,Maughold,"36,000.00","36,000.00",22/06/2015,28/08/2015
, 122,,St Pauls Apartments,St Pauls Square,Ramsey,IM8 1LB,Maughold,"38,500.00","38,500.00",24/09/2018,02/10/2018
,,Stanley Ville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,,"99,950.00",08/12/2004,31/03/2004
Apartment 4,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,,"120,000.00",14/09/2005,16/11/2005
,,Meadow Court,West Street,,Ramsey ,IM8 1AE,Maughold,,"197,000.00",13/11/2003,28/05/2004
,,Meadow Court,West Street,,Ramsey ,IM8 1AE,Maughold,"250,000.00","250,000.00",31/07/2024,21/08/2024
Garage 14,,St Pauls Mews,St Pauls Square,,Ramsey,,Maughold,,"11,000.00",05/12/2003,10/06/2004
Garage 14,,St Pauls Mews,St Pauls Square,,Ramsey,,Maughold,"12,000.00","12,000.00",13/02/2012,08/05/2012
Garage 14,,St Pauls Mews,St Pauls Square,,Ramsey,,Maughold,"15,000.00","15,000.00",03/11/2015,25/11/2015
,,Branlaig,Queens Drive West,,Ramsey,IM8 2JD,Maughold,,"125,000.00",13/10/2003,27/02/2004
, 9,,Cronk Cardle,The Corony,Maughold,IM7 1ET,Maughold,,"50,000.00",01/12/2003,13/08/2004
, 9,,Cronk Cardle,The Corony,Maughold,IM7 1ET,Maughold,"265,000.00","265,000.00",08/09/2022,10/11/2022
," 5,6,7,8",,Tower Road,,Ramsey,IM8 2EA,Maughold,,"200,000.00",05/09/2003,10/03/2004
, 47,,Waterloo Road,,Ramsey,IM8 1DZ,Maughold,,"235,000.00",05/02/2004,18/05/2004
, 47,,Waterloo Road,,Ramsey,IM8 1DZ,Maughold,,"244,000.00",21/12/2006,13/04/2007
, 47,,Waterloo Road,,Ramsey,IM8 1DZ,Maughold,"209,000.00","209,000.00",18/08/2017,30/08/2017
Flat 2,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,,"94,950.00",08/12/2003,04/08/2004
Flat 2,,Stanleyville,Stanley Mount West,,Ramsey,IM8 1LR,Maughold,"94,000.00","94,000.00",05/03/2021,13/05/2021
, 7,,Summerland,,Ramsey,IM8 2EF,Maughold,,"261,000.00",19/12/2003,22/06/2004
, 7,,Summerland,,Ramsey,IM8 2EF,Maughold,,"119,350.00",01/03/2007,15/03/2007
, 2,,Cooilushtey,,Port Lewaigue,IM7 1AQ,Maughold,,"460,000.00",11/03/2004,19/07/2004
, 2,,Cooilushtey,Port Lewaigue,Maughold,IM7 1AQ,Maughold,"555,000.00","555,000.00",01/04/2022,31/05/2022
, 2,Land Part Of,Cooilushtey,Port Lewaigue,Maughold,IM7 1AQ,Maughold,,1.00,11/03/2004,20/07/2004
,,Land ,Cooilushtey,Port Lewaigue,Maughold,,Maughold,1.00,1.00,28/08/2009,07/01/2010
,,Land ,Cooilushtey,Port Lewaigue,Maughold,,Maughold,1.00,1.00,05/08/2010,19/05/2014
,,Land ,Cooilushtey,Port Lewaigue,Maughold,,Maughold,0.00,0.00,01/04/2022,30/05/2022
,,Plot Of Land Adjoining The Hermitage,Brookfield Crescent,,Ramsey,IM8 2AG,Maughold,,"50,000.00",25/11/2003,23/03/2004
,,Plot 1,Brookfield Crescent,,Ramsey,IM8 2AF,Maughold,,"185,000.00",13/06/2005,22/08/2006
,,Plot Of Land Adjoining The Hermitage,Brookfield Crescent,,Ramsey,IM8 2AG,Maughold,,"50,000.00",13/06/2005,30/08/2006
,,Thurot,Beaumont Road,,Ramsey,IM8 2HN,Maughold,,"125,000.00",07/01/2004,20/08/2004
,,Thurot,Beaumont Road,,Ramsey,IM8 2HN,Maughold,"125,000.00",0.00,11/08/2015,18/02/2016
,,Thurot,Beaumont Road,,Ramsey,IM8 2HN,Maughold,"152,500.00","152,500.00",12/08/2015,10/03/2016
Flat 7,,Ascog Hall,Stanley Mount West,,Ramsey,IM8 1NP,Maughold,,"75,000.00",02/02/2004,15/06/2004
Flat 7,,Ascog Hall,Stanley Mount West,,Ramsey,IM8 1NP,Maughold,"111,000.00","111,000.00",22/05/2007,07/11/2007
,,Wesley Manse,The Crescent West,,Ramsey,IM8 2JN,Maughold,,"205,000.00",30/01/2004,03/06/2004
,,Wesley Manse,The Crescent West,,Ramsey,IM8 2JN,Maughold,"298,000.00","298,000.00",09/05/2008,16/07/2008
Flat 4,,Pier View,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,,"14,560.00",23/12/2003,14/06/2004
Flat 4,,Pier View,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,"48,000.00",0.25,26/06/2015,16/10/2015
, 29,,Fairway Drive,,Ramsey,IM8 2BD,Maughold,,"360,000.00",15/10/2003,30/03/2004
, 29,,Fairway Drive,,Ramsey,IM8 2BD,Maughold,"485,000.00","485,000.00",20/05/2021,02/11/2021
, 24,,Waterloo Road,,Ramsey,IM8 1DU,Maughold,,"189,000.00",15/03/2004,05/04/2004
, 24,,Waterloo Road,,Ramsey,IM8 1DU,Maughold,"120,000.00","120,000.00",31/01/2017,19/06/2017
Apartment G12,,Kings Court,St Pauls Square,,Ramsey,IM8 1LJ,Maughold,,"95,000.00",01/03/2004,17/08/2004
Apartment G12,,Kings Court,St Pauls Square,,Ramsey,IM8 1LJ,Maughold,"74,500.00","74,500.00",25/01/2008,08/07/2008
Apartment G12,,Kings Court,St Pauls Square,,Ramsey,IM8 1LJ,Maughold,"95,000.00","95,000.00",23/04/2008,15/07/2008
Apartment G12,,Kings Court,St Pauls Square,,Ramsey,IM8 1LJ,Maughold,"93,000.00","93,000.00",01/02/2014,16/05/2014
, 32,,Waterloo Road,,Ramsey,IM8 1DU,Maughold,,"167,500.00",01/03/2004,28/05/2004
, 12,,Rectory Court,St Pauls Square,Ramsey,IM8 1LB,Maughold,,"49,995.00",09/01/2004,18/10/2004
, 12,,Rectory Court,St Pauls Square,Ramsey,IM8 1LB,Maughold,"40,000.00","40,000.00",28/06/2019,10/08/2019
