Planning  Applications Determined between 1/1/16 - 31/12/16,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Refused,16/01099/B,Removal of chimney stack down to roof level.,01-Nov-16,Senior Planning Officer - South (SC),Waterside 4 Windsor Mount Ramsey Isle Of Man IM8 3EA
Permitted,16/01152/B,Off Road Car Parking Space.,10-Nov-16,Senior Planning Officer - South (SC),South Brent Cronk Road Port St. Mary Isle Of Man IM9 5AS 
Permitted,16/01217/B,Proposed alterations and extension to workshop.,14-Dec-16,Senior Planning Officer - North (CB),Main Office Port Way Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AJ 
Permitted,15/01168/B,Erection of three dwellings with garaging and off road parking to replace former dwelling,23-Feb-16,Senior Planning Officer - North (CB),Balladoole  46 Bowring Road Ramsey Isle Of Man IM8 3EJ
Permitted,15/01194/B,Construction of a visitor centre with roof deck viewing platform,02-Mar-16,Planning Committee,Sartfell Cottage Sartfell Kirk Michael Isle Of Man IM6 1BE 
Permitted,15/01370/B,Installation of replacement windows to front elevation,19-Jan-16,Senior Planning Officer - North (CB),"1, 2 & 3 Kensington Road Douglas Isle Of Man IM1 3EP "
Permitted,16/00063/B,Erection of a replacement entrance porch,26-Feb-16,Director Delegation,Tynwald Hill Inn Main Road St Johns Isle Of Man IM4 3NA 
Permitted,16/00066/B,Removal of a redundant chimney stack and alterations to existing window protection,15-Mar-16,Director Delegation,St Georges Church Upper Church Street Douglas Isle Of Man IM1 1EE
Permitted,16/00239/B,Erection of pitched slate roof to replace existing flat roof over kitchen extension and installation of replacement windows and door,06-May-16,Senior Planning Officer - North (CB),5 Church Road Onchan Isle Of Man IM3 1BF
Permitted,16/00240/A,Approval in principle for erection of a dwelling addressing siting and means of access,25-Aug-16,Planning Committee,Land At Ballacashin Farm Abbeylands Isle Of Man  
Permitted,16/00241/B,Erection of extension to rear elevation to replace existing conservatory,10-May-16,Senior Planning Officer - North (CB),100 Ballacriy Park Colby Isle Of Man IM9 4NB
Permitted,16/00242/C,Additional use of retail premises as a foot health therapy clinic,25-Apr-16,Senior Planning Officer - North (CB),1 Market Hill Ramsey Isle Of Man IM8 1JT 
Permitted,16/00243/B,Installation of replacement windows to front elevation,05-May-16,Senior Planning Officer - North (CB),12 Christian Road Douglas Isle Of Man IM1 2QN 
Permitted,15/01374/B,Installation of window to replace existing garage door and installation of additional door and window to side elevation,20-Jan-16,Senior Planning Officer - South (SC),5 St Olaves Close Ramsey Isle Of Man IM8 3HA 
Permitted,16/00043/GB,Conversion of building to provide ten residential apartments (in association with 16/00044/CON),20-Sep-16,Planning Committee,Buck House Corner Of Merton Bank & Bucks Road Douglas Isle Of Man IM1 3DG
Permitted,16/00044/CON, Registered Building consent for the conversion of building to provide ten residential apartments (in association with 16/00043/GB) Registered Building Nos. 230,20-Sep-16,Planning Committee,Buck House Corner Of Merton Bank & Bucks Road Douglas Isle Of Man IM1 3DG
Permitted,16/00128/B,Demolition of existing piggery and erection of tourist accommodation,23-Jun-16,Planning Committee,Ballaveare Farm Old Castletown Road Port Soderick Isle Of Man IM4 1BB
Permitted,16/00129/B,Conversion of redundant farm buildings to five self-contained holiday cottages with parking,19-Apr-16,Senior Planning Officer - South (SC),Outbuildings North Baldrine Farm Baldhoon Road Laxey Isle Of Man  
Permitted,16/00589/B,Window and door alterations to dwelling,04-Aug-16,Senior Planning Officer - South (SC),123 King Edward Road Onchan Isle Of Man IM3 2AX
Permitted,16/00590/B,Alterations and erection of a first floor with balcony to dwelling,07-Sep-16,Senior Planning Officer - South (SC),123 King Edward Road Onchan Isle Of Man IM3 2AX
Permitted,16/00591/B,"Alterations, replacement of existing garage door with a window, erection of a rear extension with balcony above and side attached garage to dwelling",25-Jul-16,Senior Planning Officer - North (CB),Plovers Mead 3 River Vale Braddan Douglas Isle Of Man IM4 4TH
Permitted,16/00054/B,Alterations to existing vehicular access including the erection of walls and entrance gates,25-Feb-16,Director Delegation,Woodlands Ballacollister Road Laxey Isle Of Man IM4 7JT
Permitted,16/00055/B,Erection of a dwelling to replace existing building,30-Jun-16,Interim Director 2016,Site Adjacent To Bowling Green Walpole Road Ramsey Isle Of Man  
Permitted,16/00117/B,Erection of replacement conservatory roof with light weight roof tiles,14-Mar-16,Director Delegation,45 Ashbourne Avenue Douglas Isle Of Man IM2 1NR 
Permitted,16/00118/B,Alterations to existing substation,23-Mar-16,Senior Planning Officer - South (SC),Belle Vue Substation Maughold Isle Of Man IM99 1PS 
Permitted,16/00345/B,Enlargement of driveway and vehicle access,24-Jun-16,Senior Planning Officer - South (SC),90 Cronk Liauyr Douglas Isle Of Man IM2 5LP
Permitted,16/00346/B,"Removal of public house use, external alterations and conversion of 60 Strand Street to retail use",16-May-16,Interim Director 2016,58 - 60 Strand Street Douglas Isle Of Man IM1 2EL 
Refused,16/00347/B,Conversion of existing garage into a self-contained residential accommodation with additional tourist use,16-Jun-16,Senior Planning Officer - South (SC),Lower Ballachrink Ballaragh Road Laxey Isle Of Man IM4 7PH
Permitted,16/00350/B,Erection of a modular building to provide staff welfare facilities (amendment to PA 15/00399/B),13-May-16,Interim Director 2016,Ballaughton Nurseries Ballaughton Nurseries Douglas Isle Of Man IM2 1JJ 
Permitted,16/00351/A,"Approval in principle for demolition of two dwellings and stable block and creation / incorporation of two further dwellings within large residence, entrance gates and gate lodge addressing siting, design and means of access",21-Jun-16,Planning Committee,Ballaquiggin Farm Balnahowe Santon Isle Of Man IM4 1HW 
Permitted,16/00592/B,Erection of a conservatory,01-Jul-16,Senior Planning Officer - South (SC),Burnt Mill House 1 - 2 Mount William Summerhill Douglas Isle Of Man IM2 4PE 
Permitted,16/00635/B,Alterations and raising of harbour walls for flood prevention,01-Nov-16,Planning Committee,Castletown Harbour Castletown Isle Of Man  
Permitted,16/00636/B,"Alterations, creation of a timber store below existing canopy and relocation of dust extraction equipment",18-Aug-16,Senior Planning Officer - South (SC),Ramsey Grammar School West Lezayre Road Ramsey Isle Of Man IM8 2RG
Permitted,16/00931/D,Installation of non-illuminated signage,27-Sep-16,Senior Planning Officer - South (SC),23 Station Road Port Erin Isle Of Man IM9 6AE
Permitted,16/00942/B,Erection of extension to side and rear of dwelling and widening of driveway and vehicular access,31-Oct-16,Senior Planning Officer - South (SC),8 Robert Cubbon Close Reayrt Y Sheear Douglas Isle Of Man IM2 6PT 
Permitted,16/00947/B,Alterations and application of smooth render to gable elevation of dwelling,28-Sep-16,Senior Planning Officer - South (SC),1 Minorca Crescent Laxey Isle Of Man IM4 7DW
Application Withdrawn,16/01026/B,"Demolition of existing bungalow, creation of gatehouse and lodge (2 dwellings).",10-Nov-16,Withdrawn,Thornfield Clay Head Road Baldrine Isle Of Man IM4 6DL 
Permitted,16/01185/B,Replacement of existing glazed conservatory roof with tiles,15-Nov-16,Senior Planning Officer - South (SC),8 Laureston Close Douglas Isle Of Man IM2 4BF
Permitted,16/00352/B,Erection of a conservatory to rear elevation,24-May-16,Senior Planning Officer - South (SC),Flat 3  Greenside Court Brookfield Avenue Ramsey Isle Of Man IM8 2AN
Permitted,16/00353/B,Creation of an outside seating area,27-May-16,Senior Planning Officer - South (SC),1 Quines Corner Douglas Isle Of Man IM1 4LF 
Permitted,16/00354/A,"Approval in principle for the erection a detached dwelling within grounds of existing dwelling and relocation of vehicular access addressing siting, means of access and landscaping",26-Jul-16,Interim Director 2016,The Quadrant Phildraw Road Ballasalla Isle Of Man IM9 3EG
Permitted,16/00355/B,Erection of a rear extension to replace existing conservatory / sunroom,03-May-16,Senior Planning Officer - North (CB),22 Ballatessan Meadow Peel Isle Of Man IM5 1DU 
Permitted,16/00407/B,Alterations and installation of roof lights to dwelling,17-Jun-16,Senior Planning Officer - North (CB),Harbour House Fisherman's Walk Fort Island Road Derbyhaven Isle Of Man IM9 1TY 
Permitted,16/00786/CON,Registered Building consent for the conversion of existing office accommodation into a dwelling (in association with 16/00785/GB) Registered Building Nos. 122,29-Sep-16,Senior Planning Officer - South (SC),Welch House Church Road Onchan Isle Of Man IM3 1BF
Refused,16/00866/B,Installation of a replacement front door,19-Oct-16,Senior Planning Officer - South (SC),14 Thorny Road Douglas Isle Of Man IM2 5ED
Permitted,16/00867/A,Approval in principle for the erection of three detached dwellings,20-Sep-16,Senior Planning Officer - North (CB),"Field's 432533, 432534 & 432535 Phildraw Road Ballasalla Isle Of Man  "
Permitted,16/01184/B,Erection of a dwelling with detached garage,24-Nov-16,Senior Planning Officer - North (CB),Former Gas Compound Baltic Road Kirk Michael Isle Of Man IM1 5PA
Permitted,16/01187/A,Approval in principle to erect a single detached dwelling with garaging with reserved matters of vehicular access (amendment to PA 14/00913/A),21-Nov-16,Interim Director 2016,Field 434166 Between Cronk Dhoo & Strooan Mooar St Marks Road Ballasalla Isle Of Man 
Permitted,16/00013/B,Alterations comprising an additional storey to dwelling,25-Apr-16,Senior Planning Officer - North (CB),Ballacallin Bungalow Niarbyl Road Dalby Isle Of Man IM5 3BS
Permitted,16/00186/B,Erection of a single storey extension to rear elevation and extension to residential curtilage (comprising amendments to PA 15/00868/B),24-Mar-16,Senior Planning Officer - South (SC),Oatlands Lodge Oatlands Road Andreas Isle Of Man IM7 4ER
Permitted,16/00187/B,Erection of detached building to provide games/gym room,15-Jul-16,Senior Planning Officer - South (SC),Ainchea Corony Bridge Corony Ramsey Isle Of Man IM7 1EY
Permitted,16/00188/D,Erection of non-illuminated signage,25-Apr-16,Senior Planning Officer - North (CB),9 Arbory Street Castletown Isle Of Man IM9 1LH
Permitted,16/00868/B,Erection of a rear extension to dwelling,18-Nov-16,Senior Planning Officer - South (SC),Hawthorne Cottage Peel Road Ballacraine St Johns Isle Of Man IM4 3LR 
Permitted,16/00982/B,Additional bedroom with dressing room above existing garage. Widening of driveway to allow off street parking for 2 vehicles,13-Oct-16,Senior Planning Officer - North (CB),Sandown 12 Albany Road Peel Isle Of Man IM5 1JR
Permitted,16/01035/B,Replacement of existing conservatory roof with tiles.,14-Oct-16,Senior Planning Officer - South (SC),8 Abbots Close Ballasalla Isle Of Man IM9 3EA 
Permitted,16/01058/B,Removal and installation of new doors as existing.,04-Nov-16,Senior Planning Officer - South (SC),Bridge Cottage Bridge Street Castletown Isle Of Man IM9 1AX 
Permitted,16/01062/C,Change of use from office to residential.,08-Nov-16,Senior Planning Officer - North (CB),Woodbourne House Woodbourne Lane Douglas Isle Of Man IM2 3LJ
Permitted,16/01010/D,Erection of non-illuminated signage to proposed workshop and store,12-Dec-16,Senior Planning Officer - North (CB),Battery Pier Depot Douglas Isle Of Man  
Permitted,16/01060/B,Demolition of and construction of new detached garage block to rear,04-Nov-16,Senior Planning Officer - South (SC),Crofton Crossag Road Ballasalla Isle Of Man IM9 3DX
Permitted,15/01070/CON,Registered Building Consent for internal alterations to improve wheelchair access (RB no 256),08-Feb-16,Director Delegation,Malew Church Great Meadow Castletown Isle Of Man IM9 4EB 
Permitted,15/01141/B,Demolition of existing bungalow and erection of a four storey block comprising of eight residential apartments with associated car parking and landscaping,18-Mar-16,Director Delegation,Land At Greenbank Bungalow Corner Of Park Road And Premier Road Ramsey Isle Of Man IM8 3AR
Permitted,15/01191/B,"Alterations, erection of an extension and rendering works to dwelling",07-Jan-16,Senior Planning Officer - South (SC),10 Close Quane Peel Isle Of Man IM5 1PY
Permitted,15/01330/B,"Variation of condition one of approved PA 11/01598/B for erection of two dwellings, to extend the period of permission by four years",08-Jan-16,Senior Planning Officer - South (SC),Land Between Glas Choille And Winston Glen Auldyn Ramsey Isle Of Man  
Permitted,15/01331/B,Erection of a two storey extension to side elevation and a single storey extension to rear elevation,08-Jan-16,Senior Planning Officer - South (SC),27 Creggans Avenue Peel Isle Of Man IM5 1DE
Permitted,16/00068/TEL,Installation of a telecommunications base station to provide a mast with three antennas and one equipment cabin,04-Mar-16,Director Delegation,Hillberry Water Reservoir Hillberry Road Onchan Isle Of Man  
Permitted,16/00271/B,Erection of extension to side elevation and widening of existing vehicular access,22-Jun-16,Planning Committee,1 Gardeners Lane Ramsey Isle Of Man IM8 2PR
Permitted,16/00272/B,Alterations and erection of dormer to rear elevation,13-May-16,Senior Planning Officer - South (SC),33 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LW
Permitted,15/01336/B,Erection of a detached dwelling,15-Feb-16,Director Delegation,Land Adjacent To Bay House College Green Castletown Isle Of Man  
Permitted,15/01395/B,Replacement of existing polycarbonate roof to conservatory with light weight roof tiles,28-Jan-16,Senior Planning Officer - South (SC),18 Seafield Crescent Onchan Isle Of Man IM3 3BY
Permitted,15/01396/B,Replacement of existing polycarbonate roof to conservatory with light weight roof tiles,28-Jan-16,Senior Planning Officer - South (SC),11 Turnberry Avenue Onchan Isle Of Man IM3 2JS
Permitted,16/00018/B,Alterations and extension to dwelling,18-Feb-16,Senior Planning Officer - South (SC),Ballabundu Chapel Lane Baldrine Isle Of Man IM4 6DG
Permitted,16/00046/B,Replacement of existing glazed conservatory roof with light weight roof tiles,18-Feb-16,Senior Planning Officer - South (SC),17 King Edward Close Onchan Isle Of Man IM3 2AG
Permitted,16/00094/B,"Erection of six terraced three storey townhouse units for Student Nurses accommodation with central two storey link, access road and car parking",22-Mar-16,Head of Development Management,Former Union Mills Football Club Playing Fields Ballamona Estate Braddan Road Strang Douglas Isle Of Man  
