Decisions issued under delegated authority 1/1/19 - 31/12/19,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Additional use of residential property to provide tourist living accommodation,Ballawyllin Beg Farm East Baldwin Isle Of Man IM4 5ER ,PER,01-Oct-19,19/00859/C
"Alterations, creation of an enclosed front porch and erection of rear extension",Rectory Ballacrosha Ballaugh Isle Of Man IM7 5AQ,PER,04-Sep-19,19/00860/B
"Registered building consent for the removal of artificial hedging and oil tank, and installation of timber fencing to rear of building RB 38(retrospective) - in association with application 18/00983/GB",The George Hotel The Parade Castletown Isle Of Man IM9 1LG,REF,15-Feb-19,18/00984/CON
Replacement of existing glazed conservatory roof with tiles,8 Conister Close Onchan Isle Of Man IM3 4BH,PER,10-Jan-19,18/01210/B
Erection of fencing (retrospective),11 Cooil Drive Douglas Isle Of Man IM2 2HB,REF,17-Jan-19,18/01211/B
"Creation of two windows to dwelling, erection of detached car port and erection of side annex to dwelling and conversion of existing detached garage to create two tourist accommodation units",Church Farmhouse Great Meadow Castletown Isle Of Man IM9 4EB ,REF,18-Apr-19,19/00254/B
"Infill of existing porch including new window, and erection of detached garage",Ballaskilley Lhen Road Bride Isle Of Man IM7 4BG,PER,27-Jun-19,19/00564/B
Application to make lawful the use of the property as a house in multiple occupancy (HMO),Millbrook  4 Drury Terrace Douglas Isle Of Man IM2 3HY,CLAWA,26-Jul-19,19/00641/LAW
Application to make lawful the use of the property as a house in multiple occupancy (HMO),Ashley House 6 Clifton Terrace Douglas Isle Of Man IM2 3HU,CLAWA,26-Jul-19,19/00642/LAW
Approval in principle for the erection of a dwelling,Agricultural Building To Rear Of Vaaish Mooar Farm Staarvey Road Peel Isle Of Man  ,REF,12-Jul-19,19/00643/A
"Alterations, erection of extension to replace conservatory and creation of raised patio and decking areas to rear elevation",The Anchorage Port E Vullen Ramsey Isle Of Man IM7 1AP ,PER,23-Jul-19,19/00644/B
Replacement of existing 4m high chain-link fence around tennis court with 4m high ball stop fence.,Glen Road Recreation Area Glen Road Laxey Isle Of Man IM4 7AH,PER,19-Dec-19,19/01205/B
Alterations to existing chimney stack,4 Hawthorn Close Onchan Isle Of Man IM3 3HL,PER,23-Jul-19,19/00593/B
Installation of replacement windows and door to front elevation,27 Kensington Road Douglas Isle Of Man IM1 3EW,PER,02-Aug-19,19/00594/B
Installation of patio door at rear elevation replacing existing window,Flat 2  Victoria Manor Victoria Road Douglas Isle Of Man IM2 6AQ,PER,01-Aug-19,19/00597/B
Alterations and erection of first floor extension,Willowmead Ballaughton Meadows Douglas Isle Of Man IM2 1JG,PER,04-Jul-19,19/00599/B
Alterations and erection of single storey extension,Lezayre Quarterbridge Road Douglas Isle Of Man IM2 3RG,PER,10-Jul-19,19/00602/B
Removal of existing external door and installation of patio to rear of dwelling,118 Ballabrooie Drive Douglas Isle Of Man IM1 4HQ,PER,15-Oct-19,19/00620/B
Erection of interpretation board to wall within clock tower garden area,Clock Tower Mines Road Foxdale Isle Of Man  ,PER,08-Nov-19,19/01020/D
"Change of use of industrial units to vehicle servicing, repairs and sales (retrospective)",Unit 1-2 Old Quarry Douglas Head Industrial Estate Douglas Isle Of Man IM1 5BF ,PER,29-Jan-19,18/00610/C
Alterations erection of extension to replace existing and creation of raised patio and decked area,Cronksyde 5 Cronk Road Union Mills Isle Of Man IM4 4NJ,PER,04-Mar-19,18/01173/B
Installation of double gates to existing vehicular access,36 Selborne Drive Douglas Isle Of Man IM2 3NH,REF,14-Feb-19,18/00853/B
Re-routing of part of access lane to approved Tholtan (PA 15/00448/B),Part Field 425024 Ballaglonney Farm Ronague Road Ronague Castletown Isle Of Man  ,PER,21-Feb-19,18/00907/B
Erection of extension and flue to rear elevation,26 Queens Valley Ramsey Isle Of Man IM8 1NG ,PER,08-Aug-19,19/00699/B
Installation of replacement existing conservatory roof with tiles,1 Ballagarey Crescent Glen Vine Isle Of Man IM4 4FA,PER,07-Aug-19,19/00700/B
"Registered Building consent for demolition works, alterations, erection of extension and creation of vehicular access (in association with 18/01111/B)",51 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,01-Mar-19,18/01112/CON
"Alterations and extensions to property, including replacement windows and doors, removal of rear outbuildings and erection of single storey extension, removal and reconstruction of main front facade external wall (in association with 18/01317/CON).",2 Osborne Terrace Douglas Isle Of Man IM1 3LH,PER,31-Jan-19,18/01316/B
Erection of agricultural building and replacement roof to adjacent existing agricultural building,Ballaskelly Hillberry Mountain Road Onchan Isle Of Man IM4 5BL,PER,20-Feb-19,19/00040/B
"Change of use from Department of Health residential care home to residential use, additional tourist use for Mews Cottage (part retrospective)",Aingeville 93 Woodbourne Road Douglas Isle Of Man IM2 3AW,PER,02-Aug-19,19/00701/C
"Alterations, erection of extension, dormer and replacement porch",2 Pairk Beg Port Erin Isle Of Man IM9 6NH,PER,24-Oct-19,19/00703/B
Additional use of dwelling as tourist accommodation,14 Sunnydale Avenue Port Erin Isle Of Man IM9 6EU,PER,27-Aug-19,19/00704/C
"Alterations, erection of an extension to replace conservatory and installation of a flue (retrospective amendment to PA 18/00204/B)",22 Ballagyr Park Peel Isle Of Man IM5 1UN,PER,09-Aug-19,19/00705/B
Installation of a 10 bike shelter,Police Headquarters And Premises Dukes Avenue Douglas Isle Of Man IM2 4RG ,PER,09-Dec-19,19/01127/B
Installation of a heat pump to replace existing boiler,Loughen E Yeigh Farm Bayr Ny Hayrey Lezayre Ramsey Isle Of Man IM7 2AU,PER,11-Dec-19,19/01128/B
Replacement of existing glazed conservatory roof with tile,5 Abbots Close Ballasalla Isle Of Man IM9 3EA,PER,22-Aug-19,19/00764/B
Erection of a 20 cycle bike shelter,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,25-Sep-19,19/00765/B
Erection of a shed (retrospective),Fairleigh 25 Brunswick Road Douglas Isle Of Man IM2 3LG,PER,12-Dec-19,19/01156/B
Erection of an external attached store,1 Victoria Terrace Peel Isle Of Man IM5 1PG ,PER,17-Dec-19,19/01158/B
"Sports playing field development comprising of sports pitches, four cricket nets, erection of 3m high perimeter fencing and associated drainage along with temporary road for construction access and compound","Field 433109, Adjacent To Castle Rushen High School, And Fields 434016, 434013 & 434015 Arbory Road Castletown Isle Of Man  ",PER,20-Dec-19,19/01140/B
Erection of a detached dwelling with associated parking,Land To The West Of 17 Royal Park Royal Park Ramsey Isle Of Man  ,REF,22-Feb-19,18/01106/B
"Variation of condition one of PA 14/01157/REM, Reserved Matters Application relating to PA 13/00184/A for erection of replacement farm dwelling addressing siting, design, external appearance, internal layout and means of access, to extend the period of pe",Clypse Moar Farm Clypse Onchan Isle Of Man IM4 5BG,PER,16-Apr-19,19/00205/B
"Alterations, erection of extension and relocation of a tree",16 Manor Lane Douglas Isle Of Man IM2 2NX,PER,10-Oct-19,19/00929/B
"Alterations, demolition of conservatory, erection of extensions and installation of decking (in association with 19/00058/CON)",Glenside Shore Road Kirk Michael Isle Of Man IM6 1HA,PER,04-Mar-19,19/00057/B
Registered Building consent for the demolition elements relating the application 19/00057/B,Glenside Shore Road Kirk Michael Isle Of Man IM6 1HA,PER,04-Mar-19,19/00058/CON
Additional use of hospital grounds for the parking of up to five minibuses (retrospective),Ramsey & District Cottage Hospital Cumberland Road Ramsey Isle Of Man IM8 3EZ ,PER,15-Mar-19,19/00028/C
Siting of a mobile classroom with associated steps and ramps in lower playground area,Scoill Yn Jubilee Laureston Avenue Douglas Isle Of Man IM2 3BR,PER,08-Jul-19,19/00576/B
Alterations to incorporate existing first floor external balconies into staff room area,Scoill Yn Jubilee Laureston Avenue Douglas Isle Of Man IM2 3BR,PER,02-Jul-19,19/00577/B
Approval in principle for the erection of a dwelling,Land Adjacent To Windrift Thornhill Park Ramsey Isle Of Man  ,PER,10-Jul-19,19/00578/A
Installation of two replacement windows,Granary Cottage Charles Street Close Peel Isle Of Man IM5 1DT ,PER,02-Jul-19,19/00579/B
"Alterations, creation of a bin store and installation of replacement windows",Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR,PER,04-Jul-19,19/00580/B
Alterations and erection of a two storey extension to side and rear elevations,Ballacreggan  Sound Road Glen Maye Isle Of Man IM5 3BJ ,REF,08-Jan-19,18/01174/B
"Refurbishment of redundant sludge processing buildings to provide storage, archive and workshop space",Meary Veg Sewage Treatment Works Balnahowe Santon Isle Of Man IM4 1HL ,PER,15-Jan-19,18/01175/B
Change of use of ground floor and basement from retail to Class 3 Food and Drink,15 - 17 Duke Street Douglas Isle Of Man IM1 2BB,PER,28-Jan-19,18/01240/C
Demolition of existing rear extension and erection of replacement rear extension,Ballakaneen House Andreas Road Andreas Isle Of Man IM7 4EN,PER,03-Apr-19,18/01243/B
Raising of existing store roof pitch to create an utility room,1 Spaldrick Port Erin Isle Of Man IM9 6PB ,PER,21-Mar-19,19/00017/B
Formation of a coach layby on Farrants Way,Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR,PER,11-Jul-19,19/00581/B
"Alterations, erection of rear ground floor extension and first floor extension over garage",58 Magherchirrym Port Erin Isle Of Man IM9 6DB,PER,10-Jul-19,19/00582/B
"Doorway alteration and creation, replacement of cladding and subdivision of existing industrial unit into three industrial units",Unit 1 Manx Metals Old Mart Place Colas Drive Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AQ,PER,26-Sep-19,19/00893/B
Installation of a flue,Ellimore St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,09-Oct-19,19/00894/B
Replacement of pitched conservatory roof with flat roof to create rear elevation first floor balcony and French doors,36 Buttermere Drive Onchan Isle Of Man IM3 2DZ,REF,11-Dec-19,19/01154/B
Replacement of existing conservatory roof with tiled roof,34 Ballaquane Park Peel Isle Of Man IM5 1PX,PER,30-Jan-19,18/01347/B
Erection of building for the storage and sale of Manx Loaghtan wool products,Ballacosnahan Farm Patrick Road Patrick Village Isle Of Man IM5 3AW ,PER,23-Jul-19,19/00435/B
Erection of extension to side elevation,Garthcote Ballakillowey Road Colby Isle Of Man IM9 4BD,PER,30-Aug-19,19/00733/B
Alterations and erection of a rear extension (in association with 19/00868/CON),10 Woodbourne Villas / 42 Alexander Drive Douglas Isle Of Man IM2 3QG,PER,30-Sep-19,19/00867/B
Registered Building consent for the demolition elements relating the application 19/00867/B,10 Woodbourne Villas / 42 Alexander Drive Douglas Isle Of Man IM2 3QG,PER,30-Sep-19,19/00868/CON
Blocking up of gateway to front elevation to extend kitchen area and installation of an upvc door to rear elevation,Skyhill 13 First Avenue Douglas Isle Of Man IM2 6BA,PER,10-Oct-19,19/00939/B
Erection of a detached building providing garage and workshop with ancillary living accommodation above,The Haven Old Laxey Hill Laxey Isle Of Man IM4 7BZ,PER,22-Jan-19,18/01064/B
Replacement of existing commercial storage building with detached dwelling,Former St Olaves Mens Institute Adjacent To St Olaves School House North Shore Road Ramsey Isle Of Man IM8 3DQ,REF,17-Apr-19,18/01158/B
Alterations to conservatory and replacement of existing glazed conservatory roof with flat roof with skylanterns.,39 Arbory Street Castletown Isle Of Man IM9 1LL,PER,12-Mar-19,19/00096/B
Erection of detached garage with turning area,102 Royal Avenue Onchan Isle Of Man IM3 1LE,PER,12-Mar-19,19/00097/B
"Approval in principle for erection of dwelling and ancillary shed addressing siting, design, and means of access",Field 614795 Ballamenagh Road Baldrine Isle Of Man  ,REF,30-May-19,19/00098/A
Alterations and erection of rear extension,11 Thornhill Park Ramsey Isle Of Man IM8 3NA,PER,15-Mar-19,19/00076/B
Alterations and erection of a rear extension,Rosebank Baldrine Hill Baldrine Isle Of Man IM4 6DQ,PER,31-May-19,19/00221/B
Replacement of existing glazed conservatory roof with tiles,6 Erin Way Port Erin Isle Of Man IM9 6EF,PER,09-Apr-19,19/00222/B
Widening of existing access and creation of additional parking (retrospective),2 Coronation Court Ramsey Isle Of Man IM8 3EF,REF,16-Apr-19,19/00223/B
Erection of front porch and rear garage extension,Derbyhaven House Derbyhaven Isle Of Man IM9 1TS ,PER,02-May-19,19/00224/B
Alterations and extensions to property including extension at Ground and First floor levels,Brambley Cottage 11 Cronk Road Union Mills Isle Of Man IM4 4NJ,PER,24-Jan-19,18/00617/B
Application of render to rear and side elevations,13 Pickard Close Castletown Isle Of Man IM9 1BB,PER,24-Jan-19,18/01295/B
Removal of chimney stack,Woodridge Hillberry Green Douglas Isle Of Man IM2 6DE,PER,21-Feb-19,19/00013/B
Erection of detached double garage to south east of existing bungalow,The New Bungalow Oatlands Road Andreas Isle Of Man IM7 4ER ,PER,01-Mar-19,19/00014/B
Erection of extension at rear of property,Weston Somerset Road Douglas Isle Of Man IM2 5AE,PER,20-Mar-19,19/00138/B
Additional use of dwelling as self-catering tourist accommodation,88 Malew Street Castletown Isle Of Man IM9 1LS,PER,22-Jan-19,18/01246/C
Registered Building consent for the demolition elements relating the application 19/00399/B,7 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,11-Jun-19,19/00500/CON
Replacement front wall,Rose Cottage 49 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,12-Jun-19,19/00501/B
Erection of replacement detached dwelling with attached garage and alteration to existing vehicular access,Honeycot Barrule Road Foxdale Isle Of Man IM4 3ES,REF,25-Sep-19,19/00502/B
Installation of replacement windows and door to front elevation,11 Christian Road Douglas Isle Of Man IM1 2QH,PER,18-Sep-19,19/00803/B
"Alterations, erection of extension and replacement of existing garage door with a window",55 Maple Avenue Onchan Isle Of Man IM3 3GA,PER,04-Sep-19,19/00804/B
Alterations and erection of heat pump enclosure (retrospective),16 Cronk Ny Greiney Douglas Isle Of Man IM2 5LW,PER,12-Sep-19,19/00807/B
Conversion of first floor of retail unit (class 1) to provide tourist living accommodation,4 New Road Laxey Isle Of Man IM4 7BE ,PER,11-Mar-19,18/01254/B
"Alterations, erection of extension, dormer windows and detached garage with living accommodation above",Cronk Reayrt Main Road Crosby Isle Of Man IM4 2DQ,REF,12-Dec-19,19/01157/B
Alterations and erection of extensions (amendment to PA 18/00032/B) (in association with 19/01160/CON),Overdale Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,03-Dec-19,19/01159/B
Registered Building consent for the demolition elements relating the application 19/01159/B,Overdale Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,03-Dec-19,19/01160/CON
Erection of an extension to rear elevation (amendment to PA 19/00138/B),Weston Somerset Road Douglas Isle Of Man IM2 5AE,PER,11-Oct-19,19/00964/B
Erection of rear extension to replace existing sunroom,26 Wentworth Close Onchan Isle Of Man IM3 2JT,PER,11-Oct-19,19/00965/B
"Variation of condition one of PA 14/01420/B, Refurbishment of existing farmhouse and barns with link extension to create a dwelling with guest annexe and detached garage, to extend the period of permission by four years",Croit E Kirkjufal Ballakillowey Road Colby Isle Of Man  ,PER,16-Oct-19,19/00966/B
Installation of illuminated signage,4 Prospect Terrace Woodbourne Road Douglas Isle Of Man IM1 3AL ,PER,06-Jun-19,19/00294/D
Erection of a detached dwelling with integral garage within garden,41 Fairway Drive Ramsey Isle Of Man IM8 2BD,REF,10-Oct-19,19/00953/B
Conversion of two flats to create one flat,1 & 3 Reayrt Y Chrink Southlands Crescent Port Erin Isle Of Man IM9 6BE,PER,07-Nov-19,19/00954/B
