Planning Application No,Proposal,Property Address,Decision,Date decision issued
20/00713/CON,Registered building consent for demolition elements relating to PA 20/00712/B,Kenilworth Crossag Road Ballasalla Isle Of Man IM9 3DX,PER,23-Oct-20
20/00714/B,Creation of hardstanding for additional off road parking,44 Farmhill Meadows Douglas Isle Of Man IM2 2LL,PER,19-Aug-20
20/00715/B,Erection of a detached dwelling with garage,Plot 3 - Field 614664 Ballaragh Road Laxey Isle Of Man IM4 7PH ,PER,23-Oct-20
20/00717/B,Replacement of existing glazed conservatory roof with tile,1 Victoria Terrace Glen Road Laxey Isle Of Man IM4 7AW ,PER,19-Aug-20
20/00718/B,Replacement of existing glazed conservatory roof with tile,14 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,19-Aug-20
20/00719/B,Replacement of existing conservatory roof with tiles,4 Tromode Heights Douglas Isle Of Man IM2 5LU,PER,19-Aug-20
20/00720/B,Replacement of existing glazed conservatory roof with tile,26 Groudle View Onchan Isle Of Man IM3 2EY ,PER,19-Aug-20
20/00721/B,Erection of a summerhouse,17 Reayrt Ny Glionney Drive Laxey Isle Of Man IM4 7LG ,PER,18-Sep-20
20/00722/D,Installation of information sign,Land Between The Smithy And New Access Road Isle Of Man Business Park Douglas Isle Of Man  ,PER,20-Oct-20
20/00723/B,Installation of patio doors and rooflights,81 Woodbourne Road Douglas Isle Of Man IM2 3AQ,PER,16-Sep-20
20/00724/B,Change of use to civil engineering storage compound,Land At Cronk Grianagh Strang Douglas Isle Of Man  ,REF,25-Sep-20
20/00725/B,Erection of a hen house (retrospective),Field Number 134889 Lezayre Road Glen Tramman Ramsey Isle Of Man  ,PER,26-Aug-20
20/00726/B,"Roofing works, removal of chimney stacks, installation of roof lights and formation of a balcony",1 Armadale House North Shore Road Ramsey Isle Of Man IM8 3AN ,PER,15-Dec-20
20/00727/B,Erection of an extension to rear elevation,18 St Catherines Drive Douglas Isle Of Man IM1 4BQ,PER,16-Sep-20
20/00728/B,Alterations and erection of extension,Hyperbaric Chamber Peel Road Douglas Isle Of Man IM1 5ED,PER,16-Sep-20
20/00730/B,Erection of single storey extension and fence to rear of dwelling,24 Baldrine Park Baldrine Isle Of Man IM4 6DD,PER,11-Sep-20
20/00731/B,Erection of detached garage,Cricklewood Main Road Union Mills Isle Of Man IM4 4NE,PER,26-Aug-20
20/00732/GB,Installation of replacement windows (in association with PA 20/00733/CON),Apartment 15 Central Apartments Broadway Douglas Isle Of Man IM2 4EL ,PER,26-Aug-20
20/00733/CON,Registered building consent for the installation of replacement windows (in association with PA 20/00733/GB) Registered Building Nos. 173,Apartment 15 Central Apartments Broadway Douglas Isle Of Man IM2 4EL ,PER,26-Aug-20
20/00734/CON,Registered Building consent for the demolition of garage.,Garage 8/9 Land Of Former Corona Nurseries Off Tennis Road Douglas Isle Of Man  ,PER,17-Sep-20
20/00735/B,Creation of a field access,Field 124778 (formerly 124559) Bernahara Road Andreas Isle Of Man  ,PER,25-Sep-20
20/00736/B,Enclosing of existing external balcony,Fairways Clifton Road Port St. Mary Isle Of Man IM9 5EL ,PER,04-Sep-20
20/00737/B,Proposed change to hours of operation.,1886 Bar And Grill 6 Regent Street Douglas Isle Of Man IM1 2EA ,PER,11-Sep-20
20/00738/B,Alteration to rear window,20 Rhenwyllan Close Port St. Mary Isle Of Man IM9 5NJ ,PER,04-Sep-20
20/00739/C,Additional use of residential flat (class 3.4) as tourist living accommodation (class 3.6),Flat 1   72 Derby Square Douglas Isle Of Man IM1 3LR,PER,26-Aug-20
20/00741/D,Installation of illuminated signage and notice boards,Falcons Nest 2 Station Road Port Erin Isle Of Man IM9 6AF,PER,28-Sep-20
20/00742/B,Erection of extension to existing store building to provide a tractor shed,High Bank Knock Froy Road Santon Isle Of Man IM4 1JD ,PER,18-Sep-20
20/00743/B,Installation of replacement windows (retrospective),40 Stanley Road Peel Isle Of Man IM5 1NY,PER,26-Aug-20
20/00744/B,Alterations to rear extension,14 Wybourn Drive Onchan Isle Of Man IM3 4AJ,PER,26-Aug-20
20/00745/B,Single storey rear extension,Elleray Bride Road Ramsey Isle Of Man IM8 3UN,PER,11-Sep-20
20/00746/B,Erection of replacement sunroom extension,Cape Cottage South Cape Laxey Isle Of Man IM4 7JA ,REF,27-Aug-20
20/00747/B,Installation of a flue,54 King Orry Road Glen Vine Isle Of Man IM4 4FJ ,PER,18-Sep-20
20/00748/B,"Construction of viewing platform, balustrade and seating",Part Of Bradda Head Footpath Bradda Glen Port Erin Isle Of Man IM9 6PJ,PER,26-Aug-20
20/00749/B,Replacement front door,Inglewood 26 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NF ,PER,18-Sep-20
20/00750/B,Alterations and rear extension to property,5 Belgravia Douglas Isle Of Man IM2 7DL,PER,18-Sep-20
20/00751/B,Demolition of existing conservatory to create roof terrace and balustrade,5 Upper Dukes Road Douglas Isle Of Man IM2 4BA,PER,18-Sep-20
20/00752/B,Installation of replacement windows,Flat 1  Keighley House 59 Loch Promenade Douglas Isle Of Man IM1 2NA,PER,18-Sep-20
20/00753/CON,Registered Building consent for the demolition of conservatory (in connection with PA 20/00751/B),5 Upper Dukes Road Douglas Isle Of Man IM2 4BA,PER,18-Sep-20
20/00754/C,Change of use from office use to residential,The Barn Moaney Woods Farmhouse Lonan Church Road Laxey Isle Of Man IM4 7JX ,PER,22-Dec-20
20/00755/B,Installation of replacement windows and door,2 Lhargan Port St. Mary Isle Of Man IM9 5AR,PER,11-Sep-20
20/00759/B,Replacement slate roof to property,23 Mill Street Castletown Isle Of Man IM9 1AG,PER,27-Aug-20
20/00760/B,Installation of replacement windows and doors,5 Patrick Street Peel Isle Of Man IM5 1BP,PER,25-Sep-20
20/00761/B,Widening of driveway and parking area,26 Bollan Drive Glen Vine Isle Of Man IM4 4FE,PER,13-Oct-20
20/00762/B,Replacement of existing glazed conservatory roof with tile,5 Strawberry Fields Croit E Caley Colby Isle Of Man IM9 4BZ,PER,26-Aug-20
20/00763/B,"Replacement of fascias, guttering and downpipes in UPVC",3 Marlborough Terrace Douglas Isle Of Man IM2 3QJ,PER,26-Aug-20
20/00765/B,Erection of temporary building for storage and retail use,Apple Orphanage Field 310346 Ramsey Road Peel Isle Of Man  ,PER,21-Sep-20
20/00766/B,Erection of greenhouse to rear of property,15 Birch Hill Avenue Onchan Isle Of Man IM3 4EW,PER,26-Aug-20
20/00767/B,Alterations to existing window and installation of new door,Laxey Information Centre Mines Road Laxey Isle Of Man IM4 7NH,PER,26-Aug-20
20/00768/B,Installation of door to replace window on front elevation,1 Templar Terrace Ramsey Isle Of Man IM8 3DP,PER,26-Aug-20
20/00771/B,Alterations and refurbishment of property,The Cottage Crossag Road Ballasalla Isle Of Man IM9 3EE,PER,30-Oct-20
20/00772/B,"Alterations to various windows and doors, together with replacement of pebble dash wall finish with smooth render",White Walls Ballaughton Meadows Douglas Isle Of Man IM2 1JG,PER,18-Sep-20
20/00773/B,Installation of replacement windows and doors,2 Patrick Street Peel Isle Of Man IM5 1AZ,PER,27-Aug-20
20/00774/B,Extension to road facing elevation of property,Thie-Yn-Dreeym Ballacollister Road Laxey Isle Of Man IM4 7JT,PER,21-Oct-20
20/00777/B,Replacement of existing glazed conservatory roof with tile,49 Magherchirrym Port Erin Isle Of Man IM9 6DB,PER,26-Aug-20
20/00778/B,Replacement of existing conservatory,41 Turnberry Avenue Onchan Isle Of Man IM3 2JX,PER,26-Aug-20
20/00779/MCH,Minor changes application to PA18/01279/B involving change to gate design and material,Crofton Mews The Crofts Castletown Isle Of Man IM9 1LW ,PER,14-Aug-20
20/00780/B,Creation of raised patio area to rear of property,138 Dreeym Beary Douglas Isle Of Man IM2 5LQ,PER,28-Sep-20
20/00781/B,Demolition of south west additions and erection of replacement extension.,Raby Farm Main Road Glen Maye Isle Of Man IM5 3AU,PER,27-Aug-20
20/00782/B,Replacement of existing glazed conservatory roof with tile,Skyhill Riverbank Road Ramsey Isle Of Man IM8 3PP,PER,26-Aug-20
20/00783/B,Replacement of two existing timber windows with UPVC units,Flat 2   3 Derby Road Douglas Isle Of Man IM2 3ES,PER,26-Aug-20
20/00784/B,Various alterations and the addition of an entrance canopy,48 Majestic View Onchan Isle Of Man IM3 2JN,PER,09-Oct-20
20/00785/B,Installation of replacement windows and door to front elevation,85 Malew Street Castletown Isle Of Man IM9 1LX,PER,26-Aug-20
20/00786/B,Single storey extension to side of property,Police Station Andreas Village Isle Of Man IM7 4EZ ,PER,26-Aug-20
20/00788/B,The addition of two columns to support first floor balcony and changes to previously approved balustrading,Waverley Spaldrick Port Erin Isle Of Man IM9 6PD ,PER,11-Sep-20
20/00789/B,Replacement of existing balcony guarding with pvc framed glass enclosure.,802 Kings Court Ramsey Isle Of Man IM8 1LP ,PER,11-Sep-20
20/00790/B,Replacement of existing conservatory roof with tiled roof,Dunvegan 9 Park Avenue Douglas Isle Of Man IM2 5HR,PER,26-Aug-20
20/00791/B,"Replacement of conservatory roof with tiled roof, including alteration from hipped roof to gable",Moaney Mollagh Douglas Road Kirk Michael Isle Of Man IM6 1AT,PER,26-Aug-20
20/00792/B,Replacement of existing boundary fence with 2.4m high rendered concrete block wall.,The Quoins Fistard Port St. Mary Isle Of Man IM9 5PE ,PER,06-Oct-20
20/00793/LAW,Certificate of lawful development for installation of decking,42 Erin Way Port Erin Isle Of Man IM9 6EF ,CLAWA,18-Sep-20
20/00794/B,Installation of replacement windows and shop front,2 King Street Douglas Isle Of Man IM1 2BA ,PER,23-Sep-20
20/00795/B,Erection of a detached garage / carport (amendment to PA 19/00337/B),Villa Rhencullen Rhencullen Kirk Michael Isle Of Man IM6 2HA ,PER,28-Sep-20
20/00796/B,Alterations to existing conservatory and replacement of glazed roof with tiles,Homecroft Hibernia Ramsey Isle Of Man IM7 1ER ,PER,26-Aug-20
20/00797/B,"Alterations to dwelling, relocation of stable block and alterations to existing driveway to form separate access",Norfolk Place Main Road Greeba Isle Of Man IM4 3LG,WDN,16-Dec-20
20/00799/B,Erection of a detached summerhouse and erection of an extension to dwelling house,Cranstal House Port E Vullen Ramsey Isle Of Man IM7 1AN ,PER,23-Sep-20
20/00800/B,Installation of replacement windows and door to front elevation,25 Christian Street Peel Isle Of Man IM5 1NW,PER,14-Sep-20
20/00801/D,Installation of both illuminated and non-illuminated signage,1 - 3 Strand Street Douglas Isle Of Man IM1 2ED,PER,25-Sep-20
20/00802/B,Installation of replacement windows to front elevation,19 Beach Street Peel Isle Of Man IM5 1NJ,PER,11-Sep-20
20/00803/B,Erection of a conservatory,Thie Varrey The Colony Port Lewaigue Ramsey Isle Of Man IM7 1AL,PER,17-Dec-20
20/00804/B,Erection of a two storey extension and creation of two additional windows,23 Cronk Drean Douglas Isle Of Man IM2 6AU,PER,17-Sep-20
20/00805/B,Creation of a dormer window,50 Cronk Y Berry Douglas Isle Of Man IM2 6EU,PER,24-Sep-20
20/00806/B,Installation of roof solar panels,Celton Manx Building Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,25-Sep-20
20/00808/B,"Alterations, closing up of a doorway and rendering works to existing walls",24 Falcon Street Douglas Isle Of Man IM2 3HA,PER,06-Oct-20
20/00809/B,Erection of a summer house in association with exiting hot tub area,Sarasota Ramsey Road Laxey Isle Of Man IM4 7PR ,PER,11-Sep-20
20/00810/B,Erection of a rear extension,17 William Proctor Court Reayrt Y Sheear Douglas Isle Of Man IM2 6PR ,PER,25-Sep-20
20/00811/MCH,Minor changes application to PA 19/01102/B involving change to entrance doors and rear path location,New Factory Unit The Paddocks Jurby Industrial Estate Jurby Isle Of Man  ,PER,02-Oct-20
20/00812/B,Variation to condition 2 of PA 19/01102/B to alter the associated parking provisions and location,New Factory Unit The Paddocks Jurby Industrial Estate Jurby Isle Of Man  ,PER,28-Sep-20
20/00814/B,Installation of a replacement window,1 Egerton Terrace Douglas Isle Of Man IM1 3EX,PER,25-Sep-20
20/00815/B,Installation of replacement windows (retrospective),1 Egerton Terrace Douglas Isle Of Man IM1 3EX,PER,01-Oct-20
20/00816/B,Creation of additional off road parking and hardstanding,1 Lakeside View Douglas Isle Of Man IM2 7BS,PER,26-Oct-20
20/00817/B,Installation of two windows,Unit 42 Balthane Park Balthane Ballasalla Isle Of Man IM9 2AX ,PER,14-Sep-20
20/00818/B,Alterations and erection of an extension to rear elevation,Bridge View House & Bridge View Cottage Main Road Ballaugh Isle Of Man IM7 5EQ,PER,08-Oct-20
20/00820/B,Erection of a greenhouse,Ballacottier House Slegaby Ride Onchan Isle Of Man IM4 5BW ,PER,29-Sep-20
20/00821/B,Alterations and erection of an extension,The Beeches Beaumont Road Ramsey Isle Of Man IM8 2HW,PER,09-Nov-20
20/00822/B,Installation of replacement windows and doors,Dorian 33 Albany Road Douglas Isle Of Man IM2 3NE,REF,01-Oct-20
20/00823/B,Installation of glazed roofing to rear elevation,Aeg Cronk Tynwald Road Peel Isle Of Man IM5 1JN ,PER,02-Oct-20
20/00825/B,Alterations to existing window and patio door,2 Selborne Drive Douglas Isle Of Man IM2 3LS,REF,02-Oct-20
20/00826/B,"Alterations and erection of a first floor extension, decking and hardstanding",Highlands Pinfold Hill Laxey Isle Of Man IM4 7HW,PER,23-Nov-20
20/00827/B,Erection of revised house types as previously approved under PA 19/01408/B,"Plots 12, 13, 14, 15 & 16 Farmhill Grange Formerly Annacur House Farmhill Douglas Isle Of Man IM2 2EB",PER,14-Sep-20
20/00828/B,"Installation of replacement windows and doors to property, and rendering works to the front elevation",7 Albert Terrace Douglas Isle Of Man IM1 3LQ,PER,14-Sep-20
20/00829/B,Replacement of existing glazed conservatory roof with tile,116 Ballanorris Crescent Ballabeg Castletown Isle Of Man IM9 4EU,PER,14-Sep-20
20/00830/B,"Alterations, erection of extensions, roofing works and installation of solar panels and roof lights",Briardene Little Switzerland Douglas Isle Of Man IM2 6AE,PER,14-Sep-20
20/00833/B,Installation of a pitched roof,4 Norwood Drive Douglas Isle Of Man IM2 5HJ,PER,01-Oct-20
20/00834/B,Installation of double doors to side elevation,Malew Football Club Clagh Vane Ballasalla Isle Of Man IM9 2EU,PER,14-Sep-20
20/00835/B,Installation of replacement doors,The Old Vicarage Church Road Maughold Isle Of Man IM7 1AS ,PER,01-Oct-20
20/00836/LAW,Certificate of lawful development for the installation of decking,13 Groudle View Onchan Isle Of Man IM3 2EX,CLAWA,24-Sep-20
20/00838/MCH,"Minor changes application to PA 20/00434/B involving changes to roof material, roof profile and elevations involving window and door openings alteration",Groudle Glen Water House And Wheel King Edward Road Onchan Isle Of Man  ,PER,11-Sep-20
20/00839/MCH,Minor changes application to PA 20/00397/B involving changes to roof orientation of approved garage,Ellerby Grove Mount Ramsey Isle Of Man IM8 3HP,PER,02-Oct-20
20/00840/MCH,"Minor changes application to PA 18/00160/B involving alterations to cladding, installation of rooflight, and reduction in size",4 Mount Rule Cottages West Baldwin Road Mount Rule Isle Of Man IM4 4HS ,PER,08-Sep-20
20/00841/B,Creation of ten industrial units from existing industrial building with associated roller shutter door and doorways,Industrial Unit West Of Park Way Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AJ ,PER,08-Oct-20
20/00842/B,Erection of an extension,60 Maghergarran Port Erin Isle Of Man IM9 6DA,PER,24-Sep-20
20/00845/B,"Alteration to boundary wall, widening of driveway, alteration to existing steps and removal of a chimney",26 Belgravia Road Onchan Isle Of Man IM3 1HH,PER,14-Sep-20
20/00846/D,Installation of non-illuminated signage,1 Bourne Place Ramsey Isle Of Man IM8 1JW,PER,02-Oct-20
20/00847/B,Replacement of existing glazed conservatory roof with tile,18 Hilltop View Douglas Isle Of Man IM2 2LD,PER,24-Sep-20
20/00848/B,Demolition of existing annexe and erection of an extension to rear elevation,8 Cambridge Terrace Douglas Isle Of Man IM1 3LL,PER,02-Oct-20
20/00849/CON,Registered Building consent for the demolition of annexe (in connection with PA 20/00848/B),8 Cambridge Terrace Douglas Isle Of Man IM1 3LL,PER,02-Oct-20
20/00850/D,Installation of illuminated signage and non-illumated signage,Victory House Prospect Hill Douglas Isle Of Man IM1 1EQ ,PER,06-Oct-20
20/00852/B,Removal of existing window to side elevation,19 Close Corneil Port Erin Isle Of Man IM9 6BN,PER,14-Sep-20
