Decisions issued under delegated authority 1/1/16 - 31/12/16,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of extension to rear elevation to replace existing conservatory,100 Ballacriy Park Colby Isle Of Man IM9 4NB,PER,10-May-16,16/00241/B
Additional use of retail premises as a foot health therapy clinic,1 Market Hill Ramsey Isle Of Man IM8 1JT ,PER,25-Apr-16,16/00242/C
Installation of replacement windows to front elevation,12 Christian Road Douglas Isle Of Man IM1 2QN ,PER,05-May-16,16/00243/B
Installation of window to replace existing garage door and installation of additional door and window to side elevation,5 St Olaves Close Ramsey Isle Of Man IM8 3HA ,PER,20-Jan-16,15/01374/B
Conversion of redundant farm buildings to five self-contained holiday cottages with parking,Outbuildings North Baldrine Farm Baldhoon Road Laxey Isle Of Man  ,PER,19-Apr-16,16/00129/B
Window and door alterations to dwelling,123 King Edward Road Onchan Isle Of Man IM3 2AX,PER,04-Aug-16,16/00589/B
Alterations and erection of a first floor with balcony to dwelling,123 King Edward Road Onchan Isle Of Man IM3 2AX,PER,07-Sep-16,16/00590/B
"Alterations, replacement of existing garage door with a window, erection of a rear extension with balcony above and side attached garage to dwelling",Plovers Mead 3 River Vale Braddan Douglas Isle Of Man IM4 4TH,PER,25-Jul-16,16/00591/B
Alterations to existing vehicular access including the erection of walls and entrance gates,Woodlands Ballacollister Road Laxey Isle Of Man IM4 7JT,PER,25-Feb-16,16/00054/B
Erection of a dwelling to replace existing building,Site Adjacent To Bowling Green Walpole Road Ramsey Isle Of Man  ,PER,30-Jun-16,16/00055/B
Erection of replacement conservatory roof with light weight roof tiles,45 Ashbourne Avenue Douglas Isle Of Man IM2 1NR ,PER,14-Mar-16,16/00117/B
Alterations to existing substation,Belle Vue Substation Maughold Isle Of Man IM99 1PS ,PER,23-Mar-16,16/00118/B
Enlargement of driveway and vehicle access,90 Cronk Liauyr Douglas Isle Of Man IM2 5LP,PER,24-Jun-16,16/00345/B
"Removal of public house use, external alterations and conversion of 60 Strand Street to retail use",58 - 60 Strand Street Douglas Isle Of Man IM1 2EL ,PER,16-May-16,16/00346/B
Conversion of existing garage into a self-contained residential accommodation with additional tourist use,Lower Ballachrink Ballaragh Road Laxey Isle Of Man IM4 7PH,REF,16-Jun-16,16/00347/B
Erection of a modular building to provide staff welfare facilities (amendment to PA 15/00399/B),Ballaughton Nurseries Ballaughton Nurseries Douglas Isle Of Man IM2 1JJ ,PER,13-May-16,16/00350/B
Erection of a conservatory,Burnt Mill House 1 - 2 Mount William Summerhill Douglas Isle Of Man IM2 4PE ,PER,01-Jul-16,16/00592/B
"Alterations, creation of a timber store below existing canopy and relocation of dust extraction equipment",Ramsey Grammar School West Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,18-Aug-16,16/00636/B
Installation of non-illuminated signage,23 Station Road Port Erin Isle Of Man IM9 6AE,PER,27-Sep-16,16/00931/D
Erection of extension to side and rear of dwelling and widening of driveway and vehicular access,8 Robert Cubbon Close Reayrt Y Sheear Douglas Isle Of Man IM2 6PT ,PER,31-Oct-16,16/00942/B
Alterations and application of smooth render to gable elevation of dwelling,1 Minorca Crescent Laxey Isle Of Man IM4 7DW,PER,28-Sep-16,16/00947/B
Replacement of existing glazed conservatory roof with tiles,8 Laureston Close Douglas Isle Of Man IM2 4BF,PER,15-Nov-16,16/01185/B
Erection of a conservatory to rear elevation,Flat 3  Greenside Court Brookfield Avenue Ramsey Isle Of Man IM8 2AN,PER,24-May-16,16/00352/B
Creation of an outside seating area,1 Quines Corner Douglas Isle Of Man IM1 4LF ,PER,27-May-16,16/00353/B
"Approval in principle for the erection a detached dwelling within grounds of existing dwelling and relocation of vehicular access addressing siting, means of access and landscaping",The Quadrant Phildraw Road Ballasalla Isle Of Man IM9 3EG,PER,26-Jul-16,16/00354/A
Erection of a rear extension to replace existing conservatory / sunroom,22 Ballatessan Meadow Peel Isle Of Man IM5 1DU ,PER,03-May-16,16/00355/B
Alterations and installation of roof lights to dwelling,Harbour House Fisherman's Walk Fort Island Road Derbyhaven Isle Of Man IM9 1TY ,PER,17-Jun-16,16/00407/B
Registered Building consent for the conversion of existing office accommodation into a dwelling (in association with 16/00785/GB) Registered Building Nos. 122,Welch House Church Road Onchan Isle Of Man IM3 1BF,PER,29-Sep-16,16/00786/CON
Installation of a replacement front door,14 Thorny Road Douglas Isle Of Man IM2 5ED,REF,19-Oct-16,16/00866/B
Approval in principle for the erection of three detached dwellings,"Field's 432533, 432534 & 432535 Phildraw Road Ballasalla Isle Of Man  ",PER,20-Sep-16,16/00867/A
Erection of a dwelling with detached garage,Former Gas Compound Baltic Road Kirk Michael Isle Of Man IM1 5PA,PER,24-Nov-16,16/01184/B
Approval in principle to erect a single detached dwelling with garaging with reserved matters of vehicular access (amendment to PA 14/00913/A),Field 434166 Between Cronk Dhoo & Strooan Mooar St Marks Road Ballasalla Isle Of Man ,PER,21-Nov-16,16/01187/A
Alterations comprising an additional storey to dwelling,Ballacallin Bungalow Niarbyl Road Dalby Isle Of Man IM5 3BS,PER,25-Apr-16,16/00013/B
Erection of a single storey extension to rear elevation and extension to residential curtilage (comprising amendments to PA 15/00868/B),Oatlands Lodge Oatlands Road Andreas Isle Of Man IM7 4ER,PER,24-Mar-16,16/00186/B
Erection of detached building to provide games/gym room,Ainchea Corony Bridge Corony Ramsey Isle Of Man IM7 1EY,PER,15-Jul-16,16/00187/B
Erection of non-illuminated signage,9 Arbory Street Castletown Isle Of Man IM9 1LH,PER,25-Apr-16,16/00188/D
Erection of a rear extension to dwelling,Hawthorne Cottage Peel Road Ballacraine St Johns Isle Of Man IM4 3LR ,PER,18-Nov-16,16/00868/B
Additional bedroom with dressing room above existing garage. Widening of driveway to allow off street parking for 2 vehicles,Sandown 12 Albany Road Peel Isle Of Man IM5 1JR,PER,13-Oct-16,16/00982/B
Replacement of existing conservatory roof with tiles.,8 Abbots Close Ballasalla Isle Of Man IM9 3EA ,PER,14-Oct-16,16/01035/B
Removal and installation of new doors as existing.,Bridge Cottage Bridge Street Castletown Isle Of Man IM9 1AX ,PER,04-Nov-16,16/01058/B
Change of use from office to residential.,Woodbourne House Woodbourne Lane Douglas Isle Of Man IM2 3LJ,PER,08-Nov-16,16/01062/C
Erection of non-illuminated signage to proposed workshop and store,Battery Pier Depot Douglas Isle Of Man  ,PER,12-Dec-16,16/01010/D
Demolition of and construction of new detached garage block to rear,Crofton Crossag Road Ballasalla Isle Of Man IM9 3DX,PER,04-Nov-16,16/01060/B
Registered Building Consent for internal alterations to improve wheelchair access (RB no 256),Malew Church Great Meadow Castletown Isle Of Man IM9 4EB ,PER,08-Feb-16,15/01070/CON
Demolition of existing bungalow and erection of a four storey block comprising of eight residential apartments with associated car parking and landscaping,Land At Greenbank Bungalow Corner Of Park Road And Premier Road Ramsey Isle Of Man IM8 3AR,PER,18-Mar-16,15/01141/B
"Alterations, erection of an extension and rendering works to dwelling",10 Close Quane Peel Isle Of Man IM5 1PY,PER,07-Jan-16,15/01191/B
"Variation of condition one of approved PA 11/01598/B for erection of two dwellings, to extend the period of permission by four years",Land Between Glas Choille And Winston Glen Auldyn Ramsey Isle Of Man  ,PER,08-Jan-16,15/01330/B
Erection of a two storey extension to side elevation and a single storey extension to rear elevation,27 Creggans Avenue Peel Isle Of Man IM5 1DE,PER,08-Jan-16,15/01331/B
Installation of a telecommunications base station to provide a mast with three antennas and one equipment cabin,Hillberry Water Reservoir Hillberry Road Onchan Isle Of Man  ,PER,04-Mar-16,16/00068/TEL
Alterations and erection of dormer to rear elevation,33 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LW,PER,13-May-16,16/00272/B
Erection of a detached dwelling,Land Adjacent To Bay House College Green Castletown Isle Of Man  ,PER,15-Feb-16,15/01336/B
Replacement of existing polycarbonate roof to conservatory with light weight roof tiles,18 Seafield Crescent Onchan Isle Of Man IM3 3BY,PER,28-Jan-16,15/01395/B
Replacement of existing polycarbonate roof to conservatory with light weight roof tiles,11 Turnberry Avenue Onchan Isle Of Man IM3 2JS,PER,28-Jan-16,15/01396/B
Alterations and extension to dwelling,Ballabundu Chapel Lane Baldrine Isle Of Man IM4 6DG,PER,18-Feb-16,16/00018/B
Replacement of existing glazed conservatory roof with light weight roof tiles,17 King Edward Close Onchan Isle Of Man IM3 2AG,PER,18-Feb-16,16/00046/B
"Erection of six terraced three storey townhouse units for Student Nurses accommodation with central two storey link, access road and car parking",Former Union Mills Football Club Playing Fields Ballamona Estate Braddan Road Strang Douglas Isle Of Man  ,PER,22-Mar-16,16/00094/B
Installation of field access and gate,Field 114342 Ballawhannell Farm  Lhen Road Bride Isle Of Man  ,PER,12-Apr-16,16/00108/B
Installation of replacement conservatory roof with light weight roof tiles,27 Hailwood Avenue Douglas Isle Of Man IM2 7DQ,PER,03-Mar-16,16/00110/B
Erection of extension to rear elevation,Elstow  6 Glen Vine Drive Glen Vine Isle Of Man IM4 4EX,PER,18-Apr-16,16/00274/B
Erection of advertising signage on fa‡ade and outside seating area barriers,Royal George Hotel 10 - 12 Market Place East Ramsey Isle Of Man IM8 1JY ,PER,05-May-16,16/00279/D
"Remedial works to building including replacing flat roof finishes, replacement double glazed window units and facing brickwork repairs",Peveril Building Peveril Square Douglas Isle Of Man IM1 2BS,PER,05-May-16,16/00280/B
"Alterations, partial demolition of single storey side extension and creation of new doorways and windows to premises",Unit 1 Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EA ,PER,08-Jul-16,16/00414/B
Installation of a flue to dwelling,55 Cronk Y Berry Douglas Isle Of Man IM2 6EU,PER,25-May-16,16/00424/B
Installation of a flue to dwelling,22 Governors Hill Douglas Isle Of Man IM2 7AS,PER,06-Jun-16,16/00425/B
Replacement of existing glazed conservatory roof with tiles,57 Highfield Crescent Onchan Isle Of Man IM3 3BS,PER,25-May-16,16/00426/B
Installation of non-illuminated signage,10 Port Jack Onchan Isle Of Man IM3 1EB,PER,24-Jun-16,16/00519/D
Replacement of rear window with patio doors,14 Somerset Road Douglas Isle Of Man IM2 5AD,PER,23-Jun-16,16/00520/B
Erection of extensions to rear and side elevations and creation of patio,30 Maple Avenue Onchan Isle Of Man IM3 3HN,PER,13-May-16,16/00246/B
Additional use of residential dwelling to conduct a child minding business,3 Cambridge Terrace Douglas Isle Of Man IM1 3LL,PER,20-Apr-16,16/00247/C
Additional use of residential dwelling as tourist accommodation,Thie-Ny-Mara Shore Road Laxey Isle Of Man IM4 7DJ,PER,27-May-16,16/00264/C
Erection of four satellite ground antennas with related buildings and security fencing,Carnane Radio Site  Adjacent To Upper Howe Farm Old Castletown Road Douglas Isle Of Man  ,PER,13-Apr-16,16/00266/B
"Conversion of existing cottage to office and self-contained living accommodation, together with associated link and side sun room extension (comprising amendments to PA 06/02017/B)",The Cronk Smeale Road Andreas Isle Of Man IM7 4JA,PER,18-Apr-16,16/00291/B
Erection of illuminated advertising signage,85 Strand Street Douglas Isle Of Man IM1 2EN,PER,12-May-16,16/00293/D
"Amendments to approved dwelling including provision of access ramp, stone cladding to rear elevation and alterations to fenestration (partial retrospective)",Ballarhenny Orrisdale Kirk Michael Isle Of Man IM6 2HJ ,PER,24-May-16,16/00296/B
"Alterations, erection of extension to dwelling, creation of driveway and vehicular access and convert existing vehicular access to a pedestrian entrance",13 Woodbourne Road Douglas Isle Of Man IM1 3HH ,PER,16-May-16,16/00305/B
Erection of extension and raised decking to rear of dwelling,Aalican Richmond Road Ramsey Isle Of Man IM8 3PB,PER,14-Oct-16,16/01028/B
Erection of a two storey extension to rear elevation (retrospective),The Manse 18 The Park Onchan Isle Of Man IM3 1HP,PER,14-Oct-16,16/01029/B
Creation of two additional windows to dwelling,7 Bradda Glen Close Port Erin Isle Of Man IM9 6PG,PER,14-Oct-16,16/01030/B
Removal of rear yard wall.,15 Victoria Road Douglas Isle Of Man IM2 4HF,PER,10-Nov-16,16/01082/B
Replacement windows and door to front elevation,22 Malvern Road Douglas Isle Of Man IM2 5AR,PER,01-Nov-16,16/01101/B
Installation of back up generator hut,Generator Hub Red Pier Douglas Isle Of Man  ,PER,14-Dec-16,16/01121/B
Ground floor extensions to dwelling,Baldromma Beg Jurby Road Lezayre Ramsey Isle Of Man IM7 2EB,PER,05-Dec-16,16/01143/B
Installation of flue to existing side elevation to match existing render,Thie Maynrey Beaumont Road Ramsey Isle Of Man IM8 2HN ,PER,15-Nov-16,16/01180/B
Installation of a replacement top floor window and roof light (partial retrospective),21 Woodburn Square Douglas Isle Of Man IM1 4DE ,PER,05-Dec-16,16/01234/B
Erection of 18 single storey dwellings (to replace 10 two storey dwellings approved under PA 13/91289/B),Plots 1 To 10 Slieau Whallian View Field 314444  Between Poortown Road & Raad Kirrey Varrey  Peel Isle Of Man  ,PER,10-Feb-16,15/00972/B
External lighting to front elevation,1 Upper Church Street Douglas Isle Of Man IM1 1EE ,PER,22-Dec-16,16/01287/B
Installation of telephone kiosk as garden feature,Sunnyside Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG,PER,18-Feb-16,16/00009/B
Replacement of existing asbestos roof tiles on pitched roof over escape stairs with natural slate (in association with 16/00012/CON),Barclays Bank Market Square Castletown Isle Of Man IM9 1LQ,PER,25-Feb-16,16/00011/GB
Registered Building Consent for replacement of existing asbestos roof tiles on pitched roof over escape stairs with natural slate (RB no 30 in association with 16/00011/GB),Barclays Bank Market Square Castletown Isle Of Man IM9 1LQ,PER,25-Feb-16,16/00012/CON
Replacement of existing glazed conservatory roof with roof tiles,Close Vark Kerroogarroo Regaby Ramsey Isle Of Man IM7 3HG ,PER,08-Mar-16,16/00078/B
Formation of an additional window to front elevation,No.1 Strand Court Queens Promenade Ramsey Isle Of Man IM8 1ES,PER,05-May-16,16/00255/B
Alterations and two storey extension to dwelling,The Bungalow Woodland Heights Ashley Road Onchan Isle Of Man IM4 5BB ,PER,04-Apr-16,16/00256/B
"Erection of extension to side elevation, re-location of timber shed and erection of raised decking area",37 Selborne Drive Douglas Isle Of Man IM2 3NJ ,PER,16-Jun-16,16/00257/B
Installation of an additional window and dormer window to dwelling,3 The Chase Ballakillowey Colby Isle Of Man IM9 4BL,PER,23-Jun-16,16/00517/B
Erection of a summerhouse,West Wind Main Road Colby Isle Of Man IM9 4AD,PER,28-Sep-16,16/00933/B
"Front and rear yard, construction of storage unit, windows, roof light and patio doors (Retrospective)",16 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,27-Oct-16,16/01088/B
Repair works to existing dormer window,17 Douglas Street Peel Isle Of Man IM5 1BA ,PER,07-Dec-16,16/01194/B
Alterations and erection of extension to dwelling,South Winds Trollaby Lane Union Mills Isle Of Man IM4 4AW,PER,25-Nov-16,16/01197/B
Erection of replacement conservatory at rear of property,West Hill Farm Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA,PER,20-Dec-16,16/01261/B
Erection of garden shed and decking,Thie Dhrynane Maughold Isle Of Man IM7 1AS ,PER,15-Dec-16,16/01262/B
Erection of a sun lounge to replace existing conservatory (amendment to PA 16/00368/B),57 Howe Road Onchan Isle Of Man IM3 2AY,PER,22-Dec-16,16/01300/B
Installation of a replacement rear door,14 Derby Square Douglas Isle Of Man IM1 3LS,PER,22-Dec-16,16/01301/B
Installation of both illuminated and non-illuminated signage,Magnet Douglas Head Road Douglas Isle Of Man IM1 5BF,PER,14-Apr-16,16/00215/D
"Installation of hard-core, fenced tracks","Fields 430867, 434999, 430940, 434459 And 430941 Glenmoar Corlea Road Ballasalla Isle Of Man  ",PER,23-Aug-16,16/00704/B
Change of use from first floor retail and second floor office to two apartments,76 Bucks Road Douglas Isle Of Man IM1 3AF,PER,05-Aug-16,16/00706/C
Installation of non-illuminated signage,Bowling Green & Conveniences Marine Parade Peel Isle Of Man IM5 1PB,PER,08-Aug-16,16/00708/D
"Installation of French Doors, Creation of Sun Terrace",Cobblers Goose Switchback Road Knocksharry Peel Isle Of Man IM5 2AG,PER,05-Aug-16,16/00709/B
Replacement roof to existing conservatory.,2 Cooil Ushtey Port Lewaigue Ramsey Isle Of Man IM7 1AQ,PER,21-Sep-16,16/00721/B
Erection of extension to side elevation and installation of flue,21 Glebe Aalin Ballaugh Isle Of Man IM7 5BW,PER,18-Feb-16,16/00027/B
Installation of a new shop front,85 Strand Street Douglas Isle Of Man IM1 2EN,PER,12-May-16,16/00292/B
Alterations and erection of extension to dwelling,30 Groudle View Onchan Isle Of Man IM3 2EY,PER,18-May-16,16/00294/B
Erection of two temporary advertising signs,Land At Junction Of The Castleward Green And Ballanard Road Douglas Isle Of Man  ,PER,18-Aug-16,16/00659/D
Erection of non-illuminated signage (in association with 16/00661/CON),The Co-op The Parade Castletown Isle Of Man IM9 1LG ,PER,05-Aug-16,16/00660/D
Registered Building consent for the erection of non-illuminated signage (in association with 16/00660/D) Registered Building Nos. 32,The Co-op The Parade Castletown Isle Of Man IM9 1LG ,PER,05-Aug-16,16/00661/CON
Installation of replacement windows to front elevation,39 Hawarden Avenue Douglas Isle Of Man IM1 4BW,PER,19-Jul-16,16/00662/B
Replacement of an existing shed with a summerhouse,2 Willow Court Willow Terrace Douglas Isle Of Man IM1 3HA ,PER,19-Jul-16,16/00663/B
Creation of a porch,The Poplars 19 Summerhill Road Onchan Isle Of Man IM3 1NE,PER,26-Jul-16,16/00679/B
Alterations and erection of rear extension to dwelling,6 Grammah Avenue Port Erin Isle Of Man IM9 6NR,PER,20-Sep-16,16/00779/B
"Alterations and extension to dwelling, alterations to driveway and vehicular access (amendments to PA 16/00164/B)",Creg Ny Shee Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,07-Sep-16,16/00799/B
Erection of a dwelling with attached garage (retrospective),No 53 (Plot 21) New Development Adjacent To Cronk Cullyn Colby Isle Of Man  ,PER,05-Sep-16,16/00800/B
"Alterations to approved terrace wall, balustrading and creation of windows and door to approved garage (retrospective)",Brunswick Lodge Brunswick Road Douglas Isle Of Man IM2 3LL,PER,19-Oct-16,16/00801/B
Replacement of existing conservatory roof.,6 Church Close Lonan Laxey Isle Of Man IM4 7JY,PER,10-Nov-16,16/01149/B
Re-roofing of existing flat roofed dormers with pitched roofs,Ballaruha Derbyhaven Isle Of Man IM9 1TS ,PER,09-Mar-16,16/00122/B
Erection of a flat roof extension to replace existing roof terrace to dwelling,114 Woodbourne Road Douglas Isle Of Man IM2 3BA,PER,23-Mar-16,16/00126/B
Erection of a side extension to dwelling,3 Strawberry Meadows Colby Isle Of Man IM9 4DA ,PER,09-Mar-16,16/00127/B
Erection of a single storey extension to rear elevation,Drill Hall Cottages Tromode Road Douglas Isle Of Man IM2 5PA,PER,17-Mar-16,16/00162/B
Alterations and extension to dwelling,Ballavarton Farm  Ballavartyn Road Santon Isle Of Man IM4 1HT ,PER,05-May-16,16/00163/B
"Alterations and extension to dwelling, alterations to driveway and vehicular access",Creg Ny Shee Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,05-May-16,16/00164/B
Erection of a single storey extension to rear elevation,15 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,PER,10-May-16,16/00217/B
"Alterations, erection of rear extension and replacement of existing glazed conservatory roof with tiles",25 Greenlands Avenue Ramsey Isle Of Man IM8 2PN,PER,14-Jul-16,16/00521/B
Replacement of existing glazed conservatory roof with tiles,Woodstock Upper Trollaby Lane Marown Isle Of Man  ,PER,23-Jun-16,16/00522/B
"Alterations, erection of ground and first floor extension, creation of pedestrian access and widening of existing driveway and vehicular access",Balmoral Jurby Road Ramsey Isle Of Man IM8 3PL,PER,05-Sep-16,16/00524/B
Alterations and installation of a roof lantern to dwelling,Briardene 5 Governors Road Onchan Isle Of Man IM3 1AX,PER,29-Jun-16,16/00525/B
Replacement of existing glazed conservatory roof with tiles,22 Whitebridge Road Onchan Isle Of Man IM3 4HS,PER,22-Aug-16,16/00753/B
"Alterations to existing lobby, comprising new doors, installation of stone wall, and new hand rails, and replacement of existing flat roof to side elevation with a pitched roof, and blocking up of window to side elevation",Glen Mona Hotel Glen Mona Ramsey Isle Of Man IM7 1HF ,PER,07-Sep-16,16/00754/B
Installation of a flue (retrospective),The Gatehouse Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ,PER,12-Aug-16,16/00755/B
Alterations and extension to dwelling,Brook Cottage 39 Mines Road Laxey Isle Of Man IM4 7NJ,PER,12-Oct-16,16/00757/B
Erection of rear extension to dwelling,12 Marsden Terrace Ramsey Isle Of Man IM8 3DS,PER,19-Oct-16,16/00758/B
"Alterations, erection of a detached garage and installation of render, replacement windows, roof light, three dormer windows and a two storey front glazed gable to dwelling",Ballacarine Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF,PER,24-Aug-16,16/00759/B
Additional use of the first floor above detached garage as office and make up studio,Garage Adjacent To Wavecrest The Promenade Laxey Isle Of Man  ,PER,22-Dec-16,16/01281/C
Installation of replacement windows (in association with PA 14/00850/CON),Town Hall Ridgeway Street Douglas Isle Of Man IM1 1EP,PER,02-Jun-16,15/00849/GB
Conversion of an existing disused barn complex to provide staff accommodation,Ballachrink Bayr Ballagawne Ballamodha Ballasalla Isle Of Man IM9 3EJ ,PER,11-Jan-16,15/01323/B
Installation of replacement windows,Park View Nursery  Park View Methodist Church Main Road Kirk Michael Isle Of Man IM6 2HG,PER,05-Aug-16,16/00069/B
Installation of replacement windows to front elevation,4 Upper Dukes Road Douglas Isle Of Man IM2 4BA,PER,13-Apr-16,16/00175/B
Alterations and installation of bi-fold doors to replace existing bay window,Sebakwe Ballafesson Road Port Erin Isle Of Man IM9 6BT,PER,12-Apr-16,16/00233/B
Replacement of existing glazed conservatory roof with a new roof with light weight roof tiles,Glenco Laxey Road Baldrine Isle Of Man IM4 6HA,PER,13-Apr-16,16/00234/B
Change of use from retail shop to a caf‚ and take-away,Unit 1  Falcon Building Marina Road Douglas Isle Of Man IM1 2HE,PER,12-Apr-16,16/00238/C
Installation of replacement windows and rear door to dwelling,110 Malew Street Castletown Isle Of Man IM9 1LT,PER,07-Jan-16,15/01310/B
Installation of a flue to dwelling,27 Larch Hill Grove Douglas Isle Of Man IM2 5NU ,PER,08-Jan-16,15/01311/B
 Sub-division of existing Restaurant / Tavern to create two separate units complete with an outside seating area,"1, 2 & 3 Clinch's Site North Quay Douglas Isle Of Man IM1 4LJ",PER,24-Feb-16,15/01314/B
Installation of replacement windows to dwelling,22 Stanley Road Peel Isle Of Man IM5 1NY,PER,23-Aug-16,16/00311/B
Alterations to lake (amendments to PA 14/01005/B),The Meadows Port E Chee Tromode Douglas Isle Of Man IM2 1EE ,PER,18-May-16,16/00312/B
Alterations and erection of extension to dwelling (amendments to PA 07/01536/B),Garee Veg Glen Auldyn Ramsey Isle Of Man IM7 2AD ,PER,03-Jun-16,16/00373/B
Replacement of existing glazed conservatory roof with tiles,107 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL ,PER,25-May-16,16/00374/B
Approval in principle for the erection of a four storey apartment block,21 - 22 West Quay Ramsey Isle Of Man  ,PER,24-Nov-16,16/00576/A
Relocation of an existing field access,Field 425118 Glen Road Colby Isle Of Man  ,PER,04-Aug-16,16/00578/B
"Erection of six terraced three storey townhouse units for Student Nurses accommodation with central two storey link, access road and car parking (amendments to PA 16/00094/B)",Former Union Mills Football Club Playing Fields Ballamona Estate Braddan Road Strang Douglas Isle Of Man   Isle Of Man  ,PER,07-Jul-16,16/00579/B
Replacement of existing glazed conservatory roof with tile,5 Derby Drive Peel Isle Of Man IM5 1NT,PER,13-Jul-16,16/00580/B
Replacement of existing glazed conservatory roof with tile,2 The Willows Ballacraine St Johns Isle Of Man IM4 3LS ,PER,25-Jul-16,16/00581/B
"Alterations, renovation of front yard area, provision of flat roof over existing void and creation of a new access (in association with 16/00583/CON)",4 Finch Road Douglas Isle Of Man IM1 2PT,PER,15-Sep-16,16/00582/GB
"Registered Building consent for alterations, renovation of front yard area, provision of flat roof over existing void and creation of a new access (in association with 16/00582/GB) Registered Building Nos. 93",4 Finch Road Douglas Isle Of Man IM1 2PT,PER,15-Sep-16,16/00583/CON
Erection of a commercial polytunnel,Land At Field 314294 Staarvey Farm Staarvey Road Peel Isle Of Man  ,PER,07-Jul-16,16/00585/B
Variation of condition 4 of PA 09/00884/B (erection of stables)  to allow the stables to be used independent from the house and for agricutural use,Rocklyn (Formerly Oakwell) Cottage Foxdale Road Eairy Isle Of Man IM4 2HG ,PER,03-Mar-16,16/00090/B
"Erection of a greenhouse, alterations to existing chimney stack and installation of replacement front door",Glebe House Maughold Isle Of Man IM7 1AS ,PER,03-Mar-16,16/00093/B
"Alterations, replacement of garage door with upvc door, relocation of flue and installation of two additional roof lights",15 Selborne Drive Douglas Isle Of Man IM2 3,PER,13-Apr-16,16/00167/B
Alterations and erection of rear extension to dwelling,Thie Keylley 16 Keeill Pharick Glen Vine Isle Of Man IM4 4EW ,PER,26-May-16,16/00376/B
Alterations and erection of first floor extension to rear elevation of dwelling,30A Market Street Peel Isle Of Man IM5 1AE,PER,25-Jul-16,16/00377/B
"Alterations, creation of additional windows and addition of mezzanine floor to industrial unit, along with change of use to storage and workshop",Unit 17 Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AX ,PER,15-Jul-16,16/00378/B
"Creation of a new vehicular access, driveway and turning area to replace existing",Beaconsfield Cottage Richmond Hill Douglas Isle Of Man IM4 1JG,PER,07-Jul-16,16/00587/B
Removal of a chimney stack,4 & 5 Marathon Drive Douglas Isle Of Man IM2 4BP,PER,30-Jun-16,16/00588/B
"Alterations, erection of a rear extension, detached garage and creation of a vehicular access",7 Park Avenue Douglas Isle Of Man IM2 5HR,PER,11-Jul-16,16/00610/B
Registered Building consent for the installation of a platform lift between existing Stair Lobby and Theatre (Registered Building Nos. 185),Kings Court Theatre King Williams College Castletown Isle Of Man IM9 1TP ,PER,15-Jul-16,16/00611/CON
Erection of a two storey extension,Gumtree Cottage (2 Osborne Cottages) Glen Road Laxey Isle Of Man IM4 7AJ ,PER,08-Jul-16,16/00612/B
Installation of replacement windows to front elevation,152 Woodbourne Road Douglas Isle Of Man IM2 3BD,REF,08-Jul-16,16/00613/B
"Variation of condition one of PA 11/00435/B, Erection of a 4 apartment block on vacant plot, with associated car parking and access, to extend period of permission",Plot 34 Castlemona Avenue Douglas Isle Of Man  ,PER,04-Aug-16,16/00614/B
"Alterations, erection of extension and creation of enlarged dormer window to dwelling (amendment to PA 15/00660/B)",56 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,19-Jul-16,16/00615/B
Erection of a two storey side extension and widening of existing driveway and vehicular access,64 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RN,PER,19-Jul-16,16/00616/B
Extension to existing shed to provide storage and project preparation facilities.,Thie Rosien Castletown Road Port Erin Isle Of Man IM9 6BD ,PER,05-Dec-16,16/01218/B
Introduction of signage,20A Duke Street Douglas Isle Of Man IM1 2BB ,PER,14-Dec-16,16/01268/D
Alterations and creation of windows and doorways,Corrin Memorial Home Albany Road Peel Isle Of Man IM5 1HR,PER,26-Jul-16,16/00608/B
Alterations to rear yard to create a vehicular access and off road parking,Hillcliff Bay View Road Port St. Mary Isle Of Man IM9 5AP ,PER,23-Aug-16,16/00609/B
Proposed Dormers (Amendment to PA15/01058/B),Tillyloss West Baldwin Isle Of Man IM4 5HE ,PER,05-Aug-16,16/00689/B
Creation of a rear dormer window,10 Howstrake Drive Onchan Isle Of Man IM3 1BR ,PER,07-Sep-16,16/00860/B
Installation of replacement windows,Flat 1A Market Hill Ramsey Isle Of Man IM8 1JT ,PER,13-Oct-16,16/00861/B
Erection of a conservatory,23 Bollan Drive Glen Vine Isle Of Man IM4 4FE,PER,07-Sep-16,16/00862/B
Erection of a garage (amendment to PA 09/00937/B),Close Chairn St Judes Road Sulby Isle Of Man IM7 2ES,PER,22-Sep-16,16/00863/B
