Decisions issued under delegated authority 1/1/17 - 31/12/17,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Replacement of front elevation bay windows with timber sliding sash windows to match existing,Flat 2 Marlborough Ct Apts North Wing Castle Terrace Central Promenade Douglas Isle Of Man IM2 4LH ,PER,06-Jan-17,16/01280/B
Variation of condition 1 of PA 13/00646/B Erection of dwelling to replace disused storage building; to extend period of permission for a further 2 years,Outbuilding Farmhill Farm Farmhill Lane Douglas Isle Of Man  ,PER,13-Feb-17,16/01284/B
Erection of first floor extension,24 First Avenue Douglas Isle Of Man IM2 6AZ,PER,14-Feb-17,16/01420/B
"Alterations, erection of rear extension and side window amendment",Seaways King Williams Road Castletown Isle Of Man IM9 1BL,PER,14-Feb-17,17/00003/B
Erection of a digital advertisement board,44 Strand Street Douglas Isle Of Man IM1 2EG,REF,16-Jan-17,16/00949/D
Erection of an advertising board,7 - 17 Wellington Street Douglas Isle Of Man IM1 2PQ,REF,17-Jan-17,16/00950/D
Alterations including installation of velux roof windows to south east elevation,Rainbows End Beaumont Road Ramsey Isle Of Man IM8 2HN ,PER,31-Mar-17,17/00049/B
Erection of an extension to rear of existing garage,2 Glen Vine Park Glen Vine Isle Of Man IM4 4EY,PER,17-Mar-17,17/00107/B
Replacement windows and rooflights (retrospective),Scottsdale 5 Osborne Grove Douglas Isle Of Man IM1 3LF ,PER,08-Mar-17,17/00119/B
Installation of two replacement windows to rear elevation,8 Hatfield Grove Douglas Isle Of Man IM1 3HD,PER,22-May-17,17/00152/B
Creation of a replacement detached garage,White Cottage Richmond Road Ramsey Isle Of Man IM8 3PA,PER,24-May-17,17/00153/B
Installation of gable window (retrospective),21 Thirlmere Avenue Onchan Isle Of Man IM3 2DR,PER,31-Mar-17,17/00174/B
Erection of an extension to rear elevation,12 Church Avenue Onchan Isle Of Man IM3 4ED,PER,08-May-17,17/00179/B
Replacement of existing porch with sun lounge,Cronk Beg Howe Road Port St. Mary Isle Of Man IM9 5PR,PER,19-Apr-17,17/00280/B
Erection of a structure to replace existing conservatory,Marathon Court Nursing Home Victoria Road Douglas Isle Of Man IM2 4RQ,PER,06-Oct-17,17/00917/B
Erection of a polytunnel,Unit 1 Park Way Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AQ ,PER,06-Oct-17,17/00918/B
Replacement of windows and door to front of property,3 St Peters Lane Peel Isle Of Man IM5 1AP,PER,23-Oct-17,17/00986/B
"Erection of a stable block, parking area and fencing",Part Of Field 124005 Loop Road West Craig Ramsey Isle Of Man  ,PER,28-Mar-17,15/01304/B
Construction of dormer window,24 Briarfield Avenue Onchan Isle Of Man IM3 3JH,REF,31-May-17,17/00170/B
Access lane alterations to form two new field access gates and new vehicle turning head,Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN ,PER,10-Jan-17,16/01245/B
Change of use of office (Class 4) and book shop (Class 1) to a deli bar and coffee shop (Class 3),Beech House  10 Elm Tree Road Onchan Isle Of Man IM3 4EF ,PER,28-Apr-17,17/00195/C
"Erection of a detached two storey building to provide three tourist units, erection of a replacement lean-to, creation of parking and paths and landscaping works",The Barn Ballavarteen West Grenaby Road Dogmills Ramsey Isle Of Man  ,REF,19-Apr-17,17/00217/B
Replacement of existing stables with new stables and storage building,Field 432235 Castletown Road Ballaglonney Santon Isle Of Man  ,PER,05-Apr-17,17/00234/B
Alterations including raising of rear lean to roof and installation of window and roof lights,Hillcrest Cottage Old Laxey Hill Laxey Isle Of Man IM4 7BZ,REF,22-May-17,17/00306/B
Alterations to facilitate the conversion of building into restaurant and takeaway with outdoor seating area,The Old Mortuary Farrants Way Castletown Isle Of Man IM9 1NR,PER,08-Jun-17,17/00319/B
"Replacement composite pvc georgian panelled front door and fanlight to front elevation, with outer frame white pvc",25 Mona Street Douglas Isle Of Man IM1 2QE,PER,08-Jun-17,17/00328/B
Replacement of annex polycarbonate roof with tiled roof,8 Thornhill Close Ramsey Isle Of Man IM8 3LA,PER,25-May-17,17/00341/B
Replacement field shelter and hay store,Field 524033 Port Soderick Glen Port Soderick Isle Of Man  ,PER,26-May-17,17/00391/B
Replacement of existing conservatory polycarbonate roof with tiled roof,29 Cronk Cullyn Colby Isle Of Man IM9 4NQ ,PER,20-Jun-17,17/00513/B
Single storey extension,4 Ennerdale Avenue Onchan Isle Of Man IM3 2DL,PER,17-Mar-17,17/00125/B
Triple garage with store/hobbies room over,Kerrowdhoo Glen Duff Ramsey Isle Of Man IM7 2AT ,REF,28-Apr-17,17/00126/B
Single storey extension to side of property to provide covered storage area,26 Cronk Drean Douglas Isle Of Man IM2 6AU,PER,28-Apr-17,17/00349/B
Installation of 1.8m high inward opening close boarded timber gates to vehicular access,La Mona Lisa Restaurant Glen Road Laxey Isle Of Man IM4 7AB,PER,23-Jun-17,17/00381/B
Single storey extension to side of dwelling,110 Slieau Dhoo Douglas Isle Of Man IM2 5LD,PER,05-Jun-17,17/00474/B
Replacement of roof tiles with Redland Stonewold Terracotta tiles,Langside Riverbank Road Ramsey Isle Of Man IM8 3PR,PER,15-Jun-17,17/00511/B
Erection of single storey extension to rear of property,12 Thornhill Close Ramsey Isle Of Man IM8 3LA,PER,06-Jul-17,17/00554/B
"Alterations, replacement of garage door with windows and door, raising of roof to provide additional living accommodation and alterations to vehicular access and driveway",Burnside Cottage Main Road Union Mills Isle Of Man IM4 4AG,PER,04-Aug-17,17/00617/B
"Alterations, installation of an additional window and amendments to existing windows to dwelling",The White House Mount Gawne Road Port St. Mary Isle Of Man IM9 5LX,PER,21-Jul-17,17/00619/B
Creation of a driveway and vehicular access,17 Bemahague Avenue Onchan Isle Of Man IM3 4AW,PER,02-Aug-17,17/00679/B
Erection of a rear extension,Greystones Douglas Road Kirk Michael Isle Of Man IM6 1AR,PER,27-Jul-17,17/00680/B
First floor extension over garage,Plovers Mead 3 River Vale Braddan Douglas Isle Of Man IM4 4TH,PER,16-Mar-17,17/00051/B
Erection of non-illuminated signage,Unit 6   87 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,21-Mar-17,17/00079/D
Alterations and erection of ground and first floor extensions,Ballacoan Glen Roy Laxey Isle Of Man IM4 7QD ,PER,03-Mar-17,17/00080/B
Erection of a rear extension to replace existing,7 Mona Terrace Castletown Isle Of Man IM9 1BH,PER,16-Mar-17,17/00081/B
New farm entrance track,Raby Farm Main Road Glen Maye Isle Of Man IM5 3AU,REF,31-Mar-17,17/00109/B
Erection of a rear outbuilding with roof terrace and installation of a flue (retrospective),24 Glenfaba Road Peel Isle Of Man IM5 1BU,PER,25-May-17,17/00121/B
Additional use of residential property as self-catering tourist accommodation,Apt 29 Block A Queens Apartments Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NX ,PER,21-Mar-17,17/00129/C
"Alterations and additions to property including raising of detached garage roof to create living accommodation within attic space, replacement of existing conservatory with new orangery",Elworth House Hilary Park Douglas Isle Of Man IM2 3ED,PER,30-Jun-17,17/00151/B
Change of use of existing bedroom as beauty salon,Ailsa Craig 13 Cooil Breryck Ramsey Isle Of Man IM8 3HL ,PER,04-Apr-17,17/00199/C
Widening of existing drive and vehicular entrance,2 Lheaney Road Ramsey Isle Of Man IM8 2JF,PER,08-May-17,17/00236/B
Replacement of existing glazed conservatory roof with tiles,The Town House C/o Peel Castle Hotel Management Ltd Market Place Peel Isle Of Man IM5 1BA,PER,12-Apr-17,17/00235/B
Installation of top hung casement window (retrospective),22 Malew Street Castletown Isle Of Man IM9 1AD,REF,27-Apr-17,17/00238/B
Installation of sod bank to eastern boundary of field,Field 134001 Bride Road Ramsey Isle Of Man  ,PER,30-Jun-17,17/00258/B
Replacement of timber sliding sash windows with white upvc sliding sash windows,Flat 1 Charles Street Close Flats Charles Street Close Peel Isle Of Man  ,PER,25-May-17,17/00267/B
Installation of solar panels on roof of film studio,Island Studios  Jurby Road Ramsey Isle Of Man IM7 2EB ,PER,11-May-17,17/00288/B
Replacement of existing timber shop windows and door with upvc,17A Douglas Street Peel Isle Of Man IM5 1BA ,PER,25-May-17,17/00316/B
Installation of signage to replace existing and use of existing light box,3 Atholl Place Peel Isle Of Man IM5 1HE,PER,09-May-17,17/00326/D
Conversion and erection of extension to former nursing home to provide thirty four residential apartments,Saddle Mews Nursing Home Groves Road Douglas Isle Of Man IM2 1HY,PER,15-May-17,16/00946/B
"Erection of an agricultural storage building",Field Number 434740 Ballamodha Straight Ballasalla Isle Of Man  ,PER,12-Oct-17,16/00406/B
Replacement of existing glazed conservatory roof with tiles,Lheakerrow Cottage Andreas Road Regaby Ramsey Isle Of Man IM7 4EJ ,PER,17-Aug-17,17/00602/B
"Alterations, replacement of existing garage door with two windows and erection of a first floor extension",32 Devonshire Road Douglas Isle Of Man IM2 3RB ,PER,01-Sep-17,17/00603/B
Approval in principle for the construction of a new residential development,Site To Rear Of Queens Hotel Switzerland Road Douglas Isle Of Man  ,REF,26-Jul-17,17/00607/A
Erection of close coupled stockade type security fencing,2-16 Snaefell Road Douglas Isle Of Man IM2 6LX,PER,28-Jul-17,17/00641/B
Conversion of dwelling to create four apartments,12 Rosemount Douglas Isle Of Man IM1 3EU,PER,05-Oct-17,17/00659/B
Installation of a roof lantern to front porch,16 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ,PER,27-Jul-17,17/00662/B
Alterations and installation of a mezzanine floor,Unit 2A Osborns Carpets Snugborough Trading Estate Union Mills Isle Of Man IM4 4LH,PER,01-Sep-17,17/00663/B
"Alterations, installation of balustrading to existing balcony and erection of a dormer extension",Rishworth (formally Tara) Phildraw Road Ballasalla Isle Of Man IM9 3EH ,PER,11-Aug-17,17/00708/B
Part demolition and erection of proposed extensions,St Olaves School House North Shore Road Ramsey Isle Of Man IM8 3DQ,PER,15-Aug-17,17/00729/B
Change of use from an Estate Agents office to retail outlet,The Corner House (Formerly Looneys) 2 Michael Street Peel Isle Of Man IM5 1HA ,PER,10-Jan-17,16/01289/C
Removal of a rear window,38 Murrays Road Douglas Isle Of Man IM2 3HW ,PER,18-Jan-17,16/01290/B
Erection of a two storey side extension to dwelling,4 Church View Braddan Douglas Isle Of Man IM4 4TF,PER,11-Jan-17,16/01350/B
Alterations and additions to farmhouse and extension to residential curtilage,Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN ,PER,27-Jan-17,16/01408/B
Re-roofing of existing rear annex,12 Alberta Drive Onchan Isle Of Man IM3 1LS,PER,30-Mar-17,17/00147/B
Erection of a polytunnel and associated planting,Field 522740 Quines Hill Port Soderick Isle Of Man  ,PER,17-Aug-17,17/00738/B
Application to make lawful the installation of a door to replace an existing window,64 Royal Avenue Onchan Isle Of Man IM3 1LB,CLAWA,24-Aug-17,17/00752/LAW
Erection of decking platform and steps within rear garden for maintenance purposes,12 Killeaba Mount Ramsey Isle Of Man IM8 2JG,PER,30-Aug-17,17/00766/B
Alterations to front elevation,Anagh Coar Stores Cushag Road Douglas Isle Of Man IM2 2BZ,PER,22-Sep-17,17/00775/B
"Erection of extension to rear of property, replacing flat roof with pitched roof, conversion of garage to living accommodation and alterations to driveway",60 Beech Grove Ballasalla Isle Of Man IM9 2DX,PER,27-Sep-17,17/00890/B
"Creation of a wall, pillar and pedestrian access (retrospective)",Riversdale Glen Roy Laxey Isle Of Man IM4 7QB ,PER,23-Oct-17,17/00913/B
Replacement of existing rear lean to conservatory with a sun lounge extension,16 Hampton Grove Douglas Isle Of Man IM2 2NQ,PER,15-Nov-17,17/00914/B
Replacement of existing conservatory roof with fibreglass roof,The Haven Dogmills Ramsey Isle Of Man IM7 4AD ,PER,15-Nov-17,17/00916/B
Erection of single storey extension and creation of dormer window,13 Raad Ny Gabbil Castletown Isle Of Man IM9 1HH,PER,21-Mar-17,17/00148/B
Change of use application for additional use of existing juice kitchen to Class 1 and takeaway,Creative Juices The Promenade Laxey Isle Of Man IM4 7DD ,PER,30-Mar-17,17/00159/C
Installation of flue outlet from log burner,3 Creggan Lea Port St. Mary Isle Of Man IM9 5BD,PER,12-Apr-17,17/00181/B
Change of use from Class 1 Shops to Veterinary Practice and Pet Groomers,Unit 23B The Village Walk Onchan Isle Of Man IM3 4EB ,PER,04-Apr-17,17/00221/B
"Alterations, relocation of driveway and creation of vehicular access",Grenaby House (formerly Thie Vane) Junction At Grenaby And Foxdale Road Ballasalla Isle Of Man IM9 3DR ,PER,15-Nov-17,17/00570/B
"Alterations, creation of two hotel bedrooms, relocation of existing kitchen, doorway / access alterations and installation of sun tubes and new windows within resized existing openings (in association with 17/00572/CON)",The George Hotel The Parade Castletown Isle Of Man IM9 1LG,PER,11-Aug-17,17/00571/GB
Alterations and creation of additional windows,Golf Club Mount Murray Mount Murray Road Santon Isle Of Man  ,PER,27-Oct-17,17/00966/B
Conversion of existing outbuilding to provide ancillary living accommodation,Mill House Old Castletown Road Santon Isle Of Man IM4 1EX,PER,22-Dec-17,17/01086/B
Change of use of residential dwelling to self-catering tourist accommodation,Sycamore Lodge Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW ,PER,15-Dec-17,17/01123/C
Removal of existing disused oil store and erection of store for charging electric mobility scooters,Reayrt Y Chrink Southlands Crescent Port Erin Isle Of Man IM9 6BE,PER,22-Dec-17,17/01175/B
Alterations to existing sun room roof,Bankfield Bungalow Ballamodha Straight Ballasalla Isle Of Man IM9 3EL ,PER,14-Jul-17,17/00582/B
Replacement of external door with a window and associated alterations,122 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JB ,PER,17-Aug-17,17/00699/B
Installation of a replacement front door,26 Albany Road Douglas Isle Of Man IM2 3NG,PER,05-Oct-17,17/00724/B
"Alterations, erection of a garage extension and erection of a link extension to garage",5 Fairway Close Port Erin Isle Of Man IM9 6LS,PER,23-Oct-17,17/00813/B
Change of use of Queeyl Ushtey from ancillary accommodation and tourist accommodation to site managers accommodation; change of use of Pinfold Holiday Cottage from ancillary accommodation and holiday accommodation with individual lets not exceeding 4 week,Pinfold Cottage Pinfold Hill Laxey Isle Of Man IM4 7HN,PER,23-Nov-17,17/00864/C
"Alterations and extensions including enlargement of existing rear extension, installation of triangular dormer to front and flat roofed dormer to rear",Clerehithe Ballafurt Road Port Erin Isle Of Man IM9 6HP,PER,29-Nov-17,17/01044/B
Creation of a field access,Field 514250 Mullinaragher Road Santon Isle Of Man  ,REF,23-Jan-17,16/01011/B
Vehicular access with associated driveway.,1 Woodside Terrace Douglas Isle Of Man IM2 3AH,PER,28-Apr-17,16/01025/B
Replacement of existing glazed conservatory roof with slates,Ballaquinney Cottage Ronague Castletown Isle Of Man IM9 4HQ ,PER,27-Oct-17,17/00989/B
Alterations to external openings of property and landscaping works to garden (retrospective),Stroanville House Fairy Cottage Laxey Isle Of Man IM4 7BR ,PER,27-Oct-17,17/01011/B
Replacement of existing conservatory roof with guardian burnt umber colour tiles,2 Laurel Avenue Onchan Isle Of Man IM3 3JD,PER,15-Nov-17,17/01055/B
"Additional use of two existing residential units as tourist accommodation, plus the erection of a conservatory (for tourist and / or residential use) to Unit 1",Bridge House Complex Mill Road Laxey Isle Of Man IM4 7AU,PER,23-Nov-17,17/00802/B
Replacement of existing conservatory roof with tiled roof,45 Bemahague Avenue Onchan Isle Of Man IM3 4AP,PER,07-Dec-17,17/01169/B
Alterations to dwelling including installation of sliding/folding door and three roof lights,7 Abbots Drive Abbotswood Ballasalla Isle Of Man IM9 3EB ,PER,20-Oct-17,17/00983/B
Erection of rear extension at high level to provide access to second floor level,3 Station Road Peel Isle Of Man IM5 1AY,PER,07-Dec-17,17/01154/B
Installation of external flue from multifuel stove,22 Eskdale Road Onchan Isle Of Man IM3 2AJ,PER,17-Mar-17,17/00150/B
Replacement of existing glazed conservatory roof with slates,Phoenix Cottage Ballacorey Road Bride Isle Of Man IM7 4AW ,PER,24-Aug-17,17/00670/B
Revised access road pursuant to PA 15/01064/B for the erection of nine detached dwellings with associated landscaping and access,Site Of Former Grand Island Hotel Bride Road Ramsey Isle Of Man  ,PER,26-Jul-17,17/00590/B
"Installation of a flue, erection of a detached garage (both retrospective), alterations and provision of additional first floor living accommodation",1 Campion Way Douglas Isle Of Man IM2 7DT,REF,02-Aug-17,17/00615/B
Replacement of two existing up and over garage doors with a single roller shutter door,Pomeroy Richmond Road Ramsey Isle Of Man IM8 3PB,PER,20-Jun-17,17/00535/B
Single storey extension to rear of property (forming amendments to scheme approved under PA17/00362/B),38 Carrick Park Sulby Isle Of Man IM7 2EY,PER,20-Jul-17,17/00627/B
Extension at rear of existing warehouse.,Unit 2A Park Way Balthane Ballasalla Isle Of Man IM9 2AQ ,PER,11-Jan-17,16/01366/B
Alterations to facilitate conversion at ground floor from nursery area to commercial unit (class 1) and to permit the use for beauty/nail salon.  Conversion of first floor from nursery to 2 self-contained residential apartments,13-14 Hailwood Court Douglas Isle Of Man IM2 7EA ,PER,13-Jul-17,17/00324/B
Alterations and additions including extension to rear of existing garage (amendments to PA 15/00495/B),Troodos 32 Mill Street Castletown Isle Of Man IM9 1AG,PER,28-Jun-17,17/00385/B
Alterations and extensions to farm house,Moaney Moar Farmhouse Ballabooie Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1HR ,PER,25-May-17,17/00451/B
Replacement of existing fencing around multi-use play areas (tennis courts),Site At West Building Ramsey Grammar School Lezayre Road Ramsey Isle Of Man  ,PER,15-Nov-17,17/00837/B
"Demolition of outhouse, erection of garage and relocation of access to kitchen",13 Belgravia Road Onchan Isle Of Man IM3 1HN,PER,22-Dec-17,17/01080/B
Erection of a greenhouse for use by community garden,Coronation Community Garden Mount Rule Road Strang Douglas Isle Of Man  ,PER,28-Jun-17,17/00380/B
Erection of dwelling (amendment to approved application 13/91289/B),7 Raad Kirree Varrey Peel Isle Of Man IM5 1QR ,PER,26-May-17,17/00408/B
Erection of detached dwelling with associated parking on land adjacent to existing house,Mevania Lewthwaites Way Port St. Mary Isle Of Man IM9 5AB,PER,27-Oct-17,17/00410/B
Erection of non-illuminated signage to replace existing sign,Site Entrance Colby AFC Clubhouse Main Road Colby Isle Of Man IM9 4LR ,PER,21-Jul-17,17/00542/D
"Alterations, erection of extension, widening of driveway and vehicular access improvements",Arfyn Ballacraine St Johns Isle Of Man IM4 3LR ,PER,18-Jul-17,17/00546/B
"Erection of a two storey dwelling with associated landscaping, boundary treatments and vehicular access",Site Of Former Seaview Apartments Bradda Glen Port Erin Isle Of Man  ,PER,10-Jan-17,16/01270/B
Erection of an animal shelter and storage building,Field Number 130411  Clenagh Road Sulby Isle Of Man  ,PER,08-Jun-17,16/01338/B
Internal alterations to Registered Building (RB 228),St Ninians Church Ballaquayle Road Douglas Isle Of Man IM2 5DA ,PER,08-Mar-17,16/01397/CON
Replacement of conservatory with single storey extension,1 Windermere Drive Onchan Isle Of Man IM3 2DQ,PER,03-Mar-17,16/01405/B
Erection of dwelling including use of existing detached garage,Blue Bell Cottage Station Road Ballaugh Isle Of Man IM7 5AE ,PER,11-Aug-17,16/01412/B
Alterations and additions including installation of flue,46 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,PER,01-Mar-17,17/00009/B
Erection of illuminated signage,Unit 1A Strand Shopping Centre Douglas Isle Of Man IM1 2ER,PER,20-Feb-17,17/00042/D
Alterations to facilitate change of use from 8 permanent residential apartments to 9 tourist units,11 Mona Drive Douglas Isle Of Man IM2 4LG,PER,16-Mar-17,17/00046/B
Erection of an extension,West Loughan Jurby East Isle Of Man IM7 3EZ ,PER,15-Jun-17,17/00509/B
"Creation of new vehicular access and off-road parking area, and removal of pedestrian entrance",Shangri-La Tynwald Road Peel Isle Of Man IM5 1JP,PER,20-Jun-17,17/00519/B
Installation of non-illuminated signage,Youth & Community Centre School Road Onchan Isle Of Man IM3 4LA,PER,20-Jun-17,17/00527/D
Erection of two storey extension to side and single storey extension to the rear of property,20 Larivane Meadows Andreas Isle Of Man IM7 4JD ,PER,21-Jul-17,17/00528/B
"Alterations, creation of gable windows and installation of a dormer to dwelling",1 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LP,PER,28-Jun-17,17/00530/B
Installation of non-illuminated signage,Unit 7 Bridson Street Port Erin Isle Of Man IM9 6AL,PER,29-Jun-17,17/00551/D
Alterations and erection of rear extension,7 Berkeley Street Douglas Isle Of Man IM2 3QB,PER,29-Jun-17,17/00565/B
Erection of an extension to dwelling,10 River Walk Braddan Douglas Isle Of Man IM4 4TJ,PER,23-Jan-17,16/01195/B
Erection of single detached garage adjacent to dwelling,The Elms Westmead Glen Vine Isle Of Man IM4 4BB ,PER,04-Aug-17,17/00644/B
"Demolition of existing garage and erection of two storey extension, and widening of existing vehicular access",60 Ballabrooie Way Douglas Isle Of Man IM1 4HB,PER,21-Jul-17,17/00649/B
Erection of sun room to rear of property,Ballacallin Little Mill Road Onchan Isle Of Man IM4 5BE,PER,17-Aug-17,17/00652/B
Installation of replacement windows to front and rear elevations,10 Orry Lane Peel Isle Of Man IM5 1NN,PER,17-Oct-17,17/00867/B
Installation of illuminated and non-illuminated signage,75 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,15-Feb-17,16/01241/D
Replacement of existing glazed conservatory with a flat roof and installation of a flue,1 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EH,PER,13-Feb-17,16/01302/B
"Alterations, erection of single and two storey extensions to dwelling",Ballamenagh Moar Farm Ballamenagh Road Baldrine Isle Of Man IM4 6AJ ,PER,09-Feb-17,16/01309/B
Alterations to shop front elevation,One Stop Shop Station Road Ballaugh Isle Of Man IM7 5EJ,PER,03-Oct-17,17/00872/B
Installation of new playground equipment and safety surface,Scoill Vallajeelt Meadow Crescent Douglas Isle Of Man IM2 1NN,PER,15-Nov-17,17/00901/B
Erection of flue on gable wall of property,The Lookout 2 Loch Road Port St. Mary Isle Of Man  ,PER,06-Oct-17,17/00907/B
Erection of a second floor conservatory,The Mount May Hill Ramsey Isle Of Man IM8 2HG,REF,29-Nov-17,17/00995/B
Erection of extension to rear of property,5 Inner Circle Douglas Isle Of Man IM2 5BE,PER,07-Dec-17,17/01005/B
Replacement of existing garage with extension including kitchen and enlarged garage with roof lantern and front and rear access,Ballaghennie Lezayre Road Ramsey Isle Of Man IM8 2TA,PER,13-Nov-17,17/01053/B
"Alterations, erection of ground and first floor extensions, raising existing roof to provide additional living accommodation and replacement of existing garage door with a window",Ballaconn Ballafayle Road Cornaa Maughold Isle Of Man IM7 1EE ,PER,23-Jan-17,16/01344/B
"Conversion of garage to habitable space, erection of sun room extension, removal of chimney and alteration to hardstanding area",Silver Birches Chapel Lane Baldrine Isle Of Man IM4 6DG ,PER,20-Feb-17,16/01368/B
Alterations and extension,Westroyd Ramsey Road Laxey Isle Of Man IM4 7PY,PER,30-Mar-17,17/00008/B
Extension of existing dormer,13 Cronk Drine Union Mills Isle Of Man IM4 4NG,PER,01-Mar-17,17/00020/B
Alteration of takeaway shopfront,3 Atholl Place Peel Isle Of Man IM5 1HE,PER,03-Mar-17,17/00067/B
Erection of detached garage and store,Mount Auldyn House Jurby Road Ramsey Isle Of Man IM8 3PF,PER,04-Apr-17,17/00210/B
Erection of dwelling (amendment to dwelling approved under PA 15/01308/B),4 Carnane View Rushen Isle Of Man IM9 5NR ,PER,31-Mar-17,17/00216/B
"Replacement of existing timber windows with timber sliding sash to front elevation and timber casement to rear, all frames stained oak colour",26 Berkeley Street Douglas Isle Of Man IM2 3QA,PER,08-Jun-17,17/00318/B
Replacement of existing conservatory roof with tiled roof.,22 Sunnydale Avenue Port Erin Isle Of Man IM9 6EU,PER,20-Jan-17,16/01324/B
Replacement of existing conservatory roof with tiled roof.,11 Ennerdale Avenue Onchan Isle Of Man IM3 2EU ,PER,20-Jan-17,16/01329/B
Part demolition of existing single storey extension and forming of new door openings.,Shiremoor Limited Warehouse (unit 1) Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EA ,PER,11-Jan-17,16/01346/B
Single storey extension to rear of property,119 Ballamaddrell Port Erin Isle Of Man IM9 6AX,REF,17-Aug-17,16/01357/B
Replacement white PVC casement windows to front elevation,Flat 3   40 Demesne Road Douglas Isle Of Man IM1 3DY,PER,01-Feb-17,16/01369/B
Single storey extension to rear of property,10 St Catherines Drive Douglas Isle Of Man IM1 4BQ,PER,03-Mar-17,17/00054/B
Conversion of building into a dwelling involving the removal of trees,Former Methodist Chapel Bollyn Road The Cronk Ballaugh Isle Of Man  ,PER,13-Apr-17,16/00778/B
Erection of a garden shed and summer house (retrospective),19 Queen Margaret Road Glen Vine Isle Of Man IM4 4ET,PER,10-Jan-17,16/01311/B
Single storey extension to rear of property,Langness Tromode Road Douglas Isle Of Man IM2 5EJ,PER,17-Aug-17,17/00628/B
 Removal of chimney stack on south west elevation,8 Barrule Park Ramsey Isle Of Man IM8 2BW,PER,03-Oct-17,17/00896/B
"Replacement of existing outbuilding with an extension to dwelling to create additional living accommodation, including installation of a flue from new wood burner",Outbuilding Gleneedle Farm Gleneedle Lower Foxdale Isle Of Man  ,PER,23-Nov-17,17/00962/B
"Registered building application to vary condition 1 of PA13/91226/B for the demolition of existing buildings and construction of four duplex apartments each with double garages, to extend the period of approval for a further four years (in connection with",Vine Villa 8 Derby Square Douglas Isle Of Man IM1 3LS ,PER,06-Nov-17,17/01032/CON
Installation of a replacement front door,9 Hildesley Road Douglas Isle Of Man IM2 5AU,PER,24-Nov-17,17/01089/B
Additional use of room to teach yoga to a maximum of 14 students between 6pm and 8pm Tuesday to Sunday,16 Osborne Grove Douglas Isle Of Man IM1 3LE,REF,16-Mar-17,17/00064/C
Erection of an agricultural building,Field 324735 Ballavitchel Road Crosby Isle Of Man  ,PER,13-Jul-17,17/00094/B
Erection of an agricultural building,Ballacowin Farm Glen Roy Lonan Isle Of Man  ,PER,16-Mar-17,17/00095/B
Installation of replacement windows,Sea View Main Road Kirk Michael Isle Of Man IM6 1AH,PER,30-Mar-17,17/00096/B
Replacement of existing garage door with a window,7 Meadow Lane Slieau Whallian View Peel Isle Of Man IM5 1QU ,PER,17-Mar-17,17/00124/B
Erection of clock tower on existing garage block,Kinleys Croft Bernahara Road Andreas Isle Of Man IM7 2EL,PER,31-Mar-17,17/00197/B
Replacement of existing windows with white upvc vertical sliding sash windows to front and casement windows to rear,12 Lake Lane Peel Isle Of Man IM5 1AU,PER,09-May-17,17/00369/B
Erection of fencing,33 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,PER,30-Jun-17,17/00422/B
"Creation of a vehicular access with associated fencing, gate, access control barrier and landscaping",School Car Park And Playground St Marys School St Marys Road Douglas Isle Of Man  ,PER,23-Nov-17,17/00642/B
Conversion of existing barn to provide ancillary living accommodation,Cronkould House Main Road Ballaugh Isle Of Man IM7 5ED,PER,15-Aug-17,17/00703/B
Erection of extension to existing stables,Field 224308 Ballamoar Farm Ballamoar Lane Ballaugh Isle Of Man  ,PER,25-Sep-17,17/00824/B
Erection of a rear extension and alterations to front elevation,4 Broogh Wyllin Shore Road Kirk Michael Isle Of Man IM6 1HU ,PER,17-Oct-17,17/00825/B
Application to make lawful the use of lower ground floor as a self contained apartment,22 Brunswick Road Douglas Isle Of Man IM2 3LQ ,CLAWA,14-Sep-17,17/00826/LAW
Replacement of existing conservatory polycarbonate roof with tiled roof,48 Farmhill Meadows Douglas Isle Of Man IM2 2LN,PER,15-Nov-17,17/01054/B
Replacement front door,13 Hildesley Road Douglas Isle Of Man IM2 5AU,PER,22-Dec-17,17/01077/B
Installation of replacement front elevation double doors,Flat 1 Compton Court  Clarence Terrace Central Promenade Douglas Isle Of Man IM2 4LS ,PER,15-Dec-17,17/01164/B
 Alterations and erection of a two storey extension,25 Ballatessan Meadow Peel Isle Of Man IM5 1DU ,REF,07-Dec-17,17/00937/B
Creation of a fire escape (retrospective),49 Castlemona Avenue Douglas Isle Of Man IM2 4EB,PER,15-Nov-17,17/00963/B
