Decisions issued under delegated authority 1/1/11 - 31/12/11,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Installation of a flood lighting system,Tennis Courts Mooragh Park Ramsey Isle Of Man  ,PER,06-Sep-11,11/01069/B
Installation of replacement windows,10 Prospect Terrace Woodbourne Road Douglas Isle Of Man IM1 3AL ,PER,05-Sep-11,11/01070/B
Installation of replacement windows and door to front elevation,17 Waterloo Road Ramsey Isle Of Man IM8 1DR,PER,09-Sep-11,11/01071/B
Extensions to rear elevation and erection of detached garages,7 & 8 Brisbane Street Douglas Isle Of Man IM1 3JL,PER,28-Sep-11,11/01127/B
Re positioning of gates and alterations to hedges and removal of trees to improve visibility,Field 315982 Scravorley Curragh Road St Johns Isle Of Man  ,REF,27-Jul-11,11/00810/B
Replace existing door and window with patio doors to dwelling,Annacur Cottage Annacur Lane Douglas Isle Of Man IM2 2EA,PER,25-Jul-11,11/00811/B
Installation of door to replace existing garage window,Belvedere Ballafayle Ramsey Isle Of Man IM7 1ED ,PER,14-Jul-11,11/00781/B
Refurbishment works including removal of chimneys and application of insulation render,1 - 19 (Odd Nos.) St Germans Place  Peel Isle Of Man IM5 1BY,PER,14-Jul-11,11/00785/B
Refurbishment works including removal of chimneys and application of insulation render,1 - 13 (odd Nos.)Roxwell Terrace Peel Isle Of Man IM5 1DJ,PER,14-Jul-11,11/00787/B
Extension to dwelling,Snaefell Clay Head Close Baldrine Isle Of Man IM4 6DW,PER,27-Sep-11,11/01096/B
Creation of a new entrance door to Circular Road,Standard Bank House 1 Circular Road Douglas Isle Of Man IM1 1SB,PER,11-Oct-11,11/01241/B
"Conversion of former guest house to five apartments including the installation of dormers, replacement windows and rear roof balcony (amendment to PA 11/00572/B)",106 Bucks Road Douglas Isle Of Man IM1 3AQ,PER,02-Dec-11,11/01445/B
Installation of replacement windows,29 Parliament & Tower Street Ramsey Isle Of Man IM8 1AT,PER,07-Dec-11,11/01513/B
Construction of fish tanks,Glen Wyllin Trout Farm  Shore Road Kirk Michael Isle Of Man IM6 1HA,PER,07-Dec-11,11/01514/B
Creation of two basement windows,19 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,15-Dec-11,11/01515/B
Demolition of rear annex and outbuildings and erection of a single storey extension,19 Dumbells Terrace Laxey Isle Of Man IM4 7NY,PER,16-Dec-11,11/01516/B
Installation of solar panel and roof over front bay window and porch,1 Laureston Grove Douglas Isle Of Man IM2 4BG,PER,29-Jul-11,11/00859/B
Change of use of ground floor rooms to office accommodation,75 Bucks Road Douglas Isle Of Man IM1 3EF,PER,03-Aug-11,11/00891/C
Installation of dormer and erection of extension to rear elevation,9 Elm Drive Onchan Isle Of Man IM3 4EH,PER,11-Oct-11,11/00892/B
Additional use of premises to provide a cafe facility (Retrospective),Unit 4 Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EB ,PER,16-Aug-11,11/00920/C
Erection of roadside signage,Unit 1-5 Barleyfields  Isle Of Man Business Park Douglas Isle Of Man IM2 2QY ,PER,08-Sep-11,11/01004/D
Alterations and erection of a first floor extension to dwelling,17 Claughbane Avenue Ramsey Isle Of Man IM8 2BF,PER,09-Nov-11,11/01054/B
Alterations and erection of an extension to dwelling,1 Cronk Y Berry Douglas Isle Of Man IM2 6EX,PER,27-Sep-11,11/01098/B
Conversion of Public House to a single dwelling,Trafalgar House South Quay Douglas Isle Of Man IM1 5AX,PER,22-Mar-11,10/01630/B
Installation of a replacement door to side elevation (In association with 11/00081/CON),Old House Of Keys Building Parliament Square Castletown Isle Of Man IM9 1LA,PER,28-Feb-11,11/00080/GB
Relocation of signage,35 - 37 Athol Street Douglas Isle Of Man IM1 1LA ,PER,25-Aug-11,11/00935/D
Installation of replacement windows to rear elevation (in association with 11/00937/CON),22 Finch Road Douglas Isle Of Man IM1 2PS,PER,25-Aug-11,11/00936/GB
Registered Building Consent for installation of replacement windows to rear elevation  ( RB no 101 in association with 11/00936/GB),22 Finch Road Douglas Isle Of Man IM1 2PS,PER,25-Aug-11,11/00937/CON
Installation of dormer to rear elevation,18 Greeba Drive Onchan Isle Of Man IM3 1EW,REF,30-Aug-11,11/00938/B
Creation of additional off road parking area and widening of vehicular access onto highway,18 Greeba Drive Onchan Isle Of Man IM3 1EW,PER,30-Aug-11,11/00939/B
Installation of replacement windows to front elevation,24 The Crofts Castletown Isle Of Man IM9 1LZ,PER,30-Aug-11,11/00940/B
Erection of new section of boundary wall between Lorne House and How Yngren (Retrospective),Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ,PER,23-Sep-11,11/01140/B
"Alterations, raising of roof height, installation of dormer and roof lights",Eden Field Ballachurry Road Greeba Isle Of Man IM4 3LE,PER,23-Sep-11,11/01121/B
Replace existing doorway with a window,12 Baldrine Park Baldrine Isle Of Man IM4 6DD,PER,28-Sep-11,11/01122/B
Erection of stables,Field 624472 Glen Shone Glen Mona Ramsey Isle Of Man  ,PER,24-Oct-11,11/01207/B
Alteration to rear annex to create kitchen extension,53 Malew Street Castletown Isle Of Man IM9 1AE,PER,01-Jun-11,11/00272/B
Installation of replacement windows (Retrospective),81 Strand Street Douglas Isle Of Man IM1 2EN,PER,02-Sep-11,11/01014/B
Erection of a conservatory to dwelling,Rock Pine 3 Kermode Close Crosby Isle Of Man IM4 4BS,PER,01-Sep-11,11/01016/B
Registered Building consent for the installation of electrically operated chime of bells and supporting steelwork within existing bell tower (Registered Building Nos. 80),Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,PER,05-Oct-11,11/01133/CON
Alterations and extensions to dwelling,Bradda Mooar Bradda Road Port Erin Isle Of Man IM9 6PR ,PER,28-Sep-11,11/01135/B
Installation of a replacement flue to dwelling,48 Ballaquark Douglas Isle Of Man IM2 2ET,PER,29-Sep-11,11/01185/B
Extension to existing garage and alterations to driveway,Three Gables Nassau Road Regaby Ramsey Isle Of Man IM7 4AL ,PER,24-Oct-11,11/01259/B
Erection of a two storey office extension,Mill House Mill Road Peel Isle Of Man IM5 1TB ,PER,24-Oct-11,11/01267/B
Installation of replacement windows and door to porch,Croit-Vane Pinfold Hill Laxey Isle Of Man IM4 7HJ,PER,02-Dec-11,11/01310/B
Installation of replacement windows to dwelling,2 Granville Street Douglas Isle Of Man IM1 2ES,PER,28-Oct-11,11/01311/B
"Alterations, erection of an extension to form ancillary accommodation and extension to residential curtilage",Sloe Cottage Cornaa Ramsey Isle Of Man IM7 1EQ ,PER,06-Sep-11,11/00821/B
Approval in principle for the erection of a dwelling,Plot To Rear Of Greenmantle Dreeym Beary Douglas Isle Of Man  ,PER,05-Oct-11,11/01161/A
Alterations and erection of extension to dwelling,21 Copse Hill Douglas Isle Of Man IM2 1NE,PER,29-Sep-11,11/01163/B
Widen existing driveway and vehicular access,16 Lezayre Park Ramsey Isle Of Man IM8 2PU,PER,07-Nov-11,11/01328/B
Installation of replacement windows,1 Stanley Mount Peel Isle Of Man IM5 1NE,PER,02-Nov-11,11/01329/B
Erection of a boundary fence between Nos. 13 & 14 Cronk Y Berry (Retrospective),13 & 14 Cronk Y Berry Douglas Isle Of Man IM2 6EY,REF,17-Mar-11,10/01490/B
Single storey extension to rear elevation,6 Lake Lane Peel Isle Of Man IM5 1AU,PER,02-Aug-11,11/00883/B
Installation of replacement windows to front elevation,4 Wesley Terrace Douglas Isle Of Man IM1 3HF,PER,03-Aug-11,11/00884/B
Erection of a summer house in rear garden,3 Seamount Road Ramsey Isle Of Man IM8 2HT,REF,23-Sep-11,11/00885/B
Erection of front porch,33 Ballabrooie Grove Douglas Isle Of Man IM1 4EX,PER,03-Aug-11,11/00886/B
Installation of French doors to replace existing window on rear elevation,61 Woodbourne Road Douglas Isle Of Man IM2 3AQ,PER,03-Aug-11,11/00887/B
Change of use from retail to coffee shop/restaurant,34 Parliament Street Ramsey Isle Of Man IM8 1AW ,PER,03-Aug-11,11/00888/C
Installation of replacement windows and window alterations (comprising amendment to PA 10/01694B),64 Derby Square Douglas Isle Of Man IM1 3LR,PER,10-Aug-11,11/00889/B
Reinstatement of wall to front elevation,Briarfield Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,11-Oct-11,11/01233/B
Alterations and two storey extension to provide additional office accommodation,Old Chapel  Main Road Union Mills Isle Of Man IM4 4AD,PER,22-Nov-11,11/01266/B
Installation of replacement windows to front elevation,3 Douglas Street Castletown Isle Of Man IM9 1AY,REF,24-Oct-11,11/01270/B
Installation of replacement windows and French door,1 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,15-Nov-11,11/01299/B
"Alterations, erection of an extension and a dormer extension to dwelling",3 Ormly Avenue Ramsey Isle Of Man IM8 3LF,PER,09-Nov-11,11/01364/B
"Alterations to rear elevation including installation of dormer, replacement patio doors and removal of window",35 Westminster Drive Douglas Isle Of Man IM1 4EJ,PER,19-Oct-11,11/01230/B
Additional use of dwelling as tourist accommodation,Sea Field Cottage Cranstal Bride Isle Of Man IM7 4BS ,PER,11-Oct-11,11/01234/C
Erection of a storage barn and hardstanding,Field 434105 The Lodge Ballaquaggan Farm Douglas Road Ballasalla Isle Of Man IM9 3AD ,PER,25-Nov-11,11/00880/B
"Erection of detached garage, turning area and driveway extension",Colby Croft Glen Road Colby Isle Of Man IM9 4NX,PER,10-Aug-11,11/00881/B
Erection of decking  in rear garden (Retrospective),1 Laurel Cottages Rencell Hill Laxey Isle Of Man IM4 7BJ,PER,22-Sep-11,11/01008/B
Erection of a replacement porch/utility extension,Cronk Urleigh Lodge Douglas Road Kirk Michael Isle Of Man IM6 1AU,PER,14-Dec-11,11/01572/B
"Erection of an extension, replace existing garage door with a window and extend driveway and vehicular access",25 Cedar Walk Douglas Isle Of Man IM2 5NF,PER,06-Dec-11,11/01330/B
"Alterations, erection of a first floor extension and roofing works to dwelling",28 Upper Dukes Road Douglas Isle Of Man IM2 4AZ,PER,15-Nov-11,11/01381/B
Alterations and erection of an extension to existing shop,Alexander Nurseries Westminster Drive Douglas Isle Of Man IM1 4EH,PER,21-Oct-11,11/01159/B
Alteration and extension to existing detached garage to provide ancillary living accommodation,Sandygate House Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF,REF,24-Oct-11,11/01223/B
Removal of chimney stack and roof repair works,Glen Mill  Glen Road Laxey Isle Of Man IM4 7AQ,PER,11-Oct-11,11/01224/B
Demolition of rear annex and erection of garage and kitchen extension with roof terrace over (comprising amendment to PA 10/00996B),64 Derby Square Douglas Isle Of Man IM1 3LR,PER,10-Aug-11,11/00890/B
Extensions to side and rear elevations of dwelling,34 Ballatessan Meadow Peel Isle Of Man IM5 1DU ,PER,01-Sep-11,11/00924/B
Extension to rear elevation to replace existing conservatory,5 Ballacubbon Close  Ballabeg Castletown Isle Of Man IM9 4HR ,PER,10-Aug-11,11/00925/B
Installation of replacement bay window with roof extension over front door,Mill House Mill Road Ballasalla Isle Of Man IM9 2EG,PER,10-Aug-11,11/00834/B
Widening of driveway and access onto highway,13 Harcroft Avenue Douglas Isle Of Man IM2 1PF,PER,29-Jul-11,11/00836/B
Erection of replacement dwelling,Upper Kirkill Ballakillowey Road Colby Isle Of Man IM9 4BW,REF,29-Jul-11,11/00840/B
Alterations and extension to dwelling including installation of replacement windows,Garey Veen 14 Park Avenue Douglas Isle Of Man IM2 5HR,PER,05-Sep-11,11/00847/B
Conversion of existing detached garage/workshop/store into a studio and study,Clannagh House Clannagh Road Sulby Isle Of Man IM7 3AB ,PER,30-Aug-11,11/00963/B
Installation of replacement windows to front elevation,31 Palatine Road Douglas Isle Of Man IM2 3BQ,PER,24-Oct-11,11/01272/B
Erection of a temporary multi purpose building,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,02-Nov-11,11/01324/B
Installation of replacement windows and doors,Thallo Yn Trooan Archallagan Crosby Isle Of Man IM4 2HJ ,PER,02-Nov-11,11/01331/B
Erection of a dwelling with detached garage,Plot 29  Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,09-Nov-11,11/01335/B
Alterations and extension to provide WC and store,Bowling Green Cafe Marine Parade Peel Isle Of Man IM5 1PB,PER,02-Nov-11,11/01345/B
Alterations and installation of replacement dormer windows to front elevation of dwelling,Gull Cottage 19 College Green Castletown Isle Of Man IM9 1BE ,PER,09-Nov-11,11/01347/B
Installation of illuminated and non illuminated signage (In association with 11/01351/CON),Ridgeway House Ridgeway Street Douglas Isle Of Man IM1 1EL,PER,15-Nov-11,11/01350/D
Erection of conservatory to rear elevation,7 Avondale Road Onchan Isle Of Man IM3 1AG,PER,02-Dec-11,11/01378/B
Erection of single storey extension to rear elevation,11 Imman Stronnag Reayrt Ny Cronk Peel Isle Of Man IM5 1GP ,PER,20-Sep-11,11/01076/B
Erection of a timber and glazed decking area to rear elevation,6 Inner Circle Douglas Isle Of Man IM2 5BE,PER,26-Oct-11,11/01225/B
Extension to replace existing conservatory,Thie-Ny-Chibbyr Eairy Isle Of Man IM4 3HU ,PER,11-Oct-11,11/01226/B
Alterations including installation of patio doors and decking to rear elevation,10 Queens Avenue Douglas Isle Of Man IM1 4DA,PER,26-Oct-11,11/01227/B
Installation of replacement windows and front door,20 Hildesley Road Douglas Isle Of Man IM2 5AZ,PER,09-Nov-11,11/01372/B
Erection of a conservatory porch to dwelling,Copcut Elm Ballagale Close Surby Port Erin Isle Of Man IM9 6QL,PER,07-Dec-11,11/01493/B
Installation of replacement windows to front elevation,25 Hawarden Avenue Douglas Isle Of Man IM1 4BP,PER,07-Dec-11,11/01495/B
Erection of porch extension to front elevation,19 Maple Avenue Onchan Isle Of Man IM3 3HJ,PER,06-Dec-11,11/01319/B
"Installation of replacement front door, frame and fanlight",The South Laurels Old Church Road Crosby Isle Of Man IM4 2HA,PER,07-Dec-11,11/01517/B
Erection of extension to rear of garage,2 Foxglove Close Douglas Isle Of Man IM2 7EG,PER,15-Dec-11,11/01519/B
Installation of replacement windows and doors to front and rear elevations,3 Ridgeway Road Onchan Isle Of Man IM3 1HT,PER,31-Aug-11,11/00964/B
Erection of three flag poles (Retrospective),Land Adjacent To Site Access Ballanard Woods   Ballanard Road Douglas Isle Of Man  ,PER,22-Nov-11,11/01257/B
Installation of replacement shop window and doors,2 Ridgeway Street Douglas Isle Of Man IM1 1EL,PER,02-Nov-11,11/01291/B
Additional use of a residential dwelling as an office,Langdale Ellenbrook Avenue Douglas Isle Of Man IM2 1QJ,PER,06-Dec-11,11/01480/C
Alterations and extension to dwelling and replace garage door with window,113 Greenlands Avenue Ramsey Isle Of Man IM8 2PE,PER,16-Aug-11,11/00900/B
Erection of dwelling (comprising amendments to 04/02083/B & 09/01335/B),Plot 36 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,09-Aug-11,11/00906/B
"Replacement roof glazing, removal of solar panels and recovering, to south elevation",Westcroft 46 The Crofts Castletown Isle Of Man IM9 1LZ,PER,31-Aug-11,11/00980/B
First floor extension to dwelling,8 St Marys Meadow Ballaugh Isle Of Man IM7 5AJ,PER,31-Aug-11,11/00981/B
Creation of vehicular access and alterations to existing outbuilding,Stream Cottage Glen Road Laxey Isle Of Man IM4 7AN,PER,06-Dec-11,11/01077/B
Alteration and extension to dwelling,Middlemede Wigan Lane Ballamodha Ballasalla Isle Of Man IM9 3EP,PER,23-Sep-11,11/01125/B
Erection of conservatory to front elevation,Brownswood Ashley Road Onchan Isle Of Man IM4 5BB,PER,29-Sep-11,11/01150/B
Alterations and extensions to dwelling including improvements to vehicular access and alteration to retaining wall,Montana South Cape Laxey Isle Of Man IM4 7JB ,REF,24-Oct-11,11/01180/B
Erection of a replacement conservatory to side elevation,10 Marlborough Crescent Ramsey Isle Of Man IM8 3NE,PER,11-Oct-11,11/01239/B
Removal of chimney stack,Fairhaven Mount Rule Douglas Isle Of Man IM4 4HR ,PER,17-Oct-11,11/01240/B
Replace an existing window with patio doors to dwelling,5 Briarfield Avenue Onchan Isle Of Man IM3 3JN,PER,02-Dec-11,11/01343/B
"Replace existing garage doors with a window, erection of an attached garage and extend driveway",7 Sunnybank Avenue Onchan Isle Of Man IM3 3BW,PER,06-Dec-11,11/01344/B
Replace existing garage door with a window and replace existing rear elevation window with a door,30 Laureston Grove Douglas Isle Of Man IM2 4BG,PER,15-Dec-11,11/01525/B
Creation of a window,Apartment 45 Majestic Apartments King Edward Road Onchan Isle Of Man IM3 2BE ,PER,16-Dec-11,11/01526/B
Installation of replacement windows and doors,80 Derby Road Douglas Isle Of Man IM2 3EB,PER,07-Dec-11,11/01527/B
Installation of replacement windows,Ballakinnag Ballakinnag Road Smeale Ramsey Isle Of Man IM7 3ED,PER,29-Jul-11,11/00841/B
Installation of replacement windows and doors,Toad Hall 12 New Road Laxey Isle Of Man IM4 7BF ,PER,29-Jul-11,11/00842/B
Alterations and extensions to dwelling,1 Bishopscourt Cottages Main Road Ballaugh Isle Of Man IM7 5EX,PER,28-Sep-11,11/00982/B
Erection of a garage block with activies area and patio over and erection of front wall,The Greaves Ramsey Road Laxey Isle Of Man IM4 7PD,REF,29-Sep-11,11/00983/B
Erection of conservatory to rear elevation,29 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU ,PER,02-Sep-11,11/01005/B
Redevelopment and refurbishment of redundant building into a dwelling,The Old Smithy Lhen Bridge The Lhen Ramsey Isle Of Man  ,REF,25-Nov-11,11/01065/B
Change of use of existing dwelling to provide two residential/tourist apartments,5 Strathallan Crescent Douglas Isle Of Man IM2 4NR,PER,09-Sep-11,11/01092/C
Installation of additional window on side elevation,1 Knocksharry Cottages Ramsey Road Peel Isle Of Man IM5 2AF,PER,22-Sep-11,11/01113/B
Alterations and erection of extension to dwelling,31 Highfield Crescent Onchan Isle Of Man IM3 3BS,PER,31-May-11,11/00546/B
"Alterations and erection of an extension to provide a porch, store and office to dwelling",The Spinney 3 Cooil Veg Andreas Isle Of Man IM7 4EU,PER,20-Apr-11,11/00293/B
Erection of a dwelling to replace existing garage/store,The Garage Esplanade Lane Central Promenade Douglas Isle Of Man IM2 4LP ,REF,15-Nov-11,11/01165/B
Erection of dwelling with integral garage,Plot 34 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,28-Sep-11,11/01167/B
Erection of a dwelling with integral garage,Plot 37 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,28-Sep-11,11/01168/B
Extend and replace existing driveway with block paving,15 Close Quirk Douglas Isle Of Man IM2 2HN,PER,29-Sep-11,11/01186/B
Alterations to existing detached garage,4 Ballagarey Road Glen Vine Isle Of Man IM4 4EA ,PER,29-Sep-11,11/01187/B
Erection of a detached garage,Primrose Cottage Ballamanagh Road Sulby Isle Of Man IM7 2HD,PER,29-Sep-11,11/01188/B
Alterations and erection of extension to dwelling,14 Ballaradcliffe Andreas Isle Of Man IM7 3EN,PER,11-Oct-11,11/01191/B
Replace existing window with a smaller window to front elevation of dwelling,29 Birch Hill Crescent Onchan Isle Of Man IM3 3DQ,PER,02-Dec-11,11/01370/B
Approval in principle for erection of a dwelling,Land At Loughcroute Jurby East Isle Of Man  ,REF,15-Nov-11,11/01366/A
Alterations and extension to dwelling (comprising amendment to PA 10/01456/B),20 Ballachrink Drive Onchan Isle Of Man IM3 4NL,PER,22-Nov-11,11/01371/B
"Alterations, including the installation of a balcony and replacement windows and doors, and erection of an extension to a dwelling",1 Summerland Ramsey Isle Of Man IM8 2EF,PER,18-Nov-11,11/01375/B
Installation of a replacement front door,23 Castlemona Avenue Douglas Isle Of Man IM2 4EA,PER,09-Nov-11,11/01376/B
Erection of a library extension within existing courtyard with paved decking roof and landscaping works,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,11-Nov-11,11/01377/B
Extension to side elevation and conversion of garage to store,White Lady Cottage  Ballafreer Lane Union Mills Isle Of Man IM4 4AS ,PER,06-Dec-11,11/01386/B
Erection of detached garage with store over,Carisbrooke Clenagh Road Sulby Isle Of Man IM7 3AD,REF,15-Nov-11,11/01399/B
Alteration and extension to dwelling,Burnside Colden Road Douglas Isle Of Man IM2 3NQ ,PER,09-Dec-11,11/01406/B
"Erection of an extension, creation of a patio terrace and installation of a flue",Harbour Town House 19 Bowring Road Ramsey Isle Of Man IM8 3EW ,PER,05-Dec-11,11/01457/B
Additional use of dwellings as tourist accommodation,Bluebell & Lilac Cottage 1 - 2 Douglas Road Ballasalla Isle Of Man IM9 2EH ,PER,14-Jul-11,11/00780/C
Alterations and erection of extensions to dwelling house (Amendment to PA 10/01024/B),Avondale 114 Woodbourne Road Douglas Isle Of Man IM2 3BA,PER,12-Aug-11,11/00553/B
Additional use of basement as an Osteopathic studio,Flat 1 Glen Villa Apartments Douglas Isle Of Man IM2 4EN ,PER,03-Aug-11,11/00867/C
Installation of a replacement front door to dwelling,105 Malew Street Castletown Isle Of Man IM9 1LX,PER,03-Aug-11,11/00868/B
Erection of an extension to rear yard,13 North Quay Douglas Isle Of Man IM1 4LE,PER,03-Aug-11,11/00869/B
Erection of advertising signage,Signage Adjacent To Freeport Douglas Road Ballasalla Isle Of Man  ,PER,06-Sep-11,11/00928/D
Approval in principle for conversion of farm building to a dwelling,The Granary Glentraugh Harbour Road Santon Isle Of Man  ,PER,08-Sep-11,11/00929/A
Extension to front side and rear of dwelling,Glen Cairn Athol Park Port Erin Isle Of Man IM9 6EX,REF,11-Aug-11,11/00931/B
Erection of advertising signage,Primrose Lodge Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH,PER,05-Dec-11,11/01488/D
Erection of an advertisement board (retrospective),Shearwater House Nunnery Mills Old Castletown Road Douglas Isle Of Man IM2 1QA,PER,14-Dec-11,11/01489/D
Erection of illuminated and non illuminated signage,5 - 7 South Quay Douglas Isle Of Man IM1 5AJ,PER,16-Aug-11,11/00912/D
Construction of raised decking and barbecue in rear garden (Retrospective),Kitterland 1 Ellenbrook Avenue Douglas Isle Of Man IM2 1QJ,PER,27-Sep-11,11/00943/B
Erection of discus cage in school playing field,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,30-Aug-11,11/00944/B
Installation of a stainless steel flue,Evergreen House 43 Circular Road Douglas Isle Of Man IM1 1AD ,PER,30-Aug-11,11/00946/B
Installation of replacement windows to rear elevation,Gaiwill 1 Bircham Avenue Ramsey Isle Of Man IM8 2LZ ,PER,01-Sep-11,11/01009/B
"Extension to roof, installation of dormer, roof lights and gable end window",6 Ballakermeen Drive Douglas Isle Of Man IM1 4HN,REF,11-Oct-11,11/01045/B
Extension to rear elevation,40 Clifton Drive Ramsey Isle Of Man IM8 3NG ,PER,28-Sep-11,11/01138/B
Installation of replacement windows to front and rear elevations,2 Ballamoar Cottages  Sandygate Ramsey Isle Of Man IM7 3AH,PER,02-Nov-11,11/01342/B
"Alterations, creation of a doorway and balconies, replace existing garage door with windows and erection of a detached garage",6 St Olaves Close Ramsey Isle Of Man IM8 3HA,PER,25-Jul-11,11/00813/B
Installation of replacement windows,28 Head Road Douglas Isle Of Man IM1 5BA ,PER,03-Aug-11,11/00872/B
Installation of replacement windows,Struan Thie Sulby Glen Sulby Isle Of Man IM7 2BD,PER,31-Aug-11,11/00999/B
Application for a certificate of lawfulness for the creation of ancillary living accommodation,The Lodge Oak Hill Port Soderick Isle Of Man IM4 1AS,CLAWA,20-Dec-11,11/01000/LAW
Alterations to rear store to create studio,68A Parliament Street Ramsey Isle Of Man IM8 1AJ ,PER,23-Sep-11,11/01141/B
Alterations and extensions to dwelling,Eaglehurst Belmont Hill Douglas Isle Of Man IM1 4NY,PER,14-Feb-11,10/01877/B
Erection of a porch to front elevation of dwelling,1 Queens Court Queens Road Port St. Mary Isle Of Man IM9 5EU ,PER,29-Sep-11,11/01174/B
Conversion of disused residential care facility to three houses and two self contained flats,"6 ,8, 10 And 12 Tynwald Terrace Strang Douglas Isle Of Man IM4 4QS",PER,22-Sep-11,11/01085/B
Installation of replacement windows to rear and side elevation and replacement rear door,5 Shore Road Laxey Isle Of Man IM4 7DJ,PER,28-Sep-11,11/01087/B
"Alterations including installation of dormer and roof lights, pitched roof, front porch extension and decking",22 Birch Hill Avenue Onchan Isle Of Man IM3 4EP,REF,29-Sep-11,11/01088/B
Alterations and extensions to dwelling,Poylbreck East Baldwin Isle Of Man IM4 5EW ,PER,18-Oct-11,11/01182/B
Erection of porch extension,Oystercatcher 2 Perwick Rise Perwick Road Port St. Mary Isle Of Man IM9 5QA ,PER,14-Jul-11,11/00782/B
"Alterations, extensions and conversion of former Boarding House to a single dwelling",12 Derby Square Douglas Isle Of Man IM1 3LS,REF,08-Sep-11,11/00991/B
"Alterations, erection of a replacement extension and creation of a balcony",Riverside Lodge Lower Foxdale Isle Of Man IM4 3AZ ,PER,29-Sep-11,11/01192/B
"Re arrangement of existing dwelling, shop and owners accommodation to create shop and dwelling above with creation of onsite parking and bin storage area","19, 21 & 23 Allan Street / Peveril Street Douglas Isle Of Man",PER,24-Oct-11,11/01222/B
Erection of fencing,"Maldon (Nos. 1), Sandrock (Nos. 2) & Greenbank (Nos. 3) Saint Marys Road Port Erin Isle Of Man  ",REF,29-Nov-11,11/01236/B
Change of use of two parking spaces to allow the operation of a catering unit (Retrospective),Car Park Jack Frost (Foodservice) Ltd Springham Industrial Estate Braddan Isle Of Man ,PER,16-Aug-11,11/00915/C
Alterations to frontage to create four glazed sliding doors,Lights Of Man Unit 12 Spring Valley Industrial Estate Douglas Isle Of Man IM2 2QR,PER,16-Aug-11,11/00916/B
Window alterations to dwelling,Poylbreck East Baldwin Isle Of Man IM4 5EW ,PER,16-Aug-11,11/00918/B
Installation of an extractor unit to premises,34 Parliament Street Ramsey Isle Of Man IM8 1AW ,PER,10-Aug-11,11/00919/B
Installation of external flue,5 Ballagarey Close Glen Vine Isle Of Man IM4 4EG ,PER,01-Sep-11,11/01001/B
Alterations to existing dormer to create Juliet Balcony and installation of two new gable windows,5 St Patricks View Peel Isle Of Man IM5 1UR ,PER,02-Sep-11,11/01002/B
Alterations and extensions to dwelling,Harleys Killane Ballaugh Isle Of Man IM7 5BB ,PER,21-Jul-11,11/00629/B
Erection of dwellings with integral garage and car port,Plots 12 & 13 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,29-Sep-11,11/01208/B
Alterations and extension to building,Masonic Hall  42 Stanley Road Peel Isle Of Man IM5 1NY,PER,11-Oct-11,11/01209/B
Alterations and erection of extensions to dwelling house (Amendments to PA 10/01472/B),14 Harbour View Onchan Isle Of Man IM3 2AN,PER,06-Dec-11,11/01483/B
Erection of a perimeter fence with gates and access controlled entrance gates,The Fish Yard Mill Road Peel Isle Of Man  ,PER,15-Dec-11,11/01496/B
Door and window alterations to rear elevation and creation of door to side elevation of dwelling,2 Ballagorry Heights Glen Mona Ramsey Isle Of Man IM7 1HS ,PER,07-Dec-11,11/01497/B
Installation of a replacement shopfront,15 - 17 Strand Street Douglas Isle Of Man IM1 2ED,PER,27-Sep-11,11/01194/B
Installation of replacement windows and door,Garden Cottage Bishopscourt Kirk Michael Isle Of Man IM6 2EY ,PER,29-Sep-11,11/01195/B
Alterations and extension to dwelling,Wystryn Bay View Road Port Erin Isle Of Man IM9 6LG,PER,27-Oct-11,11/01297/B
Erection of a replacement front porch to dwelling,Inglemere Main Road Santon Isle Of Man IM4 1JB,PER,02-Nov-11,11/01332/B
Installation of a wind turbine to detached garage,Ballamilghyn Cottage Baldhoon Road Laxey Isle Of Man IM4 7QJ ,PER,21-Dec-11,11/01481/B
Erection of sun room extension,Rhen Wee Cottage Regaby West Road Andreas Isle Of Man IM7 3HL,PER,06-Dec-11,11/01482/B
"Erection of a dwelling with integral garage, associated parking and landscaping",Mount Rule Nursery Mount Rule Douglas Isle Of Man IM4 4HW ,REF,29-Jul-11,11/00850/B
