Decisions issued under delegated authority 1/1/14 - 31/12/14,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Installation of replacement windows,Belsfield Hotel 3 Church Road Marina Douglas Isle Of Man IM1 2HQ ,PER,20-Feb-14,14/00050/B
Construction of a raised sun deck and door access over rear yard store,13 Brunswick Road Douglas Isle Of Man IM2 3LH,REF,17-Apr-14,14/00079/B
Demolition of toilet block in rear yard,Former Salisbury Street Methodist Church Farrant Street Douglas Isle Of Man IM2 3HF ,PER,21-Mar-14,14/00080/F
Erection of an apartment block to provide four apartments with associated parking,40 Peel Road Douglas Isle Of Man IM1 4LY,REF,14-Mar-14,14/00081/B
Enclosure of existing balcony with glazing,106 Queens Court Ramsey Isle Of Man IM8 1LQ ,PER,14-Mar-14,14/00103/B
Installation of a replacement front door,17 Market Street Peel Isle Of Man IM5 1AD,PER,17-Mar-14,14/00125/B
Approval in principle for the erection of a detached dwelling,Site Adjacent To White Strand Lhergydhoo Peel Isle Of Man IM5 2AE ,REF,17-Mar-14,14/00126/A
Erection of an industrial unit to replace existing structure,Grain Store & Warehouse Corlett Yard Union Mills Isle Of Man IM4 4AF ,PER,25-Mar-14,14/00144/B
Occupation of the dwelling by a non-agricultural worker,Southampton Cottage Quines Hill Port Soderick Isle Of Man IM4 1BA,CLAWA,27-Jan-14,13/01107/LAW
Erection of an extension to replace existing conservatory to rear elevation of dwelling,5 Keeill Pharick Glen Vine Isle Of Man IM4 4EW ,PER,06-Jan-14,13/91371/B
Alterations and erection of a two storey extension to rear elevation of dwelling,2 Mona Terrace Castletown Isle Of Man IM9 1BH,PER,29-Jan-14,13/91372/B
Erection of boundary fencing,Land Adjacent To Lewaigue House Jacks Lane Port E Vullen Ramsey Isle Of Man  ,PER,24-Apr-14,13/91483/B
Erection of extension to rear elevation,3 Cubbons Close  Peel Isle Of Man IM5 1NS,PER,11-Apr-14,14/00259/B
Removal of chimney stacks,Lheakerrow Cottage Andreas Road Regaby Ramsey Isle Of Man IM7 4EJ ,REF,25-Apr-14,14/00260/B
Installation of illuminated window signage,Corner Of 24 Church Street And Nelson Street  Douglas Isle Of Man IM1 2AB,PER,17-Apr-14,14/00264/D
Installation of replacement windows and doors and enlargement of existing windows and creation of French doors and Juliet balcony to rear elevation of dwelling,2 High Street Port St. Mary Isle Of Man IM9 5DR,PER,13-Jun-14,14/00537/B
Removal of two chimney stacks,13 Belgravia Road Onchan Isle Of Man IM3 1HN,PER,13-Jun-14,14/00539/B
Additional use of residential apartment as tourist accommodation,Flat 1  Waverley Victoria Road Port St. Mary Isle Of Man IM9 5AE,PER,13-Jun-14,14/00540/C
Additional use of garage for the parking of a second taxi,Cooil Maynrys 12 Viking Hill Ballakillowey Colby Isle Of Man IM9 4BJ,PER,22-Jul-14,14/00541/C
Creation of a doorway with side windows from an existing window to rear elevation of dwelling,19 Lime Street Port St. Mary Isle Of Man IM9 5EF,PER,13-Jun-14,14/00545/B
Alterations and additions to rear annex to include roof terrace and balconies,100 Bucks Road Douglas Isle Of Man IM1 3AQ,REF,24-Jul-14,14/00699/B
Replacement of existing conservatory roof with light weight roof tiles,63 King Edward Road Onchan Isle Of Man IM3 2AR,PER,14-Mar-14,13/91535/B
Installation of a replacement shop front,19 Victoria Street Douglas Isle Of Man IM1 2LW ,PER,14-Mar-14,13/91536/B
Erection of illuminated signage,1 Bathurst Street Douglas Isle Of Man IM2 3HH,PER,21-Mar-14,14/00127/D
Erection of a first floor extension to dwelling,6 Heywood Drive Onchan Isle Of Man IM3 3AD,REF,21-Mar-14,14/00129/B
Construction of raised decking to rear elevation of dwelling,Nirvana Ramsey Road Laxey Isle Of Man IM4 7PY,PER,09-May-14,14/00299/B
Change of use of one tourist unit to residential dwelling (retrospective),Holiday Cottage Upper Scard Farm Ballakillowey Road Colby Isle Of Man IM9 4BP ,PER,02-Jun-14,14/00483/B
Installation of replacement windows,Flat 5   20 - 22 Michael Street Peel Isle Of Man IM5 1HB,PER,18-Jun-14,14/00518/B
"Installation of access, raised decking, balustrading and staircase for emergency access to rear elevation of dwelling",South Lodge The Level Colby Isle Of Man IM9 4AF,PER,18-Jun-14,14/00519/B
Erection of an extension to side elevation,Ballajuanvark Farm Bayrauyr Road Ballamodha Ballasalla Isle Of Man IM9 3AT ,PER,20-Jun-14,14/00521/B
Erection of fence to enclose rooftop terrace area (retrospective),Runis Vie Lower Dukes Road Douglas Isle Of Man IM2 4BN,PER,18-Jul-14,14/00710/B
Erection of a polytunnel,Thalloo Aust Aust Lane Aust Ramsey Isle Of Man IM7 4EG,PER,04-Sep-14,14/00783/B
Alterations and extensions to dwelling,Croft House Church Road Santon Isle Of Man IM4 1EZ,PER,07-Aug-14,14/00784/B
Installation of replacement windows to front and side elevations,Clifton   9 Drury Terrace Douglas Isle Of Man IM2 3HY,REF,04-Sep-14,14/00785/B
Alterations and extensions to dwelling,Elysian Glen Chass Port St Mary Isle Of Man IM9 5PH ,PER,07-Aug-14,14/00786/B
"Creation of mobile goat field shelters, mobile chicken coops and installation of stock fencing",Close Leece Farm Patrick Road St Johns Isle Of Man IM4 3BR,PER,12-Sep-14,14/00958/B
Extension to existing side elevation kitchen and change roof from pitched to flat,1 Princes Terrace Minorca Hill Laxey Isle Of Man IM4 7DR ,PER,14-Nov-14,14/01150/B
Widening of existing driveway and access onto highway,9 Mountain View Peel Isle Of Man IM5 1QD,PER,06-Nov-14,14/01151/B
Installation of replacement windows to front and rear elevations,24 Derby Road Douglas Isle Of Man IM2 3ET,PER,05-Feb-14,13/91369/B
Erection of a porch extension to front elevation,Highcroft Station Road St Johns Isle Of Man IM4 3AH,PER,11-Jul-14,14/00671/B
Erection of signage,Wall Adjacent To Church Hall Hope Street Castletown Isle Of Man IM9 1AP,PER,31-Jul-14,14/00673/D
Replacement of existing glazed conservatory roof with light weight roof tiles,22 Glebe Aalin Ballaugh Isle Of Man IM7 5BX,PER,17-Jul-14,14/00676/B
Replacement of existing roof and installation of dormer to rear elevation,Mill House 2 Mill Street Castletown Isle Of Man IM9 1AG ,PER,05-Aug-14,14/00678/B
Erection of a single storey extension to rear elevation,72 Port E Chee Avenue Douglas Isle Of Man IM2 5EX,PER,17-Jul-14,14/00680/B
Installation of window to replace existing garage door and window/door alterations,4 Pairk Beg Port Erin Isle Of Man IM9 6NH,PER,29-Dec-14,14/01338/B
Demolition of existing extensions and erection of an extension to rear elevation,The Colby Pump Main Road Colby Isle Of Man IM9 4NS,PER,29-Dec-14,14/01339/B
Demolition of existing building and erection of a general purpose agricultural storage building,Ballakilley Farm Maughold Isle Of Man IM7 1AT ,PER,30-Dec-14,14/01354/B
Erection of a flagpole,Field 134974 Adjacent To Lezayre War Memorial Churchtown Road Churchtown Lezayre Ramsey Isle Of Man  ,PER,10-Jun-14,14/00461/B
Installation of replacement windows to front and rear elevations,10 Alexander Drive Douglas Isle Of Man IM2 3QE,PER,17-Jul-14,14/00682/B
Erection of a front porch to dwelling,61 Silverburn Crescent Ballasalla Isle Of Man IM9 2DY,PER,22-Jul-14,14/00732/B
Installation of replacement telecommunications monopole accommodating three antennas with glass reinforced plastic shroud and one transmission dish,Manx Telecom Transmitter Ballnalargy Dalby Isle Of Man  ,PER,27-Aug-14,14/00792/TEL
Alterations and erection of extension to rear of dwelling,3 Ballaquane Road Peel Isle Of Man IM5 1PP,PER,11-Sep-14,14/00881/B
Installation of roof light,Briarwood Main Road Glen Vine Isle Of Man IM4 4AY,PER,18-Sep-14,14/00966/B
Infilling of first floor level opening to create additional en-suite accommodation,Ellan Vannin Home Kingswood Grove Douglas Isle Of Man IM1 3LX,PER,13-Nov-14,14/01063/B
Erection of sun room extension to south east elevation and car port to north elevation,Crovie House Formerley Ashley House Main Road Union Mills Isle Of Man IM4 4AG,PER,16-Oct-14,14/01064/B
Installation of replacement dormers to front and rear elevations,6 Dalton Street Douglas Isle Of Man IM1 3JT,PER,17-Oct-14,14/01065/B
"Renovation, alterations and improved layout to five existing flats and part demolition, extension and creation of a restaurant/coffee shop on ground floor with first floor rear terrace (in association with 13/00533/CON)",Stanley House Castle Street Castletown Isle Of Man IM9 1LF ,PER,21-May-14,13/00532/GB
Erection of a replacement dwelling (comprising amendments to PA 07/00059/B),Clougher House  Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ ,PER,16-Oct-14,14/01067/B
Erection of a two storey extension and creation of an additional window to dwelling,Upper Scard Ballakillowey Road Colby Isle Of Man IM9 4BP,REF,11-Dec-14,14/01225/B
Erection of sun room extension to rear elevation (amendment to PA 13/91282/B),25 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,03-Mar-14,14/00087/B
"Installation of replacement windows to front, side and rear elevations and erection of balustrade over garage",8-10 Church Road Port Erin Isle Of Man IM9 6AQ,PER,06-May-14,14/00307/B
Re-instatement of existing single apartment into two apartments,Apartment 8 & 20 Piccadilly Court Queens Promenade Douglas Isle Of Man IM2 4NS ,PER,14-Jul-14,14/00641/C
Conversion of redundant barn building into two dwelling units and associated extensions,Upper Billown Farm Grenaby Road Ballasalla Isle Of Man IM9 3DP,PER,19-Sep-14,14/00643/B
Installation of a replacement shop front,45 Strand Street Douglas Isle Of Man IM1 2EJ,PER,19-May-14,14/00364/B
Change of use from tourist accommodation to residential accommodation,Cerise Cottage Ballure Holiday Homes Ballure Ramsey Isle Of Man IM7 1AD ,PER,12-May-14,14/00365/C
Additional use of self-contained apartment as tourist accommodation,Oirr-Ushtey The Promenade Laxey Isle Of Man IM4 7DD,PER,11-Jul-14,14/00644/C
Erection of a dwelling,Land At 1 King Orry Close Glen Vine Isle Of Man  ,PER,30-Sep-14,14/01026/B
Erection of extension to provide baby care facility,Busy Bears Nursery Close Beg Ballawattleworth Peel Isle Of Man IM5 1XF ,PER,30-Sep-14,14/01027/B
Erection of a sun lounge extension to replace existing conservatory,12 River Walk Braddan Douglas Isle Of Man IM4 4TJ,PER,30-Dec-14,14/01347/B
Extension of existing driveway to provide a turning / parking area,44 Westmoreland Road Douglas Isle Of Man IM1 4AN,PER,04-Jul-14,14/00531/B
Erection of an infill extension to rear elevation of dwelling,Naworth Maine Road Port Erin Isle Of Man IM9 6LQ,PER,24-Jun-14,14/00532/B
"Installation of a roof light, two sun tunnels and a replacement front door and alterations to an existing window",5 Park Road Douglas Isle Of Man IM2 3EL,PER,16-Jun-14,14/00534/B
"Creation of two parking spaces, decked patio area, installation of replacement windows and French doors to rear elevation (retrospective)",Alverna Somerset Road Douglas Isle Of Man IM2 5AE,PER,07-Aug-14,14/00762/B
Replace existing glazed conservatory roof with roof tiles,9 St Patricks View Peel Isle Of Man IM5 1UR ,PER,12-Sep-14,14/00940/B
Installation of replacement windows,Former Isle Of Man Bank 26 Main Road Main Road Kirk Michael Isle Of Man IM6 1AD,PER,12-Sep-14,14/00942/B
Construction of a light industrial or storage and distribution unit,Proposed Industrial Unit White Hoe Industrial Estate Old Castletown Road Douglas Isle Of Man  ,PER,13-Nov-14,14/00948/B
Replacement of existing shop front,1 New Road Laxey Isle Of Man IM4 7AZ,PER,15-Dec-14,14/01270/B
Erection of two agricultural buildings,Ballacorkish Farm Scholaby Road Colby Isle Of Man IM9 4AH,PER,15-Dec-14,14/01273/B
"Alterations, erection of raised decking and replacement of glazed conservatory roof with roof tiles to dwelling",53 Port E Chee Avenue Douglas Isle Of Man IM2 5ES,PER,15-Dec-14,14/01274/B
Blocking up existing patio doorway and installation of two roof lights on rear extension,6 Clover Avenue Reayrt Ny Keylley Peel Isle Of Man IM5 1GB ,PER,23-Dec-14,14/01301/B
Alterations and conversion of existing agricultural store/office into tourist accommodation,Barn Ballaloaghtan Kerrowkeil Road Grenaby Ballasalla Isle Of Man  ,PER,03-Jan-14,13/91154/B
"Creation of a horticultural / agricultural project area including the erection of fencing, changing rooms, tool store and polytunnel",Land At Iom College Of Further Education Homefield Road Douglas Isle Of Man  ,PER,31-Jan-14,13/91206/B
Erection of advertising signage with lighting,70-72 Bucks Road Douglas Isle Of Man IM1 3AE,PER,18-Jul-14,14/00281/D
Erection of a porch extension to front elevation,23 Mountain View Peel Isle Of Man IM5 1QF,PER,25-Apr-14,14/00282/B
Alterations and extensions to dwelling,2 Park Close Glen Vine Isle Of Man IM4 4HB,PER,17-Apr-14,14/00283/B
Installation of replacement windows to front and replacement windows and doors to rear elevation,23 Mill Street Castletown Isle Of Man IM9 1AG,REF,17-Apr-14,14/00286/B
Replacement of existing glazed conservatory roof with light weight roof tiles,6 Ballachrink Drive Onchan Isle Of Man IM3 4NX,PER,31-Jul-14,14/00758/B
Installation of window to replace existing garage door,36 Governors Hill Douglas Isle Of Man IM2 7AS,PER,31-Jul-14,14/00759/B
Variation of condition 1 of approved PA 10/01316/B (first floor extension over existing garage) to extend period of permission,14 First Avenue Douglas Isle Of Man IM2 6BA,PER,13-Oct-14,14/01049/B
Alterations and extensions to dwelling and erection of detached garage (comprising amendments to PA 14/00779/B),46 Sea Cliff Road Onchan Isle Of Man IM3 2JD,PER,13-Oct-14,14/01050/B
Extension to existing detached garage with roof terrace over,Thie Ny Cronk Ballajora Ramsey Isle Of Man IM7 1BL ,PER,13-Nov-14,14/01052/B
Alterations and extension to dwelling,11 Snaefell Crescent Onchan Isle Of Man IM3 4NH,PER,25-Apr-14,14/00273/B
"Landscaping works including planting, lighting, water features and garden walls",Ballakew Farm Braaid Road St Marks Ballasalla Isle Of Man IM9 3AP,PER,24-Jun-14,14/00326/B
Replace existing garage door with a window and door / window alteration to rear of garage,1 Stonecrop Grove Douglas Isle Of Man IM2 7DX,PER,09-May-14,14/00327/B
"Alterations including erection of a replacement extension, window amendments, removal of a chimney stack and conversion of two existing second floor apartments to create one apartment",West View Shore Road Port Erin Isle Of Man IM9 6HL,PER,30-Sep-14,14/00996/B
Replacement of existing glazed conservatory roof with light weight roof tiles,9 Cronk Y Berry Douglas Isle Of Man IM2 6EY,PER,21-Nov-14,14/01207/B
Erection of replacement north western boundary fence and erection of new gates/fencing to pre-school nursery and reception class play area,Cronk Y Berry Primary School Hailwood Avenue Douglas Isle Of Man IM2 7PA,PER,04-Jul-14,14/00513/B
Conversion of ground floor betting office to a hot food takeaway,12 Church Road Port Erin Isle Of Man IM9 6AQ,REF,27-Jan-14,13/91188/B
Alterations and erection of a two storey extension,Marathon Court Nursing Home Victoria Road Douglas Isle Of Man IM2 4RQ,PER,03-Feb-14,13/91395/B
Erection of extension to dwelling (comprising amendment to PA 13/00345/B),27 Kissack Road Castletown Isle Of Man IM9 1NW,PER,14-Mar-14,14/00096/B
Erection of a detached garage,Glen View Glen Chass Port St Mary Isle Of Man IM9 5PH ,PER,22-Jul-14,14/00368/B
Installation of replacement windows and front door,Bridge House Glen Road Colby Isle Of Man IM9 4NT,REF,31-Jul-14,14/00371/B
Installation of replacement windows and doors to dwelling,23 Mill Street Castletown Isle Of Man IM9 1AG,PER,13-Jun-14,14/00553/B
Rendering works to both gable elevations,Malew House 48 Malew Street Castletown Isle Of Man IM9 1AF ,PER,13-Jun-14,14/00554/B
Conversion of guest house to provide four self-contained apartments,22 Hutchinson Square Douglas Isle Of Man IM2 4HP,PER,10-Oct-14,14/00555/B
