"Application Number","Details","Local Authority","Date"
"24/91192/B","Demolition of conservatory and erection of new extension to rear of dwelling 2 Rectory Cottages\nAndreas Village\nIsle Of Man\nIM7 4EZ\n","ANDREAS","23 Oct 2024"
"24/91194/B","Installation of a twin flue to rear elevation Ballakaneen Chapel\nAndreas Road\nAndreas\nIsle Of Man\nIM7 4EN\n","ANDREAS","17 Oct 2024"
"24/00713/A","Approval in principle for residential development, with access taken from main road Land Adjacent To Main Road, Trollaby Lane, And Residential Area Of Strang Road\nUnion Mills\nIsle Of Man IM4\n\n","BRADDAN","26 Jun 2024"
"24/01097/D","Installation of illuminated and non-illuminated signage Pets At Home\nUnit 4/6\nSpring Valley Industrial Estate\nDouglas\nIsle Of Man\nIM2 2QR\n","BRADDAN","21 Oct 2024"
"24/91127/B","Installation of french doors. Fieldhouse\nCronkbourne\nDouglas\nIsle Of Man\nIM4 4QF\n","BRADDAN","22 Oct 2024"
"24/01120/CON","Registered Building Consent for demolition aspects to PA 24/91121/B Coromandel\nEleanora Drive\nDouglas\nIsle Of Man\nIM2 3NN\n","DOUGLAS","22 Oct 2024"
"24/01187/CON","Registered Building Consent for demolition aspects to 24/91186/B 5 Cronkbourne Avenue\nDouglas\nIsle Of Man\nIM2 3LA\n","DOUGLAS","22 Oct 2024"
"24/91131/B","Single storey extension, roof terrace and feature window to rear, 3 no. new dormers, re-cladding of existing dormer, replacement of roof tiles, windows and garage door, internal alterations. 16 Second Avenue\nDouglas\nIsle Of Man\nIM2 6AW\n","DOUGLAS","8 Oct 2024"
"24/91177/B","Redevelop the redundant workshop building to create 2 apartments Store And Garage\n2 - 4 Parr Street Lane\nDouglas\nIsle Of Man\nIM1 1BN\n","DOUGLAS","17 Oct 2024"
"24/91179/B","Installation of free-standing electric sauna Sunny Gables\nSomerset Road\nDouglas\nIsle Of Man\nIM2 5BA\n","DOUGLAS","23 Oct 2024"
"24/91180/B","Installation of replacement windows Flat 4\nMarlbrough Court\nAlexander Drive\nDouglas\nIsle Of Man\nIM2 3QH\n","DOUGLAS","22 Oct 2024"
"24/91186/B","Creation of off-road parking, Including dropped kerb, stone pillars and gate 5 Cronkbourne Avenue\nDouglas\nIsle Of Man\nIM2 3LA\n","DOUGLAS","22 Oct 2024"
"24/91172/B","Landscaping works and construction of garden walls and terrace; replacement of window with upvc door to access terrace. The Bungalow\nBaldrine Hill\nBaldrine\nIsle Of Man\nIM4 6DS\n","GARFF","18 Oct 2024"
"24/91184/B","Installation of 8 solar panels to roof of detached garage Dhrynane House\nMaughold\nIsle Of Man\nIM7 1AS\n","GARFF","23 Oct 2024"
"24/91191/B","Installation of first-floor-level window to Front/North gable wall of dwelling. Copper Top\n1 Booilushag\nBallajora\nRamsey\nIsle Of Man\nIM7 1BD\n","GARFF","23 Oct 2024"
"24/91171/B","Reconfiguration of existing car park including the creation of 8 additional car parking spaces, alterations to forecourt to increase vehicle manouverability and installation of hardstanding Unit 73-77\nBalthane Park\nBalthane\nBallasalla\nIsle Of Man\nIM9 2AX\n","MALEW","17 Oct 2024"
"24/01100/CON","Registered Building Consent for internal and external alterations including the installation of roof maintenance access system, replacement of modern or damaged lintels, reinstatement of an internal wall within Bake House and construction of a new chimney stack on gable, and the installation of additional rainwater goods to Tower - RB 1 (in association with application 24/91083/GB). Bishopscourt Mansion House\nBishopscourt\nKirk Michael\nIsle Of Man\nIM6 2EZ\n","MICHAEL","18 Oct 2024"
"24/91083/GB","Alterations including the installation of roof maintenance access system and construction of a new chimney stack on gable of Bake House (in association with RB consent application 24/01100/CON). Bishopscourt Mansion House\nBishopscourt\nKirk Michael\nIsle Of Man\nIM6 2EZ\n","MICHAEL","18 Oct 2024"
"24/01152/GB","Demolition of single storey flat roof elements at western side of building, and erection of a new dwelling on land to west of existing building (in association with registered building consent application 24/01173/CON) Groudle Glen House\nKing Edward Road\nOnchan\nIsle Of Man\nIM3 2JY\n","ONCHAN","17 Oct 2024"
"24/01173/CON","Registered Building Consent for demolition of single storey flat roof elements at western side of building, and associated works to openings and external walls - RB 287 (in association with 24/91152/GB) Groudle Glen House\nKing Edward Road\nOnchan\nIsle Of Man\nIM3 2JY\n","ONCHAN","17 Oct 2024"
"24/91016/B","Alteration works to stone barns, including: demolition of lean-to extensions to Buildings E and F; partial conversion of Barn C to dwelling; construction of two-storey building between Buildings F and G; single-storey extension to Building F; creation of concrete hardstanding (retrospective) Bibaloe Moar\nWhitebridge Hill\nOnchan\nIsle Of Man\nIM4 5AE\n","ONCHAN","18 Oct 2024"
"24/91027/B","Construction of rear extensions to form sunroom and utility room Clypse Moar Cottage Plot 1\nClypse Moar Road\nOnchan\nIsle Of Man\nIM4 5BG\n","ONCHAN","10 Sep 2024"
