"Application Number","Details","Local Authority","Date"
"24/00136/CON","Registered Building Consent for demolition of existing buildings on site - see PA 24/00135/B 6 And 8 Bridge Road\nDouglas\nIsle Of Man\nIM1 5AG\n","DOUGLAS","8 Feb 2024"
"24/00142/C","Change of use of ground floor restaurant and caf\xc3\xa9 spaces from Class 1.3 (Food and Drink) and 1.4 (Hot Food Takeaway) to Class 2.1 (Office) Capital House\n16 - 18 Circular Road\nDouglas\nIsle Of Man\nIM1 1AG\n","DOUGLAS","14 Feb 2024"
"24/00155/CON","Registered building consent for alterations to single storey side extension, works to roof, internal works, creation of rear doorways and works to staircases (all retrospective) - RB187. 2 Victoria Terrace\nDouglas\nIsle Of Man\nIM2 4EU\n","DOUGLAS","9 Feb 2024"
"24/00162/B","Alterations to garden - raising ground contours to create a level garden Dar-Ray\n7 Farmhill Gardens\nDouglas\nIsle Of Man\nIM2 2EG\n","DOUGLAS","13 Feb 2024"
"24/00167/C","Change of use for operating centre/parking of vehicles in connection with Department of Infrastructure at Strathallan Horse Tram Depot. Tramway Office & Premises\nStrathallan Crescent\nDouglas\nIsle Of Man\nIM2 4NR\n","DOUGLAS","9 Feb 2024"
"24/00171/C","Change of use from garden storage to beauty treatment room 26 Ballakermeen Close\nDouglas\nIsle Of Man\nIM1 4HU\n","DOUGLAS","14 Feb 2024"
"24/00174/B","Installation of replacement windows to front elevation Empress Hotel\nCentral Promenade\nDouglas\nIsle Of Man\nIM2 4RA\n","DOUGLAS","13 Feb 2024"
"24/00184/B","Installation of replacement windows 83 Woodbourne Road\nDouglas\nIsle Of Man\nIM2 3AW\n","DOUGLAS","13 Feb 2024"
"24/00106/B","Demolition of existing dwelling; construction of 2 replacement dwellings; minor relocation of existing entrance and formation of new entrance East View \nSulby Bridge\nSulby\nIM7 2EU\n","LEZAYRE","8 Feb 2024"
"23/00939/B","Conversion and erection of extension to two existing barns to provide self-catering tourist accommodation with creation of additional parking and landscaping Upper Kerrowmoar\nKerrowkeil Road\nGrenaby\nBallasalla\nIsle Of Man\nIM9 3BB","MALEW","30 Aug 2023"
"24/00112/CON","Registered Building consent to replace three timber framed windows with double glazed timber framed windows - RB181 (in association with 24/00165/GB) School House\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AH\n","MALEW","9 Feb 2024"
"24/00165/GB","Replacement of two windows on front elevation and one window on rear elevation (in association with RB Consent application 24/00112/CON) School House\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AH\n","MALEW","9 Feb 2024"
"24/00103/B","Creation of access drive to serve cottage garage (amendments to driveway approved under 22/01296/GB) Holly Lodge (Refectory)\nBishopscourt\nKirk Michael\nIsle Of Man\nIM6 2EZ\n","MICHAEL","9 Feb 2024"
"24/00052/B","Amendments to dwelling (approved PA10/01598/B). Conversion to four no. apartments with revisions to external appearance, addition of photovoltaic panels, air source heat pumps, electric vehicle charging points and parking provision. Settlers Hollow\nKing Edward Road\nOnchan\nIsle Of Man\nIM3 2JP\n","ONCHAN","12 Feb 2024"
"24/00176/B","Creation of field access and gateway Part Field 530907\nAdjacent To Rose Cottage\nAbbeylands\nIsle Of Man\nIM4 5ED\n","ONCHAN","13 Feb 2024"
"23/00962/B","Alterations to existing property including removal of rear utility, alterations and re-roofing of existing rear extension, changes to front doors and rear windows, installation of roof lights, installation of side gate and installation of replacement windows 8-10 Bridge Street\nPeel\nIsle Of Man\nIM5 1NB","PEEL","15 Sep 2023"
"24/00116/B","Alterations and extensions to existing dwelling including, conversion works to existing garage, erection of new extensions to side and rear elevations, increase to driveway hardstanding and installation of a flue. 14 Fuchsia Road\nReayrt Ny Keylley\nPeel\nIsle Of Man\nIM5 1GA\n","PEEL","13 Feb 2024"
"24/00146/C","Additional use of Light Industrial unit to include the assemblage, storage and display of large furniture items with a small element of sales usage Unit 24\nGladstone Park Industrial Estate\nRamsey\nIsle Of Man\nIM8 2LA\n","RAMSEY","12 Feb 2024"
"23/00568/B","Erection of ground floor extensions and first floor extension to dwelling 29 Ballanoa Meadow\nSanton\nIsle Of Man\nIM4 1HQ","SANTON","17 May 2023"
"24/00129/B","Redevelopment of an existing Sure Mobile site that will consist of replacing the current monopole with a new 15 meter slimline lattice with multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets and boundary fence. Sure Site IOM 04\nBallakissack\nSchool Lane\nSanton\nIsle Of Man\nIM4 1EG\n","SANTON","8 Feb 2024"
"24/00138/B","Redevelopment of an existing Sure Mobile site that will consist of replacing the current monopole with a new 15 meter slimline lattice with multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets and boundary fence. Cable And Wireless Transmitter Site 086\nOatlands Road\nSanton\nIsle Of Man\nIM4 1EF\n","SANTON","8 Feb 2024"
