"Application Number","Details","Local Authority","Date"
"24/91092/B","Replacement of first floor window with a door and external flight of steps and landing to lead up to door (retrospective) Rose Hill Farm\nRichmond Hill\nDouglas\nIsle Of Man\nIM4 1JG\n","BRADDAN","24 Sep 2024"
"24/01089/CON","Registered Building Consent for demolition elements to PA 24/91080/B The Thirsty Pigeon\n38 - 40 Victoria Street\nDouglas\nIsle Of Man\nIM1 2LB\n","DOUGLAS","23 Sep 2024"
"24/01099/CON","Registered Building Consent for demolition aspects to PA 24/91098/B 6 Somerset Road\nDouglas\nIsle Of Man\nIM2 5AD\n","DOUGLAS","24 Sep 2024"
"24/01108/CON","Registered building consent for replacement internal doors at ground and first floor level (RB 187) 9 Victoria Terrace\nDouglas\nIsle Of Man\nIM2 4EU\n","DOUGLAS","25 Sep 2024"
"24/90987/B","Installation of bifold door to north elevation, lower ground floor (retrospective) Office\nFort Anne\nSouth Quay\nDouglas\nIsle Of Man\nIM1 5PD\n","DOUGLAS","23 Sep 2024"
"24/91053/B","Widen driveway and vehicular access 16 Cooil Drive\nDouglas\nIsle Of Man\nIM2 2HB\n","DOUGLAS","20 Sep 2024"
"24/91056/B","Conversion of part of existing ground floor to create a self-contained apartment Eaton Court\n5 - 6 Palace Road\nDouglas\nIsle Of Man\nIM2 4LD\n","DOUGLAS","20 Sep 2024"
"24/91063/B","Single storey side extension to create garage, loft conversion and internal layout changes. External remodelling and associated landscaping 15 Third Avenue\nDouglas\nIsle Of Man\nIM2 6AL\n","DOUGLAS","23 Sep 2024"
"24/91065/B","Erection of detached dwelling and garage including alterations to form additional vehicular access onto the highway Grounds Of Strathallan House\n(Formerly Calvary House)\nStrathallan Road\nOnchan\nIsle Of Man\nIM2 4PN\n\n","DOUGLAS","24 Sep 2024"
"24/91074/B","Installation of replacement windows 22 Athol Street\nDouglas\nIsle Of Man\nIM1 1JA\n","DOUGLAS","23 Sep 2024"
"24/91077/B","Creation of dormer window to front elevation Step A Side\n13 Third Avenue\nDouglas\nIsle Of Man\nIM2 6AL\n","DOUGLAS","20 Sep 2024"
"24/91080/B","Conversion of upper floors into six apartments including replacement windows and formation of a bin store The Thirsty Pigeon\n38 - 40 Victoria Street\nDouglas\nIsle Of Man\nIM1 2LB\n","DOUGLAS","23 Sep 2024"
"24/91098/B","Demolition of 2no chimneys and installation of 2no windows and 1no rooflight all to side elevation + replacement of 1 rooflight to front elevation (retrospective) (in association with 24/91099CON) 6 Somerset Road\nDouglas\nIsle Of Man\nIM2 5AD\n","DOUGLAS","24 Sep 2024"
"24/90954/B","Erection of a replacement dwelling, extension to garage and increase in residential curtilage Thie Ny Crossag (Formerly Glen Mona Bungalow)\nAnd Part Field 624282\nGlen Mona Loop Road\nGlen Mona\nRamsey\nIsle Of Man\nIM7 1HG\n","GARFF","24 Sep 2024"
"24/90997/B","Variation of Condition 1 to PA 22/01558/REM (Erection of a dwelling) for an extension of time for a further four years Fields 624255 & 624256\nGlen Mona Loop Road\nGlen Mona\nRamsey\nIsle Of Man\n\n","GARFF","28 Aug 2024"
"24/91095/B","Installation of replacement windows and rear doors 1-10 Glen Road Terrace & 1-2 Glen Road Terrace Bungalows\nLaxey\nIsle Of Man\nIM4 7AD\n","GARFF","23 Sep 2024"
"24/91048/B","Installation of a borehole in a position different to that approved under 19/01283/B, installation of a second borehole, creation of washdown area and installation of partly subterranean water tank (partially retrospective) Land Forming Part Of Golf Course\nDerbyhaven Road\nDerbyhaven\nIsle Of Man\n\n","MALEW","23 Sep 2024"
"24/91052/B","Installation of additional windows, vents and flue and mezzanine floor and additional use for light industrial (class 2.2) for commercial bakery without retail elements 78 Balthane Park\nBalthane\nBallasalla\nIsle Of Man\nIM9 2AX\n","MALEW","19 Sep 2024"
"24/91082/B","Installation of a mezzanine floor and an extractor hood cover to rear elevation Unit 19\nTrafalgar Park\nBalthane Industrial Estate\nBalthane\nBallasalla\nIsle Of Man\nIM9 2RA\n","MALEW","23 Sep 2024"
"24/91088/B","Erection of single storey extension to north elevation (retrospective) Clougher Veg\nWigan Lane\nBallamodha\nBallasalla\nIsle Of Man\nIM9 3EP\n","MALEW","24 Sep 2024"
"24/91059/B","Conversion of existing outbuildings into a dwelling with additional use as tourist accommodation Existing Outbuildings \nBallaleigh Farm\nBallaleigh Road\nKirk Michael\nIM6 1HJ\n","MICHAEL","19 Sep 2024"
"24/91091/B","Removal of a chimney stack, door / window alterations, erection of an extension and erection of a detached garage to replace existing Reneurling\nDouglas Road\nKirk Michael\nIsle Of Man\nIM6 1AU\n","MICHAEL","24 Sep 2024"
"24/91015/B","Roof, window / door alterations and erection of garage extension (partial retrospective) Farmhouse\nBibaloe Moar\nWhitebridge Hill\nOnchan\nIsle Of Man\nIM4 5AE\n","ONCHAN","24 Sep 2024"
"24/91073/C","Change of use from class 2.3 (Industrial) to class 4.2 (childcare or education) and 4.4 (assembly and leisure) to create a family play facility Unit 16\nTromode Estate\nCarrs Lane\nTromode\nDouglas\nIsle Of Man\nIM4 4RG\n","ONCHAN","23 Sep 2024"
"24/91043/B","Siting of steel shipping container for the storage of shellfish Manesca Building\nThe Quay\nPort St Mary\nIsle Of Man\nIM9 5EA\n","PORT ST MARY","24 Sep 2024"
"24/00814/B","Insertion of access gate into rear wall of property (amendment to PA 23/00246/B; in association with 24/91113/CON) 10 Albert Street\nRamsey\nIsle Of Man\nIM8 1JF\n","RAMSEY","25 Sep 2024"
"24/01113/CON","Registered Building Consent for demolition aspects to 24/00814/B 10 Albert Street\nRamsey\nIsle Of Man\nIM8 1JF\n","RAMSEY","25 Sep 2024"
"24/91085/B","Loft space conversion with side dormer window (South West elevation) and erection of a replacement garage 12 Ash Grove\nRamsey\nIsle Of Man\nIM8 3HT\n","RAMSEY","20 Sep 2024"
