"Application Number","Details","Local Authority","Date"
"24/90966/B","Change of use of land to create a camp site with associated access tracks, hard standings, motorhome and tent pitches, reception and temporary communal facilities Field 124689\nWest Kimmeragh Road\nBride\nIsle Of Man\nIM7 4BB\n","ANDREAS","12 Sep 2024"
"24/91023/B","Installation of new flue in roof. 50 Friary Park\nBallabeg\nIsle Of Man\nIM9 4EN\n","ARBORY","13 Sep 2024"
"24/90953/B","Installation of a steel canopy to Southern elevation of Jackson House and louvred grilles to both buildings for the creation of a primary school, landscaping works to provide playground facilities and erection of boundary fencing Jackson House And Stenning Building\nKing Williams College\nKing Williams College Grounds\nCastletown\nIsle Of Man\n\n","CASTLETOWN","18 Sep 2024"
"24/01041/CON","Registered building consent for installation of non-illuminated signage - RB226 (in association with application 24/01044/D) Ridgeway House\nRidgeway Street\nDouglas\nIsle Of Man\nIM1 1EL\n","DOUGLAS","16 Sep 2024"
"24/01044/D","Installation of non-illuminated signage (in association with PA 24/01041/CON) Ridgeway House\nRidgeway Street\nDouglas\nIsle Of Man\nIM1 1EL\n","DOUGLAS","16 Sep 2024"
"24/01072/CON","Registered Building Consent for demolition aspects to 24/91039/B 15 Hatfield Grove\nDouglas\nIsle Of Man\nIM1 3HE\n","DOUGLAS","13 Sep 2024"
"24/91045/B","Installation of raised decking (retrospective) The Maples\n23 Vicarage Park\nDouglas\nIsle Of Man\nIM2 2QD\n","DOUGLAS","12 Sep 2024"
"24/91054/B","Erection of a replacement extension to north east elevation and creation of off road parking from rear lane 14 Westbourne Drive\nDouglas\nIsle Of Man\nIM1 4AZ\n","DOUGLAS","12 Sep 2024"
"24/91086/B","Installation of replacement windows 31 Derby Square\nDouglas\nIsle Of Man\nIM1 3LW\n","DOUGLAS","17 Sep 2024"
"24/91060/B","Replace existing double doors with a single door with sidelights and replace separate existing single door both to front elevation 1 Mill Cottages\nMill Road\nBallasalla\nIsle Of Man\nIM9 2EG\n","MALEW","18 Sep 2024"
"24/91069/B","Erection of garden shed and polytunnel The Elms\nWestmead\nGlen Vine\nIsle Of Man\nIM4 4BB\n","MAROWN","18 Sep 2024"
"24/91050/B","Variation of Condition 1 of PA 20/00688/B to extend time limit for commencement of works 35 Auburn Road\nOnchan\nIsle Of Man\nIM3 1LP\n","ONCHAN","18 Sep 2024"
"24/91029/B","Removal of rear chimney stack and installation of flue to serve wood burning stove Aalican\nRichmond Road\nRamsey\nIsle Of Man\nIM8 3PB\n","RAMSEY","13 Sep 2024"
"24/91079/B","Removal of chimneys; replacement roofing, fascias and bargeboards and external canopies; replacement windows and doors and application of rendered insulation system to external walls 2, 4, 6, 8 Seamount Road And 17-22, 26-46 & 48, 50, 52, 54, 56, 58 Queens Pier Road\nRamsey\nIsle Of Man\nIM8 2HP\n","RAMSEY","18 Sep 2024"
