"Application Number","Details","Local Authority","Date"
"24/91136/B","Extension of dropped kerb. 17 Larivane Close\nAndreas\nIsle Of Man\nIM7 4HD\n","ANDREAS","8 Oct 2024"
"21/00471/B","Refurbishment works to both streets involving concrete paving and aggregates, creation of a disabled user parking space and installation of lighting columns and soft landscaping Malew And Arbory Streets\nCastletown\nIsle Of Man\n\n","CASTLETOWN","28 Apr 2021"
"24/91131/B","Single storey extension, roof terrace and feature window to rear, 3 no. new dormers, re-cladding of existing dormer, replacement of roof tiles, windows and garage door, internal alterations. 16 Second Avenue\nDouglas\nIsle Of Man\nIM2 6AW\n","DOUGLAS","8 Oct 2024"
"24/91163/B","Alterations to existing garage including first floor extension for storage above Garage 2 Rear Of Reayrt Ny Baie Complex\nAlbert Terrace\nDouglas\nIsle Of Man\nIM1 3LQ\n","DOUGLAS","8 Oct 2024"
"24/91130/C","Additional use of residential dwelling as tourist accommodation Close Foillan\nPort E Vullen\nRamsey\nIsle Of Man\nIM7 1AN\n","GARFF","7 Oct 2024"
"24/91117/B","Erection of an entrance extension to rear elevation and new window in South-East elevation Reayrt Ny Marrey\nBallabooie Road\nPeel\nIsle Of Man\nIM5 2AH\n","GERMAN","4 Oct 2024"
"24/91166/B","Installation of a mezzanine floor and change of use from industrial/commercial/storage to funeral directors Unit 1\nTrafalgar Park\nBalthane Industrial Estate\nBalthane\nBallasalla\nIsle Of Man\nIM9 2RA\n","MALEW","9 Oct 2024"
"24/91051/B","Construction of Co-op food retail store, six tourist apartments over at first floor level and associated car parking, service yard and associated bin storage The Flower Pot And Funeral Directors\nStation Road\nPort Erin\nIsle Of Man\nIM9 6AB\n","PORT ERIN","7 Oct 2024"
"24/91107/B","Conversion of existing garage to hobby room and erection of first floor extension to form ancillary living accommodation above. 46 Erin Crescent\nPort Erin\nIsle Of Man\nIM9 6FD\n","PORT ERIN","8 Oct 2024"
"24/91090/B","Erection of a replacement conservatory to rear elevation 52 Greenlands Avenue\nRamsey\nIsle Of Man\nIM8 2PJ\n","RAMSEY","7 Oct 2024"
"24/91096/B","Erection of wind turbine Field 410153\nUpper Kirkill Farm\nBallakillowey Road\nColby\nIsle Of Man\nIM9 4BW\n","RUSHEN","7 Oct 2024"
"24/91106/B","Installation of replacement windows and door Ronans Cottage\nHow Road\nCregneash\nIsle Of Man\nIM9 5PS\n","RUSHEN","7 Oct 2024"
