"Application Number","Details","Local Authority","Date"
"24/91011/B","Single-storey extension to rear of property and installation of twin-walled flue for multi-fuel burner. 4 Reayrt Ny Cashtal\nCastletown\nIsle Of Man\nIM9 1BY\n","CASTLETOWN","11 Sep 2024"
"24/91037/B","Creation of balcony to attic floor front elevation; replacement of window with balcony door. 24 Brewery Wharf\nCastletown\nIsle Of Man\nIM9 1EU\n","CASTLETOWN","10 Sep 2024"
"24/01020/CON","Registered Building Consent for demolition elements to 24/91018/B 30 Thorny Road\nDouglas\nIsle Of Man\nIM2 5EE\n","DOUGLAS","9 Sep 2024"
"24/90955/B","Installation of replacement windows Flat 9\nKeighley House\n59 Loch Promenade\nDouglas\nIsle Of Man\nIM1 2NA\n","DOUGLAS","10 Sep 2024"
"24/90970/C","Change of use from 1.1 (Shops) to 1.3 (Food and Drink) and 1.4 (Hot Food Takeaway) Step N\'Out\nHoward Street\nDouglas\nIsle Of Man\nIM1 2EQ\n","DOUGLAS","6 Sep 2024"
"24/91006/B","Conversion of ground floor to create an annex flat, door / window alterations, creation of a first floor balcony and roofing works to rear elevation 33 Castlemona Avenue\nDouglas\nIsle Of Man\nIM2 4EA\n","DOUGLAS","11 Sep 2024"
"24/91018/B","Alterations to windows/doors to rear outlet (in association with 24/01020/CON 30 Thorny Road\nDouglas\nIsle Of Man\nIM2 5EE\n","DOUGLAS","9 Sep 2024"
"24/91022/B","Installation of replacement front door and front dormer window 35 York Road\nDouglas\nIsle Of Man\nIM2 3AY\n","DOUGLAS","10 Sep 2024"
"24/91036/B","Installation of replacement windows 26 Alexander Drive\nDouglas\nIsle Of Man\nIM2 3QG\n","DOUGLAS","6 Sep 2024"
"24/91039/B","Demolition of existing single storey extension and erection of a 2-storey extension to the rear of the property 15 Hatfield Grove\nDouglas\nIsle Of Man\nIM1 3HE\n","DOUGLAS","9 Sep 2024"
"24/91046/B","Installation of replacement windows and door 15 Allan Street\nDouglas\nIsle Of Man\nIM1 3DQ\n","DOUGLAS","9 Sep 2024"
"24/91030/B","Creation of a campsite for 15 pitched tents, 10 motor homes and 3 Shepherd style accommodation huts with associated shower and toilet facilities, reception office and parking Field 214600 (formerly 214276 & 214277) & 214214\nSummerhill Road\nJurby\nIsle Of Man\n\n","JURBY","9 Sep 2024"
"24/00961/D","Replace two existing non-illuminated entrance signs with illuminated signage Mountain View Innovation Centre\nJurby Road\nRamsey\nIsle Of Man\nIM7 2DZ\n","LEZAYRE","11 Sep 2024"
"24/91021/B","Erection of stables and agricultural building, creation of hardstanding (part retrospective) and creation of pond (retrospective) Field 434087\nDouglas Road\nBallasalla\nIsle Of Man\nIM9 2AN\n","MALEW","6 Sep 2024"
"22/00475/B","Construction of 18 houses and associated infrastructure Crosby Meadows Estate \nPart Fields 320653, 324323, 324324, 324321 , 324318, 320649 & 324320\nBallaglonney\nMain Road\nCrosby\nIM4 2EE\n\n","MAROWN","27 Apr 2022"
"24/91014/C","Additional use of middle and top floors for tourist accommodation Middle And Top Floor Flats\n15 Royal Avenue West\nOnchan\nIsle Of Man\nIM3 1HB\n","ONCHAN","10 Sep 2024"
"24/91027/B","Construction of rear extensions to form sunroom and utility room Clypse Moar Cottage Plot 1\nClypse Moar Road\nOnchan\nIsle Of Man\nIM4 5BG\n","ONCHAN","10 Sep 2024"
"24/91035/B","Extensions and alterations to side and rear elevations of dwelling. 46 Ballamaddrell\nPort Erin\nIsle Of Man\nIM9 6BA\n","PORT ERIN","9 Sep 2024"
"24/91066/B","Installation of replacement windows Avoca\n7 Primrose Terrace\nPort St Mary\nIsle Of Man\nIM9 5AP\n","PORT ST MARY","11 Sep 2024"
"24/00903/CON","Registered Building Consent for demolition of building associated with PA 24/90901/B (retrospective) 11- 12 West Quay\nRamsey\nIsle Of Man\nIM8 1DW\n","RAMSEY","10 Sep 2024"
"24/90901/B","Demolition of building (retrospective) 11-12 West Quay\nRamsey\nIsle Of Man\nIM8 1DW\n","RAMSEY","10 Sep 2024"
"24/91028/C","Additional use of residential apartment for tourist accommodation 111 St Pauls Apartments\nSt Pauls Square\nRamsey\nIsle Of Man\nIM8 1LE\n","RAMSEY","10 Sep 2024"
"24/91047/B","Change of use of part of field to equestrian & erection of private stables Field 514332\nKnock Froy Road\nSanton\nIsle Of Man\n\n","SANTON","10 Sep 2024"
