"Application Number","Details","Local Authority","Date"
"24/00786/B","Conversion, including alteration and extensions, of former hotel to nine apartments with bicycle and bin storage Marina Hotel\n47 Loch Promenade\nDouglas\nIsle Of Man\n\n","DOUGLAS","17 Jul 2024"
"24/00787/CON","Registered Building Consent for demolition aspects to PA 24/00786/B Marina Hotel\n47 Loch Promenade\nDouglas\nIsle Of Man\n\n","DOUGLAS","17 Jul 2024"
"24/00789/B","Installation of perimeter fall restraint to flat roof Goldie House\n1 - 4 Goldie Terrace\nDouglas\nIsle Of Man\nIM1 1EB\n","DOUGLAS","17 Jul 2024"
"24/00792/B","Installation of replacement windows Flat 2\n7 Mount Bradda\nDouglas\nIsle Of Man\nIM1 4AR\n","DOUGLAS","11 Jul 2024"
"24/00794/B","Replacement of uPVC panels under three (3) windows with block wall. Installation of replacement windows. Summercourt\nWoodlands Avenue\nDouglas\nIsle Of Man\nIM2 3QS\n","DOUGLAS","12 Jul 2024"
"24/00808/B","Remedial works to side and rear elevations 1 Wimbledon Court\nDouglas\nIsle Of Man\nIM2 3LY\n","DOUGLAS","17 Jul 2024"
"24/00825/B","Installation of replacement windows 9 Clarence Terrace\nCentral Promenade\nDouglas\nIsle Of Man\nIM2 4LS\n","DOUGLAS","17 Jul 2024"
"24/00763/B","Demolition of existing dwelling; construction of 3 detached dwellings; new entrance to replace existing entrance, removal of an existing entrance; providing a passing place to public road; creation of internal shared private access driveway, parking & turning; new foul and surface water systems Ashwood\nBallamenagh Road\nBaldrine\nIsle Of Man\nIM4 6AL\n","GARFF","11 Jul 2024"
"24/00770/B","Conversion of agricultural building to residential (non-habitable) accommodation ancillary to the occupation of Moaney Woods Farm (retrospective) Moaney Woods Farm\nLonan Church Road\nLaxey\nIsle Of Man\nIM4 7JX\n","GARFF","11 Jul 2024"
"24/00776/C","Additional use for tourism Andania\nGlen Road\nLaxey\nIsle Of Man\nIM4 7AB\n","GARFF","17 Jul 2024"
"24/00805/B","Erection of a replacement dwelling and alteration to vehicular access Thie Dhorlish\nRhenab Road\nCornaa\nRamsey\nIsle Of Man\nIM7 1EL\n","GARFF","17 Jul 2024"
"24/00712/B","Replace existing asbestos slate roof with slate tiles Sunnyside\nMain Road\nGreeba\nIsle Of Man\nIM4 3LD\n","GERMAN","17 Jul 2024"
"24/00769/B","Erection of agricultural shed Trollaby Farm\nTrollaby Lane\nUnion Mills\nIsle Of Man\nIM4 4AW\n","MAROWN","11 Jul 2024"
"24/00744/B","Demolish existing timber garage and shed, and erection of a timber cabin and summerhouse. Construct wall to enclose part of the site to create a private garden area and repave shared access and parking spaces Hannah\'s Yard\nMain Road\nKirk Michael\nIsle Of Man\nIM6 1AB\n","MICHAEL","16 Jul 2024"
"24/00767/B","Installation of replacement windows 3 Whitehouse Cottages\nMain Road\nKirk Michael\nIsle Of Man\nIM6 2HE\n","MICHAEL","17 Jul 2024"
"24/00799/C","Additional use of existing annex as tourist accommodation Field House\nSir Georges Bridge\nAbbeylands\nIsle Of Man\nIM4 5EH\n","ONCHAN","17 Jul 2024"
"24/00811/B","Installation of rooflights, replacement of existing rooflights, re-rendering and cladding, roof repairs 48 Patrick Street\nPeel\nIsle Of Man\nIM5 1BS\n","PEEL","11 Jul 2024"
"24/00813/C","Additional use as tourist accommodation Myrneen\n31 Albany Road\nPeel\nIsle Of Man\nIM5 1JR\n","PEEL","16 Jul 2024"
"24/00598/B","Erection of an extension to replace existing conservatory Sunny Brow\nLime Street\nPort St Mary\nIsle Of Man\nIM9 5EE\n","PORT ST MARY","16 Jul 2024"
"24/00761/A","Approval in Principle for construction of detached dwelling Old Surgery\nLewthwaites Way\nPort St Mary\nIsle Of Man\nIM9 5AB\n","PORT ST MARY","11 Jul 2024"
"24/00766/B","Installation of replacement front door Arnside\nAthol Street\nPort St Mary\nIsle Of Man\nIM9 5DS\n","PORT ST MARY","11 Jul 2024"
"24/00783/B","Extension and conversion works to existing garage, additional use as tourist accommodation Tides Reach\nBeach Road\nPort St Mary\nIsle Of Man\nIM9 5ND\n","PORT ST MARY","16 Jul 2024"
"24/00755/B","Extension to existing drive to create additional off-road parking space. 36 Gibbs Grove\nGrove Park\nRamsey\nIsle Of Man\nIM8 3LE\n","RAMSEY","11 Jul 2024"
