"Application Number","Details","Local Authority","Date"
"23/00601/D","Erection of two digital advertising screens Car Park And Park House\nIsle Of Man Business Park\nDouglas\nIsle Of Man\nIM2 2QZ\n","BRADDAN","17 May 2023"
"24/00060/D","Erection of non-illuminated entrance sign and 3 non-illuminated information boards Manx Birdlife Point Of Ayre Reserve\nCranstal Road\nBride\nIsle Of Man\nIM7 4BS\n","BRIDE","24 Jan 2024"
"24/00027/B","Replacement windows and doors to front, side and rear elevations 24 Brewery Wharf\nCastletown\nIsle Of Man\nIM9 1EU\n","CASTLETOWN","19 Jan 2024"
"24/00029/B","Erection of a detached triple garage with garden wall / gate The Old House - Reef House\nCollege Green / Douglas Street\nCastletown\nIsle Of Man\nIM9 1BE\n","CASTLETOWN","24 Jan 2024"
"23/01136/B","Conversion and erection of extension to existing offices to provide residential accommodation and additional use for tourist accommodation / long term lets, and improvements to parking apron 6 Kingswood Grove\nDouglas\nIsle Of Man\nIM1 3LX\n","DOUGLAS","9 Oct 2023"
"23/01137/CON","Registered Building consent for demolition elements to PA 23/01136/B 6 Kingswood Grove\nDouglas\nIsle Of Man\nIM1 3LX\n","DOUGLAS","9 Oct 2023"
"24/00010/B","Proposed extension to Existing Dance School (amendment to PA 20/01251/B) Unity Dance Studio\nFormer Christian Bretheren Church\nSwitzerland Road\nDouglas\nIsle Of Man\nIM2 4NG\n","DOUGLAS","24 Jan 2024"
"24/00014/B","Change of roof pitch and height from mono pitch to flat roof, installation of a window in place of roller shutter door and installation of canopy Arrivals Hall\nSea Terminal\nVictoria Pier\nDouglas\nIsle Of Man\nIM1 2RF\n","DOUGLAS","9 Jan 2024"
"24/00014/B","Change of roof pitch and height from mono pitch to flat roof, installation of a window in place of roller shutter door and installation of canopy Arrivals Hall\nSea Terminal\nVictoria Pier\nDouglas\nIsle Of Man\nIM1 2RF\n","DOUGLAS","9 Jan 2024"
"24/00028/B","Loft conversion into a bedroom and en-suite with dormer window and replacement of rear patio doors and window 23 Marathon Road\nDouglas\nIsle Of Man\nIM2 4HN\n","DOUGLAS","24 Jan 2024"
"24/00036/B","Installation of a replacement shopfront (retrospective) Shop\n8 Prospect Terrace\nWoodbourne Road\nDouglas\nIsle Of Man\nIM1 3AL\n","DOUGLAS","22 Jan 2024"
"24/00047/GB","Proposed Replacement of existing windows with Upvc vertical sliding sash windows 10 Harris Terrace\nDouglas\nIsle Of Man\nIM1 3LZ\n","DOUGLAS","23 Jan 2024"
"24/00049/CON","Registered Building consent to replace lintels and windows (RB 210) 10 Harris Terrace\nDouglas\nIsle Of Man\nIM1 3LZ\n","DOUGLAS","23 Jan 2024"
"24/00050/B","Proposed new dwelling to be created on vacant plot Land Adjoining\n44 Victoria Road\nDouglas\nIsle Of Man\n\n","DOUGLAS","23 Jan 2024"
"24/00053/B","Replacement of plywood facade with treated wood cladding; replacement of external doors; installation of stone cladding below windows. 50 Broadway\nDouglas\nIsle Of Man\nIM2 4EW\n","DOUGLAS","24 Jan 2024"
"24/00054/B","Proposed single storey Sun Lounge extension to rear of the property Friarsfield\n35 Ballanard Road\nDouglas\nIsle Of Man\nIM2 5HB\n","DOUGLAS","24 Jan 2024"
"24/00064/B","Conversion of garage & store into a 2 Bedroom dwelling with an additional storey added to the existing building - amendment to PA 23/00898/B 25A Market Street\nDouglas\nIsle Of Man\nIM1 2PA\n","DOUGLAS","24 Jan 2024"
"24/00041/B","Installation of an externally mounted twin wall flue system to serve wood burning stove. New Dwelling North Of Leithgate\nHighfield Drive\nBaldrine\nIsle Of Man\nIM4 6EE\n","GARFF","22 Jan 2024"
"24/00089/B","Replacement windows and doors (Retrospective) Site Office\nLaxey Glen Mills\nMill Road\nLaxey\nIsle Of Man\nIM4 7AU\n","GARFF","22 Jan 2024"
"24/00090/B","Erection of four shepherd huts with self-contained bathroom, living area and bedroom. Vale House\nMain Road\nGreeba\nIsle Of Man\nIM4 2DX\n","GERMAN","22 Jan 2024"
"23/01486/B","Installation of two Air Source Heat Pumps Dreamfields\nGlen Auldyn\nRamsey\nIsle Of Man\nIM7 2AE\n","LEZAYRE","23 Jan 2024"
"24/00057/B","Replacement of existing Porch Close Clark\nBallamodha Straight\nBallamodha\nBallasalla\nIsle Of Man\nIM9 3AZ\n","MALEW","23 Jan 2024"
"23/01443/B","Creation of a new Agricultural Access into field 324368 Field 324368\nTop Road\nCrosby\nIsle Of Man\n\n","MAROWN","22 Jan 2024"
"23/01497/B","Demolish existing storage buildings on application site and erect a single replacement shed for equipment storage and to provide on-course sanitary facilities. King Edward Bay Golf\nGroudle Road\nOnchan\nIsle Of Man\nIM3 2JR\n","ONCHAN","23 Jan 2024"
"24/00043/B","Brick up a small window on the side elevation of the house 2 Ennerdale Avenue\nOnchan\nIsle Of Man\nIM3 2DL\n","ONCHAN","19 Jan 2024"
"23/01407/B","The construction of a new Sewage Treatment Works and creation of new vehicular access Land West Of Glenfaba Road\nFields 311835, 311836 And 311785\nGlenfaba Road\nPeel\nIsle Of Man\n\n","PEEL","6 Dec 2023"
