"Application Number","Details","Local Authority","Date"
"24/91149/B","Erection of Polytunnel Field 425236\nBallamaddrell Farmhouse \nGrenaby Road\nBallabeg\nIM9 4HD\n\n","ARBORY","16 Oct 2024"
"24/91121/B","Replacement of garage door with window and creation of a doorway to south-west elevation 4 Clybane Close\nDouglas\nIsle Of Man\nIM2 2LS\n","BRADDAN","10 Oct 2024"
"24/91141/B","Single storey extension to West elevation of existing dwelling (Dwelling approved under PA 17/00105/B) Ballacaroon\nWest Baldwin Road\nMount Rule\nIsle Of Man\nIM4 4HW\n","BRADDAN","16 Oct 2024"
"24/91156/B","Erection of log cabin in rear garden, to be used as a hobby room 2 Camlork Place\nUnion Mills\nIsle Of Man\nIM4 4NY\n","BRADDAN","15 Oct 2024"
"24/91181/B","Erection of an external canopy to existing service yard (Amendment to PA 24/00665/B) B&Q\nUnit 35\nSpring Valley Industrial Estate\nDouglas\nIsle Of Man\nIM2 2QT\n","BRADDAN","16 Oct 2024"
"24/91094/B","Installation of decking and extension to existing shed (retrospective) 4 College Green\nCastletown\nIsle Of Man\nIM9 1BE\n","CASTLETOWN","14 Oct 2024"
"24/00586/B","Erection of up to 14 storey of mixed use development including a multiscreen cinema (Class 4.4); office space (Class 2.1); 9 commercial units (Classes 1.1 to 2.1); bus information centre; public toilets; bus driver welfare area; 5 bus stands on Lord Street with associated waiting areas; site development and landscaping works; back of house area, plant facilities and circulation space; green roof terrace; 85 residential apartments (Class 3.4); and private parking facilities (91 car spaces). Land At Lord Street Car Park\nLord Street\nDouglas\nIsle Of Man\nIM1 2BL\n","DOUGLAS","10 Jul 2024"
"24/91119/B","Demolition of side facing porch, window / door alterations, replacement of balustrade and replace garage door with bi-fold doors Coromandel\nEleanora Drive\nDouglas\nIsle Of Man\nIM2 3NN\n","DOUGLAS","11 Oct 2024"
"24/91148/B","Installation of replacement windows 6 Woodbourne Villas\nAlexander Drive\nDouglas\nIsle Of Man\nIM2 3QG\n","DOUGLAS","14 Oct 2024"
"24/91165/B","Provision of a new external entrance door to the rear of Douglas Fire Station Fire Station\nPeel Road\nDouglas\nIsle Of Man\nIM1 5ED\n","DOUGLAS","14 Oct 2024"
