"Application Number","Details","Local Authority","Date"
"24/00708/B","Conversion of barn and erection of double garage extension to provide ancillary and tourist accommodation Farrants Fort\nSt Judes\nIsle Of Man\nIM7 2EN\n","ANDREAS","2 Jul 2024"
"24/00709/B","Erection of a replacement multi-purpose agricultural building Field 124768\nFarrants Fort\nSt Judes\nIsle Of Man\nIM7 2EN\n","ANDREAS","2 Jul 2024"
"24/00710/B","Erection of 54 ground-mounted photo-voltaic panels (retrospective) Field 124768\nFarrant\'s Fort \nJurby Road\nSt Judes\nAndreas\nIM7 2EN","ANDREAS","2 Jul 2024"
"24/00715/A","Approval in principle for detached house and integral garage, including access. Field 425317\nMain Road\nBallabeg\nCastletown\nIsle Of Man\nIM9 4EZ\n","ARBORY","8 Jul 2024"
"24/00760/B","Erection of single-storey extension to rear of property; removal of existing trees. 33 Glebe Aalin\nBallaugh\nIsle Of Man\nIM7 5BX\n","BALLAUGH","8 Jul 2024"
"24/00734/C","Creation of nature reserve via the planting of trees. Creg Y Cowin Farm\nEast Baldwin\nIsle Of Man\nIM4 5ER\n","BRADDAN","4 Jul 2024"
"24/00727/C","Additional use as tourist accommodation 49 Arbory Street\nCastletown\nIsle Of Man\nIM9 1LL\n","CASTLETOWN","8 Jul 2024"
"24/00586/B","Erection of up to 14 storey of mixed use development including a multiscreen cinema (Class 4.4); office space (Class 2.1); 9 commercial units (Classes 1.1 to 2.1); bus information centre; public toilets; bus driver welfare area; 5 bus stands on Lord Street with associated waiting areas; site development and landscaping works; back of house area, plant facilities and circulation space; green roof terrace; 85 residential apartments (Class 3.4); and private parking facilities (91 car spaces). Land At Lord Street Car Park\nLord Street\nDouglas\nIsle Of Man\nIM1 2BL\n","DOUGLAS","10 Jul 2024"
"24/00743/B","Construction of 500m length of reinforced concrete wall 1.2m high and anchored to the existing promenade sea wall for the purpose of reducing wave overtopping (part retrospective). Sea Wall\nHarris Promenade\nDouglas\nIsle Of Man\n\n","DOUGLAS","4 Jul 2024"
"24/00757/D","Installation of illuminated and non-illuminated signage to front elevation and windows. Argyle House \nChurch Road Marina & 2 Harris Promenade\nDouglas\nIM1 2HQ\n","DOUGLAS","8 Jul 2024"
"24/00736/B","Alterations and extensions to existing cottage to form new two storey rear extension and single storey garage to side. Ballasaig House\nDreemskerry\nMaughold\nIsle Of Man\nIM7 1BF\n","GARFF","8 Jul 2024"
"24/00704/B","Erection of two no. temporary storage containers (retrospective). Lambfell Beg\nCronk Y Voddy\nSt Johns\nIsle Of Man\nIM4 3NS\n","GERMAN","8 Jul 2024"
"24/00738/B","Demolition of existing garage and erection of a single storey extension on the east gable wall of the existing dwelling Ballastowell\nGlenlough Circle\nGlen Vine\nIsle Of Man\nIM4 4AX\n","MAROWN","8 Jul 2024"
"24/00685/C","Change of Use from former Doctor\'s Surgery to a Shop with office and storage and distribution 75 Main Road\nOnchan\nIsle Of Man\nIM3 1AJ\n","ONCHAN","17 Jun 2024"
"24/00724/B","Creation of additional parking spaces Majestic Apartments\nKing Edward Road\nOnchan\nIsle Of Man\nIM3 2BD\n","ONCHAN","9 Jul 2024"
"24/00726/B","Window and door alterations at rear of property; installation of an oil tank. The Hollies\nBradda West Road\nSpaldrick\nPort Erin\nIsle Of Man\nIM9 6PL\n","PORT ERIN","8 Jul 2024"
"24/00740/B","Installation of decking to the front elevation. Replacement access gates. Replacement masonry boundary wall to the side of the gate pillar at west boundary. Headlands\nBradda West Road\nSpaldrick\nPort Erin\nIsle Of Man\nIM9 6PN\n","PORT ERIN","4 Jul 2024"
"24/00754/B","Installation of replacement windows Ashdale\n1 Church Road\nPort Erin\nIsle Of Man\nIM9 6AH\n","PORT ERIN","8 Jul 2024"
"24/00749/B","First floor extension and alterations to dwelling Sea View\nClifton Road\nPort St Mary\nIsle Of Man\nIM9 5EL\n","PORT ST MARY","8 Jul 2024"
"24/00747/B","Replacement window frames and new roof to conservatory only. 5 Summerland\nRamsey\nIsle Of Man\nIM8 2EF\n","RAMSEY","8 Jul 2024"
"24/00750/B","Removal of chimney stack and rooflight to rear elevation Blenheim\nBrookfield Crescent\nRamsey\nIsle Of Man\nIM8 2AF\n","RAMSEY","8 Jul 2024"
