"Application Number","Details","Local Authority","Date"
"24/90950/B","Shipping container for storage of electrical cabling (retrospective) The Sim Centre\nUnion Mills Industrial Estate\nUnion Mills\nIsle Of Man\nIM4 4AB\n","BRADDAN","21 Aug 2024"
"24/90938/B","Demolition of existing rear porch and erection of a rear extension and patio Cronnag\nBowling Green Road\nCastletown\nIsle Of Man\nIM9 1EB\n","CASTLETOWN","21 Aug 2024"
"24/90951/B","Refurbishment and remodelling works involving replacement windows, porch, entrance door and replacement roof Bursary Building\nKing Williams College Grounds\nCastletown\nIsle Of Man\nIM9 1TP\n","CASTLETOWN","20 Aug 2024"
"24/00957/D","Installation of non-illuminated signage (in association with PA 24/00958/CON) Douglas Chambers \nNorth Quay\nDouglas\nIsle Of Man\n\n","DOUGLAS","16 Aug 2024"
"24/00958/CON","Registered Building consent for the installation of non-illuminated signage (in association with PA 24/00957/D) RB 186 Douglas Chambers\nNorth Quay\nDouglas\nIsle Of Man\n\n","DOUGLAS","16 Aug 2024"
"24/90933/B","Remove rear door to kitchen and replace with extended kitchen window 58 Governors Hill\nDouglas\nIsle Of Man\nIM2 7AU\n","DOUGLAS","20 Aug 2024"
"24/90939/B","Installation of replacement windows to front elevation ground floor bay window and first floor windows 22 Woodburn Square\nDouglas\nIsle Of Man\nIM1 4DE\n","DOUGLAS","21 Aug 2024"
"24/90978/B","Erection of two Bay window extensions with roof balconies above to front elevation Deansgate\nLucerne Court\nDouglas\nIsle Of Man\nIM2 6BJ\n","DOUGLAS","20 Aug 2024"
"24/00496/A","Approval in Principle for erection of timber stable block Magher Drine\nBallafayle\nRamsey\nIsle Of Man\nIM7 1EA\n","GARFF","26 Apr 2024"
"24/90898/B","A front extension to increase the size of the existing garage and to provide an entrance porch. The erection of a small greenhouse in the garden area. Spring Bank\nBaldrine Road\nBaldrine\nIsle Of Man\nIM4 6EB\n","GARFF","15 Aug 2024"
"24/90971/B","Installation of 28 solar panels to roof of garage, installation of a flue and altered window position to previously approved scheme (PA 21/00764/B) Barony View\nGlen Mona Loop Road\nGlen Mona\nRamsey\nIsle Of Man\nIM7 1HG\n","GARFF","21 Aug 2024"
"24/00211/C","Conversion of existing garage office to tourist accommodation (Class 3.6), including new sewer treatment works, external decking and carport Lambfell Beg\nCronk Y Voddy\nSt Johns\nIsle Of Man\nIM4 3NS\n","GERMAN","29 Feb 2024"
"24/90965/B","Variation of condition one of PA 96/00779/B to allow the property to be occupied as a private dwelling Cornerstones\nLhergydhoo\nPeel\nIsle Of Man\nIM5 2AE\n","GERMAN","21 Aug 2024"
"24/90975/B","Installation of road layout and surface water drainage system and approval in principle for layout of three building plots Part Field 214287\nThe Threshold\nJurby\nIsle Of Man\n\n","JURBY","20 Aug 2024"
"24/90934/B","Erection of a detached machinery storage Building Field 430685\nSwallows Rest\nBayrauyr Road\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AT\n","MALEW","16 Aug 2024"
"24/90956/B","Extensions to east elevation Ballalonna Farm\nDalby\nIsle Of Man\nIM5 3BW\n","PATRICK","15 Aug 2024"
"24/00888/B","Installation of a sculpture and formation of new access ramp with curved timber screen and metal handrail Peel Centenary Centre \nAtholl Street\nPeel\nIM5 1HQ\n","PEEL","21 Aug 2024"
"24/90935/B","Installation of replacement windows and doors 12 Duke Street\nPeel\nIsle Of Man\nIM5 1NG\n","PEEL","21 Aug 2024"
"24/90937/B","Erection of an extension to rear elevation 22 Corran Pirragh\nReayrt Ny Cronk\nPeel\nIsle Of Man\nIM5 1GN\n","PEEL","21 Aug 2024"
"24/90949/C","Additional use of guest room as bed and breakfast accommodation Greenbank\n11 Tynwald Road\nPeel\nIsle Of Man\nIM5 1JZ\n","PEEL","15 Aug 2024"
"24/90940/B","Infill to front porch on west elevation of dwelling. 73 Royal Park\nRamsey\nIsle Of Man\nIM8 3UH\n","RAMSEY","16 Aug 2024"
"24/90918/B","Install photovoltaic solar panels on flat roofs The Rheast\nRheast Road\nSanton\nIsle Of Man\nIM4 2HR\n","SANTON","20 Aug 2024"
"24/90929/B","Erection of a cattle shed extension Ballakissack\nSchool Lane\nSanton\nIsle Of Man\nIM4 1EG\n","SANTON","15 Aug 2024"
