"osm_id","osm_type","osm_url","lat","lon","addr:postcode","source:addr:postcode"
"5162989593","node","https://osm.org/node/5162989593","54.147663","-4.484593","IM1 1JE",""
"5162998754","node","https://osm.org/node/5162998754","54.147604","-4.484598","IM1 4QF",""
"5252054773","node","https://osm.org/node/5252054773","54.177594","-4.448577","IM3 4HR","Isle of Man Land Registry Land Transactions"
"5331323721","node","https://osm.org/node/5331323721","54.151171","-4.496706","IM1 5EP",""
"5448644574","node","https://osm.org/node/5448644574","54.222583","-4.693888","IM5 1HB",""
"5448647413","node","https://osm.org/node/5448647413","54.222717","-4.693906","IM5 1HB",""
"5677599322","node","https://osm.org/node/5677599322","54.320607","-4.378715","IM8 3AW",""
"5755429521","node","https://osm.org/node/5755429521","54.086587","-4.75787","IM9 6LB",""
"6123229686","node","https://osm.org/node/6123229686","54.385095","-4.449531","IM7 4JA",""
"6213832686","node","https://osm.org/node/6213832686","54.368202","-4.464275","IM7 3EJ",""
"6918863985","node","https://osm.org/node/6918863985","54.28691","-4.587425","IM6 1EE",""
"7151277585","node","https://osm.org/node/7151277585","54.318194","-4.377193","IM8 2JA",""
"7732165998","node","https://osm.org/node/7732165998","54.186017","-4.638269","IM4 3AU",""
"8215111483","node","https://osm.org/node/8215111483","54.16553","-4.478727","IM2 4BD",""
"8328949334","node","https://osm.org/node/8328949334","54.148702","-4.484132","IM1 1JD",""
"8922119933","node","https://osm.org/node/8922119933","54.152865","-4.480113","IM1 2PG",""
"9023586433","node","https://osm.org/node/9023586433","54.152912","-4.479372","IM1 2EX",""
"9235558642","node","https://osm.org/node/9235558642","54.322751","-4.379195","IM8 1BG",""
"9270605569","node","https://osm.org/node/9270605569","54.392103","-4.473895","IM7 3EQ",""
"9294524227","node","https://osm.org/node/9294524227","54.319079","-4.423659","IM7 2AN",""
"9332491586","node","https://osm.org/node/9332491586","54.168116","-4.531051","IM4 4AN",""
"9386045433","node","https://osm.org/node/9386045433","54.0849","-4.759856","IM9 6HE",""
"9473024605","node","https://osm.org/node/9473024605","54.321387","-4.38129","IM8 1JS",""
"9690706643","node","https://osm.org/node/9690706643","54.073807","-4.654309","IM9 1DQ",""
"9952891795","node","https://osm.org/node/9952891795","54.183749","-4.567011","IM4 2EE",""
"9952891796","node","https://osm.org/node/9952891796","54.183667","-4.566862","IM4 2EE",""
"10017458753","node","https://osm.org/node/10017458753","54.147893","-4.503105","IM2 1AL",""
"10017522876","node","https://osm.org/node/10017522876","54.146445","-4.482914","IM1 5AJ",""
"10018738330","node","https://osm.org/node/10018738330","54.153651","-4.486371","IM1 3PE",""
"10048314648","node","https://osm.org/node/10048314648","54.320194","-4.38159","IM8 2EE",""
"10048327440","node","https://osm.org/node/10048327440","54.085723","-4.756518","IM9 6AE",""
"10049617008","node","https://osm.org/node/10049617008","54.151874","-4.478584","IM1 2LY",""
"10134769069","node","https://osm.org/node/10134769069","54.148683","-4.481042","IM1 2AG",""
"10151684348","node","https://osm.org/node/10151684348","54.151657","-4.479196","IM1 2EJ",""
"10289485880","node","https://osm.org/node/10289485880","54.152571","-4.481133","IM1 2PR",""
"10289949130","node","https://osm.org/node/10289949130","54.151241","-4.498107","IM1 5EW",""
"10297500669","node","https://osm.org/node/10297500669","54.230149","-4.404273","IM4 7BQ",""
"10297500670","node","https://osm.org/node/10297500670","54.230099","-4.404178","IM4 7BQ",""
"10297500671","node","https://osm.org/node/10297500671","54.229992","-4.404022","IM4 7BQ",""
"10298618525","node","https://osm.org/node/10298618525","54.322938","-4.395107","IM8 2LA",""
"10298654508","node","https://osm.org/node/10298654508","54.323975","-4.388423","IM8 2LG",""
"10298696213","node","https://osm.org/node/10298696213","54.323986","-4.389266","IM8 2LG",""
"10598603548","node","https://osm.org/node/10598603548","54.319675","-4.378647","IM8 1LH",""
"10618502535","node","https://osm.org/node/10618502535","54.14939","-4.48162","IM1 1LD",""
"10618502536","node","https://osm.org/node/10618502536","54.149352","-4.481683","IM1 1LD",""
"10618502559","node","https://osm.org/node/10618502559","54.148734","-4.486783","IM1 4LZ",""
"10618669240","node","https://osm.org/node/10618669240","54.149461","-4.485672","IM1 1AZ",""
"10620013851","node","https://osm.org/node/10620013851","54.150804","-4.483929","IM1 1AG",""
"10620013853","node","https://osm.org/node/10620013853","54.150732","-4.483908","IM1 1AG",""
"10623703243","node","https://osm.org/node/10623703243","54.149701","-4.481628","IM1 1JA",""
"10631164329","node","https://osm.org/node/10631164329","54.150671","-4.518618","IM2 2BZ",""
"10631871065","node","https://osm.org/node/10631871065","54.153441","-4.486721","IM1 3FH",""
"10634772695","node","https://osm.org/node/10634772695","54.153458","-4.48428","IM1 3AQ",""
"10634772696","node","https://osm.org/node/10634772696","54.154426","-4.486161","IM1 3EY",""
"10659969550","node","https://osm.org/node/10659969550","54.175979","-4.458086","IM3 4EY","Isle of Man Government Land Registry Land Transactions"
"10659969551","node","https://osm.org/node/10659969551","54.175925","-4.458695","IM3 4EY","Isle of Man Government Land Registry Land Transactions"
"10659969552","node","https://osm.org/node/10659969552","54.175918","-4.458774","IM3 4EY","Isle of Man Government Land Registry Land Transactions"
"10659969558","node","https://osm.org/node/10659969558","54.175932","-4.458616","IM3 4EY","Isle of Man Government Land Registry Land Transactions"
"10659969559","node","https://osm.org/node/10659969559","54.175939","-4.458537","IM3 4EY","Isle of Man Government Land Registry Land Transactions"
"10661831348","node","https://osm.org/node/10661831348","54.309643","-4.541195","IM7 5JG",""
"10669703775","node","https://osm.org/node/10669703775","54.322108","-4.38782","IM8 2LW","Isle of Man Government Land Registry Land Transactions"
"10669703776","node","https://osm.org/node/10669703776","54.321961","-4.388553","IM8 2LW","Isle of Man Government Land Registry Land Transactions"
"10672910129","node","https://osm.org/node/10672910129","54.326095","-4.389311","IM8 3EJ","Isle of Man Government Land Registry Land Transactions"
"10672910140","node","https://osm.org/node/10672910140","54.326366","-4.38954","IM8 3EJ","Isle of Man Government Land Registry Land Transactions"
"10672910141","node","https://osm.org/node/10672910141","54.326461","-4.389628","IM8 3EJ","Isle of Man Government Land Registry Land Transactions"
"10672910142","node","https://osm.org/node/10672910142","54.326504","-4.38966","IM8 3EJ","Isle of Man Government Land Registry Land Transactions"
"10672910143","node","https://osm.org/node/10672910143","54.326409","-4.389576","IM8 3EJ","Isle of Man Government Land Registry Land Transactions"
"10673109798","node","https://osm.org/node/10673109798","54.329977","-4.397731","IM8 3NY",""
"10674039103","node","https://osm.org/node/10674039103","54.159724","-4.477969","IM2 4HD",""
"10674039104","node","https://osm.org/node/10674039104","54.15966","-4.477911","IM2 4HD",""
"10674302091","node","https://osm.org/node/10674302091","54.161471","-4.484114","IM2 3BA",""
"10674302092","node","https://osm.org/node/10674302092","54.161248","-4.484205","IM2 3BA","Isle of Man Government Land Registry Land Transactions"
"10678898618","node","https://osm.org/node/10678898618","54.312799","-4.372737","IM7 1AD",""
"10678898619","node","https://osm.org/node/10678898619","54.312396","-4.368629","IM7 1AD",""
"10678898626","node","https://osm.org/node/10678898626","54.310092","-4.364102","IM7 1BN",""
"10678898635","node","https://osm.org/node/10678898635","54.279354","-4.338094","IM7 1ED",""
"10678898636","node","https://osm.org/node/10678898636","54.27992","-4.33786","IM7 1ED",""
"10679222433","node","https://osm.org/node/10679222433","54.203045","-4.635335","IM4 3LU",""
"10679439849","node","https://osm.org/node/10679439849","54.294477","-4.345462","IM7 1BE",""
"10679439874","node","https://osm.org/node/10679439874","54.296878","-4.350295","IM7 1BF",""
"10681854135","node","https://osm.org/node/10681854135","54.291323","-4.337041","IM7 1AZ",""
"10681892881","node","https://osm.org/node/10681892881","54.321541","-4.37803","IM8 1ET",""
"10683078472","node","https://osm.org/node/10683078472","54.301546","-4.353567","IM7 1AW",""
"10683078474","node","https://osm.org/node/10683078474","54.301482","-4.3535","IM7 1AW",""
"10683078480","node","https://osm.org/node/10683078480","54.303154","-4.352384","IM7 1AW",""
"10683492835","node","https://osm.org/node/10683492835","54.348383","-4.493023","IM7 3BS",""
"10683492836","node","https://osm.org/node/10683492836","54.348278","-4.493053","IM7 3BS",""
"10683769278","node","https://osm.org/node/10683769278","54.26661","-4.372598","IM7 1HQ",""
"10685392911","node","https://osm.org/node/10685392911","54.177398","-4.721183","IM5 3BP","Isle of Man Government Land Registry Land Transactions"
"10686043344","node","https://osm.org/node/10686043344","54.182318","-4.500029","IM4 5EH",""
"10688883209","node","https://osm.org/node/10688883209","54.096187","-4.629497","IM99 6AB",""
"10693193695","node","https://osm.org/node/10693193695","54.199963","-4.638457","IM4 3AR",""
"10693864168","node","https://osm.org/node/10693864168","54.315906","-4.374061","IM8 1NL","Isle of Man Government Land Registry Land Transactions"
"10709045253","node","https://osm.org/node/10709045253","54.149885","-4.48057","IM1 1EJ",""
"10709045254","node","https://osm.org/node/10709045254","54.149834","-4.48057","IM1 1EJ",""
"10710776623","node","https://osm.org/node/10710776623","54.152111","-4.486356","IM1 3DH","Isle of Man Government Planning Applications"
"10710776631","node","https://osm.org/node/10710776631","54.15264","-4.485604","IM1 3DH",""
"10710776632","node","https://osm.org/node/10710776632","54.152684","-4.485552","IM1 3DQ",""
"10710776633","node","https://osm.org/node/10710776633","54.152716","-4.485501","IM1 3DQ",""
"10710776637","node","https://osm.org/node/10710776637","54.152304","-4.486082","IM1 3DH",""
"10710776638","node","https://osm.org/node/10710776638","54.15215","-4.486301","IM1 3DH",""
"10716379660","node","https://osm.org/node/10716379660","54.173712","-4.45643","IM3 1AS",""
"10716379665","node","https://osm.org/node/10716379665","54.175305","-4.45309","IM3 1AL",""
"10716515398","node","https://osm.org/node/10716515398","54.174665","-4.455458","IM3 1AG","Isle of Man Government Planning Applications"
"10716515399","node","https://osm.org/node/10716515399","54.174706","-4.455497","IM3 1AG","Isle of Man Government Planning Applications"
"10716515400","node","https://osm.org/node/10716515400","54.174742","-4.455543","IM3 1AG","Isle of Man Government Planning Applications"
"10716515401","node","https://osm.org/node/10716515401","54.174782","-4.455655","IM3 1AG","Isle of Man Government Planning Applications"
"10716515402","node","https://osm.org/node/10716515402","54.174813","-4.455712","IM3 1AG","Isle of Man Government Planning Applications"
"10716515403","node","https://osm.org/node/10716515403","54.17502","-4.456082","IM3 1AG","Isle of Man Government Planning Applications"
"10716515404","node","https://osm.org/node/10716515404","54.175054","-4.456142","IM3 1AG","Isle of Man Government Planning Applications"
"10716540904","node","https://osm.org/node/10716540904","54.175014","-4.456563","IM3 1AG",""
"10720127016","node","https://osm.org/node/10720127016","54.318283","-4.424204","IM7 2AL",""
"10724496951","node","https://osm.org/node/10724496951","54.084604","-4.765317","IM9 6JA",""
"10727454316","node","https://osm.org/node/10727454316","54.152431","-4.488877","IM1 4AN",""
"10727513210","node","https://osm.org/node/10727513210","54.150855","-4.494449","IM1 4RE",""
"10727767751","node","https://osm.org/node/10727767751","54.154367","-4.482367","IM1 3LX",""
"10727767752","node","https://osm.org/node/10727767752","54.154012","-4.482454","IM1 3LX",""
"10727767753","node","https://osm.org/node/10727767753","54.153291","-4.484172","IM1 3AQ",""
"10727767754","node","https://osm.org/node/10727767754","54.153631","-4.484375","IM1 3AQ",""
"10727767755","node","https://osm.org/node/10727767755","54.154538","-4.484471","IM1 3AJ",""
"10727767756","node","https://osm.org/node/10727767756","54.153571","-4.48435","IM1 3AQ",""
"10727767757","node","https://osm.org/node/10727767757","54.153791","-4.484392","IM1 3AH",""
"10727767758","node","https://osm.org/node/10727767758","54.15425","-4.48444","IM1 3AH","Isle of Man Government Land Registry Land Transactions"
"10727767759","node","https://osm.org/node/10727767759","54.153848","-4.484398","IM1 3AH","Isle of Man Government Land Registry Land Transactions"
"10732996702","node","https://osm.org/node/10732996702","54.150687","-4.48281","IM1 1ED","Isle of Man Government Planning Applications"
"10733020713","node","https://osm.org/node/10733020713","54.150306","-4.483333","IM1 1ED","Isle of Man Government Planning Applications"
"10733868465","node","https://osm.org/node/10733868465","54.170454","-4.472248","IM2 6AW",""
"10739224379","node","https://osm.org/node/10739224379","54.154778","-4.500247","IM1 4HQ","Isle of Man Government Planning Applications"
"10739224380","node","https://osm.org/node/10739224380","54.154304","-4.497772","IM1 4EZ",""
"10739808068","node","https://osm.org/node/10739808068","54.156567","-4.489088","IM2 3QG","Isle of Man Government Land Registry Land Transactions"
"10739808070","node","https://osm.org/node/10739808070","54.156692","-4.48876","IM2 3QG","Isle of Man Government Land Registry Land Transactions"
"10739808075","node","https://osm.org/node/10739808075","54.156952","-4.487189","IM2 3QE","Isle of Man Government Land Registry Land Transactions"
"10739808076","node","https://osm.org/node/10739808076","54.156931","-4.487282","IM2 3QE","Isle of Man Government Land Registry Land Transactions"
"10739808077","node","https://osm.org/node/10739808077","54.157067","-4.486595","IM2 3QE","Isle of Man Government Land Registry Land Transactions"
"10739808078","node","https://osm.org/node/10739808078","54.156771","-4.486917","IM2 3QD","Isle of Man Government Land Registry Land Transactions"
"10739808079","node","https://osm.org/node/10739808079","54.156737","-4.487081","IM2 3QD","Isle of Man Government Land Registry Land Transactions"
"10739808080","node","https://osm.org/node/10739808080","54.156868","-4.486444","IM2 3QD","Isle of Man Government Land Registry Land Transactions"
"10739808081","node","https://osm.org/node/10739808081","54.156721","-4.488667","IM2 3QG","Isle of Man Government Land Registry Land Transactions"
"10739811706","node","https://osm.org/node/10739811706","54.156133","-4.490107","IM2 3QH","Isle of Man Government Land Registry Land Transactions"
"10739811709","node","https://osm.org/node/10739811709","54.15594","-4.490962","IM2 3QJ","Isle of Man Government Land Registry Land Transactions"
"10739811710","node","https://osm.org/node/10739811710","54.155966","-4.49047","IM2 3QL","Isle of Man Government Land Registry Land Transactions"
"10739841166","node","https://osm.org/node/10739841166","54.157142","-4.492975","IM2 3NA","Isle of Man Government Land Registry Land Transactions"
"10739841167","node","https://osm.org/node/10739841167","54.157549","-4.491975","IM2 3NA","Isle of Man Government Land Registry Land Transactions"
"10739841168","node","https://osm.org/node/10739841168","54.157589","-4.491873","IM2 3NA","Isle of Man Government Land Registry Land Transactions"
"10739841169","node","https://osm.org/node/10739841169","54.157114","-4.49305","IM2 3NA","Isle of Man Government Land Registry Land Transactions"
"10739841170","node","https://osm.org/node/10739841170","54.157078","-4.493143","IM2 3NA","Isle of Man Government Land Registry Land Transactions"
"10740059374","node","https://osm.org/node/10740059374","54.155977","-4.507625","IM2 1HQ","Isle of Man Government Land Registry Land Transactions"
"10740179619","node","https://osm.org/node/10740179619","54.195828","-4.52681","IM4 5HE","Isle of Man Government Planning Applications"
"10740266980","node","https://osm.org/node/10740266980","54.231512","-4.617018","IM4 3NR","Isle of Man Government Land Registry Land Transactions"
"10741582335","node","https://osm.org/node/10741582335","54.169255","-4.628694","IM4 3HG",""
"10741696261","node","https://osm.org/node/10741696261","54.131566","-4.638525","IM9 3AY","Isle of Man Government Land Registry Land Transactions"
"10741696262","node","https://osm.org/node/10741696262","54.133119","-4.638091","IM9 3AY","Isle of Man Government Land Registry Land Transactions"
"10741696263","node","https://osm.org/node/10741696263","54.12988","-4.638975","IM9 3EN","Isle of Man Government Land Registry Land Transactions"
"10742329750","node","https://osm.org/node/10742329750","54.319909","-4.404317","IM7 2AB",""
"10743122509","node","https://osm.org/node/10743122509","54.169796","-4.495736","IM4 4QB",""
"10743252790","node","https://osm.org/node/10743252790","54.151848","-4.482425","IM1 2QA",""
"10743252792","node","https://osm.org/node/10743252792","54.151857","-4.481901","IM1 2QA",""
"10743252793","node","https://osm.org/node/10743252793","54.151925","-4.481905","IM1 2QA",""
"10764549845","node","https://osm.org/node/10764549845","54.323411","-4.394238","IM8 2LA",""
"10766214976","node","https://osm.org/node/10766214976","54.155415","-4.486338","IM1 3HD","Isle of Man Government Land Registry Land Transactions"
"10766214977","node","https://osm.org/node/10766214977","54.155285","-4.486339","IM1 3HE","Isle of Man Government Land Registry Land Transactions"
"10766214978","node","https://osm.org/node/10766214978","54.155401","-4.486415","IM1 3HD","Isle of Man Government Land Registry Land Transactions"
"10766214979","node","https://osm.org/node/10766214979","54.155251","-4.487247","IM1 3HD","Isle of Man Government Land Registry Land Transactions"
"10766214980","node","https://osm.org/node/10766214980","54.15522","-4.486718","IM1 3HE","Isle of Man Government Land Registry Land Transactions"
"10766214981","node","https://osm.org/node/10766214981","54.155141","-4.487171","IM1 3HE","Isle of Man Government Land Registry Land Transactions"
"10766214982","node","https://osm.org/node/10766214982","54.154958","-4.486028","IM1 3HG","Isle of Man Government Land Registry Land Transactions"
"10766214983","node","https://osm.org/node/10766214983","54.155127","-4.486195","IM1 3HF","Isle of Man Government Land Registry Land Transactions"
"10766214984","node","https://osm.org/node/10766214984","54.155139","-4.486125","IM1 3HF","Isle of Man Government Land Registry Land Transactions"
