"id","lat","lon","name","name:en","name:gv","ref","highway"
"158802422","","","Douglas Road","","","A5","trunk"
"158802423","","","Castletown Bypass","","","A5","trunk"
"158802425","","","New Castletown Road","","","A5","trunk"
"158802426","","","School Hill Avenue","School Hill Avenue","","","residential"
"158803701","","","Malew Road","Malew Road","","A3","trunk"
"158923992","","","Douglas Road","Douglas Road","","A5","trunk"
"158924005","","","Bayr Grianagh","","Bayr Grianagh","","residential"
"158924007","","","Crossag Road","","","A26","primary"
"158924012","","","Crossag Road","","","A26","primary"
"158924015","","","Abbey Road","","","","unclassified"
"158924018","","","Abbey Road","","","","unclassified"
"158924022","","","Saint Marks Road","","","A26","primary"
"159092823","","","Athol Park","Athol Park","Pairk Athol","","residential"
"159092827","","","Ballafurt Road","","","","residential"
"159092829","","","Bradda West Lane","Bradda West Lane","","","residential"
"159092837","","","Droghadfayle Road","Droghadfayle Road","Raad Droghad Phaayl","","residential"
"159092840","","","Edremony","","","","residential"
"159092842","","","Ballahane Close","","","","residential"
"159092852","","","Maine Road","Maine Road","Raad Maine","","residential"
"159092854","","","Marashen Crescent","Marashen Crescent","Corran Vagher Aittin","","residential"
"159092862","","","Rowany Drive","Rowany Drive","","","residential"
"159092863","","","Strand Road","","","","residential"
"159092879","","","Pooyl Vaaish Road","","","D45","unclassified"
"159101948","","","Ballakilley Close","","","","residential"
"159101949","","","Ballakilley Close","","","","residential"
"159101950","","","Ballakneale Avenue","","","","residential"
"159101951","","","Castletown Road","Castletown Road","Raad Balley Chashtal","A5","trunk"
"159101953","","","Castletown Road","Castletown Road","Raad Balley Chashtal","A5","trunk"
"159101954","","","Close Cam","","","","residential"
"159101955","","","Close Cam","","","","residential"
"159101956","","","Grammah Avenue","","","","residential"
"159101959","","","Lhag Beg","","Lhag Beg","","residential"
"159101965","","","Pairk Beg","Little Park","Pairk Beg","","residential"
"159101968","","","Pairk Beg","Little Park","Pairk Beg","","residential"
"159101970","","","Thornhill Close","","","","residential"
"159261816","","","Saddle Mews","","","","residential"
"159308242","","","Poacher's Pocket","","","","residential"
"159381716","","","Shore Road","Shore Road","Bayre y Traie","","unclassified"
"159381717","","","Shore Road","Shore Road","Bayre y Traie","","unclassified"
"159381718","","","Shore Road","Shore Road","Bayre y Traie","","unclassified"
"159381719","","","Dalby Road","Dalby Road","","A27","primary"
"159381720","","","Dalby Road","Dalby Road","","A27","primary"
"159406923","","","Balthane Road","","","B53","secondary"
"159406925","","","Port Way","","","","unclassified"
"159449569","","","Old Castletown Road","","","A6","trunk"
"159697277","","","Douglas Road","","","A7","primary"
"159697278","","","Douglas Road","","","A7","primary"
"159697279","","","New Road","","","A28","primary"
"159709647","","","Ballakaighen Road","","","A5","trunk"
"159859331","","","Colby Main Road","Colby Main Road","","A7","primary"
"159859332","","","Ballacriy Park","","","","residential"
"159859333","","","Ballacubbon Close","","","","residential"
"159859334","","","Ballagawne Road","","","B43","secondary"
"159859335","","","Ballamaddrell Road","","","B42","secondary"
"159859336","","","Ballastrooan","","","","residential"
"159859337","","","Ballastrooan","","","","residential"
"159859338","","","Colby Glen Road","","","A27","primary"
"159859339","","","Cronk Y Thatcher","","Cronk Y Thatcher","","residential"
"160058073","","","Alder Grove","","","","residential"
"160058074","","","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","A22","primary"
"160058076","","","Fairways Crescent","","","","residential"
"160058077","","","Fairways Drive","","","","residential"
"160058078","","","Fairways Drive","","","","residential"
"160058079","","","Mount Murray Drive","","","","unclassified"
"160058080","","","Murrays Lake Grove","","","","residential"
"160058081","","","Rosebank","","","","service"
"160058082","","","Spring Valley Road","","","A5","trunk"
"160100042","","","Pooil Vaaish Road","","","","unclassified"
"160183778","","","Howe Road","Howe Road","Raad Cheyllys","A31","primary"
"160183779","","","Cregneash Road","Cregneash Road","Raad Cheyllys","A31","primary"
"160232414","","","Pound Road","","","U44","track"
"160235320","","","Real Fairy Bridge","","","","footway"
"160411577","","","Old Lonan Church Road","Old Lonan Church Road","","","unclassified"
"160411580","","","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","","unclassified"
"160411586","","","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","","unclassified"
"160411588","","","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","","unclassified"
"160411590","","","Old Lonan Church Road","Old Lonan Church Road","","","unclassified"
"160411593","","","Old Lonan Church Road","Old Lonan Church Road","","","unclassified"
"160411594","","","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","","unclassified"
"160422020","","","Ashley Park","","","","residential"
"160422021","","","Ballachrink Drive","","","","residential"
"160422022","","","Ballachrink Drive","","","","residential"
"160422023","","","Ballachrink Drive","","","","residential"
"160422024","","","Ballachrink Drive","","","","residential"
"160422025","","","Birch Hill Avenue","","","","residential"
"160422203","","","Old Bemahague Road","","","","service"
"160422259","","","Bemahague Road","","","A18","trunk"
"160422658","","","Deemsters' Walk","","","","footway"
"160423099","","","Ballamodha Straight","","","A3","trunk"
"160423100","","","Ballamodha Straight","","","A3","trunk"
"160423102","","","Ballamodha Straight","","","A3","trunk"
"160423103","","","Foxdale Road","","","A3","trunk"
"160423104","","","Foxdale Main Road","Foxdale Main Road","","A3","trunk"
"160423302","","","Douglas Road","","","A7","primary"
"160424251","","","Station Road","","","A5","primary"
"160837803","","","Malew Street","Malew Street","Straid Valen","","residential"
"160837804","","","Scarlett Road","Scarlett Road","","","unclassified"
"160837805","","","Queen Street","","","","tertiary"
"160837806","","","Scarlett Road","Scarlett Road","","","unclassified"
"161180255","","","Farrant Park","","","","unclassified"
"161180260","","","Farrants Way","","","","tertiary"
"161180261","","","Kissack Road","","","","residential"
"161180264","","","Scarlett Road","","","","residential"
"161299196","","","Ballabrodie","","","","residential"
"161614773","","","Mount Murray Back Road","Mount Murray Back Road","Raad Cooyl Cronk Murray","C21","unclassified"
"161614774","","","Mount Murray Back Road","Mount Murray Back Road","Raad Cooyl Cronk Murray","C21","unclassified"
"161704913","","","Castle Street","Castle Street","","","tertiary"
"161724880","","","Christeens Way","","","","residential"
"161834495","","","Colby Glen Road","","","A27","primary"
"161834496","","","Colby Glen Road","","","A27","primary"
"161834993","","","Bridge Street","","","","unclassified"
"161928030","","","Oatlands Road","","","B24","secondary"
"161930431","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"161967023","","","The Promenade","The Promenade","","B49","secondary"
"162110743","","","Howe Road","Howe Road","Raad Cheyllys","A31","primary"
"162110744","","","Cregneash Road","Cregneash Road","Raad Cheyllys","A31","primary"
"162110746","","","Cregneash Road","Cregneash Road","Raad Cheyllys","A31","primary"
"162110747","","","Sound Road","","","A31","primary"
"162110748","","","Cregneash Road","Cregneash Road","Raad Cheyllys","A31","primary"
"162110749","","","Sound Road","","","A31","primary"
"162110751","","","Sound Road","","","A31","primary"
"162110752","","","Sound Road","","","A31","primary"
"162110753","","","Sound Road","","","A31","primary"
"162110754","","","Sound Road","","","A31","primary"
"162747169","","","Ballavale Road","","","B26","secondary"
"162747170","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"162747171","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"162747172","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"162747173","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"162747174","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"162747175","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"162749659","","","Glenfaba Road","","","A27","primary"
"162749660","","","Close Quane","","","","residential"
"162749661","","","Close Quane","","","","residential"
"162797446","","","River Meadow Land","River Meadow Land","Claddagh","B8","secondary"
"162961247","","","Mountain Road","Mountain Road","","A18","trunk"
"162961250","","","Mountain Road","Mountain Road","","A18","trunk"
"162961256","","","Mountain Road","Mountain Road","","A18","trunk"
"162961262","","","Mountain Road","Mountain Road","","A18","trunk"
"162961264","","","Mountain Road","Mountain Road","","A18","trunk"
"162961266","","","Mountain Road","Mountain Road","","A18","trunk"
"163036516","","","Anagh Coar Road","","","","residential"
"163036517","","","Annacur Lane","","","","unclassified"
"163036518","","","Bayr Cam","","Bayr Cam","","residential"
"163036519","","","Falcon Street","","","","unclassified"
"163036520","","","Lheannag Park","","","","residential"
"163036521","","","Lheannag Park","","","","residential"
"163036522","","","Pulrose Road","Pulrose Road","Raad Poyll Roish","","unclassified"
"163036523","","","Spring Valley Road","","","","residential"
"163036524","","","Springfield Avenue","","","","residential"
"163040575","","","Bemahague Road","","","A18","trunk"
"163040576","","","Mountain Road","Mountain Road","","A18","trunk"
"163040577","","","Mountain Road","Mountain Road","","A18","trunk"
"163139331","","","Braaid Road","","","A26","primary"
"163139333","","","Malew Road","Malew Road","","A3","trunk"
"163139336","","","Ballamodha Road","","","B30","secondary"
"163139338","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"163139339","","","Phildraw Road","","","A34","primary"
"163139340","","","Phildraw Road","","","A34","primary"
"163139343","","","Silverdale Road","","","B50","secondary"
"163139344","","","Silverdale Road","","","B50","secondary"
"163139345","","","The Cooil Road","","","A24","primary"
"163146534","","","Bowling Green Road","","","","residential"
"163146535","","","Bridge Road","","","A7","primary"
"163146536","","","Crossag Road","","","A26","primary"
"163146537","","","Victoria Road","","","","tertiary"
"163146538","","","Victoria Road","","","A5","trunk"
"163258238","","","Ballasalla Road","","","A26","primary"
"163258243","","","Garth Road","","","B35","secondary"
"163258246","","","Kingswood Grove","","","","unclassified"
"163258249","","","Saint Marks Road","","","A26","primary"
"163443111","","","Ballacurry Road","Ballacurry Road","","D55","track"
"163443113","","","Ballafurt Close","","","","residential"
"163443114","","","Beacon Croft Lane","","","","unclassified"
"163443115","","","Cregneash Road","Cregneash Road","Raad Cheyllys","A31","primary"
"163443117","","","Queens Road","Queens Road","Raad y Ven-Rein","","unclassified"
"163443119","","","Saint Catherine's Terrace","Saint Catherine's Terrace","","","unclassified"
"163443125","","","Shore Road","Shore Road","Bayr Ny Traie","","unclassified"
"163443127","","","Surby Road","","","B47","secondary"
"163443129","","","The Chase","","","","residential"
"163463274","","","Strang Road","Strang Road","","A22","primary"
"163463275","","","Belmont Hill","","","","residential"
"163463276","","","Union Mills Main Road","Union Mills Main Road","","A1","trunk"
"163463285","","","Peel Road","","","A1","trunk"
"163463286","","","Peel Road","","","A1","trunk"
"163743742","","","Clannagh Road","Clannagh Road","Bayr Cleaynagh","B37","secondary"
"163743743","","","Moaney Road","","","","unclassified"
"163759541","","","Droghadfayle Road","Droghadfayle Road","Raad Droghad Phaayl","","residential"
"163759542","","","Droghadfayle Road","Droghadfayle Road","Raad Droghad Phaayl","","residential"
"164063913","","","Edmund Chadwick Grove","Edmund Chadwick Grove","Keyll Edmund Chadwick","","residential"
"164063915","","","Samuel Webb Crescent","Samuel Webb Crescent","Corran Samuel Webb","","residential"
"164063917","","","Robert Cubbon Close","Robert Cubbon Close","Close Robert Cubbon","","residential"
"164063919","","","Edmund Chadwick Grove","Edmund Chadwick Grove","Keyll Edmund Chadwick","","residential"
"164066810","","","William Proctor Court","","","","residential"
"164406033","","","Balladoyne","","Balladoyne","","residential"
"164406034","","","St Johns Main Road","St Johns Main Road","","A1","trunk"
"164407811","","","Alderley Close","","","","residential"
"164407813","","","Ashberry Avenue","","","","residential"
"164407816","","","Farmhill Meadows","","","","residential"
"164407819","","","Meadow Crescent","","","","residential"
"164407824","","","Meadow Crescent","","","","residential"
"164407828","","","Stevenson Way","Stevenson Way","Bayr Stevenson","","unclassified"
"164407831","","","Vicarage Park","","","","residential"
"164408178","","","Mount Murray Back Road","Mount Murray Back Road","Raad Cooyl Cronk Murray","C21","unclassified"
"164408439","","","Strang Road","Strang Road","","A22","primary"
"164408441","","","Ballaughton Manor Hill","","","","residential"
"164408442","","","Cronk Grianagh","","Cronk Grianagh","","living_street"
"164408443","","","Cronk Grianagh","","Cronk Grianagh","","residential"
"164408444","","","Cronk Grianagh","","Cronk Grianagh","","residential"
"164408445","","","Cronk Road","Cronk Road","","B32","secondary"
"164408446","","","Lhergy Cripperty","Lhergy Cripperty","Lhargee Cripperty","B32","secondary"
"164408447","","","Old Church Road","","","B35","secondary"
"164408448","","","Old Church Road","","","B35","secondary"
"164408449","","","Old Church Road","","","B35","secondary"
"164408450","","","Old Church Road","","","B35","secondary"
"164408451","","","Old Church Road","","","B35","secondary"
"164408453","","","Main Drive","","","","unclassified"
"164409004","","","Garth Road","","","B35","secondary"
"164409005","","","Garth Road","","","B35","secondary"
"164539377","","","Hampton Farm Road","","","C1848","residential"
"164657832","","","Close Cubbon","","","","residential"
"164658103","","","Douglas Head","","","B80","secondary"
"164658104","","","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","","unclassified"
"164658105","","","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","","unclassified"
"164658106","","","Marine Drive","","","B80","secondary"
"164658107","","","Marine Drive","","","B80","secondary"
"164658108","","","Marine Drive","","","B80","secondary"
"164658109","","","Marine Drive","","","B80","secondary"
"164658110","","","Marine Drive","","","B80","secondary"
"164658111","","","Marine Drive","","","B80","secondary"
"164658112","","","Marine Drive","","","B80","secondary"
"164658114","","","Nelson Street","","","","pedestrian"
"164658116","","","Sydney Street","","","","residential"
"164658118","","","Woodside Terrace","","","","unclassified"
"164982262","","","Station Road","","","","residential"
"164982263","","","The Meadows","","","","residential"
"165129762","","","Foxdale Main Road","Foxdale Main Road","","A3","trunk"
"165129764","","","Braddan Road","Braddan Road","Raad Braddan","A6","trunk"
"165129765","","","Curragh Road","","","A3","trunk"
"165129767","","","Curragh Road","","","A3","trunk"
"165129770","","","Mount Rule Road","Mount Rule Road","Raad Cronk Rule","A23","primary"
"165129772","","","Peel Road","","","A1","trunk"
"165129844","","","Ballafletcher Road","Ballafletcher Road","Raad Balley Fletcher","A21","trunk"
"165129845","","","Ballafletcher Road","Ballafletcher Road","Raad Balley Fletcher","A21","trunk"
"165129846","","","Barrule Road","","","","residential"
"165129847","","","Barrule Road","","","","residential"
"165129848","","","Campion Way","","","","residential"
"165129849","","","Cedar Walk","","","","residential"
"165129850","","","Conister Road","","","","residential"
"165129851","","","Cronk Coar","","Cronk Coar","","residential"
"165129852","","","Cronk Y Berry","","Cronk y Berry","","residential"
"165129853","","","Eary Veg","","Eary Veg","","residential"
"165129854","","","Fenella Avenue","","","","residential"
"165129855","","","First Avenue","","","","residential"
"165129856","","","Fuchsia Lane","","","","residential"
"165129857","","","Glen Park Drive","","","","residential"
"165129859","","","Gorsecroft","","","","residential"
"165129861","","","Governors Hill","","","","residential"
"165129863","","","Hillberry Close","","","","residential"
"165129864","","","Hillcroft","","","","residential"
"165129866","","","Orchid Close","","","","residential"
"165129867","","","Pine Hill","","","","residential"
"165129868","","","Second Avenue","","","","residential"
"165129869","","","Snaefell Road","","","","residential"
"165129871","","","Stanley Mews","","","","residential"
"165129872","","","The Cherry Walk","","","","residential"
"165129873","","","The Laurels","","","","residential"
"165129874","","","Tromode Park","","","","residential"
"165264439","","","West Drive","","","","unclassified"
"165264614","","","Ballafletcher Road","Ballafletcher Road","Raad Balley Fletcher","A21","trunk"
"165264615","","","Ballafletcher Road","Ballafletcher Road","Raad Balley Fletcher","A21","trunk"
"165267589","","","Dalby Road","Dalby Road","","A27","primary"
"165267591","","","Alexandra Road","","","A5","trunk"
"165267592","","","Ballamodha Straight","","","A3","trunk"
"165267593","","","Glen Rushen Road","Glen Rushen Road","Bayr Glion Rosien","","unclassified"
"165267594","","","Road of the Grey Hill","Road of the Grey Hill","Bayr Yn Chor Lheeah","B39","secondary"
"165267595","","","Ronague Road","","","A27","primary"
"165267596","","","Shore Road","Shore Road","Bayre y Traie","","unclassified"
"165267597","","","Dalby Road","Dalby Road","","A27","primary"
"165339420","","","Balllaquark","","","","residential"
"165339422","","","Clybane Road","","","","residential"
"165339425","","","Farmhill Drive","Farmhill Drive","Imman Balley Quirk","","residential"
"165339426","","","Farmhill Meadows","","","","residential"
"165339427","","","Farmhill Mews","","","","residential"
"165339428","","","Hampton Grove","","","","residential"
"165339430","","","Hill Top Rise","","","","residential"
"165339431","","","Hill Top View","","","","residential"
"165339432","","","Manor Drive","","","","residential"
"165339433","","","Stevenson Way","Stevenson Way","Bayr Stevenson","","unclassified"
"165339587","","","Cronk-Liauyr","","Cronk-Liauyr","","residential"
"165339593","","","Douglas Avenue","","","","residential"
"165339594","","","Governor's Road","","","A2","trunk"
"165339595","","","Montreux Court","","","","unclassified"
"165339596","","","Port-E-Chee-Avenue","","","","residential"
"165339597","","","Port-E-Chee-Avenue","","","","residential"
"165339598","","","Tromode Road","","","A47","primary"
"165339599","","","Tromode Road","","","A47","primary"
"165339600","","","Tromode Road","","","A47","primary"
"165339601","","","Victoria Road","","","A46","primary"
"165550149","","","Ellenbrook Avenue","","","","unclassified"
"165550150","","","Ellenbrook Close","","","","residential"
"165557647","","","Douglas Harbour Lifting Bridge","","","","primary"
"165557648","","","Douglas Harbour Lifting Bridge","","","","primary"
"165560608","","","Ashbourne Avenue","","","","residential"
"165560609","","","Ballaughton Close","","","","residential"
"165560610","","","Balllaquark","","","","residential"
"165560611","","","Close Cowley","","","","residential"
"165560612","","","Cushag Close","","","","residential"
"165560613","","","Farmhill Mews","","","","residential"
"165560614","","","Hampton Grove","","","","residential"
"165560615","","","Hibbin Lane","","","","footway"
"165560616","","","Hill Top View","","","","residential"
"165560617","","","Mill Mount","","","","unclassified"
"165560618","","","Rosehill Mews","","","","service"
"165560619","","","Rosehill Mews","","","","service"
"165560620","","","Rosehill Mews","","","","service"
"165560621","","","Spring Valley Terrace","","","","residential"
"165560622","","","Tramman Rise","","","","footway"
"165560623","","","Urley Walk","","","","footway"
"165560624","","","Vicarage Mews","","","","service"
"165560625","","","Vicarage Mews","","","","service"
"165560626","","","Vicarage Mews","","","","service"
"165560628","","","Wallberry Mews","","","","service"
"165560690","","","Cambrian Place","","","","service"
"165791835","","","Ballaugh Main Road","Ballaugh Main Road","","A3","trunk"
"165791930","","","Coast Road","Coast Road","","A4","trunk"
"165792238","","","Balleira Road","Balleira Road","Bayr ny Balleira","","unclassified"
"165792242","","","Balleira Road","Balleira Road","Bayr ny Balleira","","unclassified"
"165792243","","","Balleira Road","Balleira Road","Bayr ny Balleira","","unclassified"
"165792245","","","Balleira Road","Balleira Road","Bayr ny Balleira","","unclassified"
"165792246","","","Cannan Court","","","","unclassified"
"165792247","","","Cleiy Rhennee","","","","residential"
"165792248","","","Faaie Ny Cabbal","","","","unclassified"
"165792249","","","Faaie Ny Cabbal","","","","unclassified"
"165792250","","","Faaie Ny Cabbal","","","","unclassified"
"165792251","","","Faaie Ny Cabbal","","","","unclassified"
"165792254","","","Ramsey Road","","","A4","trunk"
"165792255","","","Coast Road","Coast Road","","A4","trunk"
"165792258","","","Coast Road","Coast Road","","A4","trunk"
"165792260","","","Slieau Curn Park","","","","unclassified"
"165795028","","","Station Road","Station Road","","A40","primary"
"165795029","","","Station Road","Station Road","","A40","primary"
"165795030","","","Station Road","Station Road","","A40","primary"
"165795031","","","Station Road","Station Road","","A40","primary"
"165795032","","","Garey Road","Garey Road","","D47","unclassified"
"165795033","","","Glenfaba Road","","","A27","primary"
"165795034","","","Patrick Street","","","A27","primary"
"165795035","","","Slieau Whallian Road","Slieau Whallian Road","","C17","unclassified"
"165795644","","","Dalby Road","Dalby Road","","A27","primary"
"165795645","","","Dalby Road","Dalby Road","","A27","primary"
"165795651","","","Glen Maye Park","Glen Maye Park","Pairk Glion Meay","","unclassified"
"165795653","","","Glen Maye Park","Glen Maye Park","Pairk Glion Meay","","unclassified"
"165795655","","","Glen Maye Park","Glen Maye Park","Pairk Glion Meay","","unclassified"
"165795661","","","Glen Rushen Road","","","","unclassified"
"165795664","","","Patrick Road","Patrick Road","Bayr Keeill Pherick","A30","primary"
"165795675","","","Treljah Lane","Treljah Lane","","","unclassified"
"165801849","","","Ballatessan Meadow","","","","residential"
"165801850","","","Creggan’s Avenue","Creggan’s Avenue","Pairk Ghlion Fabey","","residential"
"165801852","","","Peel Road","Peel Road","","A1","trunk"
"165801853","","","Queens Drive","Queens Drive","Imman y Venrein","","tertiary"
"165802048","","","Glen Helen Road","Glen Helen Road","","A3","trunk"
"165802049","","","Glen Helen Road","Glen Helen Road","","A3","trunk"
"165803402","","","Slieau Whallian Park","","","","residential"
"165803403","","","Slieau Whallian Park","","","","residential"
"165803405","","","Ballavagher Road","","","","unclassified"
"165805937","","","Kionslieu Hill","","","","unclassified"
"165805939","","","Kionslieu Hill","","","","unclassified"
"166054825","","","Ballakillowey Road","","","A36","primary"
"166054826","","","Ballakilpheric Road","","","B44","secondary"
"166054827","","","Bradda Road","Bradda Road","Raad Vradda","A32","primary"
"166054828","","","Cronk Hunna","","","A32","primary"
"166054829","","","Grampus Hill Road","","","B47","secondary"
"166251136","","","Ballamaddrell Road","","","B40","secondary"
"166769398","","","Kennaa Road","Kennaa Road","","U55","unclassified"
"166769707","","","Peel Road","","","A1","trunk"
"166769709","","","Peel Road","","","A1","trunk"
"167025100","","","Ballagarey Crescent","","","","unclassified"
"167025101","","","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","","residential"
"167025103","","","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","","residential"
"167025105","","","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","","residential"
"167025109","","","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","","residential"
"167025112","","","Mount Rule Road","Mount Rule Road","Raad Cronk Rule","A23","primary"
"167025116","","","Mount Rule Road","Mount Rule Road","Raad Cronk Rule","A23","primary"
"167025117","","","Glen Vine Road","","","","unclassified"
"167025810","","","Ballacotch Lane","","","","track"
"167026429","","","Queens Valley","","","","unclassified"
"167026430","","","Greenland Views","","","","residential"
"167026432","","","The Sycamores","","","","residential"
"167026433","","","West Quay","","","","primary"
"167230580","","","Howe Road","Howe Road","Raad Cheyllys","A31","primary"
"167262162","","","Top Road","","","A23","primary"
"167262163","","","Ballamoda Baldwin Road","Ballamoda Baldwin Road","","C9","tertiary"
"167262164","","","Ballamodha Road","","","B30","secondary"
"167262165","","","Ballamodha Road","","","B30","secondary"
"167262166","","","Ballamodha Straight","","","A3","trunk"
"167262167","","","Bradda Lane","","","","unclassified"
"167262168","","","Brandywell Road","","","B10","secondary"
"167262169","","","Brandywell Road","","","B10","secondary"
"167262170","","","Grampus Hill Road","","","B47","secondary"
"167262171","","","Grampus Hill Road","","","B47","secondary"
"167262174","","","Ballamoda Baldwin Road","Ballamoda Baldwin Road","","C9","tertiary"
"167262175","","","West Baldwin Road","","","B22","secondary"
"167271677","","","Dalby Road","Dalby Road","","A27","primary"
"167271678","","","Dalby Road","Dalby Road","","A27","primary"
"167271681","","","Coast Road","Coast Road","","A4","trunk"
"167271682","","","Coast Road","Coast Road","","A4","trunk"
"167271686","","","Beach Road","Beach Road","Eaad Ny Traie","A31","trunk"
"167271687","","","Breakwater Road","","","","unclassified"
"167271689","","","Gansey Road","","","","service"
"167271696","","","Coast Road","Coast Road","","A4","trunk"
"167271697","","","Coast Road","Coast Road","","A4","trunk"
"167271703","","","Road of the Tail of Rocks","Road of the Tail of Rocks","Bayr Yn Arbyl","","unclassified"
"167271704","","","Chapel Beach Sea Wall","","","","service"
"167271705","","","The Promenade","The Promenade","Yn Shoolaghan","A32","primary"
"167271706","","","The Promenade","The Promenade","Yn Shoolaghan","A32","primary"
"167271709","","","West Quay","West Quay","","","unclassified"
"167315198","","","Patrick Road","Patrick Road","Bayr Keeill Pherick","A30","primary"
"167315199","","","Patrick Road","Patrick Road","Bayr Keeill Pherick","A30","primary"
"167316223","","","Dalby Road","Dalby Road","","A27","primary"
"167316225","","","Dalby Road","Dalby Road","","A27","primary"
"167536255","","","Majestic Close","","","","unclassified"
"167873624","","","The Quay","","","","residential"
"167873625","","","Gansey Road","","","","footway"
"167903293","","","Marine Drive","Marine Drive","Imman ny Marrey","A37","primary"
"167903296","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"167903299","","","The Quay","","","","residential"
"167903301","","","Quayside","","","","service"
"168355855","","","Kelly's Court","","","","unclassified"
"168782273","","","Poortown Road","Poortown Road","Raad Balley Poer","A20","primary"
"168797474","","","Raad Bridjeen","Oystercatcher Road","Raad Bridjeen","","residential"
"168815550","","","Peel Road","","","A1","trunk"
"168817242","","","Ballaquane Park","","Pairk Valley Quane","","residential"
"168817243","","","Belle Vue Park","","","","residential"
"168817244","","","Bluebell Close","Bluebell Close","Close Clageen Gorrym","","residential"
"168817246","","","Bluebell Close","Bluebell Close","Close Clageen Gorrym","","residential"
"168817247","","","Fuchsia Close","Fuchsia Close","Corran Jeirnyn Yee","","residential"
"168817248","","","Fuchsia Close","Fuchsia Close","Corran Jeirnyn Yee","","residential"
"168817249","","","Fuchsia Lane","Fuchsia Lane","Lhoan Jeirnyn Yee","","residential"
"168817250","","","Fuchsia Road","Fuchsia Road","Raad Jeirnyn Yee","","residential"
"168817251","","","Clover Avenue","Clover Avenue","Astyl Shamrag","","residential"
"168817252","","","Kerroo Coar","","","","residential"
"168817253","","","Corran Pirragh","Kittiwake Crescent","Corran Pirragh","","service"
"168817254","","","Mountain View","","","","residential"
"168817255","","","Mourne View Road","","","","residential"
"168817256","","","Oak Road","Oak Road","Raad Darragh","","residential"
"168817257","","","Reayrt Aalin","","Reayrt Aalin","","residential"
"168817258","","","Rheast Lane","","","","residential"
"168817259","","","The Grove","","","","residential"
"168817260","","","Walpole Road","Walpole Road","Raad Walpole","","residential"
"169400523","","","Lambhill Road","Lambhill Road","","","tertiary"
"169400524","","","Old Windmill Road","Old Windmill Road","","C31","tertiary"
"169405007","","","Ballacobb","","","","unclassified"
"169628300","","","Broadway","Broadway","","A22","primary"
"170507079","","","Groudle Old Road","","","","unclassified"
"170515380","","","Alpine Close","","","","residential"
"170515384","","","Edmund Chadwick Grove","Edmund Chadwick Grove","Keyll Edmund Chadwick","","residential"
"170515385","","","Groudle Road","","","","unclassified"
"170515386","","","Headmaster's Lane","","","","footway"
"170515387","","","Hillary Close","","","","residential"
"170515390","","","Marina Close","","","","residential"
"170515391","","","Mount View Road","","","","residential"
"170515396","","","Robert Cubbon Close","Robert Cubbon Close","Close Robert Cubbon","","residential"
"170515397","","","Robert Cubbon Close","Robert Cubbon Close","Close Robert Cubbon","","residential"
"170515398","","","Robert Stephen Close","Robert Stephen Close","Close Robert Stephen","","residential"
"170515400","","","Thomas Keig Road","Thomas Keig Road","Raad Thomas Keig","","residential"
"170515401","","","William Proctor Court","","","","residential"
"170515402","","","William Proctor Court","","","","residential"
"170515403","","","William Proctor Lane","William Proctor Lane","Lhoan William Proctor","","footway"
"170515404","","","Wybourn Drive","","","","residential"
"170522248","","","Oak Close","","","","residential"
"170522889","","","Birch Hill Crescent","","","","residential"
"170522890","","","Laurel Avenue","","","","residential"
"170524179","","","Highfield Crescent","","","","residential"
"170936308","","","Peel Road","","","A1","trunk"
"170936309","","","Spring Valley Road","","","A5","trunk"
"170936310","","","Station Road","","","A5","primary"
"171710836","","","West Drive","","","","unclassified"
"171722305","","","Manor Drive","","","","residential"
"171722306","","","Manor Woods","Manor Woods","Keylljnn Y Vannor","","service"
"171722307","","","Manor Woods","Manor Woods","Keylljnn Y Vannor","","service"
"171722308","","","Rosebank","","","","service"
"171787829","","","Springfield Road","","","","unclassified"
"171787830","","","Springfield Road","","","","unclassified"
"171814759","","","Fort Street","Fort Street","","B65","secondary"
