"Name","Number","Inc/Reg Date","Status","Registry Type","Name Status","URL","Index Date"
"The Manx Wicker Furniture Manufacturing Company","000091B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=vbFF%2bst756TiujgYPUAQ0g%3d%3d","2024-05-03"
"Johnsons Store","000094B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=S1uIxINYYGh6o1HRoUn7Tg%3d%3d","2024-05-03"
"Cabin Cafe","000095B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=ejx2r99WOdcx%2be6AxfJNkw%3d%3d","2024-05-03"
"Parkes Bros","000098B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=dcYSGH5U61A3QIupRH4ndg%3d%3d","2024-05-03"
"Gelling Bros.","000099B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=wn9K%2bRDdEVmvh6St7QmYag%3d%3d","2024-05-03"
"Mona Steamship Company","000100C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2bf%2bFURrHrFS88CqOwKaC8w%3d%3d","2024-05-03"
"Douglas Steam Boat Company","000103C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=WXr5RDmTZH0uG3MrktvGyQ%3d%3d","2024-05-03"
"Miss. Curphy.","000108B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=q0LRlzYuTgeQZ%2fdZxJFk4g%3d%3d","2024-05-03"
"Strand Knitting Co.","000109B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=FT9zKcv%2bpM3lMmL2Dnamxw%3d%3d","2024-05-03"
"Mannin Glove Company","000110B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=AkJiwR8YQrkKYoCSwBttJw%3d%3d","2024-05-03"
"Tom Bowling","000112B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=OZiYgmNdg1mKebw3rllkPw%3d%3d","2024-05-03"
"Kissack Bros","000116B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=y%2b0lJU3UCEnrjPpPsMoZ%2fg%3d%3d","2024-05-03"
