Decisions issued under delegated authority 1/1/13 - 31/12/13,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
"Alterations, erection of extension and porch roof over front door to dwelling and driveway alterations",42 Ballanard Road Douglas Isle Of Man IM2 5HE,PER,31-Jan-13,12/01697/B
Installation of replacement garage door,36 - 38 Douglas Street Peel Isle Of Man IM5 1BB,PER,10-Jan-13,12/01621/B
Alterations and erection of a two storey extension to rear of dwelling,48 Douglas Street Peel Isle Of Man IM5 1BD,PER,26-Feb-13,13/00066/B
Erection of a first floor extension over garage,68 Farmhill Meadows Douglas Isle Of Man IM2 2LQ,PER,15-Feb-13,13/00033/B
Erection of an agricultural building,Field 433122 Scarlett Farm  Scarlett Road Castletown Isle Of Man  ,PER,21-Feb-13,13/00034/B
Re-development of demolished former take-away outlet to provide a coffee/sandwich shop with food for consumption on and off the premises and an apartment on upper floors,66 Strand Street Douglas Isle Of Man IM1 2EW,REF,04-Mar-13,13/00035/B
Additional use of premises as a coffee shop,Inglewood 26 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NF ,PER,16-Jan-13,12/01601/C
Erection of a building to provide two animal shelters and storage with associated hard standing,Field 520956 West Baldwin Isle Of Man  ,PER,18-Mar-13,12/01602/B
Approval in principle for erection of a dwelling,Land Adjacent To The Rectory Ballacrosha Ballaugh Isle Of Man IM7 5AQ,PER,04-Apr-13,13/00047/A
Installation of replacement conservatory roof,12 Park Close Glen Vine Isle Of Man IM4 4HB,PER,01-Aug-13,13/00741/B
Replacement of existing external wall cladding,Unit 1 Spring Valley Industrial Estate Douglas Isle Of Man IM2 2QR,PER,30-Aug-13,13/00879/B
Installation of replacement windows to bay window,Thie Foillan Shore Road Underway Port St. Mary Isle Of Man IM9 5DX,PER,17-Jan-13,12/01654/B
Erection of a porch to front elevation,22A Ormly Avenue Ramsey Isle Of Man IM8 3LQ,PER,17-Jan-13,12/01656/B
Erection of a detached garage,Kerrowdhoo Farm Gleneedle Lower Foxdale Isle Of Man IM4 3BG ,PER,25-Jan-13,12/01607/B
Alterations and extensions to dwelling and erection of detached garage,Woodend Ballanard Road Douglas Isle Of Man IM2 5PN,PER,15-Mar-13,12/01696/B
Alterations and extensions to dwelling,Close-E-Caley St Judes Road West Craig Ramsey Isle Of Man IM7 3BU,PER,05-Feb-13,12/01698/B
Conversion of upper floors of building from beauty therapy salon and offices into living accommodation,10 Parliament Street Ramsey Isle Of Man IM8 1AP,PER,13-Feb-13,12/01699/B
Additional use of dwelling as tourist accommodation,Creg Ny Geay The Colony Port Lewaigue Ramsey Isle Of Man IM7 1AL,PER,15-Feb-13,12/01702/C
Erection of a detached dwelling with integral garage (comprising amendments to PA 12/00806/B),4 Montreux Court Douglas Isle Of Man IM2 6AF ,PER,13-Mar-13,13/00110/B
Replace existing conservatory roof with a tiled roof,Sleepy Hollow The Cronk Ballaugh Isle Of Man IM7 5AY ,PER,13-Mar-13,13/00112/B
Replace existing conservatory roof with tile roof,Glas Choille Glen Auldyn Ramsey Isle Of Man IM7 2AF ,PER,08-Mar-13,13/00113/B
Replace existing conservatory roof with tiled roof,9 Thornhill Close Ramsey Isle Of Man IM8 3LA,PER,13-Mar-13,13/00114/B
Installation of two doors to replace existing windows,G E Aviation Factory  School Road Onchan Isle Of Man IM3 4PB,PER,18-Apr-13,13/00323/B
"Amendments to approved alterations and extensions to dwelling (PA 11/01105/B, retrospective)",Coach House Old Castletown Road Crogga Santon Isle Of Man IM4 1EB,PER,20-Jun-13,13/00594/B
Erection of illuminated advertising signage,70-72 Bucks Road Douglas Isle Of Man IM1 3AE,PER,16-Sep-13,13/00882/D
Installation of flush windows to replace existing ground floor bay windows,The Gardens Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,15-Nov-13,13/91080/B
Replace existing single roof light with two roof lights,26 Hope Street Castletown Isle Of Man IM9 1AP,PER,26-Nov-13,13/91098/B
Installation of replacement conservatory roof,9 Harcroft Avenue Douglas Isle Of Man IM2 1PF,PER,15-Aug-13,13/00800/B
Installation of replacement conservatory roof,11 Hollin Lane Cronkbourne Douglas Isle Of Man IM4 4TR ,PER,15-Aug-13,13/00802/B
Erection of a replacement dwelling,Gareyford Garey Road Garey Ramsey Isle Of Man IM7 2EQ ,PER,16-Jan-13,12/01606/B
"Demolition of chimney stack, installation of roof lights and replacement windows and change external wall finish to side and rear elevations",Laxey Village Commissioners Office 35 New Road  Laxey Isle Of Man IM4 7BQ,PER,28-Feb-13,12/01687/B
Change of use of existing ground floor nursery to living accommodation,Regent House  Promenade Port Erin Isle Of Man IM9 6LE,PER,07-Feb-13,13/00002/C
Erection of wooden screening behind existing front wall (Retrospective),Sycamore House Glen Duff Ramsey Isle Of Man IM7 2AT ,PER,22-Feb-13,13/00003/B
Erection of a timber access bridge to replace existing (retrospective),Fo-Glion Glen Rushen Road Glen Maye Isle Of Man IM5 3BA,PER,14-Feb-13,13/00014/B
Installation of replacement windows and doors (In association with 12/01620/CON),Beaconsfield Tower The Close Off Jurby Road Ramsey Isle Of Man,PER,21-Jan-13,12/01619/GB
Registered Building consent for the installation of replacement windows and doors (In association with 12/01619/GB) Registered Building Nos. 246,Beaconsfield Tower The Close Off Jurby Road Ramsey Isle Of Man ,PER,21-Jan-13,12/01620/CON
Erection of signage,Transport House  25 Fort Street Douglas Isle Of Man IM1 2LJ,PER,04-Dec-13,13/01174/D
Alterations and extension to dwelling (comprising amendment to PA 13/00904/B),23 The Park Onchan Isle Of Man IM3 1HP ,PER,15-Nov-13,13/91175/B
Removal of rear chimney stack,Ballanagilly Stoney Road Douglas Isle Of Man IM2 5AL,PER,29-Nov-13,13/91176/B
Application to confirm as lawful the installation of replacement windows and erection of sun room to rear elevation,3 Berkeley Street Douglas Isle Of Man IM2 3QB,CLAWA,26-Nov-13,13/01231/LAW
Change of use bookmakers office to take-away/cafe,Unit 2B The Village Walk Onchan Isle Of Man IM3 4EA,PER,13-Feb-13,12/01691/C
Erection of a timber garden store (Retrospective),4 Larch Hill Douglas Isle Of Man IM2 5NQ,PER,26-Feb-13,12/01693/B
Alterations and erection of single storey and two storey extensions to dwelling,9 Sandringham Drive Onchan Isle Of Man IM3 4HH,PER,21-Mar-13,13/00042/B
Change of use from residential to office accommodation,Balcony House 6 & 6A The Parade Castletown Isle Of Man IM9 1LG ,REF,16-Apr-13,13/00067/GB
Installation of four dormers and two roof lights and erection of a replacement conservatory,The Rowans Main Road Kirk Michael Isle Of Man IM6 1AH,PER,25-Jan-13,12/01666/B
Alterations and extension to dwelling,White House Bungalow Fistard Port St Mary Isle Of Man IM9 5PQ ,PER,25-Jan-13,12/01667/B
"Alterations, replacement and enclosure of space below raised decking to rear of dwelling (comprising amendments to PA 12/00670/B)",Green Oak Clay Head Road Baldrine Isle Of Man IM4 6DJ ,PER,28-Jan-13,12/01668/B
Demolition of ground floor rear outlet and erection of a two storey extension,112 Summerhill Road Onchan Isle Of Man IM3 1NJ,PER,28-Jan-13,12/01669/B
Erection of a detached garage with ancillary accommodation over,112 Summerhill Road Onchan Isle Of Man IM3 1NJ,REF,14-Feb-13,12/01670/B
Removal of a chimney stack,53 Devonshire Road Douglas Isle Of Man IM2 3RA,PER,15-Feb-13,13/00021/B
Alterations and extensions to dwelling,5 Thornhill Close Ramsey Isle Of Man IM8 3LA,PER,20-Feb-13,13/00027/B
Additional use to provide a take-away service to existing restaurant business,Shop 11 Clinches Court North Quay  Douglas Isle Of Man IM1 4LH,PER,28-Feb-13,13/00053/C
Alterations to convert existing integral garage to a study,Wendover Douglas Road Castletown Isle Of Man IM9 1TJ,PER,15-Feb-13,13/00026/B
Erection of fencing (retrospective),Balmaha Croit-E-Quill Close Laxey Isle Of Man IM4 7JE,REF,20-Feb-13,13/00028/B
"Alterations, demolition of existing bay window and erection of an extension to dwelling",Ballachrink Beg Jurby East Isle Of Man IM7 3HD ,PER,20-Aug-13,13/00845/B
Installation of replacement windows to front elevation,Langton Cottage 19 Lime Street Port St. Mary Isle Of Man IM9 5EF,PER,10-Oct-13,13/91059/B
Alterations and extensions to dwelling and widen driveway and vehicular access,16 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND,PER,11-Oct-13,13/91060/B
 Conversion of existing farm outbuildings to provide two tourist accommodation units with associated off street parking,Surby Farm Surby Road Ballafesson Port Erin Isle Of Man IM9 6TE,PER,13-Sep-13,13/00566/B
"Residential estate layout of roads, plots and sewers and concrete lining to existing stream","Fields 333135,335000,334999 And 334998 Land Opposite Springfield Terrace Foxdale Isle Of Man  ",REF,21-Nov-13,13/00054/B
Additional use of existing residential dwelling as tourist accommodation,Gansey Villa Gansey Port St. Mary Isle Of Man IM9 5LA ,PER,23-May-13,13/00441/C
Conversion of redundant barn to three holiday cottages and creation of new access lane and vehicular entrance,Orrisdale Farm Orrisdale Road Ballasalla Isle Of Man IM9 3AE,PER,28-May-13,13/00446/B
Alterations and extension to existing dwelling,Melvaig House 32 The Park Onchan Isle Of Man IM3 1HS,PER,14-Aug-13,13/00447/B
Erection of a sunroom extension to rear elevation of dwelling,"Plot 6, Croit Ny Glionney  (Former Colby Football Club Ground) Glen Road Colby Isle Of Man IM9 4PP ",PER,27-Feb-13,13/00030/B
Erection of a dwelling,Plot 7 Bay View Road Onchan Isle Of Man  ,PER,15-Feb-13,12/01644/B
"Alterations, roofing works and erection of a garage extension to dwelling",Cronk Aash Bowring Road Ramsey Isle Of Man IM8 3EP,PER,22-Jan-13,12/01645/B
Alterations and extension to dwelling,1 Manor Park Onchan Isle Of Man IM3 2EW,PER,22-Jan-13,12/01649/B
"Construction of new garage on existing parking area, conversion of existing garage to gym/games room, removal of existing glazed porch and erection of a single storey extension",2 Cronkbourne Road Douglas Isle Of Man IM2 3LB ,PER,22-Jan-13,12/01648/B
Alterations and extensions to dwelling,2 Cooil Farrane Douglas Isle Of Man IM2 1NX,PER,17-Jan-13,12/01646/B
Erection of a building to provide three apartments,Site Adjacent To Hanley Court North Shore Road Ramsey Isle Of Man  ,REF,10-May-13,13/00032/B
"Alterations, erection of extensions to dwelling and driveway alterations",39 Manor Lane Douglas Isle Of Man IM2 2NP,PER,21-Feb-13,13/00036/B
Conversion of former guest house to provide two apartments,19 Castlemona Avenue Douglas Isle Of Man IM2 4EA,PER,15-Feb-13,13/00025/B
Installation of a steel flue,17 Friary Park  Ballabeg Castletown Isle Of Man IM9 4EJ,PER,28-Feb-13,13/00065/B
Erection of signage,Samuel Harris House 5 - 11 St Georges Street Douglas Isle Of Man IM1 1AJ,PER,05-Feb-13,13/00004/D
Alterations and extensions to dwelling (comprising amendment to PA 12/01646/B),2 Cooil Farrane Douglas Isle Of Man IM2 1NX,PER,29-Nov-13,13/91243/B
Approval in principle for conversion of former office building to residential accommodation.,Kingswood House  3 Harris Terrace Douglas Isle Of Man IM1 3PL,PER,04-Apr-13,12/01614/A
Alterations and erection of an extension to dwelling,Angel Falls Strang Road Union Mills Isle Of Man IM4 4NL ,PER,07-Feb-13,12/01701/B
Erection of a storage shed,Field 410333 Ballakilpheric Road Colby Isle Of Man  ,PER,05-Feb-13,12/01703/B
Registered Building Consent for demolition of existing extension and erection of a two storey extension with parking/access alterations (RB no 227 in association with 12/01626/GB),Laxey Working Mens Institute 17 New Road Laxey Isle Of Man IM4 7BD,PER,21-Jan-13,12/01627/CON
Removal of three windows and installation of replacement windows to premises,37 Castle Street Douglas Isle Of Man IM1 2HA,PER,31-Jan-13,12/01658/B
Creation of a window,Unit 4 (Paint Shop) Qualtroughs Yard Hope Street Castletown Isle Of Man IM9 1AN ,PER,17-Jan-13,12/01659/B
Extension to existing agricultural building,Field 134898 Cronkaalin Farm   Narradale Sulby Isle Of Man  ,PER,21-Feb-13,13/00064/B
Erection of sun room extension and detached garage,Curpheys  St Marks Road Ballasalla Isle Of Man IM9 3EF ,REF,21-Feb-13,13/00051/B
Erection of advertising signage,Shop 3 Compton House 27 Parliament Street Ramsey Isle Of Man IM8 1AS ,PER,22-Feb-13,13/00052/D
Re-rendering of external walls of dwelling,Hillbrae Main Road Kirk Michael Isle Of Man IM6 1ED,PER,15-Feb-13,13/00023/B
Application for a certificate of lawful use for the parking of works vehicles and storage of equipment,West Baldwin Chapel West Baldwin Isle Of Man IM4 5EY ,CLAWR,02-May-13,13/00024/LAW
"Enclosure of lower ground floor patio, erection of link extension to garage and re-cover garage roof",60 Majestic Drive Onchan Isle Of Man IM3 2JL,PER,21-Feb-13,13/00056/B
Erection of advertising signage,Hillary House Prospect Hill Douglas Isle Of Man IM1 1EQ ,PER,26-Feb-13,13/00069/D
Alterations to existing dormer window,Bay Crest Bay View Road Port St. Mary Isle Of Man IM9 5AP,PER,07-Feb-13,12/01700/B
Erection of an extension to replace existing conservatory to rear elevation,4 Manor Woods Douglas Isle Of Man IM2 2PE ,PER,10-Jan-13,12/01599/B
Alterations and erection of a two storey extension with surrounding raised decking to dwelling,33 Farmhill Park Douglas Isle Of Man IM2 2ED,PER,15-Feb-13,12/01600/B
Provision of additional car parking,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,19-Dec-13,13/00001/B
"Erection of a summerhouse, shed and greenhouse",52 Wybourn Drive Onchan Isle Of Man IM3 4AN,PER,10-Apr-13,13/00267/B
Frosted windows to ground floor displaying company logo,21A - 23 Athol Street Douglas Isle Of Man IM1 1LB,PER,15-Apr-13,13/00268/D
Installation of replacement windows,Apartments 7 & 8 Queens Mansions Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4ND ,PER,11-Apr-13,13/00291/B
Alterations and erection of extensions to dwelling,32 Cronk Y Berry Douglas Isle Of Man IM2 6ES,PER,13-Jun-13,13/00530/B
Erection of single storey extension to rear elevation (comprising amendments to PA 13/00772/B ),Thie Ny Chibbyr Lezayre Road Ramsey Isle Of Man IM8 2TD,PER,04-Dec-13,13/91233/B
Alterations to clubhouse and relocation of ground equipment store,Laxey & Lonan Sports And Community Facility Glen Road Laxey Isle Of Man IM4 7AQ,PER,08-May-13,13/00372/B
Additional use of residential apartment as tourist accommodation,Apt 68 Queens Apartments Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NY ,PER,12-Jun-13,13/00478/C
"Alterations, demolition and rebuilding of redundant garage to form a storage area and erection of a first floor extension to provide a home office / studio",The Workshop 2 Park Road Port St. Mary Isle Of Man IM9 5QH ,PER,23-Jul-13,13/00603/B
"Erection of a stable block, manège, paddock area with parking space, access track,  fencing and Manx sod hedge (partial retrospective) (as amended by plans received on 16 September, as amplified by letter from agent dated 12 September 2013)",Field 131087 Jurby Road Lezayre Ramsey Isle Of Man  ,PER,28-Oct-13,13/00810/B
Alterations and refurbishment works to existing shop and flat,9 Arbory Street Castletown Isle Of Man IM9 1LH,PER,16-Aug-13,13/00824/B
Erection of a sun lounge to replace existing conservatory,11 The Promenade Castletown Isle Of Man IM9 1BJ,PER,16-Aug-13,13/00826/B
Installation of replacement front ground floor window (in association with 13/00963/CON),4 Quay Lane Castletown Isle Of Man IM9 1LE,PER,25-Sep-13,13/90962/GB
Registered Building Consent for installation of replacement front ground floor window (RB no 57 in association with 13/90962/GB),4 Quay Lane Castletown Isle Of Man IM9 1LE,PER,25-Sep-13,13/00963/CON
Installation of replacement front door,12 Charles Street Peel Isle Of Man IM5 1AF,PER,27-Sep-13,13/90992/B
Installation of replacement windows to front elevation,Kenilworth Bay View Road Port St. Mary Isle Of Man IM9 5AG,PER,01-Oct-13,13/90993/B
Erection of a single storey extension to rear elevation,15 Queens Road Onchan Isle Of Man IM3 4AF,PER,18-Feb-13,12/01630/B
Installation of telecommunications equipment,Ship Inn Hope Street Castletown Isle Of Man IM9 1AS,PER,20-Feb-13,12/01679/B
"Erection of a two storey extension to side, porch extension to front and a single storey extension to rear elevation",49 Cooil Drive Douglas Isle Of Man IM2 2HE,PER,15-Apr-13,13/00013/B
Change of use from retail to an estate agency,27 Parliament Street Ramsey Isle Of Man IM8 1AS ,PER,29-Jan-13,12/01686/C
"Construction of paved terrace, steps and boundary fencing to rear of dwelling (part retrospective)",Plot 23 Manor Park Onchan Isle Of Man IM3 2EW ,REF,28-Feb-13,13/00043/B
Approval for works undertaken to secure existing walls of tholtan (retrospective) also to carry out further works to ensure stabilisation of the walls and continued use and extension to adjoining hard-standing area and entrance from highway,Tholtan Site  Field 425092 Corlea Road Ronague Castletown Isle Of Man  ,REF,31-May-13,13/00044/B
Erection of an extension to dwelling,9 Droghadfayle Park Port Erin Isle Of Man IM9 6ER,PER,16-Jan-13,12/01631/B
Installation of replacement windows and change of use of ground floor from residential to retail showroom,6 Patrick Street Peel Isle Of Man IM5 1AZ,PER,27-Feb-13,13/00058/B
Installation of a new playground,Bradda Glen Bradda Glen Port Erin Isle Of Man IM9 6PJ,PER,16-Jan-13,12/01622/B
Installation of replacement windows to rear elevation (retrospective),37 Hutchinson Square Douglas Isle Of Man IM2 4HW,PER,15-Feb-13,13/00018/B
Demolition of existing extension and erection of a two storey extension with parking/access alterations (In association with 12/01627/CON),Laxey Working Mens Institute 17 New Road Laxey Isle Of Man IM4 7BD,PER,21-Jan-13,12/01626/GB
Installation of replacement entrance doors,Ramsey Press Garretts Court Market Place West Ramsey Isle Of Man IM8 1JX,PER,22-Feb-13,13/00046/B
Erection of an extension to dwelling,115 Wybourn View Onchan Isle Of Man IM3 4AZ,PER,15-Apr-13,13/00048/B
Erection of a four storey extension to dwelling,36 Stanley Road Peel Isle Of Man IM5 1NY,REF,20-Feb-13,12/01632/B
Creation of folding doors to rear elevation of dwelling,Summerville 62 King Edward Road Onchan Isle Of Man IM3 2AT,PER,21-Jan-13,12/01635/B
Alterations and erection of an extension to dwelling,19 Albany Road Peel Isle Of Man IM5 1JS,PER,16-Jan-13,12/01636/B
Erection of an extension to rear of dwelling,2 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,16-Jan-13,12/01638/B
Creation of a driveway and vehicular access (retrospective),87 Ballamaddrell Port Erin Isle Of Man IM9 6AU,PER,16-Jan-13,12/01639/B
Removal of a chimney stack,1 Waverley Terrace Douglas Isle Of Man IM2 3HZ,REF,28-Aug-13,12/01682/B
Demolition of existing dwelling and garage and erection of two replacement semi detached dwellings with associated parking,Kilravock Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LY,REF,15-Feb-13,12/01684/B
Conversion of part of existing barn to ancillary living accommodation,Croit-Ny-Claughbane Ballaragh Road Laxey Isle Of Man IM4 7PG ,PER,31-Jan-13,12/01641/B
Application for a Certificate of Lawful Use for the use of the lower ground floor of property as an office,Agriculture House Ballafletcher Farm Road Cronkbourne Douglas Isle Of Man IM4 4QE ,CLAWA,27-Feb-13,12/01675/LAW
"Alterations, installation of replacement dormer, erection of an extension and installation of replacement windows to front elevation",32 Derby Square Douglas Isle Of Man IM1 3LW,PER,09-Apr-13,12/01705/B
Alterations and erection of ground and first floor extension to dwelling,Kerrowmoar Cottage Kerrowmoar Sulby Isle Of Man IM7 2AX ,PER,01-Feb-13,12/01662/B
Demolition of existing garage and erection of a dwelling with garage,Land Between And Adjacent To Seafield Garage And Haven Court Fort Island Road Derbyhaven Isle Of Man  ,REF,28-Feb-13,12/01665/B
Installation of replacement main church doors,Methodist Church Arbory Street Castletown Isle Of Man IM9 1LN,PER,03-Sep-13,13/00866/B
Roofing works to existing conservatory,22 Wybourn Drive Onchan Isle Of Man IM3 4AJ,PER,23-Sep-13,13/00867/B
Application for a Certificate of Lawful Development for the installation of replacement windows to rear elevation,8 Lyndale Avenue Peel Isle Of Man IM5 1JY,CLAWA,04-Oct-13,13/01020/LAW
Installation of replacement windows to dwelling,12 Selborne Road Douglas Isle Of Man IM1 4BU,PER,11-Oct-13,13/91023/B
"Creation of two windows, installation of a flue and roof lights, replace existing garage door with a bay window and widening of existing driveway",Footprints 12 Christeens Way Ballakillowey Colby Isle Of Man IM9 4BG,PER,03-Oct-13,13/91025/B
Erection of extensions to existing porch,7 Park Road Ramsey Isle Of Man IM8 3AR,PER,03-Oct-13,13/91027/B
Erection of an extension to existing barn,Ballachrink Farm Old Castletown Road Santon Isle Of Man IM4 1HD,PER,18-Jul-13,13/00702/B
Erection of an extension to rear elevation of dwelling,7 Main Road Onchan Isle Of Man IM3 1BA,PER,15-Aug-13,13/00703/B
Integration of Nos. 36 Athol Street with 38 - 42 Athol Street and erection of extension to rear of the properties to provide additional office accommodation,36 - 42 Athol Street Douglas Isle Of Man IM1 1JB,PER,08-Aug-13,13/00704/B
Erection of a detached dwelling to replace existing shed with associated parking and alterations to vehicular access (comprising amendments to PA 12/01634/B),Land Adjacent To Mostynville Chapel Hill Bride Isle Of Man  ,PER,14-Nov-13,13/91063/B
Erection of an extension to utility room,Ballamoar Farm Doarlish Ard Foxdale Isle Of Man IM4 3BH ,PER,30-Apr-13,13/00353/B
Installation of an access ramp and fencing,Tholton Bistro Tholt Y Will Sulby Isle Of Man IM7 2BF ,PER,21-Aug-13,13/00825/B
Creation of a window to south east elevation,Apartment 16 Majestic Apartments King Edward Road Onchan Isle Of Man IM3 2BD ,PER,16-Aug-13,13/00827/B
Re-construction of river wall,Laxey River Below Weir Opposite Fire Station Mines Road Laxey Isle Of Man  ,PER,27-Jun-13,13/00480/B
"Installation of replacement windows, doors and rainwater goods; demolition of structure to boiler entrance and replacement with railings; new roof to rear stage and store; landscaping entrance area (in association with 13/01017/CON)",Ramsey Youth Centre Waterloo Road Ramsey Isle Of Man IM8 1DT,PER,11-Oct-13,13/91016/GB
Installation of replacement windows and door to dwelling,5 Springfield Terrace Castletown Isle Of Man IM9 1AW,PER,16-Dec-13,13/91301/B
Render and pebbledash entire exterior of property,20 St Catherines Drive Douglas Isle Of Man IM1 4BQ,PER,15-Jul-13,13/00624/B
Alterations to outbuilding (comprising amendment to PA 12/00842/B),Greystones Barnell Lane Patrick Village Isle Of Man IM5 3AN,PER,10-Jul-13,13/00626/B
Installation of replacement conservatory roof,Ballacallum Cottage Lhen Bridge The Lhen Ramsey Isle Of Man IM7 3EP,PER,10-Jul-13,13/00627/B
Roofing works to existing conservatory,21 Birch Hill Crescent Onchan Isle Of Man IM3 3HE,PER,03-Jul-13,13/00631/B
Roofing works to existing conservatory,Dundonald House Cronk Ruagh Lezayre Ramsey Isle Of Man IM7 2ED ,PER,03-Jul-13,13/00632/B
Conversion of vacant warehouse / workshop to provide gymnasium to ground floor and a childcare facility to first floor with associated parking provision,Diamond House Demesne Road Douglas Isle Of Man IM1 3DS,PER,30-Aug-13,13/00633/B
"Alterations, erection of an extension and installation of a dormer window to dwelling",8 Marsden Terrace Ramsey Isle Of Man IM8 3DS ,PER,15-Jul-13,13/00635/B
"Alterations, erection of an extension and installation of a dormer window to dwelling",9 Marsden Terrace Ramsey Isle Of Man IM8 3DS,PER,15-Jul-13,13/00636/B
"Erection of a replacement porch, installation of replacement windows and creation of an additional window to side elevation of dwelling",Pinfold Cottage Pinfold Hill Laxey Isle Of Man IM4 7HN,PER,15-Jul-13,13/00671/B
Creation of new driveway and vehicular access,Field 224206 Adjacent To  Squeen Bungalow Ballacrye Road Ballaugh Isle Of Man IM7 5BP ,REF,19-Jul-13,13/00355/B
Erection of advertising signage,4 Summerhill Road Onchan Isle Of Man IM3 1LZ,PER,12-Jun-13,13/00477/D
Change of use to i) use of site as a single residential unit or ii) use of ground floor within 41 Malew street as shop/workshop and the remainder of the building as a single residential unit,41 - 43 Malew Street Castletown Isle Of Man IM9 1AE,PER,14-Jun-13,13/00535/C
Installation of five replacement windows to south elevation,Wheel View Wheel Hill Laxey Isle Of Man IM4 7NL,PER,21-Jun-13,13/00538/B
Widening of vehicular access and driveway,Kayt Injil Bowling Green Road Castletown Isle Of Man IM9 1EA ,PER,11-Sep-13,13/90940/B
Alterations to approved extension under construction (PA 07/01873/B),Bay View Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ,PER,22-Oct-13,13/91085/B
Erection of a single storey extension to rear elevation,13 Terence Avenue Douglas Isle Of Man IM2 5BL,PER,04-Dec-13,13/91086/B
Alterations and extension to rear elevation to replace existing sun lounge,55 Queen Street Castletown Isle Of Man IM9 1PA,PER,06-Nov-13,13/91087/B
Erection of a cattery building for the operation of a commercial cattery business,Garden To Rear Of Little Acre Quarterbridge Road Douglas Isle Of Man IM2 3RH,PER,03-Dec-13,13/91131/B
Erection of a car port,Hillsdene Quarterbridge Road Douglas Isle Of Man IM2 3RF ,PER,01-Oct-13,13/90997/B
Alterations to vehicular access onto highway,Middle Cronkbane Farm Cronk Y Voddy Kirk Michael Isle Of Man IM6 1AZ ,PER,04-Nov-13,13/91133/B
Erection of extension to existing agricultural building,Oatlands Farm  Oatlands Road Santon Isle Of Man IM4 1ED,PER,10-Dec-13,13/91143/B
Alterations and extension to dwelling and rebuilding of front garden wall,Crown Place Shore Road Castletown Isle Of Man IM9 1BF,PER,16-Dec-13,13/91144/B
Alterations and extensions to dwelling (Amendments to PA 12/01294/B),Glen Cairn Athol Park Port Erin Isle Of Man IM9 6EX,PER,16-Apr-13,13/00298/B
Erection of a conservatory and erection of walls and gates to existing off street car parking area to rear of dwelling,Bay Crest 3 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,03-Jul-13,13/00637/B
Installation of two roof lights and additional window,Mill Stream Cottage 40 Mines Road Laxey Isle Of Man IM4 7NJ,PER,22-Jul-13,13/00639/B
Installation of canopy over new doorway and replacement signage,Railway Hotel Banks Circus Douglas Isle Of Man IM1 5AB,PER,21-Mar-13,13/00182/B
Approval in principle for erection of a replacement farm dwelling,Clypse Moar Farm Clypse Onchan Isle Of Man IM4 5BG,PER,19-Mar-13,13/00184/A
Approval in principle for erection of two replacement dwellings,1 & 2 Clypse Mooar Cottages Clypse Onchan Isle Of Man IM4 5BG,PER,19-Mar-13,13/00185/A
Approval in principle for erection of a dwelling,Field 534582 Land Adjacent To Glen Side Slegaby Ride Onchan Isle Of Man  ,REF,19-Mar-13,13/00186/A
Roofing works to existing conservatory,Pine Close Station Road St Johns Isle Of Man IM4 3AH,PER,21-Mar-13,13/00187/B
Installation of replacement windows,Apartment 5 Queens Mansions  Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4ND ,PER,16-Apr-13,13/00292/B
Alterations and extensions to dwelling,Glencar Main Road St Johns Isle Of Man IM4 3LU,PER,24-Apr-13,13/00326/B
Installation of replacement conservatory roof,9 Larivane Meadows Andreas Isle Of Man IM7 4JE ,PER,16-May-13,13/00427/B
Additional use of dwelling as tourist accommodation,11 Ballacottier Meadow Douglas Isle Of Man IM2 2QX ,PER,16-May-13,13/00428/C
Alterations to existing conservatory,41 Maple Avenue Onchan Isle Of Man IM3 3GA,PER,16-May-13,13/00430/B
Additional use of residential dwelling as tourist accommodation,6 Church Lane Peel Isle Of Man IM5 1AW,PER,11-Jun-13,13/00527/C
Alterations and extensions to dwelling (comprising amendments to PA 12/00823/B),Teen Kai Clifton Road Port St. Mary Isle Of Man IM9 5EL,PER,01-Jul-13,13/00589/B
Erection of an extension to dwelling,27 Kissack Road Castletown Isle Of Man IM9 1NW,PER,25-Jun-13,13/00345/B
Alterations and erection of extensions to dwelling,Kellaway Kella Road Sulby Isle Of Man IM7 2HG,PER,08-Mar-13,13/00096/B
"Alterations, erection of a two storey rear extension and front porch to dwelling",Thornley Grove Mount West Ramsey Isle Of Man IM8 3PE,PER,25-Apr-13,13/00347/B
Erection of an extension to dwelling,2 Westham Lea Castletown Isle Of Man IM9 1PD ,PER,30-Apr-13,13/00351/B
Erection of replacement shop front signage,Shop 11 Clinches Court Douglas Isle Of Man IM1 4LH,PER,14-Jun-13,13/00560/D
Conversion of barn to a dwelling,Barn To The South Of The White House Main Road Kirk Michael Isle Of Man  ,PER,05-Nov-13,13/00561/B
