"osm_id","osm_type","osm_url","lat","lon","postal_code","source:postal_code"
"475394505","node","https://osm.org/node/475394505","54.303102","-4.561924","IM7 5EX","Isle of Man Government Land Registry Land Transactions"
"475395067","node","https://osm.org/node/475395067","54.266391","-4.517165","IM7 5JA","Isle of Man Government Planning Applications"
"102856169","way","https://osm.org/way/102856169","54.32198068786047","-4.386840366122725","IM8 1AH",""
"102638470","way","https://osm.org/way/102638470","54.32138378191711","-4.380152858998885","IM8 1AP",""
"25987814","way","https://osm.org/way/25987814","54.32268781473553","-4.3858815062528285","IM8 1DB","Isle of Man Government Land Registry Land Transactions"
"99323317","way","https://osm.org/way/99323317","54.321284487888605","-4.384306760951872","IM8 1DG",""
"25986366","way","https://osm.org/way/25986366","54.320909","-4.3809505","IM8 1JH","Isle of Man Government Land Registry Land Transactions"
"25986603","way","https://osm.org/way/25986603","54.32088648393077","-4.3805227091611405","IM8 1JL","Isle of Man Government Land Registry Land Transactions"
"25989183","way","https://osm.org/way/25989183","54.317602116402156","-4.3766607021332735","IM8 1LS","Isle of Man Government Land Registry Land Transactions"
"25986298","way","https://osm.org/way/25986298","54.317319264794136","-4.376871979434397","IM8 1LT","Isle of Man Government Land Registry Land Transactions"
"25986021","way","https://osm.org/way/25986021","54.31694353185043","-4.376811616531863","IM8 1LU","Isle of Man Government Land Registry Land Transactions"
"25986911","way","https://osm.org/way/25986911","54.317052021780306","-4.375579067976424","IM8 1LX;IM8 1NA","Isle of Man Government Land Registry Land Transactions"
"25986504","way","https://osm.org/way/25986504","54.31549252900947","-4.376082702793657","IM8 1NF","Isle of Man Government Land Registry Land Transactions"
"25987547","way","https://osm.org/way/25987547","54.31483264835718","-4.3751527820211065","IM8 1NG","Isle of Man Government Land Registry Land Transactions"
"39658883","way","https://osm.org/way/39658883","54.31804231185431","-4.396346878476736","IM8 2AH",""
"25986300","way","https://osm.org/way/25986300","54.31731035355835","-4.385734156955378","IM8 2HE","Isle of Man Government Land Registry Land Transactions"
"25989699","way","https://osm.org/way/25989699","54.31748962042968","-4.385213644405541","IM8 2HE","Isle of Man Government Land Registry Land Transactions"
"25989370","way","https://osm.org/way/25989370","54.317786","-4.384084","IM8 2HF","Isle of Man Government Land Registry Land Transactions"
"25988107","way","https://osm.org/way/25988107","54.316949392959664","-4.383155331600273","IM8 2HG;IM8 2HJ","Isle of Man Government Land Registry Land Transactions"
"1197166903","way","https://osm.org/way/1197166903","54.31422202041382","-4.38341672564907","IM8 2HG;IM8 2HJ","Isle of Man Government Land Registry Land Transactions"
