"Application Number","Details","Local Authority","Date"
"23/00616/B","Demolition of the existing former Citadel building, and the erection of a 44 bedroom hotel with associated drainage, refuse bin storage and pick up layby and reinstatement of the adjacent pavements The Former Salvation Army Citadel\nLord Street\nDouglas\nIsle Of Man\nIM1 1LE\n","DOUGLAS","24 May 2023"
"23/00617/CON","Registered Building consent for the demolition of former citadel building (in connection with PA 23/00616/B) The Former Salvation Army Citadel\nLord Street\nDouglas\nIsle Of Man\nIM1 1LE\n","DOUGLAS","24 May 2023"
"23/00619/B","Proposed extension works to include dormer roof and extension to rear of existing house. Proposed construction of summerhouse including additional use for tourist accommodation. Widening of existing drive entrance and alterations to vehicle hard standing. 60 Ballanard Road\nDouglas\nIsle Of Man\nIM2 5HE","DOUGLAS","19 May 2023"
"23/00633/B","Installation of two exterior lights (retrospective) Kingdom Hall\nBelmont Hill\nDouglas\nIsle Of Man\nIM1 4NT\n","DOUGLAS","18 May 2023"
"23/00642/B","Installation of replacement windows to front elevation 2 Westminster Terrace\nDouglas\nIsle Of Man\nIM1 4ED","DOUGLAS","19 May 2023"
"23/00646/B","Creation of driveway for one vehicle with associated vehicular access 32 Selborne Drive\nDouglas\nIsle Of Man\nIM2 3NH","DOUGLAS","24 May 2023"
"23/00663/B","Installation of a replacement front door and replace existing front elevation cast iron drainpipe with a black plastic downpipe 9 Strathallan Crescent\nDouglas\nIsle Of Man\nIM2 4NR\n","DOUGLAS","24 May 2023"
"22/00879/B","Erection of fencing to side front garden (partial retrospective) Thornhill\nHighfield Drive\nBaldrine\nIsle Of Man\nIM4 6EE","GARFF","25 Jul 2022"
"23/00660/B","Alterations, erection of extension and decking (Amendment to PA 22/00279/B) Ard Beg\nPinfold Hill\nLaxey\nIsle Of Man\nIM4 7HN","GARFF","24 May 2023"
"23/00511/B","Erection of two storey extensions to each side of existing farmhouse together with replacement porches to front and rear Kerrow Glass\nMill Road\nGreeba\nIsle Of Man\nIM4 2LB\n","GERMAN","22 May 2023"
"23/00564/B","Erection of a replacement dwelling with integral garage, associated landscaping and adjustment of the vehicular entrance Gareyford\nGarey Road\nGarey\nRamsey\nIsle Of Man\nIM7 2EQ\n","LEZAYRE","18 May 2023"
"23/00570/B","Alterations, erection of an extension and creation of an additional driveway and access (amendment to PA 21/00233/B) 5 Silverburn Drive\nBallasalla\nIsle Of Man\nIM9 2DR","MALEW","22 May 2023"
"23/00580/B","Extensions and alterations to dwelling Springwaters Farm\nBallamodha Straight\nBallamodha\nBallasalla\nIsle Of Man\nIM9 3AZ","MALEW","22 May 2023"
"23/00632/B","Relocation of field access Field 431904\nBallakilley\nBallacharry Road\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AU","MALEW","19 May 2023"
"23/00575/B","Proposed alterations and extension to create an estate office to approved detached garage/building (Amendment to PA 18/00720/B) Ballarhenny Farm\nOrrisdale\nKirk Michael\nIsle Of Man\nIM6 2HJ\n","MICHAEL","23 May 2023"
"23/00610/CON","Registered building consent for the creation of service openings to enable implementation of works approved under 22/00328/CON (Registered Building 01)\n Bishopscourt\nBishopscourt\nKirk Michael\nIsle Of Man\nIM6 2EZ\n","MICHAEL","22 May 2023"
"23/00607/B","Erection of a single storey attached garage 6 The Fairway\nOnchan\nIsle Of Man\nIM3 2EL","ONCHAN","19 May 2023"
"23/00640/B","Erection of a building for the storage of items associated with the maintenance of the site Riverside Barn\nKing Edward Road\nOnchan\nIsle Of Man\nIM4 6AB\n","ONCHAN","24 May 2023"
"23/00574/B","Construction of a replacement building to form a one-bedroom apartment on the ground floor and a three-bedroom apartment on the first floor with a two-car garage on the ground floor . Adjacent To \n2 Rheast Lane\nPeel\nIsle Of Man\nIM5 1BE","PEEL","19 May 2023"
"23/00588/B","Demolition of existing sun room and erection of new flat roof sunroom with glazed lantern Fenella Villa\nPeveril Road\nPeel\nIsle Of Man\nIM5 1PJ","PEEL","19 May 2023"
"23/00593/GB","Erection of a new pedestrian access from Derby Road in to the Cathedral grounds (in association with PA 23/00636/CON) St Germains Church Vicar & Wardens\nDerby Road\nPeel\nIsle Of Man\nIM5 1HH\n","PEEL","22 May 2023"
"23/00636/CON","Registered Building consent for erection of a new pedestrian access from Derby Road in to the Cathedral Grounds (in association with PA 23/00593/GB) St Germains Church Vicar & Wardens\nDerby Road\nPeel\nIsle Of Man\nIM5 1HH\n","PEEL","22 May 2023"
"23/00662/B","Installation of replacement windows 15 Stanley Road\nPeel\nIsle Of Man\nIM5 1NY","PEEL","24 May 2023"
"23/00644/B","Replacement of existing timber and UPVC top opening casement windows with traditional timber sash windows Ardane\nCronk Road\nPort St Mary\nIsle Of Man\nIM9 5AS\n","PORT ST MARY","24 May 2023"
"23/00664/B","Removal of two chimney stacks Springfield\nPlantation Road\nPort St Mary\nIsle Of Man\nIM9 5AY\n","PORT ST MARY","24 May 2023"
"23/00528/B","Erection of public toilet block Millennium Garden\nBowring Road\nRamsey\nIsle Of Man\n\n","RAMSEY","18 May 2023"
"23/00573/C","Additional use of Apartments 2, 3 and 19 as tourist accommodation Flats 2, 3 & 19 \nThe Elms\nLezayre Road,\nRamsey\nIM8 2TA","RAMSEY","24 May 2023"
"23/00604/B","Proposed alterations and replacement garage and rear extension to dwelling Gollane\nJurby Road\nRamsey\nIsle Of Man\nIM8 3NZ","RAMSEY","23 May 2023"
"23/00634/B","Installation of four double pitched dormers, door to North elevation, double doors to South elevation and the blocking up of a window to the West elevation Tower House\nTower Road\nRamsey\nIsle Of Man\nIM8 2EA","RAMSEY","23 May 2023"
"23/00635/B","Removal of two chimney stacks 1 Premier Road\nRamsey\nIsle Of Man\nIM8 3AS","RAMSEY","24 May 2023"
"23/00638/B","Erection of a cycle shelter with associated hard standing Ramsey Tram Station\nAlbert Street\nRamsey\nIsle Of Man\nIM8 1JL\n","RAMSEY","22 May 2023"
"23/00591/B","Alterations including removal of front porch and erection of single storey extension to front elevation, installation of solar panels, air source heat pump, erection of detached garage and associated hard and soft landscaping Bella Vista\nBallakilpheric Road\nColby\nIsle Of Man\nIM9 4BX","RUSHEN","22 May 2023"
