"Application Number","Details","Local Authority","Date"
"23/01120/B","Demolition of a detached dwelling and erection of a replacement detached dwelling with integral garage and associated parking Strathallen\nMain Road\nBallabeg\nIsle Of Man\nIM9 4LJ\n","ARBORY","2 Oct 2023"
"23/01146/B","Installation of outdoor swimming pool 5 Squeen Meadow\nBallaugh\nIsle Of Man\nIM7 5BR\n","BALLAUGH","3 Oct 2023"
"23/01145/D","Erection of a Salvation Army Flag (1.8m long x 1.37m wide) The Salvation Army Douglas Corps\nBallacottier Crescent\nIsle Of Man Business Park\nDouglas\nIsle Of Man\nIM2 2QZ\n","BRADDAN","2 Oct 2023"
"23/01126/GB","Replacement of lounge window, two kitchen windows and roof lights (in association with registered building consent application 23/01127/CON)\n Crofton\nThe Crofts\nCastletown\nIsle Of Man\nIM9 1LW\n","CASTLETOWN","2 Oct 2023"
"23/01127/CON","Registered building consent to replace side elevation lounge window, two kitchen windows, roof lights on main roof, widening of internal opening, alteration to fire places and alteration to plan form at first floor level - RB 261 (in association with 23/01126/GB) Crofton\nThe Crofts\nCastletown\nIsle Of Man\nIM9 1LW\n","CASTLETOWN","2 Oct 2023"
"23/00655/B","Conversion of dwelling into three apartments, installation of rooflight and new render to all elevations 18 Selborne Drive\nDouglas\nIsle Of Man\nIM2 3LP","DOUGLAS","2 Jun 2023"
"23/00845/B","Conversion of existing shop premises to community cafe and shop 14 Sydney Street\nDouglas\nIsle Of Man\nIM1 3JG","DOUGLAS","26 Jul 2023"
"23/00942/B","Construction of four detached houses and associated infrastructure Land South Of Leyton\nFormer Air Raid Shelter Site \nVictoria Road\nDouglas\nIsle Of Man\nIM2 6AQ\n","DOUGLAS","29 Aug 2023"
"23/00979/B","Demolish existing hotel with front facade maintained, erection of 15 apartments (5 no. studio apartments, 5 no. 1 bed apartments & 5 no. 2 bed apartments), creation of a basement car park for 13 cars with associated bicycle storage Trevelyan\n18 - 19 Palace Terrace\nQueens Promenade\nDouglas\nIsle Of Man\nIM2 4NE\n","DOUGLAS","4 Oct 2023"
"23/00980/CON","Registered Building consent for demolition elements to PA 23/00979/B Trevelyan\n18 - 19 Palace Terrace\nQueens Promenade\nDouglas\nIsle Of Man\nIM2 4NE\n","DOUGLAS","4 Oct 2023"
"23/01103/B","Replacement of perimeter fence with 113m x 2m Zebex mesh fence Kirby House\nSaddle Road\nDouglas\nIsle Of Man\nIM2 2RE\n","DOUGLAS","3 Oct 2023"
"23/01112/B","Replace timber frame to front porch with installation of UPVC double glazed windows and door, and replace timber flat roof with fibreglass flat roof. Footprint of porch to stay the same 68 Berry Woods Avenue\nDouglas\nIsle Of Man\nIM2 7DB\n","DOUGLAS","3 Oct 2023"
"23/01134/B","Alterations, erection of rear first floor extension with associated balcony and creation of a rear platform to upper garden 17 Leigh Terrace\nDouglas\nIsle Of Man\nIM1 5AN\n","DOUGLAS","29 Sep 2023"
"23/01142/CON","Registered Building consent for demolition elements to PA 23/01143/GB 5 Derby Road\nDouglas\nIsle Of Man\nIM2 3ES\n","DOUGLAS","3 Oct 2023"
"23/01151/B","Replacement of ground floor windows with white sliding sash uPVC Flat 5\nSelborne Court\n4 - 6 Selborne Road\nDouglas\nIsle Of Man\nIM1 4BU\n","DOUGLAS","3 Oct 2023"
"23/01140/C","Temporary accommodation of food vending facility for a period of 5 years Car Park\nChibbanagh Plantation\nCooil Road\nBraaid\nIsle Of Man\n\n","MAROWN","2 Oct 2023"
"23/01098/B","Alterations including erection of first-floor extension with associated balcony and access to ground floor to south elevation, and alterations to window and door openings Thie My Chree\n10 Manor Park\nOnchan\nIsle Of Man\nIM3 2EP\n","ONCHAN","3 Oct 2023"
"23/01101/B","Alterations to dwelling, cladding to roof dormers, first floor window alterations and replacement/expansion of existing garden terrace Corner Stones\n5 Howe Road\nOnchan\nIsle Of Man\nIM3 2AP\n","ONCHAN","3 Oct 2023"
"23/01113/B","Erection of a garden office using a timber cladded 20 foot shipping container for personal use and working from home (retrospective) Garey Ween\nHague Drive\nOnchan\nIsle Of Man\nIM3 1ND\n","ONCHAN","3 Oct 2023"
"23/01123/B","Demolition of existing rear porch and erection of a single storey rear extension 55 Bemahague Avenue\nOnchan\nIsle Of Man\nIM3 4AP\n","ONCHAN","4 Oct 2023"
"23/01141/B","Erection of a single storey extension to rear of dwelling 24 Turnberry Avenue\nOnchan\nIsle Of Man\nIM3 2JX\n","ONCHAN","4 Oct 2023"
"23/01160/B","Replacement of existing window with French doors and decking to rear elevation Linden Cottage\nLinden Avenue\nPort St Mary\nIsle Of Man\nIM9 5ER\n","PORT ST MARY","2 Oct 2023"
"23/01121/B","Alterations, installation of replacement roof slates, roofing works, installation of replacement water goods, fascia and soffits, two Velux roof lights and replacement garage and rear conservatory flat roofs 6A Ballure Road\nRamsey\nIsle Of Man\nIM8 1NB\n","RAMSEY","28 Sep 2023"
