"Application Number","Details","Local Authority","Date"
"23/00042/B","Conversion and extension of existing outbuilding to provide guest accommodation/garage/home gym Riversdale\nStrang Road\nUnion Mills\nIsle Of Man\nIM4 4NP","BRADDAN","26 Jan 2023"
"23/00048/C","Change of use application for additional use of residential property as tourist accommodation. Rose Hill Farm\nRichmond Hill\nDouglas\nIsle Of Man\nIM4 1JG\n","BRADDAN","30 Jan 2023"
"23/00064/B","Demolish existing small barn and replace with a larger barn for private equestrian purposes. Land Adj To Seaview\nOak Hill\nPort Soderick\nIsle Of Man\n\n","BRADDAN","31 Jan 2023"
"23/00073/B","Erection of a childrens play park Strang Corner Field\nStrang\nDouglas\nIsle Of Man\n\n","BRADDAN","31 Jan 2023"
"23/00095/B","Installation of two access gates Vehicle Testing Centre\nBallafletcher Road\nCronkbourne\nDouglas\nIsle Of Man\nIM4 4QJ\n","BRADDAN","27 Jan 2023"
"22/01508/B","Replace single glazed windows with double glazing PVC windows (retrospective) Flat 8 Marlborough Apartments\nCentral Promenade\nDouglas\nIsle Of Man\nIM2 4LH\n","DOUGLAS","27 Jan 2023"
"23/00049/C","Additional use of apartment for self-catering Tourist accommodation 93 Spectrum Apartments\nCentral Promenade\nDouglas\nIsle Of Man\nIM2 4JL\n","DOUGLAS","27 Jan 2023"
"23/00100/C","Temporary use as a TT campsite between May and June 2023 St Georges AFC\nGlencrutchery Road\nDouglas\nIsle Of Man\nIM2 6AN","DOUGLAS","30 Jan 2023"
"23/00101/B","Replacement render to front elevation and associated works Greystones\nHilary Road\nDouglas\nIsle Of Man\nIM2 3EQ","DOUGLAS","30 Jan 2023"
"23/00114/B","Install exterior cement board cladding to extension on house 95 Anagh Coar Road\nDouglas\nIsle Of Man\nIM2 2BL","DOUGLAS","31 Jan 2023"
"23/00091/B","Alteration of existing secondary vehicular access to serve existing dwelling Ballacreg\nDreemskerry Hill\nDreemskerry\nRamsey\nIsle Of Man\nIM7 1BE","GARFF","1 Feb 2023"
"23/00065/B","Existing clay roof tiles to be replaced with artificial slates or concrete roof tiles; new uPVC fascia and soffit boards, uPVC rainwater gutters and down pipes; demolition of existing chimneys; new uPVC double glazed external doors and windows; new powder coated garage doors; new profiled steel roof sheets to garage roofs; replacement of fences, gates, satellite dishes and external lights; repairing and repainting of existing render as required 1 - 8 The Threshold\nJurby\nIsle Of Man\nIM7 3BG","JURBY","31 Jan 2023"
"23/00072/C","Change of use application for additional use of existing barn as a wedding venue Berrag Farm\nSandygate\nRamsey\nIsle Of Man\nIM7 3BS\n","JURBY","31 Jan 2023"
"23/00078/B","Proposed demolition of existing inefficient / failing sunroom and replacement with modern single storey flat roof extension to rear of the dwelling to provide additional living accommodation. 7 The Millrace\nSulby\nIsle Of Man\nIM7 2HT","LEZAYRE","31 Jan 2023"
"23/00054/B","Alterations, erection of two storey extension and creation of vehicular access and parking area The Hollies\nBaldrine Hill\nBaldrine\nIsle Of Man\nIM4 6DQ","LONAN","30 Jan 2023"
