"Application Number","Details","Local Authority","Date"
"23/00052/B","Erection of sunroom extension to southeast elevation Ballamodha Beg\nBallamodha Straight\nBallasalla\nIsle Of Man\nIM9 3EL","MALEW","27 Jan 2023"
"23/00045/B","Proposed alterations and extensions to dwelling to provide additional and improved living accommodation. 64 Laurel Avenue\nOnchan\nIsle Of Man\nIM3 3JQ","ONCHAN","30 Jan 2023"
"23/00051/B","Demolish existing glazed timber side extension. - Remove stone cladding to front elevation and re-render external walls. - Erection of a Sub Room. - Erection of a 2m high fence to the side and rear boundary for privacy. 11 The Park\nOnchan\nIsle Of Man\nIM3 1HP","ONCHAN","31 Jan 2023"
"23/00096/B","Removal of two chimney stacks 137 King Edward Road\nOnchan\nIsle Of Man\nIM3 2AX","ONCHAN","27 Jan 2023"
"23/00113/B","Replace an existing rear window with French doors 50 Laurel Avenue\nOnchan\nIsle Of Man\nIM3 3JG","ONCHAN","31 Jan 2023"
"23/00022/B","Replacement windows and door to front elevation 33 Douglas Street\nPeel\nIsle Of Man\nIM5 1BB","PEEL","27 Jan 2023"
"23/00056/B","Alterations and erection of extension including replacement windows on the north and west elevations, removal of windows on the east and north elevations and additional windows on the north elevation Carnaween\nBattery Road\nPeel\nIsle Of Man\nIM5 1UD","PEEL","31 Jan 2023"
"23/00060/B","Alterations to existing car parking area adjoining Peel Town Hall, including the formation of a second access from the highway, modification of existing access, provision of a bicycle enclosure, provision of an EV charge point and redefining of parking layout. Peel Town Hall\nDerby Road\nPeel\nIsle Of Man\nIM5 1RG\n","PEEL","30 Jan 2023"
"23/00112/B","Installation of a replacement front door 6 Market Place\nPeel\nIsle Of Man\nIM5 1AB","PEEL","31 Jan 2023"
"23/00040/B","Demolition of existing conservatory and construction of a bedroom annex extension at the rear of the property 18 Erin Lane\nPort Erin\nIsle Of Man\nIM9 6FE\n","PORT ERIN","26 Jan 2023"
"23/00047/B","Installation of Air Source Heat Pump 31 Royal Park\nRamsey\nIsle Of Man\nIM8 3UF\n","RAMSEY","27 Jan 2023"
"23/00066/B","Change of use from public house (use class 1.3) to create ten apartments (use class 3.4) while retaining original element of building, demolition of previous extensions and erection of new replacement extension. Britannia Hotel\nWaterloo Road\nRamsey\nIsle Of Man\nIM8 1DR","RAMSEY","30 Jan 2023"
"23/00067/CON","Demolition of previous extensions and erection of new replacement extension In association with application PA 23/00066/B Britannia Hotel\nWaterloo Road\nRamsey\nIsle Of Man\nIM8 1DR","RAMSEY","30 Jan 2023"
"23/00089/B","Installation of multi fuel stove requiring a twin wall flue to be installed and terminating above the roof-line of the property Thorncliffe\nBallure Road\nRamsey\nIsle Of Man\nIM8 1NE","RAMSEY","26 Jan 2023"
"23/00050/B","Essential roof repairs, to include replacing tiles, batons and felt and chimney stack repairs. Lhagagh\nThe Level\nColby\nIsle Of Man\nIM9 4AG","RUSHEN","30 Jan 2023"
"23/00035/B","Removal of existing conservatory at rear of property and replace with sun lounge extension Leahurst\nMain Road\nSanton\nIsle Of Man\nIM4 1JB","SANTON","27 Jan 2023"
"23/00076/B","Erection of first floor extension above existing garage to provide ancillary accommodation Croft House\nChurch Road\nSanton\nIsle Of Man\nIM4 1EZ","SANTON","1 Feb 2023"
