"Application Number","Details","Local Authority","Date"
"23/00884/C","Change of use of land from agricultural to residential gardens (retrospective) 1, 2, 3 & 4 Georges Close\nAndreas\nIsle Of Man\nIM7 4HZ\n","ANDREAS","8 Aug 2023"
"23/00849/B","Alterations including re-roofing of asbestos tiles with new slate tiles and the removal of chimney and two roof lights Thie Carr\nMain Road\nBallaugh\nIsle Of Man\nIM7 5EG","BALLAUGH","7 Aug 2023"
"23/00905/B","Erection of a replacement shed The Grange\nStation Road\nBallaugh\nIsle Of Man\nIM7 5AH\n","BALLAUGH","4 Aug 2023"
"23/00935/B","Variation of condition 1 for 94/00914/B to the proposed building must be used as accommodation ancillary to the Grange and must not be occupied as a dwelling in its own right and physical alterations which include re-slating of roof, replacing windows, creation of a patio, recladding of building, replacement of door, demolition of porch and installation of two flues. The Grange\nStation Road\nBallaugh\nIsle Of Man\nIM7 5AH\n","BALLAUGH","9 Aug 2023"
"23/00868/B","Use of part of Unit 48a as sales/retail; use of part of Unit 48e as staff facilities; new first floor offices with Unit 48e. Installation of 12 new windows on north east elevation; installation of rain screen canopy over main customer entrance in Unit 48b; changing of colour of existing windows and pedestrian doors Unit 48A,48B,48C,48D & 48E \nSpring Valley Industrial Estate\nCooil Road\nBraddan\nIM2 2QS\n","BRADDAN","3 Aug 2023"
"23/00897/B","Replace existing garage door in detached garage with new uPVC door and glazing. Kionlough House\nKionlough Lane\nBride\nIsle Of Man\nIM7 4AG","BRIDE","9 Aug 2023"
"23/00654/B","Erection of single storey side extension, Loft conversion, associated external remodelling and landscaping 15 Third Avenue\nDouglas\nIsle Of Man\nIM2 6AL","DOUGLAS","1 Jun 2023"
"23/00709/B","Installation of replacement pvc windows and doors and installation of rooflights 7 Hildesley Road\nDouglas\nIsle Of Man\nIM2 5AU","DOUGLAS","9 Aug 2023"
"23/00870/GB","Replacement of existing rear fibreglass pitched roof with slate roof (In association with RB consent application 23/00871/CON) 20 Finch Road\nDouglas\nIsle Of Man\nIM1 2PS","DOUGLAS","3 Aug 2023"
"23/00871/CON","Registered building consent for replacement of existing rear fibreglass pitched roof with slate roof, together with internal alterations to create washing facilities - RB 100 (in association with application 23/00870/GB) 20 Finch Road\nDouglas\nIsle Of Man\nIM1 2PS","DOUGLAS","3 Aug 2023"
"23/00874/CON","Registered building consent for the replacement of existing timber windows with new timber windows - RB 100 20 Finch Road\nDouglas\nIsle Of Man\nIM1 2PS","DOUGLAS","3 Aug 2023"
"23/00892/B","Brick up external door and replace with window. 35 Port E Chee Avenue\nDouglas\nIsle Of Man\nIM2 5EP","DOUGLAS","9 Aug 2023"
"23/00901/B","Conversion of four existing apartments into five apartments, installation of roof light and replacement doors 26 Derby Road\nDouglas\nIsle Of Man\nIM2 3ET","DOUGLAS","7 Aug 2023"
"23/00902/B","Alterations, creation of flat roof over garage (retrospective), replacement dormers, installation of glass balustrade, creation of first floor French doors from existing window and lowering of garden area to create a patio. (Amendments to PA 21/01327/B) Roof light between existing dormers in lieu of replacements to front. 50 Derby Square\nDouglas\nIsle Of Man\nIM1 3LP","DOUGLAS","7 Aug 2023"
"23/00909/B","Replacement of front door and surrounding frame and windows 10 Sartfell Road\nDouglas\nIsle Of Man\nIM2 3LZ\n","DOUGLAS","8 Aug 2023"
"23/00926/B","Widening of driveway and vehicular access (part retrospective) 4 Hedgerow Close\nDouglas\nIsle Of Man\nIM2 1NH","DOUGLAS","9 Aug 2023"
"23/00388/B","Construction of seven detached houses and associated infrastructure Fields 612727 & 612728\nBaldrine Farm\nBaldrine Road\nBaldrine\n\n\n\n","GARFF","5 Apr 2023"
"23/00880/B","Demolition of existing bungalow and construction of a new dwelling with associated external landscaping Shilley Aalin\nLhergydhoo\nPeel\nIsle Of Man\nIM5 2AE\n","GERMAN","4 Aug 2023"
"23/00928/B","Erection of front porch and extension on side of property. 2 Knocksharry Cottages\nRamsey Road\nPeel\nIsle Of Man\nIM5 2AF","GERMAN","7 Aug 2023"
"23/00896/B","Alterations and extensions to dwelling comprising of: new integral garage, conversion of existing garage, extension to form link between dwelling and barns, refurbishment of barns to living accommodation and extension to form living/garden room. Landscaping works to form sunken garden and formal level lawn to rear of barns, driveway alterations and tree works to coincide with proposed garage and relocation of oil tank Ballamoar\nMullinaragher Road\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AQ\n","MALEW","9 Aug 2023"
"23/00908/B","Demolish existing conservatory and entrance porch, extend house to west and south to create kitchen/dining/sitting area, master bedroom suite, and new entrance lobby, remodel areas within existing house to create Utility Room, cloaks, and study at Ground Floor, and two en-suite bathrooms, remodelled existing Master Bedroom suite, and two guest bedroom suites at First Floor, with new fence and gate externally to create small courtyard to secondary entrance. Croit Vane\nCorlea Road\nBallasalla\nIsle Of Man\nIM9 3BA","MALEW","9 Aug 2023"
"23/00912/B","Erection of two industrial units, including an amended vehicle access, vehicle and cycle parking, drainage and external works Land South Of Sycamore Sub-Station\nBalthane Industrial Estate\nBalthane\nBallasalla\nIsle Of Man\nIM9 2AF\n","MALEW","8 Aug 2023"
"23/00877/B","Installation of a solid wood burning stove, with associated external, wall mounted flue 46 King Orry Road\nGlen Vine\nIsle Of Man\nIM4 4FJ","MAROWN","8 Aug 2023"
"23/00899/B","Drill a borehole for a viable potable water supply to new agricultural shed Field 324368 \nBraaid Farm Lane\nTop Road\nCrosby\nIM4 4HJ\n\n","MAROWN","9 Aug 2023"
"23/00924/B","Demolition of existing buildings and erection of 10no. General industrial units, parking and hard standing areas, with associated drainage and planting scheme Former Crosby Wholesalers \nMain Road\nCrosby\nIM4 4BN\n\n","MAROWN","9 Aug 2023"
"23/00846/B","Remove the defective chimney stack above the roof line (Retrospective) 27 Majestic Drive\nOnchan\nIsle Of Man\nIM3 2JL","ONCHAN","9 Aug 2023"
"23/00886/B","Removal of existing Upvc conservatory and replacement with new sun room Kerrowdhoo Farm\nLittle Mill Road\nOnchan\nIsle Of Man\nIM4 5BF","ONCHAN","9 Aug 2023"
"23/00890/B","Installation of replacement front door, replacement front ground floor window and roof solar thermal collectors (tubes) 3 Peveril Road\nPeel\nIsle Of Man\nIM5 1NU","PEEL","8 Aug 2023"
"23/00930/B","Replacement of timber door with composite door and pvc top panel Harbour View\nAthol Street\nPort St Mary\nIsle Of Man\nIM9 5DS\n","PORT ST MARY","8 Aug 2023"
"23/00885/B","Erection of a pair of semi-detached dwellings, (4No dwellings in total), on vacant building plots Vacant Plots Between \nNo 28 Clifton Drive &\nNo 14 Romney Wynd\nRamsey\nIM8 3ND\n\n\n","RAMSEY","8 Aug 2023"
"23/00915/C","Part-retrospective change of use of Outhouse 2 from residential to commercial use in connection with a perfume business, including use as an office, workshop and for training/educational purposes May Hill House\nSummerland\nRamsey\nIsle Of Man\nIM8 2EF","RAMSEY","8 Aug 2023"
"23/00891/B","Proposed bedroom extension and proposed utility extension 11 The Chase\nBallakillowey\nColby\nIsle Of Man\nIM9 4BL","RUSHEN","8 Aug 2023"
"23/00859/C","Additional use of summer house/pod for guest accommodation 4 Balnahow Farm And Barns \nBalnahow\nSanton\nIsle Of Man\nIM41HN\nIM4 1HN\n","SANTON","8 Aug 2023"
