"Application Number","Details","Local Authority","Date"
"23/00483/B","Alterations to study window and construction of single storey extension on north-east gable wall Claremont\nOld Castletown Road\nPort Soderick\nIsle Of Man\nIM4 1BB\n","BRADDAN","26 Apr 2023"
"23/00498/B","Erection of showroom Rileys Garden Centre\nBallapaddag\nCooil Road\nDouglas\nIsle Of Man\nIM4 2AF\n","BRADDAN","24 Apr 2023"
"23/00468/B","Construct a tennis court in the garden North West side of the house; Construct a soakaway in the south garden Lorne House\nDouglas Street\nCastletown\nIsle Of Man\nIM9 1AZ\n","CASTLETOWN","24 Apr 2023"
"23/00291/B","The development proposes the construction of 133 new dwellings split across apartments, townhouses, small blocks of flats and a senior living block. In addition, a new scout hut/community pavilion, refurbishment and extension of Crookall House as office space, replacement existing sub-station and associated external landscaping, highways and drainage works. Crookall House (+ Surrounding Site)\nDemesne Road\nDouglas\nIsle Of Man\nIM1 3DX","DOUGLAS","26 Apr 2023"
"23/00427/C","Change of use from ground floor office to residential 20 Hope Street\nDouglas\nIsle Of Man\nIM1 1AP","DOUGLAS","26 Apr 2023"
"23/00449/B","Variation of condition 2 of planning permission PA 15/00323/B which was to increase the number of children from 12 to 18 and we would like to increase the provision from 18 to 24 Crossroads Nursery \nMasham Court\nVictoria Avenue\nDouglas\nIsle Of Man\nIM2 4AW","DOUGLAS","26 Apr 2023"
"23/00457/B","Erection of single storey rear extension at lower ground floor, and installation of dormer to second floor 2 Lower Dukes Road\nDouglas\nIsle Of Man\nIM2 4BJ","DOUGLAS","25 Apr 2023"
"23/00464/B","Subdivision of existing single flat to 2 no. flats including erection of rear access staircase and replacement rear extension. Installation of replacement windows and resiting of shopfront door 8 Prospect Terrace\nWoodbourne Road\nDouglas\nIsle Of Man\nIM1 3AL\n","DOUGLAS","19 Apr 2023"
"23/00477/CON","Remove redundant flue stack from the rear elevation. Remove semi derelict outbuildings to the rear to form access and parking areas. This application is in connection with PA 23/00464/B 8 Prospect Terrace\nWoodbourne Road\nDouglas\nIsle Of Man\nIM1 3AL\n","DOUGLAS","25 Apr 2023"
"23/00459/B","Alterations and extensions to existing dwelling, including the removal of a two storey extension and single storey garage Crofton\nBaldhoon Road\nLaxey\nIsle Of Man\nIM4 7NA","GARFF","26 Apr 2023"
"23/00506/B","Erection of replacement rear extension Thie Gamman Beg\nThe Crescent\nBaldrine\nIsle Of Man\nIM4 6DY","GARFF","26 Apr 2023"
"23/00453/B","Creation of hardstanding (Retrospective) and erection of agricultural storage building Field 211069\nNorth Of Sandygate Crossroads\nJurby Road\nSandygate\nRamsey\nIsle Of Man\n\n","JURBY","26 Apr 2023"
"23/00451/B","Erection of 13 terraced & semi-detached dwellings on the site of 9 previously approved detached & semi-detached dwellings on no.s 19 to 23 & 30 to 33 Faragher Road, and amendments to rear plot boundaries and adjacent footpath, bin collection point & parking spaces for no.s 40 & 41 Faragher Road\n 19 To 23 & 30 To 33 And 40 & 41 Faragher Road \nPhase 2\nReayrt Mie\nBallasalla\nIM9 2BL\n\n","MALEW","20 Apr 2023"
"23/00462/B","Alterations to layout of footpaths, car parking area and plot boundaries Land Adjacent To Plots C74-C75 Crellin Close\n& C87-C91 Shimmin Road\nReayrt Mie Phase 3\nBallasalla\nIsle Of Man\nIM9 2BR\n","MALEW","25 Apr 2023"
"23/00171/B","Erection of agricultural building Section 1 Field 321821\nBallanicholas\nGarth\nCrosby\nIsle Of Man\n\n","MAROWN","27 Mar 2023"
"23/00394/B","Retrospective approval for the installation of glass balustrade to flat roof area for the purposes of maintenance and repair only and additional car parking Retail Unit \nCrosby Meadows\nMain Road\nCrosby\nIM4 2EE\n","MAROWN","25 Apr 2023"
"23/00509/B","Removal of existing greenhouses and erection of detached dormer bungalow with integral garage Land North Of Ballagarey Bungalow\nMain Road\nGlen Vine\nIsle Of Man\nIM4 4AZ\n","MAROWN","26 Apr 2023"
"23/00455/B","Alterations and extensions of garden walls Ocean View\nBaltic Road\nKirk Michael\nIsle Of Man\nIM6 1EF\n","MICHAEL","20 Apr 2023"
"23/00361/B","Alterations including single storey extension to east elevation, enlargement of first floor dormer to south elevation and erection fencing to east boundary 27 Groudle Road\nOnchan\nIsle Of Man\nIM3 2EH","ONCHAN","5 Apr 2023"
"23/00497/B","Erection of first floor annex extension 36 Royal Avenue\nOnchan\nIsle Of Man\nIM3 1EZ","ONCHAN","24 Apr 2023"
"23/00504/B","Erection of building for use as a toilet facility and storage, sales of charcuterie produced on site and the creation of a unit for the preparation of charcuterie from meat from the site Ballacosnahan Farm\nPatrick Road\nPatrick Village\nIsle Of Man\nIM5 3AW\n","PATRICK","25 Apr 2023"
"23/00437/B","Extension of dropped kerb to widen existing vehicular access 20 Close Corlett\nPeel\nIsle Of Man\nIM5 1QH\n","PEEL","25 Apr 2023"
"23/00401/B","Erection of ground floor extension to rear and creation of off road parking apron Thornycroft\n8 Primrose Terrace\nPort St Mary\nIsle Of Man\nIM9 5AP\n","PORT ST MARY","20 Apr 2023"
