"Application Number","Details","Local Authority","Date"
"23/00485/B","Erection of rear replacement single storey extension, installation of dormer extension to the rear and roof windows to existing living roof space at front elevation. 2 Larivane Cottage\nKiondroghad Road\nAndreas\nIsle Of Man\nIM7 3EL","ANDREAS","9 May 2023"
"23/00545/B","Proposed single storey extension to rear of school to create new Female pupil toilets and conversion of existing pupil toilets into Disabled WC/Shower & Store, including associated wheelchair access ramp & external steps Andreas School\nAndreas Village\nIsle Of Man\nIM7 4EZ\n","ANDREAS","9 May 2023"
"23/00559/B","Proposed alterations to provide sliding patio door and ramp into building, on front elevation 20 Ballamillaghyn Estate\nMount Rule\nDouglas\nIsle Of Man\nIM4 4HX","BRADDAN","10 May 2023"
"23/00495/B","Replacement of all windows front and back 39 Mill Street\nCastletown\nIsle Of Man\nIM9 1AG","CASTLETOWN","5 May 2023"
"23/00556/B","Erection of a mobile classroom, containing two classrooms and toilet facilities Castle Rushen High School\nArbory Road\nCastletown\nIsle Of Man\nIM9 1RE","CASTLETOWN","9 May 2023"
"23/00438/B","Erection of fence to front and side elevation (retrospective) 33 Marathon Avenue\nDouglas\nIsle Of Man\nIM2 4JB","DOUGLAS","9 May 2023"
"23/00489/B","Installation of replacement PVC sash windows to ground floor front windows. Laurel Dene\nTennis Road\nDouglas\nIsle Of Man\nIM2 3LW","DOUGLAS","9 May 2023"
"23/00493/B","Conversion of the upper floors into six apartments 38 - 40 Victoria Street\nDouglas\nIsle Of Man\nIM1 2LB\n","DOUGLAS","10 May 2023"
"23/00525/B","Replacement of existing casement windows with sash windows in line with the approved PA 22/01130/B Derby Lodge\n77 Derby Square\nDouglas\nIsle Of Man\nIM1 3LR\n","DOUGLAS","4 May 2023"
"23/00526/B","Demolition of former nursing home and outbuildings, and the creation of five new 4 bedroom dwellings with associated garages, parking, amended access, amended drainage, and landscaping Former Eastfield Mansion House \nEastfield\nDouglas\nIM1 4AU\n","DOUGLAS","10 May 2023"
"23/00527/CON","Registered Building consent for demolition elements to PA 23/00526/B Former Eastfield Mansion House \nEastfield\nDouglas\nIM1 4AU\n","DOUGLAS","10 May 2023"
"23/00554/B","Replacement of existing mobile classroom with new mobile classroom containing two classrooms and toilet facilities Willaston Primary School\nSchool Road\nDouglas\nIsle Of Man\nIM2 6RD","DOUGLAS","9 May 2023"
"23/00555/B","Replace existing window to Classroom with new Fire Escape Door Manor Park School\nPulrose Road\nDouglas\nIsle Of Man\nIM2 1AT","DOUGLAS","10 May 2023"
"23/00496/B","Erection of replacement dwelling Cooil Ny Cronk\nBallure\nRamsey\nIsle Of Man\nIM7 1AD\n","GARFF","4 May 2023"
"23/00540/B","Replace existing front door 13 Dumbells Terrace\nLaxey\nIsle Of Man\nIM4 7NY","GARFF","10 May 2023"
"23/00503/B","Improve existing field access to comply with Manual for Manx Roads Field 432515\nDouglas Road\nBallasalla\nIsle Of Man\n\n","MALEW","5 May 2023"
"23/00491/B","Erection of single storey extension to side and rear elevations 5 Kirkway\nOnchan\nIsle Of Man\nIM3 1BH\n","ONCHAN","10 May 2023"
"23/00515/B","Replacement of existing detached garden room and garden store 21 Manor Park\nOnchan\nIsle Of Man\nIM3 2EW\n","ONCHAN","5 May 2023"
"23/00534/B","Smooth render to front elevation, gable end and rear elevation 13 Central Drive\nOnchan\nIsle Of Man\nIM3 1ES","ONCHAN","10 May 2023"
"23/00535/B","Replacement of existing conservatory with new larger extension and replacement window to front elevation Richmond House\n13 Manor Park\nOnchan\nIsle Of Man\nIM3 2EW\n","ONCHAN","10 May 2023"
"23/00536/B","Erection of a dormer to the south west elevation and installation of a pvc window in the gable 2 Hague Walk\nOnchan\nIsle Of Man\nIM3 1NG","ONCHAN","10 May 2023"
"23/00418/B","Demolish existing porch and create new porch to the same finish as existing Lhoobs Cottage\nLhoobs Road\nEairy\nIsle Of Man\nIM4 3JA","PATRICK","5 May 2023"
"23/00501/B","Erection of a single storey extension to the south elevation Riversdale\nFoxdale Road\nSt Johns\nIsle Of Man\nIM4 3AS","PATRICK","4 May 2023"
"23/00514/B","Alterations and extensions to create additional living accommodation to ground floor and new first floor accommodation 29 West View\nPeel\nIsle Of Man\nIM5 1DL","PEEL","10 May 2023"
"23/00523/B","Retrospective application for replacement windows & door to front elevation and replacement door to rear elevation 5 Charles Street\nPeel\nIsle Of Man\nIM5 1AF","PEEL","9 May 2023"
"23/00524/CON","Retrospective application for replacement windows & doors in connection with PA 23/00523/B 5 Charles Street\nPeel\nIsle Of Man\nIM5 1AF","PEEL","9 May 2023"
"23/00567/B","Installation of replacement front door, rear bathroom patio doors, two first floor bedroom windows and a second floor escape window (retrospective) 10 Stanley Road\nPeel\nIsle Of Man\nIM5 1NX","PEEL","5 May 2023"
"23/00490/B","Alterations, replacement rear extensions and front Porch and raising of the existing roof to provide additional/improved living accommodation to dwelling The Auburns\n19 Lezayre Road\nRamsey\nIsle Of Man\nIM8 2LP\n","RAMSEY","5 May 2023"
"23/00558/B","Proposed window/door alterations to rear elevation of dwelling 6 The Sycamores\nRamsey\nIsle Of Man\nIM8 1LU\n","RAMSEY","10 May 2023"
"23/00512/B","Erection of a detached dwelling with associated parking Vacant Plot Adjacent To Mussoorie \nMain Road\nSanton\nIM4 1JB","SANTON","10 May 2023"
"23/00517/B","Erection of a detached dwelling with parking and access to be formed from the existing field access gate Field 514355 And Part Field 510185\nRheast Road\nSanton\nIsle Of Man\n\n","SANTON","9 May 2023"
