"Application Number","Details","Local Authority","Date"
"23/00186/B","Renewal of PA 18/00319/B Erection of rear single storey extension based on modified design of single flat roof together with the installation of windows and doors (retrospective) 6 Larivane Meadows\nAndreas\nIsle Of Man\nIM7 4JD\n","ANDREAS","24 Feb 2023"
"23/00221/B","Change of use of land and buildings to animal sanctuary. Placement of container and hardstanding and installation of replacement drainage and septic tank (retrospective) The Stables\nGreenhill\nJurby Road\nAndreas\nIsle Of Man\nIM7 2EJ\n","ANDREAS","23 Feb 2023"
"23/00162/B","Demolition of existing utility, porch, greenhouse with alterations and construction of new extension to rear / side of existing bungalow Little Field\nRonague\nCastletown\nIsle Of Man\nIM9 4HQ\n","ARBORY","23 Feb 2023"
"23/00141/B","Replace all 26 windows with PVC windows. The front will be sliding sash and the back of the house will be casement windows. Replace all 4 doors with casement doors Cornhill City House\n9 Hope Street\nCastletown\nIsle Of Man\nIM9 1AS","CASTLETOWN","23 Feb 2023"
"22/01113/B","Demolition of existing dwelling and redevelopment of the site and adjacent land with an apartment block accommodation seven apartments with associated drainage, access, basement parking and landscaping Gloccamora\nDouglas Head\nDouglas\nIsle Of Man\nIM1 5BW\n","DOUGLAS","13 Sep 2022"
"23/00128/B","Conversion of residential site to a block of 4 residential apartments 40 Peel Road\nDouglas\nIsle Of Man\nIM1 4LY\n","DOUGLAS","27 Feb 2023"
"23/00158/B","Replace two windows on landward side of building Apartment 21\nPiccadilly Court\nQueens Promenade\nDouglas\nIsle Of Man\nIM2 4NS\n","DOUGLAS","23 Feb 2023"
"23/00178/B","Erection of single storey rear extension and extension to terrace 22 Reayrt Carnane\nDouglas\nIsle Of Man\nIM2 5LN","DOUGLAS","1 Mar 2023"
"23/00181/C","Change of use to a gaming lounge (retrospective) Unit 1D\nRiverside Trading Estate\nPulrose Road\nDouglas\nIsle Of Man\nIM2 1AB\n","DOUGLAS","27 Feb 2023"
"23/00187/B","Installation of replacement windows with sliding sash, replacement rear door and retrospective replacement of front door 34 Woodburn Square\nDouglas\nIsle Of Man\nIM1 4DD\n","DOUGLAS","23 Feb 2023"
"23/00192/B","Installation of replacement windows to the rear Queens Mansions - Flat 4\nPalace Terrace\nQueens Promenade\nDouglas\nIsle Of Man\nIM2 4ND\n","DOUGLAS","23 Feb 2023"
"23/00194/C","Change of use application from Commercial Office to residential dwelling with additional use for tourism with associated works 17 Hope Street\nDouglas\nIsle Of Man\nIM1 1AQ","DOUGLAS","27 Feb 2023"
"23/00199/B","Single storey extension over garage 40 Ashberry Avenue\nDouglas\nIsle Of Man\nIM2 1PX","DOUGLAS","27 Feb 2023"
"23/00200/B","Installation of replacement of front door and all windows (x 7) in front elevation, replacement of 3 further windows at the rear, 1 of which to be replaced by new door 6 Osborne Grove\nDouglas\nIsle Of Man\nIM1 3LE","DOUGLAS","28 Feb 2023"
"23/00201/B","Alter Fire Exit and Hangar Doors approved under PA 20/01238/B and 22/00046/B, addition of two Grille Vents to external walls, demolish existing rendered wall, installation of an external air handing unit and create close board timber fence compound (retrospective) Manx Museum\nKingswood Grove\nDouglas\nIsle Of Man\nIM1 3LY\n","DOUGLAS","27 Feb 2023"
"23/00251/CON","Registered Building consent for the installation of two replacement windows to front elevation and five replacement windows to rear elevation. RB Nos. 187 4 Victoria Terrace\nDouglas\nIsle Of Man\nIM2 4EU","DOUGLAS","1 Mar 2023"
"23/00166/B","Retrospective Application for the installation of a flue and the erection of a raised patio (both off the rear elevation) Tomtebo\nBallagorry Drive\nGlen Mona\nRamsey\nIsle Of Man\nIM7 1HE","GARFF","24 Feb 2023"
"23/00176/CON","Registered Building Consent to apply etchings on two existing glazed internal doors - RB 85 Christ Church\nChurch Hill\nLaxey\nIsle Of Man\nIM4 7AX\n","GARFF","23 Feb 2023"
"23/00179/B","Erection of decking and pergola to rear garden (retrospective) Ballagorry Beg\nGlen Mona\nRamsey\nIsle Of Man\nIM7 1HF\n","GARFF","27 Feb 2023"
"23/00185/B","Installation of replacement windows Dreemskerry\nBaldhoon Road\nLaxey\nIsle Of Man\nIM4 7NG","GARFF","23 Feb 2023"
"23/00193/B","Demolition of existing conservatory to the rear of the property & erection of replacement single storey extension. Thie Ny Garee\nBaldhoon Road\nLaxey\nIsle Of Man\nIM4 7QF\n","GARFF","23 Feb 2023"
"23/00198/B","Erection of decking and garden room/office (retrospective) Cubalibre Moar\nBallamenagh Road\nBaldrine\nIsle Of Man\nIM4 6AL\n","GARFF","27 Feb 2023"
"23/00202/B","Installation of replacement windows and front door The Old Vicarage\nBaldhoon Road\nLaxey\nIsle Of Man\nIM4 7NG","GARFF","28 Feb 2023"
"23/00180/B","Change of use of Agricultural barn to residential dwelling with a two storey extension. Demolition of two agricultural sheds and erection of a replacement agricultural build. Creation of replacement vehicular access and installation of entrance gates. Brack-E-Broom\nBrack A Broom Lane\nPoortown\nPeel\nIsle Of Man\nIM5 2AP","GERMAN","1 Mar 2023"
"23/00197/B","Single storey extension to the front elevation. 10 Maddrell Drive\nPeel\nIsle Of Man\nIM5 1QY\n","GERMAN","27 Feb 2023"
