"Application Number","Details","Local Authority","Date"
"23/00782/B","Alterations to form driveway access for additional off road parking, including installation of surface water run off drainage channel (retrospective) 1 Friary Cottages\nMain Road\nBallabeg\nCastletown\nIsle Of Man\nIM9 4EQ","ARBORY","3 Jul 2023"
"23/00725/B","Conversion of existing out-building (former dairy barn) to provide habitable accommodation for residential/tourist use The Barn\nBallavarteen West\nGrenaby Road\nDogmills\nRamsey\nIsle Of Man\n\n","BRIDE","4 Jul 2023"
"23/00746/C","Additional use of dwelling for tourist accommodation 34 Harcroft Meadow\nDouglas\nIsle Of Man\nIM2 1JT\n","DOUGLAS","4 Jul 2023"
"23/00751/B","Extension to side elevation and widening of vehicular access to create additional parking 20 Hampton Farm\nNew Castletown Road\nDouglas\nIsle Of Man\nIM2 2DN\n","DOUGLAS","4 Jul 2023"
"23/00775/B","Removal and replacement of an existing door and frame to the existing front elevation Beresford House\n11 - 12 Palace Terrace\nQueens Promenade\nDouglas\nIsle Of Man\nIM2 4NE\n","DOUGLAS","3 Jul 2023"
"23/00788/B","Erection of an agricultural building and replacement of existing agricultural building Ballacaine Farm\nBallavarran Road\nJurby\nIsle Of Man\nIM7 3AW\n","JURBY","4 Jul 2023"
"23/00731/B","Alterations and extension to existing dwelling, new garden office and relocation of oil tank Underhill\nLezayre Road\nLezayre\nRamsey\nIsle Of Man\nIM7 2AJ","LEZAYRE","4 Jul 2023"
"23/00478/B","Erection of a detached bungalow with integral garage, driveway and access Plot 37\nThe Meadows\nKirk Michael\nIsle Of Man\nIM6 1EY\n","MICHAEL","19 Apr 2023"
"23/00748/B","Removal of chimney stack, replace existing roof tiles with original (new) tiles 20 Furman Close\nOnchan\nIsle Of Man\nIM3 1BT","ONCHAN","4 Jul 2023"
"23/00721/B","Conversion of garage/store area into living space with glazed lantern over, replacing of roof and spar dash with new finishes, alterations and additions to windows/doors, removal of chimney stacks, demolition of single garage and installation of ASHP and solar panels and extension of residential curtilage (retrospective) into part of field 335204 Greenlands\nBarnell Lane\nPatrick Village\nIsle Of Man\nIM5 3AN","PATRICK","4 Jul 2023"
"23/00744/B","Full approval for a residential development comprising up to 153 dwellings and community uses with associated highway and pedestrian access and infrastructure, drainage, landscaping and public open space together with approval in principle for a primary school on land at Vollan Fields together with enhancement of existing habitat on land to the east of Royal Park Land At Vollan Field No\'s 131042, 131043, 135315 And 135318\nLand East Of Royal Park Field No\'s 131085 And 135140\nAndreas Road\nRamsey\nIsle Of Man\nIM7 4EA","RAMSEY","3 Jul 2023"
