"Application Number","Details","Local Authority","Date"
"23/01359/B","Erection of a two storey side extension Knock Rushen House\nScarlett\nCastletown\nIsle Of Man\nIM9 1TA\n","CASTLETOWN","28 Nov 2023"
"23/00974/B","Demolish kitchen chimney stack at rear of property (not visible from front of property) 11 And 12 Hilary Park\nDouglas\nIsle Of Man\nIM2 3EF","DOUGLAS","7 Sep 2023"
"23/00975/CON","Registered Building consent for demolition elements to PA 23/00974/B 11 And 12 Hilary Park\nDouglas\nIsle Of Man\nIM2 3EF\n","DOUGLAS","7 Sep 2023"
"23/01365/B","Alterations and erection of a ground floor rear extension, installation of replacement windows and door, re roofing works, alteration to existing roof dormers and installation of iron railings 4 Osborne Terrace\nDouglas\nIsle Of Man\nIM1 3LH\n","DOUGLAS","29 Nov 2023"
"23/01321/B","Erection of a building to provide a visitor entrance hub, staff accommodation and administration space to replace existing visitor entrance kiosk Laxey Wheel Visitor Entrance\nMines Road\nLaxey\nIsle Of Man\nIM4 7NL\n","GARFF","23 Nov 2023"
"23/01322/CON","Registered Building Consent for demolition aspects to PA 23/01321/B - Erection of a building to provide a visitor entrance hub, staff accommodation and administration space to replace existing visitor entrance kiosk Laxey Wheel Visitor Entrance\nMines Road\nLaxey\nIsle Of Man\nIM4 7NL\n","GARFF","23 Nov 2023"
"23/01362/B","Erection of bicycle store and storage sheds Methodist Sunday School\nGlen Road\nLaxey\nIsle Of Man\nIM4 7AH\n","GARFF","28 Nov 2023"
"23/01334/B","Erection of replacement dwelling (amendment to PA 22/00399/B) Ballacroak Farm\nMullinaragher Road\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AQ\n","MALEW","23 Nov 2023"
"23/01366/C","Additional use as Class 2.4 Storage & Distribution (retrospective) to approved use Class 2.2 Light Industrial Units 4-11 Old Mart Place \nColas Drive\nBalthane Industrial Estate\nBallasalla\nIM9 2AJ","MALEW","29 Nov 2023"
"23/01367/B","Erection of domestic wind turbine The Nab\nTop Road\nCrosby\nIsle Of Man\nIM4 4HL\n","MAROWN","23 Nov 2023"
"23/01349/B","Remove existing conservatory and replace with orangery extension on southeast corner of the existing dwelling The Grange\nClypse Moar Road\nOnchan\nIsle Of Man\nIM4 5BG\n","ONCHAN","23 Nov 2023"
"23/00721/B","Conversion of garage/store area into living space with glazed lantern over, replacing of roof and spar dash with new finishes, alterations and additions to windows/doors, removal of chimney stacks, demolition of single garage and installation of ASHP and solar panels and extension of residential curtilage (retrospective) into part of field 335204 Greenlands\nBarnell Lane\nPatrick Village\nIsle Of Man\nIM5 3AN","PATRICK","4 Jul 2023"
"23/01360/A","Approval in Principle for the redevelopment of the site to provide cafe, bowling clubhouse, community facilities and public toilets. Tennis Courts\nMarine Parade\nPeel\nIsle Of Man\n\n","PEEL","23 Nov 2023"
"23/01363/B","Erection of a new three bedroom dwelling and detached single car garage, with associated parking apron Plot Adjacent To Fenella Villa \nPeveril Road\nPeel\nIM5 1PJ\n","PEEL","28 Nov 2023"
"23/01348/B","Erection of a building accommodating 38no Apartments and associated Landscaping, Drainage and Car Parking The Former Ocean Castle Hotel Site \nAnd Hill House, Rowany Villas\nPromenade\nPort Erin\nIsle Of Man\n\n\n\n","PORT ERIN","29 Nov 2023"
"23/01369/B","Removal of Chimney Stack to North Elevation (retrospective) Beach Shack (Formerly Tag Cashtal) \nShore Road\nPort Erin\nIM9 6HL\n","PORT ERIN","29 Nov 2023"
"23/01352/B","Proposed extension to rear of property 1 Daisy Bank\nCronk Road\nPort St Mary\nIsle Of Man\nIM9 5AS\n","PORT ST MARY","29 Nov 2023"
"23/01401/B","Erection of a replacement conservatory Gorse Lea\nGlen Chass Road\nGlen Chass\nPort St Mary\nIsle Of Man\nIM9 5PN\n","RUSHEN","29 Nov 2023"
