"Application Number","Details","Local Authority","Date"
"23/01329/B","Refurbish interior of building to provide independent office suites on each floor up to Second Floor, create duplex apartment at Third Floor level and utilising defunct water and lift room, and flat roof adjacent, and change street facade using render and cornice detailing 11 Athol Street\nDouglas\nIsle Of Man\nIM1 1LD\n","DOUGLAS","21 Nov 2023"
"23/01331/B","Alterations to approved garage (PA 23/00429/B): Erection of detached garage with ancillary living accommodation over & expansion of existing driveway Langdale House\nLower Dukes Road\nDouglas\nIsle Of Man\nIM2 4BQ\n","DOUGLAS","21 Nov 2023"
"23/01332/B","Removal of wall mounted statue to front elevation St Josephs Church\nSnaefell Road\nDouglas\nIsle Of Man\nIM2 6PD\n","DOUGLAS","16 Nov 2023"
"23/01337/CON","Registered Building consent for demolition elements to PA 23/01329/B 11 Athol Street\nDouglas\nIsle Of Man\nIM1 1LD\n","DOUGLAS","21 Nov 2023"
"23/01341/D","Installation of non-illuminated signage to front elevation St Josephs Church\nSnaefell Road\nDouglas\nIsle Of Man\nIM2 6PD\n","DOUGLAS","16 Nov 2023"
"23/01345/A","Approval in principle for the construction of new housing 60 Victoria Road\nDouglas\nIsle Of Man\nIM2 4HQ\n","DOUGLAS","21 Nov 2023"
"23/00932/B","Creation of new parking area, installation of new footbridge, and installation of new foot path Part Field 615019\nLand Adjacent To \nThe Salmon Lake Center\nMines Road\nLaxey\n\n","GARFF","16 Aug 2023"
"23/01306/B","Creation of a doorway from an existing window to rear elevation (retrospective) 14 Cronk Cardle\nCorony\nRamsey\nIsle Of Man\nIM7 1ET\n","GARFF","22 Nov 2023"
"23/01312/B","Erection of a detached two storey dwelling Keayn Reayrt\nCroit E Quill Road\nLaxey\nIsle Of Man\nIM4 7JD\n","GARFF","16 Nov 2023"
"23/01347/C","Change of use from spare room to beauty therapy treatment room. 5 Reayrt Ny Glionney Close\nLaxey\nIsle Of Man\nIM4 7LE\n","GARFF","22 Nov 2023"
"23/01249/B","Erection of timber stables consisting of 6ft tack-room & 2No 10x10ft boxes with associated 15x25ft steelframed/timber clad agricultural/hay barn. Lheeannee Arrick\nBallamoar\nSandygate\nRamsey\nIsle Of Man\nIM7 3AH\n","JURBY","22 Nov 2023"
"23/01355/B","Erection of winter shelter for two horses and associated storage area. Field 211013\nNorth Of Upper Ballacrye\nSandygate\nJurby\nIsle Of Man IM7 3BS\n\n","JURBY","22 Nov 2023"
"23/01344/D","Re-siting of community noticeboards to Community Hall, Sulby Lezayre Parish Community Hall\nClenagh Road\nSulby\nIsle Of Man\nIM7 3AB\n","LEZAYRE","21 Nov 2023"
"23/01328/B","Demolish part of an existing industrial warehouse, make good the remaining portion, and build a new five unit light industrial building with associated vehicular parking Unit 1\nPort Side Units\nBalthane Industrial Estate\nBalthane\nBallasalla\nIsle Of Man\nIM9 2AJ\n","MALEW","20 Nov 2023"
"23/01342/C","Change of use from as storage unit to a personal training studio Unit F4\nHarcourt Drive\nBalthane\nBallasalla\nIsle Of Man\n\n","MALEW","22 Nov 2023"
"23/01317/B","Change of use from residential to additional use as part tourism / self catered accommodation, together with new double doors and access with new steps and terraced area, with carport below Stoneycroft\nGlen Vine Road\nGlen Vine\nIsle Of Man\nIM4 4HF\n","MAROWN","22 Nov 2023"
"23/01330/B","Expansion of camping area; installation of 14 electric hook-up points for campervan pitches. Field 234227\nMain Road\nKirk Michael\nIsle Of Man\n\n","MICHAEL","20 Nov 2023"
"23/01184/B","Redevelopment of an existing Sure Mobile site that will consist of removing the current steelwork from the 8-meter floodlight monopole and installing a new 8-meter slimline lattice within the Sure compound, the proposed new structure will support multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets, this will all be contained within the current boundary fence on the site. Sure Mobile Site (Cable And Wireless)\nKing Edward Bay Golf And Country Club\nGroudle Road\nOnchan\nIsle Of Man\nIM3 2JR\n","ONCHAN","24 Oct 2023"
"23/01267/B","Single Storey flat roof extension to front of current clubhouse with roof terrace above Douglas High School Old Boys Afc \nBlackberry Lane\nDouglas\nIM2 4PD\n","ONCHAN","20 Nov 2023"
"23/01333/B","Demolish existing conservatory, add extension to rear of property, and undertake minor internal remodelling. 32 Sunnybank Avenue\nOnchan\nIsle Of Man\nIM3 3BP\n","ONCHAN","20 Nov 2023"
"23/01335/B","Retrospective approval for two first floor windows to the rear of the property 34 Patrick Street\nPeel\nIsle Of Man\nIM5 1BR\n","PEEL","20 Nov 2023"
"23/01338/C","Additional use of former post office as offices and/or retail Shop\n29 Douglas Street\nPeel\nIsle Of Man\nIM5 1BA\n","PEEL","20 Nov 2023"
"23/01339/B","Partial demolition of party wall and erection of replacement fence 29 Douglas Street\nFormer Post Office\nPeel\nIsle Of Man\nIM5 1BA\n","PEEL","21 Nov 2023"
"23/01340/CON","Registered Building consent for demolition elements to PA 23/01339/B 29 Douglas Street\nFormer Post Office\nPeel\nIsle Of Man\nIM5 1BA\n","PEEL","21 Nov 2023"
"23/01343/B","Demolish existing conservatory and outbuildings and replace with proposed rear extension. Remove all existing uPVC windows and doors and replace with new uPVC and composite doors Sunnyhurst\nStation Road\nPort St Mary\nIsle Of Man\nIM9 5AZ\n","PORT ST MARY","21 Nov 2023"
"23/01374/B","Erection of a store extension 1 Westlands Close\nRamsey\nIsle Of Man\nIM8 3PU\n","RAMSEY","22 Nov 2023"
"23/01298/A","Approval in Principle for erection of detached dwelling with associated parking addressing siting and means of access. Access to be formed from existing access gate on Rheast Road Field 514355 And Part Field 510185\nRheast Road\nSanton\nIsle Of Man\n\n","SANTON","21 Nov 2023"
"23/01346/B","Installation of flue for woodburning stove 15 Ballanoa Meadow\nSanton\nIsle Of Man\nIM4 1HQ\n","SANTON","21 Nov 2023"
"23/01376/B","Construction of portal frame materials shelter to cover existing gravel bays Meary Veg Sewage Treatment Works\nBalnahowe\nSanton\nIsle Of Man\nIM4 1HL\n","SANTON","22 Nov 2023"
