"Application Number","Details","Local Authority","Date"
"23/00723/B","Proposed alterations and erection of ground and first floor extension to dwelling Church View\nMain Road\nAndreas Village\nIsle Of Man\nIM7 4HH\n","ANDREAS","21 Jun 2023"
"23/00622/B","Existing garages to be removed and the installation of boundary treatment Shore Road Garage Block\nShore Road\nCastletown\nIsle Of Man\nIM9 1BF\n","CASTLETOWN","18 May 2023"
"23/00449/B","Variation of condition 2 of planning permission PA 15/00323/B which was to increase the number of children from 12 to 18 and we would like to increase the provision from 18 to 24 Crossroads Nursery \nMasham Court\nVictoria Avenue\nDouglas\nIsle Of Man\nIM2 4AW","DOUGLAS","26 Apr 2023"
"23/00716/B","Installation of replacement front door Keighley House\n59 Loch Promenade\nDouglas\nIsle Of Man\nIM1 2NA\n","DOUGLAS","21 Jun 2023"
"23/00736/B","Installation of replacement windows and two front doors Flats 1, 2, 3 & 4\nOakwood\nMount Bradda\nDouglas\nIsle Of Man\nIM1 4AS","DOUGLAS","20 Jun 2023"
"23/00742/B","Replacement of existing slates with Spanish slates and installation of a roof light 29 Lancaster Road\nDouglas\nIsle Of Man\nIM2 5BB","DOUGLAS","21 Jun 2023"
"23/00711/B","Proposed conversion and extension of existing Old Mill Building to create new dwelling Old Mill Building On Land Rear Of (part Fields 135090 & 134502)\nBallacuberagh Cottage\nSulby Glen\nLezayre\nIM7 2BD\n","LEZAYRE","21 Jun 2023"
"23/00702/B","Proposed extensions and alterations to existing dwelling Ballaglea Farm\nBallamodha Straight\nBallamodha\nBallasalla\nIsle Of Man\nIM9 3AZ\n","MALEW","20 Jun 2023"
"23/00712/B","Alterations to field shelter (retrospective) and an extension to field shelter to create feed store Field 434509\nSwallows Rest\nBayrauyr Road\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AT","MALEW","21 Jun 2023"
"23/00718/B","Erection of agricultural barn building Field 434509 \nSwallows Rest\nBayrauyr Road\nSt Marks\nIsle Of Man\nIM9 3AT\nIM9 3AT\n","MALEW","21 Jun 2023"
"23/00720/B","Replace first floor French doors with bi-fold doors to the east elevation, construct pitched roof over first floor doors to the east elevation and drop the sill height of two ground floor windows to the east elevation, a ground floor window to the west elevation and a ground floor window to the south elevation Ballarobin Farm\nKerrowkeil Road\nGrenaby\nBallasalla\nIsle Of Man\nIM9 3BB","MALEW","21 Jun 2023"
"23/00710/B","Drill a borehole to test for a viable potable water supply for the proposed dwelling on the site. If the water supply is viable then a small cylindrical head will be placed over the borehole, measuring 1200mm high and 900mm diameter Rheaby Beg\nArrasey Road\nGlen Maye\nIsle Of Man\nIM5 3AU","PATRICK","20 Jun 2023"
"23/00745/B","Variation of condition 4 to PA 23/00341/C to alter opening hours to include Saturdays and Sundays Former Fire Station\nDroghadfayle Road\nPort Erin\nIsle Of Man\nIM9 6EE\n","PORT ERIN","21 Jun 2023"
"23/00703/C","Additional use of residential property (class 3.3) as tourist accommodation (class 3.6) Onyx House\nShore Road Underway\nPort St Mary\nIsle Of Man\nIM9 5DX\n","PORT ST MARY","21 Jun 2023"
"23/00704/C","Additional use of residential property (class 3.3) as tourist accommodation (class 3.6) Bay Cliff\n32 High Street\nPort St Mary\nIsle Of Man\nIM9 5DW\n","PORT ST MARY","20 Jun 2023"
"23/00713/B","The fitting of a new window to the rear elevation of the kitchen and the replacement of six existing windows on the front elevation. All windows to be of timber construction and finished with white gloss paint The White Cottage\nFour Roads\nPort St Mary\nIsle Of Man\nIM9 5LJ\n","PORT ST MARY","20 Jun 2023"
"23/00528/B","Erection of public toilet block Millennium Garden\nBowring Road\nRamsey\nIsle Of Man\n\n","RAMSEY","18 May 2023"
"23/00645/B","Replacement of exiting roof tiles with Spanish Slate tiles, replace two existing and install two additional roof lights, repair works to existing chimney and installation of replacement down pipes Thie Dhowin\nRichmond Road\nRamsey\nIsle Of Man\nIM8 3PB","RAMSEY","20 Jun 2023"
"23/00687/B","Demolition of an existing garden store and external utility space and erection of a new extension to enlarge to existing kitchen 21 Gladstone Avenue\nRamsey\nIsle Of Man\nIM8 2LE","RAMSEY","20 Jun 2023"
"23/00724/B","Application of a light grey cork render spray to existing elevations 4 Radcliffe Close\nBallafesson\nPort Erin\nIsle Of Man\nIM9 6TN\n","RUSHEN","21 Jun 2023"
