"Application Number","Details","Local Authority","Date"
"23/01468/C","Additional use of the premises for pharmaceutical retail (Class 1.1) and associated health services (Class 4.1) BMS House\nPort Way\nBalthane Industrial Estate\nBallasalla\nIsle Of Man\nIM9 2AJ\n","MALEW","20 Dec 2023"
"23/01480/D","Erection of Non Illuminated Development Sales Board Netherby\nDouglas Road\nCastletown\nIsle Of Man\nIM9 1TN\n","MALEW","20 Dec 2023"
"23/01441/B","Erection of two agricultural buildings Field 321916\nCooil Road\nDouglas\nIsle Of Man\n\n","MAROWN","18 Dec 2023"
"23/01463/B","Alterations and erection of extension to existing garage, alterations to entrance door, installation of dormer to side elevation, and installation of new windows to the side elevations. 3 Kermode Close\nCrosby\nIsle Of Man\nIM4 4BS\n","MAROWN","20 Dec 2023"
"23/01405/GB","Alterations including removal of modern extensions, restoration of previous windows and door openings, and alterations to roof (in association with RB consent application 23/01430/CON) Holly Lodge\nBishopscourt\nKirk Michael\nIsle Of Man\nIM6 2EZ\n","MICHAEL","19 Dec 2023"
"23/01425/CON","Registered building consent for the installation of 5 replacement windows with timber framed double glazed units in a like for like manner, and replacement of a door with a timber framed double glazed sliding sash window - RB136. The Court House\nMain Road\nKirk Michael\nIsle Of Man\nIM6 1AJ\n","MICHAEL","14 Dec 2023"
"23/01430/CON","Internal alterations, removal of non-historic extensions, restoration of window and door openings and alterations to roof - RB23 (in association with 23/01405/GB) Holly Lodge\nBishopscourt\nKirk Michael\nIsle Of Man\nIM6 2EZ\n","MICHAEL","19 Dec 2023"
"23/01449/B","Demolish existing conservatory and replace with single storey bedroom and family room extension 27 Faaie-Ny-Cabbal\nKirk Michael\nIsle Of Man\nIM6 2HT\n","MICHAEL","15 Dec 2023"
"23/01427/B","Installation of garage door in existing stone boundary wall to create Parking Bay to rear of dwelling 8A Crown Street\nPeel\nIsle Of Man\nIM5 1AJ\n","PEEL","20 Dec 2023"
"23/01446/B","Courtyard and beach area to be used as temporary event and bar space; installation of additional seating and stretch tent; alterations to WC block. Cosy Nook\nShore Road\nPort Erin\nIsle Of Man\nIM9 6HH\n","PORT ERIN","19 Dec 2023"
"23/01447/CON","Registered Building Consent for renovation works and internal alterations at ground floor level - RB295 Cosy Nook\nShore Road\nPort Erin\nIsle Of Man\nIM9 6HH\n","PORT ERIN","19 Dec 2023"
"23/01386/B","Rear and upwards extension above garage, installation of front and rear elevation dormers and installation of window and door to side elevation. The Dowry\nRichmond Road\nRamsey\nIsle Of Man\nIM8 3PA\n","RAMSEY","19 Dec 2023"
"23/01442/B","Installation of a flue 45 Lezayre Park\nRamsey\nIsle Of Man\nIM8 2PT\n","RAMSEY","14 Dec 2023"
