"Application Number","Details","Local Authority","Date"
"23/01118/B","To improve the existing Sure mobile site at the Colby Football Club, Colby, to move to a new area of the site and include a dedicated 15 m tower to support next generation Mobile phone network equipment Colby AFC Clubhouse\nMain Road\nColby\nIsle Of Man\nIM9 4LR\n","ARBORY","26 Oct 2023"
"23/01236/B","To install 6 x 9 metre wooden telegraph poles with associated overhead wires. All six poles have been included in this application as all poles will be required to provide an overhead fibre service to the properties 1-29 \nBallamillagyhn Estate\nMount Rule\nDouglas\nIM4 4HU IM4 4HX\n\n\n","BRADDAN","26 Oct 2023"
"23/01248/B","Change of use of unit 25 from bathroom showroom to microbrewery including erection of fence and cask washing shelter to the rear Unit 25\nSnugborough Trading Estate\nUnion Mills\nIsle Of Man\nIM4 4LH\n","BRADDAN","1 Nov 2023"
"23/00950/CON","Registered building consent for internal and external alterations and renovation works, including erection of replacement rear extension & formation of doorway between Harbour House & The Granary - RB 47 & RB 48 (in association with application 23/00947/GB) Harbour House & The Granary\nThe Quay\nCastletown\nIsle Of Man\nIM9 1LD","CASTLETOWN","24 Aug 2023"
"23/01235/B","Proposed re-development of Commissioners Yard, Workshops & Office including dwelling house to provide a Brewery and associated Tap Room, Eatery & Offices Castletown Commissioners\' Yard\nMilner Terrace\nCastletown\nIsle Of Man\nIM9 1TE\n","CASTLETOWN","27 Oct 2023"
"23/01237/B","Conversion of existing Garage into Home Gym Crofton Mews\nThe Crofts\nCastletown\nIsle Of Man\nIM9 1LW\n","CASTLETOWN","27 Oct 2023"
"23/01247/B","Replacement windows & doors to front elevation. 24A Brewery Wharf\nCastletown\nIsle Of Man\nIM9 1EU\n","CASTLETOWN","26 Oct 2023"
"23/01200/B","Conversion of building from retail (class 1.1) to a community facility (class 4.3) Removal House \n39 Finch Road\nDouglas\nIM1 2PW","DOUGLAS","1 Nov 2023"
"23/01223/B","Construction of mixed use commercial building including commercial office (class 1.2 & 2.1), retail (class 1.1) and leisure uses (class 4.4) complete with basement parking, food & drink (class 1.3 and 1.4), and 80 bedroom hotel including restaurant and operational areas (class 3.1) Villiers Square\nFort Street\nDouglas\nIsle Of Man\nIM1 2AX\n","DOUGLAS","1 Nov 2023"
"23/01242/B","Installation of air source heat pump on rear elevation and solar panels to side and rear elevation roof. 1 Upper Church Street\nDouglas\nIsle Of Man\nIM1 1EE\n","DOUGLAS","27 Oct 2023"
"23/01269/B","Installation of three replacement windows to rear elevation 33 Albany Road\nDouglas\nIsle Of Man\nIM2 3NE\n","DOUGLAS","1 Nov 2023"
"23/01138/B","Extension of the existing car park and temporary accommodation of a food vending facility for a period not exceeding five years within the existing car park Conrhenny Carpark\nConrhenny Plantation / Community Woodland\nCreg-ny-baa Back Road\nCreg Ny Baa\nOnchan\nIsle Of Man\n\n","GARFF","1 Nov 2023"
"23/00928/B","Erection of front porch and extension on side of property. 2 Knocksharry Cottages\nRamsey Road\nPeel\nIsle Of Man\nIM5 2AF","GERMAN","7 Aug 2023"
"23/01163/B","Proposed two residential dwellings including vehicular access Land At Ballacraine\nSt Johns\nIsle Of Man\nIM4 3LS\n","GERMAN","26 Oct 2023"
"23/01271/B","Proposed change of use of existing outbuildings into Dog Grooming and Pet Sitting Parlour, together with improvements to the existing vehicle access Shell Cottage\nMain Road\nSulby\nIsle Of Man\nIM7 2HP\n","LEZAYRE","1 Nov 2023"
"23/01246/B","Construction of a metal clad storage shed on portion of existing manege Croit Vane\nCorlea Road\nBallasalla\nIsle Of Man\nIM9 3BA\n","MALEW","1 Nov 2023"
"23/01155/B","Erection of five tourist accommodation pods, landscaping, drainage, formation of a car parking area and conversion of the existing shed into tourist accommodation and therapy facilities. Bridge House\nWest Baldwin\nIsle Of Man\nIM4 5HA\n","MAROWN","27 Oct 2023"
"23/01102/B","Creation of additional vehicular access & driveway Corner Stones\n5 Howe Road\nOnchan\nIsle Of Man\nIM3 2AP\n","ONCHAN","27 Oct 2023"
"23/01177/C","Additional use as tourist accommodation 17 The Park\nOnchan\nIsle Of Man\nIM3 1HP\n","ONCHAN","26 Oct 2023"
"23/01234/B","Proposed single-storey extension to side elevation 22 Springfield Rise\nFoxdale\nIsle Of Man\nIM4 3JX\n","PATRICK","26 Oct 2023"
"23/01213/B","Installation of two dormers to front elevation roof slope Arnside\nAthol Street\nPort St Mary\nIsle Of Man\nIM9 5DS\n","PORT ST MARY","26 Oct 2023"
"23/01244/B","Installation of replacement windows Cronk-Lea\nLhargan\nPort St Mary\nIsle Of Man\nIM9 5AR\n","PORT ST MARY","27 Oct 2023"
"23/01239/B","New Driveway and Single Storey Side Garage The Headlands\nGrove Mount\nRamsey\nIsle Of Man\nIM8 3HF\n","RAMSEY","27 Oct 2023"
"23/01240/B","Alterations to existing glazed terraced area, to change timber slats to composite panels with glazing and new location for stepped access (partial retrospective) 17 Odins Way\nBallakillowey\nColby\nIsle Of Man\nIM9 4BQ\n","RUSHEN","1 Nov 2023"
