"Application Number","Details","Local Authority","Date"
"23/00759/B","Alterations to previously approved planning application 22/00473/B with a glazed link to modern two storey extension to rear Ballamaddrell Cottage\nGrenaby Road\nBallabeg\nCastletown\nIsle Of Man\nIM9 4HD","ARBORY","12 Jul 2023"
"23/00784/B","Construction of proposed detached garage 19 - 20 Ballastrooan\nColby\nIsle Of Man\nIM9 4NR","ARBORY","12 Jul 2023"
"23/00823/B","Erection of 133 dwellings with associated drainage and access (Amendments to 19/00961/B) School Hill/Westhill Estate\nCastletown\nIsle Of Man\n\n","CASTLETOWN","12 Jul 2023"
"23/00616/B","Demolition of the existing former Citadel building, and the erection of a 44 bedroom hotel with associated drainage, refuse bin storage and pick up layby and reinstatement of the adjacent pavements The Former Salvation Army Citadel\nLord Street\nDouglas\nIsle Of Man\nIM1 1LE\n","DOUGLAS","24 May 2023"
"23/00726/C","Change of use from shop to 1 bed residential flat 67A Derby Road\nDouglas\nIsle Of Man\nIM2 3EA\n","DOUGLAS","7 Jul 2023"
"23/00727/B","Ground floor extension of dwelling off rear elevation Osborne House\n5 Osborne Terrace\nDouglas\nIsle Of Man\nIM1 3LH","DOUGLAS","12 Jul 2023"
"23/00728/CON","Registered Building consent for demolition elements to PA 23/00727/B Osborne House\n5 Osborne Terrace\nDouglas\nIsle Of Man\nIM1 3LH","DOUGLAS","12 Jul 2023"
"23/00740/B","Proposed single storey porch to front elevation 87 Anagh Coar Road\nDouglas\nIsle Of Man\nIM2 2AS","DOUGLAS","12 Jul 2023"
"23/00753/CON","Registered Building consent for demolition elements to PA 23/00754/B Kantara\nLittle Switzerland\nDouglas\nIsle Of Man\nIM2 6AE","DOUGLAS","12 Jul 2023"
"23/00754/B","Demolish existing conservatory, utility and WC and replace with extension to provide family room, kitchen, utility and WC Kantara\nLittle Switzerland\nDouglas\nIsle Of Man\nIM2 6AE","DOUGLAS","12 Jul 2023"
"23/00763/B","Installation of replacement roof tiles and associated roofing work 22 Hildesley Road\nDouglas\nIsle Of Man\nIM2 5AZ","DOUGLAS","12 Jul 2023"
"23/00770/B","Window alteration to side elevation Barcelo\n2 Eleanora Gardens\nDouglas\nIsle Of Man\nIM2 3NR\n","DOUGLAS","11 Jul 2023"
"23/00772/B","Proposed change of use from office to residential use and associated works to frontage, replacing shop front with new windows and an entrance door. Creation of first floor terrace 15 Peel Road\nDouglas\nIsle Of Man\nIM1 4LP","DOUGLAS","12 Jul 2023"
"23/00808/B","Installation of replacement ground floor dormer window and first floor window and door 5 Albany Road\nDouglas\nIsle Of Man\nIM2 3NP","DOUGLAS","11 Jul 2023"
"23/00819/B","Installation of replacement windows and door 26 Westminster Terrace\nDouglas\nIsle Of Man\nIM1 4EE","DOUGLAS","12 Jul 2023"
"23/00331/B","Refurbishment of and extension to existing barn building and alterations/conversion of existing adjacent store to garage Barn Adjacent To Dreemskerry House\nBallajora Hill\nBallajora\nRamsey\nIsle Of Man\nIM7 1AZ","GARFF","6 Apr 2023"
"23/00817/C","Change of use from tourist accommodation to residential Beach Cottage\nPort Mooar\nMaughold\nIsle Of Man\nIM7 1AU\n","GARFF","12 Jul 2023"
"23/00818/REM","Reserved Matters application to PA 22/00669/A for the erection of two residential dwellings addressing siting, landscaping, drainage, means of access, internal layout and external appearance Balla Bluff\nPinfold Hill\nLaxey\nIsle Of Man\nIM4 7HL","GARFF","12 Jul 2023"
"23/00820/B","Proposed alterations and extension to provide additional living accommodation, and erection of shed Hazelbank\nMinorca Hill\nLaxey\nIsle Of Man\nIM4 7DN","GARFF","12 Jul 2023"
"23/00821/CON","Registered Building consent for demolition elements to PA 23/00820/B Hazelbank\nMinorca Hill\nLaxey\nIsle Of Man\nIM4 7DN","GARFF","12 Jul 2023"
"23/00804/B","Erection of detached Workshop/Garden Store building to rear of dwelling Plot 3 \nLand Adjacent To Beechfield\nGlen Auldyn\nLezayre\nIM7 2AD\n","LEZAYRE","12 Jul 2023"
"23/00769/B","Replacement windows and doors to front and rear elevations of shop/pharmacy and takeaway restaurant Ballasalla Stores And Four Seasons Chinese Takeaway\nMain Road\nBallasalla\nIsle Of Man\nIM9 2DA\n","MALEW","11 Jul 2023"
"23/00774/B","Variation to condition 1 of Planning Application Ref 20/01446/A to extend the expiry date by two further years from the date of the Approval Notice. The Application refers to an Approval in Principle for the siting of a neighbourhood food shop by refurbishment and alterations through part-demolition and part-extension of the existing Whitestone car showroom and vehicle garage, Douglas Road, Ballasalla. Former Whitestone Car Showroom And Garage\nDouglas Road\nBallasalla\nIsle Of Man\nIM9 2LB\n","MALEW","12 Jul 2023"
"23/00773/B","Glazing refurbishment and installation of new windows to rear elevation 4 Park Close\nGlen Vine\nIsle Of Man\nIM4 4HB","MAROWN","12 Jul 2023"
"23/00809/B","Erection of two detached metal garages for the storage of motorcycles Glion Arragh\nMain Road\nGlen Vine\nIsle Of Man\nIM4 4BA","MAROWN","11 Jul 2023"
"23/00777/B","Removal of existing chimney stack and installation of flue pipe to dwelling Cooil Beg\nClaughbane Walk\nRamsey\nIsle Of Man\nIM8 2JP","RAMSEY","12 Jul 2023"
"23/00750/B","Erection of two wind turbines Field No. 414697 \nBallaman\nBallnahowe Road\nPort Erin\nIM9 6JF\n\n","RUSHEN","11 Jul 2023"
