"Application Number","Details","Local Authority","Date"
"23/00752/B","Installation of stainless steel twin wall flue (retrospective) 24 Glebe Aalin\nBallaugh\nIsle Of Man\nIM7 5BX","BALLAUGH","19 Jul 2023"
"23/00822/B","Alterations and erection of first floor and ground floor extensions to side elevation Ballacubbon Farm\nRichmond Hill\nDouglas\nIsle Of Man\nIM4 1JQ","BRADDAN","19 Jul 2023"
"23/00732/B","Installation of replacement roof slates 5 Victoria Road\nCastletown\nIsle Of Man\nIM9 1EP","CASTLETOWN","13 Jul 2023"
"22/01083/B","Construction of 33no industrial units, alterations to existing infrastructure together with alterations to the existing warehouse and demolition of existing office block Isle Of Man Breweries Distribution Centre\nOld Castletown Road\nDouglas\nIsle Of Man\nIM2 1QG","DOUGLAS","30 Sep 2022"
"23/00464/B","Subdivision of existing single flat to 2 no. flats including erection of rear access staircase and replacement rear extension. Installation of replacement windows and resiting of shopfront door 8 Prospect Terrace\nWoodbourne Road\nDouglas\nIsle Of Man\nIM1 3AL\n","DOUGLAS","19 Apr 2023"
"23/00756/B","Convert the existing three residential units in the building into four apartments 34 Peel Road\nDouglas\nIsle Of Man\nIM1 4LY","DOUGLAS","17 Jul 2023"
"23/00781/B","New rear decking; window replacement, creation of new window and new Bi-Fold door; two flat roof lanterns within existing flat roof; removal of chimney stack and conservatory; widening of existing drive and vehicular access 5 Laureston Close\nDouglas\nIsle Of Man\nIM2 4BF","DOUGLAS","19 Jul 2023"
"23/00789/B","Enlarge width of existing vehicular entrance by 1m to aid ease entry and egress including the provision of electric charging point 83 Woodbourne Road\nDouglas\nIsle Of Man\nIM2 3AW","DOUGLAS","19 Jul 2023"
"23/00793/B","Erection of detached dwelling with garage & vehicular access (previously approved under PA 13/00655/A) Land Adjacent To\nElmwood\nSomerset Road\nDouglas\nIsle Of Man\n\n","DOUGLAS","19 Jul 2023"
"23/00796/B","Demolition of existing garage, and erection of replacement summer house 21 Thorny Road\nDouglas\nIsle Of Man\nIM2 5EG","DOUGLAS","18 Jul 2023"
"23/00803/B","Extensions and alteration of dwelling 6 Olafs Close\nDouglas\nIsle Of Man\nIM2 7AR","DOUGLAS","18 Jul 2023"
"23/00810/CON","Registered Building consent for demolition elements to PA 23/00811/B 10 Summerhill\nDouglas\nIsle Of Man\nIM2 4PG","DOUGLAS","18 Jul 2023"
"23/00811/B","Removal of rear outlets and construction of new extension in rear yard, replacement windows, alterations to access onto rear lane, provision of satellite dish to front elevation and internal alterations 10 Summerhill\nDouglas\nIsle Of Man\nIM2 4PG","DOUGLAS","18 Jul 2023"
"23/00812/D","Installation of internally illuminated fascia and projecting sign 13 Strand Street\nDouglas\nIsle Of Man\nIM1 2ED","DOUGLAS","18 Jul 2023"
"23/00828/B","Installation of replacement handrails on steps to front elevation (In association with 23/00829/CON) Knox House\n16 - 18 Finch Road\nDouglas\nIsle Of Man\nIM1 2PT\n","DOUGLAS","13 Jul 2023"
"23/00829/CON","Registered Building consent for the installation of replacement handrails on steps to front elevation (in association with 23/00828/B) Registered Building Nos. 98 and 99 Knox House\n16 - 18 Finch Road\nDouglas\nIsle Of Man\nIM1 2PT\n","DOUGLAS","13 Jul 2023"
"22/01421/B","Replace existing single garage with double garage with sun lounge above Cliff View\nPinfold Hill\nLaxey\nIsle Of Man\nIM4 7HL","GARFF","29 Nov 2022"
"23/00799/B","Demolish existing house and construct a replacement dwelling including new vehicular access for associated parking Eskadale\nKing Edward Road\nOnchan\nIsle Of Man\nIM4 6AB","GARFF","17 Jul 2023"
"23/00815/B","Provision of new mobile classroom containing one classroom and toilet facilities QEII High School\nDouglas Road\nPeel\nIsle Of Man\nIM5 1RD\n","GERMAN","19 Jul 2023"
"23/00755/B","Single storey rear extension to replace existing conservatory Traa Dy Liooar Cottage\nBallamona Straight\nJurby\nIsle Of Man\nIM7 3AP\n","JURBY","18 Jul 2023"
"23/00743/B","Enlargement of existing window opening to form new bi-fold doors and replacement of window and door with sliding doors Vaujany\nClanna Road\nBraaid\nIsle Of Man\nIM4 2HW\n","MAROWN","18 Jul 2023"
"23/00830/B","Proposed sun lounge extension to rear 5 Elm Bank\nGlen Vine\nIsle Of Man\nIM4 4FF","MAROWN","19 Jul 2023"
"23/00776/B","Alterations and erection of replacement extension and creation of new balcony Clyeen\nDouglas Road\nKirk Michael\nIsle Of Man\nIM6 1AU","MICHAEL","17 Jul 2023"
"23/00837/B","Single storey extension to rear of property and new window on ground floor side elevation 11 Slieau Curn Park\nKirk Michael\nIsle Of Man\nIM6 1EH\n","MICHAEL","19 Jul 2023"
"23/00801/CON","Registered Building consent for Installation of replacement windows to the front, side and rear elevation Installation of replacement to the rear door (in association with PA 23/00802/GB) Registered Building Nos. 129 27 Governors Road\nOnchan\nIsle Of Man\nIM3 1AY","ONCHAN","18 Jul 2023"
"23/00802/GB","Installation of replacement to Front, side and rear windows Installation of replacement to rear door (in association with PA 23/00801/CON) 27 Governors Road\nOnchan\nIsle Of Man\nIM3 1AY","ONCHAN","18 Jul 2023"
"23/00826/B","Ground floor extension and alterations to dwelling 4 Birch Hill Avenue\nOnchan\nIsle Of Man\nIM3 4EW","ONCHAN","19 Jul 2023"
"23/00747/B","Replace existing asbestos cladding with new colour coated cladding to match adjacent units Lheakerrow Farm\nLhoobs Road\nFoxdale\nIsle Of Man\nIM4 3JB","PATRICK","19 Jul 2023"
"23/00850/B","Installation of two replacement first floor windows Dumbell House\n16 Castle Street\nPeel\nIsle Of Man\nIM5 1AN\n","PEEL","18 Jul 2023"
"23/00814/B","Creation of first floor dormer on south-western roof slope, blocking up of existing kitchen door, replacement of existing garage flat roof, installation of canopy over front door and removal of partially raised patio in front garden 15 Ballahane Close\nPort Erin\nIsle Of Man\nIM9 6EG","PORT ERIN","18 Jul 2023"
"23/00825/B","Replacement of existing timber frame windows with new timber effect heritage style windows to the front and side elevations The Old Police Station\nStrand Road\nPort Erin\nIsle Of Man\nIM9 6HB","PORT ERIN","18 Jul 2023"
"23/00778/B","Alterations and erection of an extension Thie Grennaugh\nClaughbane Road\nRamsey\nIsle Of Man\nIM8 2HL","RAMSEY","18 Jul 2023"
"23/00827/C","Additional use as tourism accommodation Mountain Dream\nBowring Road\nRamsey\nIsle Of Man\nIM8 3EU","RAMSEY","19 Jul 2023"
"23/00857/B","Installation of a storage container Pound Lane Depot\nCastletown Road\nPort St. Mary\nIsle Of Man\nIM9 5LT\n","RUSHEN","19 Jul 2023"
