"Application Number","Details","Local Authority","Date"
"23/01192/B","Conversion of redundant barns into single residential dwelling and detached garage, erection of small subordinate single storey extension to south elevation to provide open plan living accommodation. External landscaping, new driveway and installation of new sewer treatment works Lower Ballavarkish\nGrenaby Road\nBallabeg\nCastletown\nIsle Of Man\nIM9 4HD\n","ARBORY","19 Oct 2023"
"23/01125/B","Creation of a mobile site consisting of a 15 meter tree mast with multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets and boundary fence Land Off Main Drive & South Of Keyll Darree\nThe Nobles Hospital Site\nStrang\nDouglas\nIsle Of Man\nIM4 4RJ\n","BRADDAN","24 Oct 2023"
"23/01222/B","Erection of a fence 9 Ashen Bank\nCronkbourne\nDouglas\nIsle Of Man\nIM4 4TP\n","BRADDAN","23 Oct 2023"
"23/01224/B","Demolition of two garages and construction of new garage Ballaoates Cottages\nEast Baldwin\nIsle Of Man\nIM4 5EN\n","BRADDAN","24 Oct 2023"
"23/01190/B","Installation of replacement windows and doors to both front and rear elevations. 1 Athol Terrace\nCastletown\nIsle Of Man\nIM9 1AL\n","CASTLETOWN","24 Oct 2023"
"23/01198/C","Change of use of ground and first floor into a two surgery Dental practice and maintain the top floor as a residential flat Shore House\nThe Promenade\nCastletown\nIsle Of Man\nIM9 1BG\n","CASTLETOWN","23 Oct 2023"
"23/00128/B","Conversion of residential site to a block of 4 residential apartments 40 Peel Road\nDouglas\nIsle Of Man\nIM1 4LY\n","DOUGLAS","27 Feb 2023"
"23/00942/B","Construction of four detached houses and associated infrastructure Land South Of Leyton\nFormer Air Raid Shelter Site \nVictoria Road\nDouglas\nIsle Of Man\nIM2 6AQ\n","DOUGLAS","29 Aug 2023"
"23/01170/B","Conversion of town house into 4 flats together with addition of dormer and the replacement of windows and external doors. 9 Auckland Terrace\nWindsor Road\nDouglas\nIsle Of Man\nIM1 3LD\n","DOUGLAS","18 Oct 2023"
"23/01186/B","Installation of a wind turbine 10 Beechwood Rise\nDouglas\nIsle Of Man\nIM2 5NE\n","DOUGLAS","25 Oct 2023"
"23/01193/B","Installation of flue for multi fuel burner 34 Ballaquark\nDouglas\nIsle Of Man\nIM2 2EY\n","DOUGLAS","25 Oct 2023"
"23/01197/B","Conversion and extension of garage to provide living accommodation and erection of a front porch 9A Hilltop View\nDouglas\nIsle Of Man\nIM2 2LA\n","DOUGLAS","18 Oct 2023"
"23/01204/B","Variation of condition 3 of PA 06/01161/C to extend opening hours 4-6 Quines Corner \nDouglas\nIM1 4LF\n\n","DOUGLAS","23 Oct 2023"
"23/01219/B","Erection of garden house containing bedroom, lounge and office 2 Falcon Cliff Court\nDouglas\nIsle Of Man\nIM2 4AQ\n","DOUGLAS","24 Oct 2023"
"23/01225/B","Proposed demolition of existing conservatory and replacement with a rear extension. Proposed Side & Front Extension. Proposed alteration to rear windows to create doors. Felsted\nAlexander Drive\nDouglas\nIsle Of Man\nIM2 3QX\n","DOUGLAS","25 Oct 2023"
"23/01226/B","Use of plots of 60 and 62 Snaefell Road as a temporary site storage compound for a 24 month period retrospectively. Planning Approval Notice 21/000686/B previously approved the use of the site as a temporary storage compound which has now expired. Former Site Of 60 And 62\nSnaefell Road\nDouglas\nIsle Of Man\n\n","DOUGLAS","24 Oct 2023"
"20/01472/B","Installation of garden terracing and river storm defences and extension to residential curtilage (retrospective) Cornaa House\nBallaglass Glen Road\nCornaa\nRamsey\nIsle Of Man\nIM7 1EJ","GARFF","19 Jan 2021"
"23/01220/B","Alterations and erection of a two-storey extension to side elevation and single storey extension to rear elevation. External works to provide parking and turning area Ballasaige House\nDreemskerry\nRamsey\nIsle Of Man\nIM7 1BF\n","GARFF","20 Oct 2023"
