"Application Number","Details","Local Authority","Date"
"23/00919/B","Repositioning of drive and entrance to property. Hillview\nKiondroghad Road\nAndreas\nIsle Of Man\nIM7 3EL\n","ANDREAS","23 Aug 2023"
"23/00752/B","Installation of stainless steel twin wall flue (retrospective) 24 Glebe Aalin\nBallaugh\nIsle Of Man\nIM7 5BX","BALLAUGH","19 Jul 2023"
"23/00943/C","Additional use of general industrial units for garaging and storage of vehicles and small plant and general business storage (Class 2.4) Units 2 & 3 \nBraddan Bridge Industrial Estate\nPeel Road\nBraddan\nIM4 4LE\n","BRADDAN","21 Aug 2023"
"23/00949/B","Installation of black coloured twin wall flue to serve multi-fuel appliance 6 Clybane Rise\nDouglas\nIsle Of Man\nIM2 2LR","BRADDAN","23 Aug 2023"
"23/00987/B","Proposed alterations and extensions, including rear dormer and balcony Driftwood\nDogmills\nRamsey\nIsle Of Man\nIM7 4AD\n","BRIDE","23 Aug 2023"
"23/00931/B","A single-storey rear extension with external spiral stairs leading to roof terraces, plus a cantilevered balcony to the rear 5 Victoria Road\nCastletown\nIsle Of Man\nIM9 1EP","CASTLETOWN","18 Aug 2023"
"23/00957/CON","Registered Building consent for demolition elements to PA 23/00931/B 5 Victoria Road\nCastletown\nIsle Of Man\nIM9 1EP","CASTLETOWN","18 Aug 2023"
"23/00952/B","Proposed new light industrial, storage, or distribution unit Units 46-51\nBlock L\nWhite Hoe Industrial Estate\nOld Castletown Road\nDouglas\nIsle Of Man\nIM2 1QD\n","DOUGLAS","17 Aug 2023"
"23/00960/CON","Registered building consent for refurbishment of basement toilets RB 200. Gaiety Theatre\nHarris Promenade\nDouglas\nIsle Of Man\nIM1 2HH","DOUGLAS","21 Aug 2023"
"23/00969/B","Installation of replacement porch Seaview\nFairy Cottage\nLaxey\nIsle Of Man\nIM4 7HR\n","GARFF","22 Aug 2023"
"23/01005/B","uPVC porch to front elevation of property to replace current over door porch Kurisutojuri\n12 Cronk Cardle\nCorony\nRamsey\nIsle Of Man\nIM7 1ET\n","GARFF","23 Aug 2023"
"23/00954/B","Retrospective approval for erection of stable and agricultural building Ballachurry Beg\nSummerhill Road\nJurby\nIsle Of Man\nIM7 3BS\n","JURBY","17 Aug 2023"
"23/00956/B","Alterations to barn (Retrospective) and Additional use of first floor of barn as tourist accommodation in addition to permitted use as ancillary accommodation Ballachurry Beg\nSummerhill Road\nJurby\nIsle Of Man\nIM7 3BS\n","JURBY","18 Aug 2023"
"23/00951/D","Replacement of two illuminated advertising display boards with an illuminated digital LED advertising display The Private Jet Centre\nAirport Exit Road\nIsle Of Man Airport\nBallasalla\nIsle Of Man\nIM9 2RJ\n","MALEW","21 Aug 2023"
"23/00995/B","Installation of a flue 11 Bollan Way\nGlen Vine\nIsle Of Man\nIM4 4FD","MAROWN","21 Aug 2023"
"23/00953/B","Removal of a chimney stack San Feliu\n81 King Edward Road\nOnchan\nIsle Of Man\nIM3 2AS","ONCHAN","22 Aug 2023"
"23/00933/B","Replace dormer windows with double glazed uPVC to improve thermal efficiency. 36 Castle Street\nPeel\nIsle Of Man\nIM5 1AL","PEEL","21 Aug 2023"
"23/00961/B","Removal of Chimney Stack Aldrick\n26 Mountain View\nPeel\nIsle Of Man\nIM5 1QE","PEEL","23 Aug 2023"
"23/00970/B","Installation of front and rear windows and doors 13 Factory Lane\nPeel\nIsle Of Man\nIM5 1NA","PEEL","23 Aug 2023"
"23/00985/B","Erection of two semi-detached dwellings Plot Of Land / Site Adjacent To \n56 Glenfaba Road\nPeel\nIsle Of Man\n\n","PEEL","23 Aug 2023"
"23/01004/B","Installation of replacement rear porch roof (retrospective) Nelson House\n6 Crown Street\nPeel\nIsle Of Man\nIM5 1AJ\n","PEEL","23 Aug 2023"
"23/00539/B","Erection of a single detached dwelling with associated car parking Land At Ballahane House\nErin Rise\nPort Erin\nIsle Of Man\nIM9 6FF\n","PORT ERIN","11 May 2023"
"23/00923/B","Convert existing yard fence and gate to three inward-opening gates to allow for off-road parking (retrospective) 60 Waterloo Road\nRamsey\nIsle Of Man\nIM8 1EG","RAMSEY","23 Aug 2023"
"23/00948/B","Installation of a twin wall flue 34 Gibbs Grove\nGrove Park\nRamsey\nIsle Of Man\nIM8 3LE\n","RAMSEY","23 Aug 2023"
