"Application Number","Details","Local Authority","Date"
"22/01562/B","Erection of proposed detached garage 19 Ballastrooan\nColby\nIsle Of Man\nIM9 4NR","ARBORY","16 Jan 2023"
"23/00008/C","Change of Use of Existing Cottage for dual Use Residential (class 3.3) and Tourism (class 3.6) 30 Queen Street\nCastletown\nIsle Of Man\nIM9 1PA","CASTLETOWN","16 Jan 2023"
"23/00010/B","Creation of a new play area Victoria Road School \nSchool Lane\nVictoria Road\nCastletown\nIM9 1BA","CASTLETOWN","16 Jan 2023"
"22/01527/B","Erection of therapy office and sauna room Nauvoo\nVicarage Road\nDouglas\nIsle Of Man\nIM2 2QF\n","DOUGLAS","14 Dec 2022"
"23/00007/B","Demolish existing outbuilding, form new parking area and new vehicular access onto highway 2 Marlborough Terrace\nDouglas\nIsle Of Man\nIM2 3QJ","DOUGLAS","13 Jan 2023"
"23/00017/CON","Registered Building consent for demolition elements to PA 23/00007/B 2 Marlborough Terrace\nDouglas\nIsle Of Man\nIM2 3QJ","DOUGLAS","13 Jan 2023"
"23/00024/B","Demolition of existing Lean-To at rear. Construction of new single storey, flat roof extension 45 Selborne Drive\nDouglas\nIsle Of Man\nIM2 3NJ","DOUGLAS","18 Jan 2023"
"23/00025/CON","Demolition of existing Lean-To at rear to allow construction of new single storey, flat roof extension 45 Selborne Drive\nDouglas\nIsle Of Man\nIM2 3NJ","DOUGLAS","18 Jan 2023"
"23/00053/B","Installation of replacement roof slates 11 Selborne Road\nDouglas\nIsle Of Man\nIM1 4BT","DOUGLAS","18 Jan 2023"
"23/00026/B","Demolition of detached garden room, erection of a detached double garage and expansion of driveway Thie-Ny-Ree\nBallacharry Road\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AU","MALEW","18 Jan 2023"
"23/00001/B","Proposed single and double storey extensions to rear elevation, one forming a roof terrace for, altering of external material finishes, general internal and external alterations, changing of main roof from flat to pitched with rooms within the roof, alterations to rear garden and installation of solar panels and air source heat pump Modena\nMain Road\nGlen Vine\nIsle Of Man\nIM4 4BA\n","MAROWN","18 Jan 2023"
"23/00016/B","Proposed Extension to Existing Stable Block Upper Garth\nGarth Road\nCrosby\nIsle Of Man\nIM4 2HB","MAROWN","16 Jan 2023"
"23/00014/B","Proposed Alterations to Create Ancillary Accommodation to Existing Garage Block and New Roof to Property 62 Majestic Drive\nOnchan\nIsle Of Man\nIM3 2JL","ONCHAN","16 Jan 2023"
"23/00015/B","Demolition of existing clubhouse and erection of a log cabin to be used as a club house for the Flat Bowling Green club Bowling Green\nOnchan Park\nOnchan\nIsle Of Man\n\n","ONCHAN","12 Jan 2023"
"23/00005/B","Application of render to dwelling Elm Cottage\nStation Road\nSt Johns\nIsle Of Man\nIM4 3AN\n","PATRICK","13 Jan 2023"
"23/00034/B","1st floor extension to rear of house Elm Lodge\nPatrick Road\nSt Johns\nIsle Of Man\nIM4 3BP","PATRICK","18 Jan 2023"
"22/01554/B","Proposed Garage / Ancillary Accommodation Block Thornton Grange\nBelle Vue\nPeel\nIsle Of Man\nIM5 1UH","PEEL","18 Jan 2023"
"23/00027/B","Ground floor lounge extension to the rear of property and first floor en suite bedroom extension above the existing garage. 6 Fuchsia Close\nReayrt Ny Keylley\nPeel\nIsle Of Man\nIM5 1GL\n","PEEL","16 Jan 2023"
"23/00002/REM","Reserved Matters application to PA 20/01386/A for the erection of a detached single storey dwelling Land Adjacent To\nFasque\nAndreas Road\nRamsey\nIsle Of Man\n\n","RAMSEY","16 Jan 2023"
"22/01538/B","Erection of first floor extension to the rear elevation, erection of porch to the front elevation and removal of concrete tiles and replaced with slate roofing Kimmeragh\nBallafesson Road\nPort Erin\nIsle Of Man\nIM9 6TX","RUSHEN","18 Jan 2023"
"22/01547/B","Installation of a flue for Multi fuel Burner 48 Murrays Lake Drive\nMount Murray\nSanton\nIsle Of Man\nIM4 2HZ","SANTON","12 Jan 2023"
