"Application Number","Details","Local Authority","Date"
"23/01180/D","1. Directional signage for the Manx Museum - the proposed free-standing sign is 2000mm x 1150mm. The sign will be dibond with vinyl lettering to the face and will be mounted on powder coated grey poles with a surface height of 2700mm. 2. Isle of Man Family History Society - installation of a 1000mm x 600mm dibond sign with vinyl lettering to be fixed to the exterior of the railings of the iMuseum. IMuseum\nKingswood Grove\nDouglas\nIsle Of Man\nIM1 3LY\n","DOUGLAS","10 Oct 2023"
"23/01188/B","Replacement bay window at front; replacement front and back doors. Apartment 1\nDelamere Apartments\n5 Castle Drive\nDouglas\nIsle Of Man\nIM2 4LX\n","DOUGLAS","9 Oct 2023"
"23/01195/B","Remove existing timber front door, top panel and side lights, replace with new composite door, pcvu top light and side lights. 36 Selborne Drive\nDouglas\nIsle Of Man\nIM2 3NH\n","DOUGLAS","10 Oct 2023"
"23/01110/B","Demolition of existing dwelling and replacement with new dwelling, including a standalone garage, a stable building, landscaping, and associated engineering operations. Garey House\nGlen Tramman\nRamsey\nIsle Of Man\nIM7 2AP\n","LEZAYRE","9 Oct 2023"
"23/01116/C","Change of Use from an Existing Barn to Holiday Accommodation. Abbey Cot\nKerrowmoar\nSulby\nIsle Of Man\nIM7 2AX\n","LEZAYRE","5 Oct 2023"
"23/01159/CON","Registered Building Consent for repositioning of staircase, alteration of ground and first floor plans, and creation of mezzanine floor - RB 171 Old School House\nMain Road\nSulby\nIsle Of Man\nIM7 2HP\n","LEZAYRE","10 Oct 2023"
"23/01182/D","Erection of a freestanding notice board Sulby Methodist Church\nMain Road\nSulby\nIsle Of Man\nIM7 2HP\n","LEZAYRE","9 Oct 2023"
"23/01168/C","Change of use: temporary accommodation of a food vending facility for a period not exceeding 5 years South End Of Archallagan Plantation\nArchallagan Road\nEairy\nIsle Of Man\n\n","MAROWN","9 Oct 2023"
"23/01115/B","Creation of a raised deck area with storage below for client\'s tractor Lowena House\nPeel Road\nKirk Michael\nIsle Of Man\nIM6 1HN\n","MICHAEL","11 Oct 2023"
"23/01185/B","Installation of Dormer to front elevation 21 Greeba Drive\nOnchan\nIsle Of Man\nIM3 1ER\n","ONCHAN","11 Oct 2023"
"23/01164/B","Proposed demolition of the old school house and construction of two new semi-detached dwellings Old Primary School\nKionslieu Hill\nFoxdale\nIsle Of Man\nIM4 3HB\n","PATRICK","5 Oct 2023"
"23/01199/B","Replacement of window frames and exterior double glazing (retrospective) St James Chapelry\nNiarbyl Road\nDalby\nIsle Of Man\nIM5 3BR\n","PATRICK","11 Oct 2023"
"23/01152/B","Proposed installation of single doorset to replace window in rear elevation including, relocating soil pipe externally (previously approved PA 21/00129/B), installation of gas fire with balanced flue to side elevation and relocation of garden shed 14 Aspen Drive\nBallawattleworth\nPeel\nIsle Of Man\nIM5 1WT\n","PEEL","10 Oct 2023"
"23/01144/B","Demolition of existing and erection of a replacement summerhouse to front garden Trafford\nBaymount\nPort Erin\nIsle Of Man\nIM9 6JH\n","PORT ERIN","10 Oct 2023"
"23/01129/B","Erection of a sunroom 6 Ballakilley Lane\nBallakilley\nPort St Mary\nIsle Of Man\nIM9 5NP\n","RUSHEN","9 Oct 2023"
"23/01156/B","Erection of a rear extension to replace existing conservatory, erection of a single storey garage, extension of driveway and creation of an additional vehicular access Andros\n1 The Chase\nBallakillowey\nColby\nIsle Of Man\nIM9 4BL\n","RUSHEN","11 Oct 2023"
"23/01157/B","Alteration of existing garage to provide ancillary accommodation Croft House\nChurch Road\nSanton\nIsle Of Man\nIM4 1EZ\n","SANTON","10 Oct 2023"
