"Application Number","Details","Local Authority","Date"
"23/00055/B","Billown Solar FarmInstallation of a solar voltaic(PV) array generating up to 27MW of electricity located on fields 435237, 435238, 434874, 434048, 435175, 435176, 432816 and 432800 ; comprising ground mounted solar voltaic solar arrays with supporting frames, together with a sub-station building, 12 No. Battery storage containers with inverter/ transformer stations, control centre building, switch room building, internal access tracks, fencing, CCTV, other ancillary infrastructure with grid connection cabling, landscaping and biodiversity enhancements Land West Of A3 And South Of A5 \nComprising Fields 435277, 435238, 434874, 434048, 435175, 435176, 432816 & 432800\nMalew\nCastletown\n\n","MALEW","2 Mar 2023"
"23/00239/B","A purpose built medicinal cannabis production facility and headquarters building for Grow Lab Organics Land To West Of The Rlc Building \nRonaldsway Business Park\nBallasalla\nIsle Of Man\nIM9 2RY\n","MALEW","16 Mar 2023"
"23/00603/B","Replace three rear patio doors and one rear porch door with wood effect UPVC within the existing openings Ballachesed\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AH\n","MALEW","17 May 2023"
"23/00513/B","Installation of first floor balcony to the rear of the property The Elms\nWestmead\nGlen Vine\nIsle Of Man\nIM4 4BB\n","MAROWN","11 May 2023"
"23/00532/B","Erection of a rear dormer window, and installation of rooflights. 6 Cleiy Rhennee\nKirk Michael\nIsle Of Man\nIM6 1HT","MICHAEL","12 May 2023"
"23/00423/B","Remove existing conservatory and replace with a slightly enlarged extension with slate roof Apple Garth\nPatrick Road\nSt Johns\nIsle Of Man\nIM4 3BN","PATRICK","12 May 2023"
"23/00531/B","Alterations to existing store room to form shower room Brottby\nPeveril Road\nPeel\nIsle Of Man\nIM5 1PJ","PEEL","11 May 2023"
"23/00626/B","Installation of replacement door and windows 9A Stanley Road\nPeel\nIsle Of Man\nIM5 1NX","PEEL","16 May 2023"
"23/00521/C","Change of use of the former garage to a 1000L commercial micro-brewery and taproom/events space for licensed events Former Commissioners Depot\nDroghadfayle Road\nPort Erin\nIsle Of Man\n\n","PORT ERIN","16 May 2023"
"23/00539/B","Erection of a single detached dwelling with associated car parking Land At Ballahane House\nErin Rise\nPort Erin\nIsle Of Man\nIM9 6FF\n","PORT ERIN","11 May 2023"
"23/00529/B","Removal of existing conservatory to kitchen. Erection of a replacement solid utility room and garage. Extension of existing flat roof to cover, erection of replacement porch extension. Installation of replacement vehicle access to driveway (maintaining neighbour\'s right of way to pedestrian access). Pier House\nStanley Mount East\nRamsey\nIsle Of Man\nIM8 1NP","RAMSEY","11 May 2023"
"23/00581/B","Erection of a sunroom to the rear of the property and extension of the rear patio area 88 Royal Park\nRamsey\nIsle Of Man\nIM8 3UH\n","RAMSEY","17 May 2023"
"23/00568/B","Erection of ground floor extensions and first floor extension to dwelling 29 Ballanoa Meadow\nSanton\nIsle Of Man\nIM4 1HQ","SANTON","17 May 2023"
