"Application Number","Details","Local Authority","Date"
"22/01521/B","Demolish existing conservatory, erection of kitchen extension and additional storey to rear garage with link to master bedroom 1 The Falls\nTromode\nDouglas\nIsle Of Man\nIM4 4PZ\n","BRADDAN","11 Jan 2023"
"22/01529/B","Widening of access to create parking area Close-Y-Chairm\n4 The Crofts\nCastletown\nIsle Of Man\nIM9 1LY","CASTLETOWN","11 Jan 2023"
"23/00003/B","Renovation of outbuilding and installation of stainless steel flue The Coach House\nThe Crofts\nCastletown\nIsle Of Man\nIM9 1LY\n","CASTLETOWN","11 Jan 2023"
"22/01428/A","Erection of detached dwelling to the rear of No. 11 Ballanard Road, New Dwelling to be serviced via Terance Avenue 11 Ballanard Road\nDouglas\nIsle Of Man\nIM2 5HP","DOUGLAS","1 Dec 2022"
"22/01559/B","Erection of tent access lanes on circus beach to facilitate a purpose built customs area with search bays Sea Terminal\nDouglas\nIsle Of Man\nIM1 2BX\n","DOUGLAS","11 Jan 2023"
"23/00018/B","Installation of replacement windows and doors to front and rear elevations, replacement rear gate and removal of a rear chimney 8 Berkeley Street\nDouglas\nIsle Of Man\nIM2 3QA","DOUGLAS","10 Jan 2023"
"23/00019/CON","Registered Building consent for demolition elements to PA 23/00018/B 8 Berkeley Street\nDouglas\nIsle Of Man\nIM2 3QA","DOUGLAS","10 Jan 2023"
"23/00023/B","Erection of a dwelling with parking (previously approved PA 12/00409/B) Land Rear Of\n38 Victoria Road\nDouglas\nIsle Of Man\nIM2 4HE","DOUGLAS","11 Jan 2023"
"22/00331/B","Conversion of redundant barn building into new dwelling and proposed refurbishment and extensions to cottage Shenharra Cottage\nPeel Road\nSt Johns\nIsle Of Man\nIM4 3NE\n","GERMAN","5 Apr 2022"
"22/01555/B","Alteration and extension to existing dwelling including, extension to living accommodation within the dwelling, refurbishment of rear access, and maintenance of access and use of rear parking area. Woodbourne Cottage\nBallacraine\nSt Johns\nIsle Of Man\nIM4 3LR\n","GERMAN","9 Jan 2023"
"22/01133/B","Erection of 73 dwellings with associated access, parking, open space and landscaping Fields 210401, 210403, 210451 & 210 \nBallagarraghyn\nBretney Road\nJurby\nIM7 3ES","JURBY","21 Nov 2022"
"22/01548/B","Construction of a dormer bungalow with integrated garage Plot North Of Riverside & Part Field 134972\nGarey Road\nGarey\nRamsey\nIsle Of Man\nIM7 2EQ\n","LEZAYRE","11 Jan 2023"
"22/01520/B","Reconfiguration of Kitchen & Utilty Room with new part raised garage roof. Teide\n47 Ballagarey Road\nGlen Vine\nIsle Of Man\nIM4 4EQ","MAROWN","9 Jan 2023"
"22/01553/B","Demolition of existing garage and store, alterations and extension to existing dwelling to form new Kitchen & Living Dining areas Clove Cottage\nMain Road\nKirk Michael\nIsle Of Man\nIM6 2HG","MICHAEL","9 Jan 2023"
"23/00011/CON","Registered Building consent for demolition elements to PA 22/01553/Bl. Clove Cottage\nMain Road\nKirk Michael\nIsle Of Man\nIM6 2HG","MICHAEL","9 Jan 2023"
"23/00004/B","Extension to existing Driveway to accommodate two vehicles 95 Wybourn View\nOnchan\nIsle Of Man\nIM3 4AZ","ONCHAN","9 Jan 2023"
"22/01519/B","Erection of two-storey rear extension and single storey sun room to each property following demolition of existing rear elements, and the reconfiguration of upper garden to be divided between the two properties and the adjacent dwelling of Woodvale Wayside & Hope Cottages \nThe Hope\nSt. Johns\nIsle Of Man\nIM4 3AT\n","PATRICK","11 Jan 2023"
"23/00006/B","rErection of single storey extension to form new Family Garden Room together with twin wall insulated flue to side elevation of dwelling 5 Rheast Mooar Close\nRamsey\nIsle Of Man\nIM8 3LT","RAMSEY","11 Jan 2023"
"21/01417/B","Alterations, erection of extension to dwelling, formation of a first floor and creation of driveway and vehicular access Fairways\nMain Road\nSanton\nIsle Of Man\nIM4 1EP","SANTON","1 Dec 2021"
