"Application Number","Details","Local Authority","Date"
"23/00697/B","Installation of multi-fuel stove requiring a twin wall flue to be installed and terminating above the roofline of the property 47 Larivane Meadows\nAndreas\nIsle Of Man\nIM7 4JF\n","ANDREAS","5 Jun 2023"
"23/00698/B","Installation of multi-fuel stove requiring a twin wall flue to be installed and terminating above the roofline of the property 15 Larivane Meadows\nAndreas\nIsle Of Man\nIM7 4JE\n","ANDREAS","5 Jun 2023"
"23/00657/B","Replace existing garage doors with a glazed opening, erection of a double garage with accommodation above with link to main property and creation of a gated entrance Ballafletcher Chicken Farm \nBallafletcher Road\nDouglas\nIsle Of Man\nIM4 4QL","BRADDAN","6 Jun 2023"
"23/00654/B","Erection of single storey side extension, Loft conversion, associated external remodelling and landscaping 15 Third Avenue\nDouglas\nIsle Of Man\nIM2 6AL","DOUGLAS","1 Jun 2023"
"23/00655/B","Conversion of dwelling into three apartments, installation of rooflight and new render to all elevations 18 Selborne Drive\nDouglas\nIsle Of Man\nIM2 3LP","DOUGLAS","2 Jun 2023"
"23/00659/B","Removal of a chimney stack 22 Victoria Terrace\nDouglas\nIsle Of Man\nIM2 4EX","DOUGLAS","6 Jun 2023"
"23/00668/B","Proposed extension to the rear of the property to form a new Kitchen, Utility and WC at ground floor and a new bathroom at first floor 18 Princes Street\nDouglas\nIsle Of Man\nIM1 1BD","DOUGLAS","6 Jun 2023"
"23/00669/B","First floor extension over garage and new canopy roof over entrance Bix House\n2 Farmhill Lane\nDouglas\nIsle Of Man\nIM2 2EB","DOUGLAS","7 Jun 2023"
"23/00680/B","Demolition of existing detached garage and construction of new gable end extension to include garage, ground floor living space and first floor bedrooms 7 St Ninians Road\nDouglas\nIsle Of Man\nIM2 4BB","DOUGLAS","5 Jun 2023"
"23/00682/B","Installation of retractable awning over existing pavement cafe area 1C Manning House\nLord Street\nDouglas\nIsle Of Man\nIM1 2BE\n","DOUGLAS","6 Jun 2023"
"23/00691/B","Proposed replacement conservatory with extension 2 The Laurels\nDouglas\nIsle Of Man\nIM2 7DN","DOUGLAS","6 Jun 2023"
"23/00606/B","Construction of 3 garages to plots 4 and 5 and foul drainage connection of previously approved and commenced development PA 20/00787/B and PA 19/01324/B Field 314758 And 312909\nMain Road\nSt Johns\nIsle Of Man\n\n","GERMAN","6 Jun 2023"
"23/00694/B","Installation of replacement windows and door to front elevation (retrospective) 3 Pretoria Terrace\nSt Johns\nIsle Of Man\nIM4 3AL","GERMAN","6 Jun 2023"
"23/00679/B","Proposed conversion of existing outbuilding into living/tourist accommodation East Bretney Farm\nPolly Road\nJurby\nIsle Of Man\nIM7 3EY\n","JURBY","6 Jun 2023"
"23/00651/B","Installation of a flue 3 Kella Close\nSulby\nIsle Of Man\nIM7 2HQ","LEZAYRE","6 Jun 2023"
"23/00681/B","Extend and remodel existing dwelling, install ground mounted photovoltaic panels, change of use to part of agricultural field adjacent to residential curtilage to mixed use land to accommodate solar panel array and landscape and re-wilding of adjacent land Part Field 435254 & Curlew Cottage\nScarlett\nCastletown\nIsle Of Man\nIM9 1TB\n","MALEW","6 Jun 2023"
"23/00689/B","Replacement of existing Cattery Pens with new structure containing 24 Pens on the same footprint ManxSPCA\nArd Jerkyll\nEast Foxdale Road\nEairy\nIsle Of Man\nIM4 3HL\n","MALEW","5 Jun 2023"
"23/00656/B","Installation of external doors in place of two existing windows and masonry between and decking area Reayrt Aalin\nBallavitchel Road\nCrosby\nIsle Of Man\nIM4 2DN","MAROWN","7 Jun 2023"
"23/00595/B","Replacement UPVC upstairs road facing window with similar unit. Removal and replacement of existing wooden framed/glass porch with part bricked/UPVC panel, on existing footprint. Skerries\nMain Road\nKirk Michael\nIsle Of Man\nIM6 1ED","MICHAEL","1 Jun 2023"
"22/01368/C","Change of use of agricultural land to residential and erection of shed Land To The Rear Of Rosewarne \nGlen Rushen Road\nGlen Maye\nIM5 3BA","PATRICK","2 Nov 2022"
"23/00584/B","To erect a new stable block which consist of two stables, a hay store and change of use to equestrian use Field 334666\nBallachrink Farm\nDalby\nIsle Of Man\nIM5 3BN\n","PATRICK","2 Jun 2023"
"23/00628/B","Removal of porch, construction of single storey extension on East elevation and installation of roof windows in existing dwelling Waterfall Barn\nShore Road\nGlen Maye\nIsle Of Man\nIM5 3BG\n","PATRICK","6 Jun 2023"
"23/00466/B","Erection of a summer house (retrospective) 3 Peveril Road\nPeel\nIsle Of Man\nIM5 1NU","PEEL","2 Jun 2023"
"23/00648/B","Replacement of existing window with a patio door 3 Fuchsia Road\nReayrt Ny Keylley\nPeel\nIsle Of Man\nIM5 1GA\n","PEEL","31 May 2023"
"23/00650/C","Additional use of the site (Class 1.3 Food and drink) as a pop-up lounge bar for 32 operating days from Fri 4th Aug - Sun 3rd Sept with one week before installation from Fri 28th July to the opening on Fri 4th August and one-week de-rig from Monday 4th Sept to Monday 11th Sept Old Swimming Pool \nMarine Parade\nPeel\nIsle Of Man\nIM5 1PB","PEEL","1 Jun 2023"
"23/00661/B","Erection of an extended porch and balcony with stone cladding to front elevation, creation of new bi-fold door opening and enlarged windows to utility room, formation of a patio, alteration to existing conservatory roof and creation of a widened driveway 43 Droghadfayle Road\nPort Erin\nIsle Of Man\nIM9 6EN","PORT ERIN","7 Jun 2023"
"23/00306/B","Proposed variation of condition of approval No 1 to P.A. 19/00778/B, for an extension of time, proposed conversion and extension to outbuilding to create a residential dwelling Former Barn To The Rear Of\nThe Auburns\n19 Lezayre Road\nRamsey\nIsle Of Man\n\n","RAMSEY","29 Mar 2023"
"23/00686/B","Replacement windows to north (front) elevation; painted cement render to north and west elevations A.J. Millichap Limited\n85 Parliament Street\nRamsey\nIsle Of Man\nIM8 1AQ","RAMSEY","6 Jun 2023"
"23/00696/B","Installation of multi-fuel stove requiring a twin wall flue to be installed and terminating above the roofline of the property 4 Barrack Lane\nRamsey\nIsle Of Man\nIM8 1BE","RAMSEY","5 Jun 2023"
