"Application Number","Details","Local Authority","Date"
"23/00280/B","Re-site village play park to area currently known as Millennium Garden Andreas Village Millennium Garden\nAndreas Village\nIsle Of Man\nIM7 4EZ\n","ANDREAS","13 Mar 2023"
"23/00267/A","Approval in principle to site dwelling and garage , discharging the siting and means of access Land West Of Merrion Park\nOld Castletown Road\nPort Soderick\nIsle Of Man\nIM4 1BB\n","BRADDAN","13 Mar 2023"
"23/00274/B","Creation of vehicle access and additional driveway, works to include the dropping of a kerb 84 Eary Veg\nDouglas\nIsle Of Man\nIM2 5LZ","DOUGLAS","9 Mar 2023"
"23/00284/CON","Registered Building consent for demolition elements to PA 23/00201/B Manx Museum\nKingswood Grove\nDouglas\nIsle Of Man\nIM1 3LY\n","DOUGLAS","13 Mar 2023"
"23/00300/B","Replacement roof and re-rendering. The Lena Quayle Temple\nHutchinson Square\nDouglas\nIsle Of Man\nIM2 4HP","DOUGLAS","13 Mar 2023"
"23/00223/B","Remove the Chimney stack, remove the asbestos sheet roofing including, on the neighbouring property (Dell Brae) and replace with dark grey fiberglass membrane and install skylight in the roof over the hallway. Shell Seekers\nFairy Cottage\nLaxey\nIsle Of Man\nIM4 7HR\n","GARFF","13 Mar 2023"
"23/00259/B","Proposed first-floor extension over the existing garage. 10 Ard Reayrt\nLaxey\nIsle Of Man\nIM4 7PZ\n","GARFF","13 Mar 2023"
"23/00262/B","Two storey extension to side of existing farmhouse to provide additional living accommodation on first floor. Installation of new foot bridge across to high level garden area from proposed first floor. Ballacreggan Farmhouse\nBallacreggan Farm\nSlieau Lewaigue\nLewaigue\nMaughold\nIsle Of Man\nIM7 1BH","GARFF","14 Mar 2023"
"23/00270/B","Demolition and rebuild of outbuilding to form ancillary living accommodation to include installation of a flue Glen Drink\nBallaragh Road\nLaxey\nIsle Of Man\nIM4 7PQ","GARFF","13 Mar 2023"
"23/00271/B","Proposed reduction of existing Garage to create residential Store Allebasi (formerly The Bungalow)\nWheel Hill\nLaxey\nIsle Of Man\nIM4 7NL\n","GARFF","14 Mar 2023"
"23/00273/CON","Registered Building consent for demolition elements to PA 23/00271/B Allebasi (formerly The Bungalow)\nWheel Hill\nLaxey\nIsle Of Man\nIM4 7NL\n\n","GARFF","14 Mar 2023"
"23/00304/B","Alterations and extension to dwelling to create additional/improved living accommodation Burford\nBallabeg\nLaxey\nIsle Of Man\nIM4 7HB\n","GARFF","15 Mar 2023"
"23/00281/B","Erection of stable block and change of use of land for the grazing of horses and agriculture use (retrospective) Summerhill Manor\nSummerhill Road\nJurby\nIsle Of Man\nIM7 3BR\n","JURBY","14 Mar 2023"
"23/00204/B","Alterations including conversion of existing garage to create additional living space 14 Carrick Park\nSulby\nIsle Of Man\nIM7 2EX","LEZAYRE","9 Mar 2023"
"23/00299/B","Remove joint chimney stack and re-roof with existing roof tile type 4 And 6 Greeba Avenue\nGlen Vine\nIsle Of Man\nIM4 4ED","MAROWN","13 Mar 2023"
"23/00295/B","Variation of condition 4 of PA 21/00061/B for the removal of two trees Borodaill\nPeel Road\nGlen Mooar\nKirk Michael\nIsle Of Man\nIM6 1HL\n","MICHAEL","9 Mar 2023"
"22/00682/REM","Reserved Matters application to PA No 21/01435/B for the erection of a dwelling and associated ancillary accommodation Former Howstrake Holiday Camp\nKing Edward Road\nOnchan\nIsle Of Man\nIM3 2JP","ONCHAN","27 Jun 2022"
"23/00272/B","Proposed internal and external alterations, extension to East and South elevations, extension of parking area, widening of vehicular access onto highway, widening of walkway and relocation of front entrance onto West elevation. Coachmans Cottage\nStrathallan Road\nOnchan\nIsle Of Man\nIM3 1NN","ONCHAN","13 Mar 2023"
"23/00279/B","Proposed flat roof dormer within roof to create attic conversion. 21 Greeba Drive\nOnchan\nIsle Of Man\nIM3 1ER","ONCHAN","14 Mar 2023"
"23/00282/B","Landscaping raised level to grass area. 2 Wybourn Drive\nOnchan\nIsle Of Man\nIM3 4AJ","ONCHAN","14 Mar 2023"
"23/00283/C","Change of use from ground floor tapas restaurant and first floor apartment to solely residential (one dwelling) 5 Port Jack\nOnchan\nIsle Of Man\nIM3 1ED","ONCHAN","14 Mar 2023"
"23/00294/C","Change of use from retail to residential 22 Main Road\nOnchan\nIsle Of Man\nIM3 1AS","ONCHAN","9 Mar 2023"
"23/00297/B","Replacement garage roof 36 Royal Avenue\nOnchan\nIsle Of Man\nIM3 1EZ","ONCHAN","10 Mar 2023"
"23/00310/B","Creation of door from an existing window 14 Highfield Crescent\nOnchan\nIsle Of Man\nIM3 3BH","ONCHAN","16 Mar 2023"
"23/00196/B","Replace existing dilapidated timber decking with composite decking on a similar footprint to the existing decking and to add a conservatory/glass room Woodlands House\nLower Foxdale\nIsle Of Man\nIM4 3AY\n","PATRICK","9 Mar 2023"
"23/00174/B","Attic conversion with the erection of a rear dormer and front rooflights and erection of a rear extension. 10 Imman Stronnag\nReayrt Ny Cronk\nPeel\nIsle Of Man\nIM5 1GP\n","PEEL","14 Mar 2023"
"23/00275/B","Proposed new replacement shop front. Antolia\n2A Christian Street\nPeel\nIsle Of Man\nIM5 1NW","PEEL","14 Mar 2023"
"23/00278/B","Installation of replacement of first floor windows 9 Atholl Place\nPeel\nIsle Of Man\nIM5 1HE","PEEL","13 Mar 2023"
"23/00303/B","Replace all wooden windows with new UPVC windows and replacement front door 4 Station Road\nPeel\nIsle Of Man\nIM5 1AY","PEEL","15 Mar 2023"
"23/00288/B","Removal of two chimneys (retrospective) Manxonia House\nBay View Road\nPort St Mary\nIsle Of Man\n\n","PORT ST MARY","15 Mar 2023"
"23/00301/C","Change of Use application for property to have additional use as Tourism (AirBnB) 15 Creggan Lea\nPort St Mary\nIsle Of Man\nIM9 5BE\n","PORT ST MARY","13 Mar 2023"
"23/00248/C","Additional use of residence as tourist accommodation. 3 Mafeking Terrace\nRamsey\nIsle Of Man\nIM8 1DQ","RAMSEY","13 Mar 2023"
"23/00268/B","Extension to dwelling to provide en suite, materials to match existing. Cooil Beg\nClaughbane Walk\nRamsey\nIsle Of Man\nIM8 2JP","RAMSEY","9 Mar 2023"
"23/00296/B","Erection of extension to provide sunroom and dining room Pomeroy\nRichmond Road\nRamsey\nIsle Of Man\nIM8 3PB","RAMSEY","9 Mar 2023"
