"Application Number","Details","Local Authority","Date"
"23/01302/B","First floor extension over garage 12 Ashbourne Grove\nDouglas\nIsle Of Man\nIM2 1NP\n","DOUGLAS","9 Nov 2023"
"23/01307/CON","RB consent for the demolition of wall between the front garden and side access lane as approved in PA22/00323/B 2 Strathallan Crescent\nDouglas\nIsle Of Man\nIM2 4NR\n","DOUGLAS","9 Nov 2023"
"23/01313/B","Replace existing front elevation lower level access doors with automated siding doors Empress Hotel\nCentral Promenade\nDouglas\nIsle Of Man\nIM2 4RA\n","DOUGLAS","15 Nov 2023"
"23/01319/D","Installation of illuminated signage to Lord Street, Bank Hill and Rear Elevations (Rear Elevation visible from North/South Quay). Signage to be a combination of company logo and lettering Clinch\'s House\nLord Street\nDouglas\nIsle Of Man\n\n","DOUGLAS","15 Nov 2023"
"23/01350/B","Installation of replacement windows to front and rear elevations and installation of a replacement rear door 30 Derby Road\nDouglas\nIsle Of Man\nIM2 3ET\n","DOUGLAS","15 Nov 2023"
"23/01305/B","Re-rendering of the external finish. Queens Hotel\nNew Road\nLaxey\nIsle Of Man\nIM4 7BP\n","GARFF","9 Nov 2023"
"23/01314/B","Conversion of existing detached garage to ancillary, non-habitable accommodation Ballakewin Farm\nFoxdale Road\nBallasalla\nIsle Of Man\nIM9 3DW\n","MALEW","15 Nov 2023"
"21/00724/B","Construction of a balancing pond and surface water outfall with a foul water connection to existing sewage treatment works Part Fields 324324 & 324321, And Crosby Meadows Estates\nMain Road\nCrosby\nIsle Of Man\nIM4 2EE\n","MAROWN","7 Jul 2021"
"22/00475/B","Construction of 18 houses and associated infrastructure Crosby Meadows Estate \nPart Fields 320653, 324323, 324324, 324321 , 324318, 320649 & 324320\nBallaglonney\nMain Road\nCrosby\nIM4 2EE\n\n","MAROWN","27 Apr 2022"
"23/01113/B","Erection of a garden office using a timber cladded 20 foot shipping container for personal use and working from home (retrospective) Garey Ween\nHague Drive\nOnchan\nIsle Of Man\nIM3 1ND\n","ONCHAN","3 Oct 2023"
"23/01311/B","Installation of replacement windows and replacement front door 32 Castle Street\nPeel\nIsle Of Man\nIM5 1AL\n","PEEL","15 Nov 2023"
"23/01327/B","Erection of stable, feed and tack structures and change of use from agricultural to equine (retrospective) Fields 514233 And 514234\nMoaney Road\nSanton\nIsle Of Man\n\n","SANTON","15 Nov 2023"
