"Application Number","Details","Local Authority","Date"
"23/00436/B","Installation of two windows within the gable of the southern side elevation of dwelling Mayfield House\nSmeale\nRamsey\nIsle Of Man\nIM7 3EB\n","ANDREAS","17 Apr 2023"
"23/00452/B","Removal of conservatory, construction of extension, roof terrace, external staircase and enclosure of existing open front porch Alpine House\nMain Road\nBallaugh\nIsle Of Man\nIM7 5EX","BALLAUGH","19 Apr 2023"
"23/00428/B","Install six exterior lights to illuminate the building with the ability to change the colours of the lights for specific events; in general, the lighting will be green in colour Greenhill Data Centre\nIsle Of Man Business Park\nDouglas\nIsle Of Man\nIM2 2QZ","BRADDAN","17 Apr 2023"
"22/01123/B","Variation of condition 3 of PA 08/02339/B to use ancillary accommodation as a dwelling (class 3.3) (Retrospective) 13 Harcroft Avenue\nDouglas\nIsle Of Man\nIM2 1PF","DOUGLAS","6 Sep 2022"
"23/00429/B","Erection of detached garage and expansion of driveway Langdale House\nLower Dukes Road\nDouglas\nIsle Of Man\nIM2 4BQ","DOUGLAS","17 Apr 2023"
"23/00447/B","Installation of replacement uPVC windows (Retrospective) Flat 3 \n8 Christian Road\nDouglas\nIsle Of Man\nIM1 2QN","DOUGLAS","13 Apr 2023"
"23/00469/B","Removal of rear wall and formation of off road parking and vehicular access 31 Marathon Avenue\nDouglas\nIsle Of Man\nIM2 4JB","DOUGLAS","17 Apr 2023"
"23/00482/B","Installation of replacement windows to front and rear elevations 28 Mona Street\nDouglas\nIsle Of Man\nIM1 2QD","DOUGLAS","19 Apr 2023"
"23/00467/B","Installation of replacement roof tiles (retrospective) Kionehenin\nDhoon Loop Road\nDhoon\nRamsey\nIsle Of Man\nIM7 1HP","GARFF","17 Apr 2023"
"22/01308/B","Demolition of existing farmhouse and outbuildings and erection of replacement dwelling Ballaoates Farm\nBallavagher Road\nSt Johns\nIsle Of Man\nIM4 3JE","GERMAN","20 Oct 2022"
"23/00445/B","Increase width of vehicular access onto highway 7 Rheast Bridson\nPeel\nIsle Of Man\nIM5 1JF","GERMAN","17 Apr 2023"
"23/00431/B","Conversion of existing stable into home office Goldies Loughan\nJurby East\nIsle Of Man\nIM7 3EZ\n","JURBY","18 Apr 2023"
"23/00432/B","Erection of proposed detached workshop building and extension to stable block Ellan Farm\nJurby East\nIsle Of Man\nIM7 3HA\n","JURBY","18 Apr 2023"
"23/00475/B","Erection of detached dwelling with integral garage Plot 1\nLand Adjacent To The Threshold\nJurby\nIsle Of Man","JURBY","18 Apr 2023"
"23/00476/B","Erection of a detached dwelling with integral garage Plot 2, Land Adjacent To\nThe Threshold\nJurby\nIsle Of Man\n\n","JURBY","18 Apr 2023"
"23/00374/B","Conversion of Vacant Former Shop / Residential Accommodation in to Residential Accommodation with part 2 storey extension additions to the side and rear of the existing building. Gara Aalin\nMain Road\nSulby\nIsle Of Man\nIM7 2HR","LEZAYRE","17 Apr 2023"
"23/00460/B","Erection of replacement Sun Room extension to rear elevation of dwelling Thie Noa\nClenagh Road\nSulby\nIsle Of Man\nIM7 3AB","LEZAYRE","19 Apr 2023"
"23/00451/B","Erection of 13 terraced & semi-detached dwellings on the site of 9 previously approved detached & semi-detached dwellings on no.s 19 to 23 & 30 to 33 Faragher Road, and amendments to rear plot boundaries and adjacent footpath, bin collection point & parking spaces for no.s 40 & 41 Faragher Road\n 19 To 23 & 30 To 33 And 40 & 41 Faragher Road \nPhase 2\nReayrt Mie\nBallasalla\nIM9 2BL\n\n","MALEW","20 Apr 2023"
"23/00454/B","Erection of stable block on existing concrete base, construction of Equestrian Manege and change of use of field Field Adjacent\nOcean View\nBaltic Road\nKirk Michael\nIsle Of Man\nIM6 1EF\n","MICHAEL","19 Apr 2023"
"23/00478/B","Erection of a detached bungalow with integral garage, driveway and access Plot 37\nThe Meadows\nKirk Michael\nIsle Of Man\nIM6 1EY\n","MICHAEL","19 Apr 2023"
"23/00440/B","Rear dormer extension, and erection of extension to rear of garage 60 Wybourn Drive\nOnchan\nIsle Of Man\nIM3 4AT","ONCHAN","18 Apr 2023"
"23/00474/B","Installation of replacement windows and rear door Avondale\n5 Church Road\nPort Erin\nIsle Of Man\nIM9 6AH","PORT ERIN","18 Apr 2023"
"23/00446/B","Variation of condition 1 of PA21/00232/B (Original application PA18/01234/B) for the approval in principle for the erection of a four storey apartment block, to extend the period of approval for a further 2 years 21 - 22 West Quay\nRamsey\nIsle Of Man\nIM8 1DL\n","RAMSEY","18 Apr 2023"
"23/00480/B","Erection of a detached garage and store building 12 Fairway Drive\nRamsey\nIsle Of Man\nIM8 2BA","RAMSEY","19 Apr 2023"
