"Application Number","Details","Local Authority","Date"
"23/00739/B","Erection of dwelling to replace former dwelling ""Ballatiki"" Land Of Former Ballatiki\nShore Road\nBallaugh\nIsle Of Man\nIM7 5AZ\n","BALLAUGH","28 Jun 2023"
"23/00675/B","Refurbishment of existing sun room at rear of property 14 River Walk\nBraddan\nDouglas\nIsle Of Man\nIM4 4TJ","BRADDAN","28 Jun 2023"
"23/00764/B","Erection of Cancer Information and Support Centre with associated parking Cancer Support Unit\nThe Nobles Hospital Site\nStrang\nDouglas\nIsle Of Man\nIM4 4RJ\n","BRADDAN","28 Jun 2023"
"23/00766/B","Erection of single storey extension to rear of dwelling forming sun lounge Confederate Cottage\nCranstal\nBride\nIsle Of Man\nIM7 4BR\n","BRIDE","27 Jun 2023"
"23/00768/B","Installation of uPVC windows and door to replace existing to front of property 22 Hope Street\nCastletown\nIsle Of Man\nIM9 1AP","CASTLETOWN","27 Jun 2023"
"23/00734/B","Erection of a summerhouse to rear of the front side garden 41 Cronk Y Berry\nDouglas\nIsle Of Man\nIM2 6ET","DOUGLAS","27 Jun 2023"
"23/00735/B","Replace existing lower ground floor windows with new windows of same design with uPVC framing instead of wood Flat 1 \n16 Derby Square\nDouglas\nIsle Of Man\nIM1 3LS","DOUGLAS","26 Jun 2023"
"23/00737/CON","Registered Building consent for demolition elements to PA 23/00738/B 14 Summerhill\nDouglas\nIsle Of Man\nIM2 4PG","DOUGLAS","27 Jun 2023"
"23/00738/B","Replacement of windows in the second floor on the front elevation, replacement of rear patio doors and removal of part of rear wall to create access and vehicular parking 14 Summerhill\nDouglas\nIsle Of Man\nIM2 4PG","DOUGLAS","22 Jun 2023"
"23/00384/B","Alterations including the erection of ground and first floor extensions to provide additional living accommodation Capel Glen\nPinfold Hill\nLaxey\nIsle Of Man\nIM4 7HP","GARFF","31 Mar 2023"
"22/00584/B","Alterations and extensions to front elevation including replacement roof with dormer accommodation and two storey extension to the rear elevation. Lynton\nThe Crescent\nBaldrine\nIsle Of Man\nIM4 6DZ","LONAN","20 May 2022"
"23/00717/B","Conversion refurbishment and extension of redundant building to create a dwelling Springwaters Farm\nBallamodha Straight\nBallamodha\nBallasalla\nIsle Of Man\nIM9 3AZ","MALEW","26 Jun 2023"
"23/00730/B","Replacement of existing conservatory with solid synthetic tiled roof conservatory Ballamoar\nMullinaragher Road\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AQ\n","MALEW","27 Jun 2023"
"23/00699/B","Erect single storey prefabricated bespoke 10 unit Cattery building, an adjacent wooden office and an access path, with shared existing on site parking Part Field 534725\nBallakilmartin Cottage\nWhitebridge Hill\nOnchan\nIsle Of Man\nIM4 5AB","ONCHAN","28 Jun 2023"
"23/00733/B","Proposed Window to North Elevation; Two Flat Roof Lights; Re-Roof; New Parking Area with New Roller Gates to Entrance; Removal of One Palm Tree Sea Haven\n127 King Edward Road\nOnchan\nIsle Of Man\nIM3 2AX","ONCHAN","23 Jun 2023"
"23/00765/C","Proposed creation of Private Memorial Woodland Fields 335082, 335081, 335048, 335213 And 332048\nSound Road\nGlen Maye\nIsle Of Man\nIM5 3BJ\n","PATRICK","27 Jun 2023"
"23/00729/B","Proposed sun lounge extension to rear 8 Ballagyr Park\nPeel\nIsle Of Man\nIM5 1UL","PEEL","26 Jun 2023"
"23/00760/B","Replace rear window with french doors and remove chimney stack and make good. 48 Patrick Street\nPeel\nIsle Of Man\nIM5 1BS","PEEL","27 Jun 2023"
"23/00761/CON","Removal of chimney stack 48 Patrick Street\nPeel\nIsle Of Man\nIM5 1BS","PEEL","27 Jun 2023"
"23/00719/B","Proposed conversion of the existing double garage into habitable living accommodation 3 Carnane Lane\nBallakilley\nPort St Mary\nIsle Of Man\nIM9 5NQ\n","RUSHEN","28 Jun 2023"
