"Application Number","Details","Local Authority","Date"
"23/01265/B","Extension to existing stables (retrospective) Stable \nField 214285\nBretney Road\nJurby\nIsle Of Man\nIM7 3ES\n","JURBY","7 Nov 2023"
"23/01289/C","Additional use of residential annexe (class 3.3) as tourist accommodation (class 3.6) Ballatrollag Farmhouse Annexe\nGrenaby Road\nBallabeg\nCastletown\nIsle Of Man\nIM9 4HE\n","MALEW","6 Nov 2023"
"23/01173/B","Proposed Garden Room Extension Cregbane\nOrrisdale\nKirk Michael\nIsle Of Man\nIM6 2HP\n","MICHAEL","8 Nov 2023"
"23/01292/B","Widening of driveway (retrospective) 20 Snaefell Crescent\nOnchan\nIsle Of Man\nIM3 4NH\n","ONCHAN","3 Nov 2023"
"23/01108/D","Erection of two non-illuminated signs Ballawattleworth House\nTynwald Road\nPeel\nIsle Of Man\nIM5 1JP\n","PEEL","25 Sep 2023"
"23/01308/C","Additional use of flat (class 3.4) as tourist accommodation (class 3.6) Flat 3 \nRosslare\n7 Mount Morrison\nPeel\nIsle Of Man\nIM5 1PN\n","PEEL","7 Nov 2023"
"23/01254/B","Alteration of window and installation of porch to north-east elevation 25 Close Cam\nPort Erin\nIsle Of Man\nIM9 6NB\n","PORT ERIN","2 Nov 2023"
"23/01258/B","Replacement of existing entrance door with roller shutter door The Old Bakery\nMarina Lane\nPort Erin\nIsle Of Man\nIM9 6LB\n","PORT ERIN","2 Nov 2023"
"23/01276/B","Proposed dormer roof to attic space, extend existing sunroom and create a proposed extension to existing ground floor bedroom Pegasus\n61 Station Road\nPort Erin\nIsle Of Man\nIM9 6AR\n","PORT ERIN","2 Nov 2023"
"23/01283/B","Widening of existing road access including dropping of kerbs Lanicko\n26 Droghadfayle Road\nPort Erin\nIsle Of Man\nIM9 6EN\n","PORT ERIN","6 Nov 2023"
"21/00547/B","Erection of a single detached residential dwelling with integral garage Land In Front Of Bay View Hotel Between Shore Road Underway And\nBay View Road\nPort St. Mary\nIsle Of Man\n\n","PORT ST MARY","24 May 2021"
"23/00915/C","Part-retrospective change of use of Outhouse 2 from residential to commercial use in connection with a perfume business, including use as an office, workshop and for training/educational purposes May Hill House\nSummerland\nRamsey\nIsle Of Man\nIM8 2EF","RAMSEY","8 Aug 2023"
