Decisions issued under delegated authority 1/1/12 - 31/12/12,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of a polytunnel,Ballaseyre Farm  Andreas Road Andreas Isle Of Man IM7 4EN ,PER,19-Jun-12,12/00671/B
Replace an existing window with french doors to dwelling and installation of a replacement front boundary wall,High Riggs Main Road Glen Vine Isle Of Man IM4 4AZ,PER,19-Jun-12,12/00718/B
Installation of replacement windows and doors and replace existing window with door,Clenagh Veg Clenagh Road Sulby Isle Of Man IM7 3AB,PER,04-Jul-12,12/00781/B
Extension to playground and installation of play equipment (comprising amendment to PA 11/01695/B),Ashley Hill School Ashley Road Onchan Isle Of Man IM3 3LA,PER,04-Jul-12,12/00782/B
"Erection of timber side boundary fence, re-rendering of dwelling and amendments to vehicular access and hardstanding (Retrospective) and permission for new bay windows with French doors, removal of chimney stack and erection of greenhouse in front garden",9 Cronk Road Union Mills Isle Of Man IM4 4NJ,PER,01-Nov-12,12/01169/B
Erection of a detached dwelling with integral garage,Land To Rear Of Cooil Avenue  Kirk Michael Isle Of Man  ,PER,01-Nov-12,12/01204/B
Conversion of existing barn and outbuildings to a dwelling and creation of vehicular access and driveway,Ballamenagh Beg Farm Ballamenagh Road Baldrine Isle Of Man  ,PER,01-Nov-12,12/01296/B
Erection of security fencing,Unit 14-16 Snugborough Trading Estate Union Mills Isle Of Man IM4 4LH ,PER,28-Dec-12,12/01297/B
Erection of a door canopy and erection of an extension to replace existing conservatory to dwelling,Beech House 23 Barrule Park Ramsey Isle Of Man IM8 2BR,PER,23-Nov-12,12/01389/B
Widen existing driveway and vehicular access,57 Cooil Drive Douglas Isle Of Man IM2 2HF,PER,19-Dec-12,12/01525/B
Alterations and extensions to dwelling and alterations to driveway and vehicular access,33 Howe Road Onchan Isle Of Man IM3 2BA,REF,28-Dec-12,12/01524/B
Alterations and extension to dwelling,47 Maple Avenue Onchan Isle Of Man IM3 3GA,PER,04-Sep-12,12/01035/B
Erection of kitchen extension to rear elevation,16 Farrant Street Douglas Isle Of Man IM2 3HG,PER,30-Aug-12,12/01037/B
"Alterations, erection of an extension and creation of a new driveway",Highcroft Ramsey Road Laxey Isle Of Man IM4 7PR,PER,24-May-12,12/00561/B
Alterations and erection of an extension to dwelling,19 Close Famman Port Erin Isle Of Man IM9 6BL,PER,03-Jul-12,12/00717/B
Erection of a boundary fence,1 Stonecrop Grove Douglas Isle Of Man IM2 7DX,REF,30-Jul-12,12/00893/B
"Erection of a detached garage, block up one vehicular access and widen remaining vehicular access",Wendover Douglas Road Castletown Isle Of Man IM9 1TJ,PER,13-Sep-12,12/00895/B
Erection of three detached dwellings on site of previously approved two dwellings (Amendment to PA 10/00544/B),"Plots B16 & B17 Field 311825 & Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keylley Peel Isle Of Man  Reayrt Ny Cronk Poortown Road Peel Isle Of Man  ",PER,20-Sep-12,12/01060/B
Re-instatement of window to side elevation,Hairdressers  4 New Road Laxey Isle Of Man IM4 7BE,PER,24-Dec-12,12/01142/B
"Alterations, erection of an extension to dwelling and erection of a detached shed",16 Aspen Drive Ballawattleworth Peel Isle Of Man IM5 1WT ,PER,28-Nov-12,12/01424/B
Registered Building Consent for the installation of replacement windows and doors (RB no 1 in association with 12/01420/GB),Bishopscourt  Bishopscourt Kirk Michael Isle Of Man IM6 2EZ ,PER,28-Dec-12,12/01421/CON
"Alterations, erection of extension, detached garage / workshop and installation of solar panels to dwelling",8 King Orry Road Glen Vine Isle Of Man IM4 4ER ,PER,19-Apr-12,12/00324/B
Construction of a replacement sewage treatment plant,Sewage Works Balleira Road Kirk Michael Isle Of Man  ,PER,08-Aug-12,12/00936/B
Erection of a warehouse (retrospective) and erection of a waste recycling shed,Tynwald Craft Centre Tynwald Mills St Johns Isle Of Man IM4 3AD ,PER,18-Oct-12,12/01258/B
Installation of replacement windows to front elevation,The Cottage Dandy Hill Port Erin Isle Of Man IM9 6HN,PER,18-Oct-12,12/01263/B
Demolition of an existing semi-derelict building and erection of a detached garage / carport,Ballawhannell Farm Lhen Road Bride Isle Of Man IM7 3EA ,PER,15-Oct-12,12/01211/B
Erection of advertising signage,The Hub  Isle Of Man Food Park  Mill Road  Peel  Isle Of Man IM5 1TA,PER,25-Oct-12,12/01277/D
Installation of external feature lighting,Office Block Under Construction  Site Of Former Forrester's Arms Pub St Georges Street Douglas Isle Of Man IM1 1AJ ,PER,25-Oct-12,12/01293/B
Relocation of garage door and window,Maycroft Minorca Hill Laxey Isle Of Man IM4 7DN,PER,25-Oct-12,12/01278/B
Erection of a replacement dwelling,Thie Ny Strooan Hillberry Green Douglas Isle Of Man IM2 6DE,PER,25-Oct-12,12/01279/B
Alterations and infill extension to front elevation,Holmleigh Ramsey Road Laxey Isle Of Man IM4 7PD,PER,25-Oct-12,12/01280/B
Alteration to dormer on rear elevation,Cregary The Crescent Baldrine Isle Of Man IM4 6DZ,PER,14-Nov-12,12/01373/B
Erection of a private multi-purpose sports facility with pool (comprising amendments to PA 11/00143/B),Land Adjacent To Rockwood  Ramsey Road Laxey Isle Of Man  ,PER,15-Nov-12,12/01375/B
Installation of replacement windows (Retrospective),Technology House  Woodbourne Lane Douglas Isle Of Man IM2 3LJ,PER,09-Nov-12,12/01320/B
Erection of an extension to dwelling and alterations to driveway and vehicular access,23 Bollan Drive Glen Vine Isle Of Man IM4 4FE,PER,06-Dec-12,12/01390/B
Repositioning of existing vehicular access and creation of new driveway,J D Faulkner Ltd Brickfield Poortown Road Peel Isle Of Man IM5 1QG,PER,20-Nov-12,12/01391/B
Extension to rear elevation,35 Howe Road Onchan Isle Of Man IM3 2BA,PER,13-Dec-12,12/01504/B
Installation of door and windows to existing garage,4 Links Close Port Erin Isle Of Man IM9 6LT,PER,01-Nov-12,12/01305/B
Erection of a timber stables building,The Vickerage Willow Lane  Eairy Isle Of Man IM4 3HP ,PER,08-Nov-12,12/01306/B
Alterations and erection of an extension to dwelling,Ballastroke Farm Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF ,PER,25-Jul-12,12/00879/B
Erection of an extension to garage and enlargement of existing balcony,20 Lime Street Port St. Mary Isle Of Man IM9 5EF,PER,20-Sep-12,12/01153/B
Installation of telecommunication antennas and equipment ( In association with 12/01157/CON),The George Hotel The Parade Castletown Isle Of Man IM9 1LG,PER,19-Nov-12,12/01156/GB
Registered Building Consent for installation of telecommunication antennas and equipment (RB no 38 in association with 12/01156/GB),The George Hotel The Parade Castletown Isle Of Man IM9 1LG,PER,19-Nov-12,12/01157/CON
Alterations and extension to dwelling (comprising amendment to PA 11/00377/B),Fairwinds 11 Ballagarey Road Glen Vine Isle Of Man IM4 4EB,PER,01-Nov-12,12/01264/B
Erection of a detached garage,Close E Kee  St. Judes Isle Of Man IM7 2EW ,PER,23-Oct-12,12/01265/B
"Installation of replacement windows and doors to front, side and rear elevations",6 Marlborough Terrace Douglas Isle Of Man IM2 3QJ,REF,25-Oct-12,12/01298/B
Conversion of existing shop into a hot food take-away premises and installation of replacement extractor flue,4 Victoria Road Douglas Isle Of Man IM2 4ER,PER,25-Oct-12,12/01299/B
Erection of a dwelling (Amendment to dwelling approved under PA 10/00544/B),Plot B22 Reayrt Ny Cronk Poortown Road Peel Isle Of Man  ,PER,13-Apr-12,12/00333/B
Installation of replacement windows,14 Leigh Terrace Douglas Isle Of Man IM1 5AN,PER,13-Apr-12,12/00334/B
"Installation of replacement windows to front and rear elevations, rear door and roof lights",16 Brunswick Road Douglas Isle Of Man IM2 3LQ,PER,13-Jul-12,12/00819/B
Replacement of existing glazed conservatory roof with tiles and roof light and replacement of existing windows on eastern elevation with solid wall,47 Clybane Rise Douglas Isle Of Man IM2 2LX,PER,26-Jul-12,12/00820/B
Extension to existing detached garage,Thie Lewaigue  Port Lewaigue Ramsey Isle Of Man IM7 1AG ,PER,08-Nov-12,12/01273/B
Replacement of existing hedge and wall with fencing,Greenside Court Brookfield Avenue Ramsey Isle Of Man IM8 2AN,PER,16-Feb-12,12/00019/B
Alterations and erection of extensions to dwelling,Thie Ny Strooan Hillberry Green Douglas Isle Of Man IM2 6DE,PER,16-Feb-12,12/00021/B
Additional use of residential apartment as tourist accommodation,28 Quay West Apartments Bridge Road Douglas Isle Of Man IM1 5AG ,PER,14-Jun-12,12/00641/C
Additional use of residential apartment as tourist accommodation,29 Quay West Apartments Bridge Road Douglas Isle Of Man IM1 5AG ,PER,14-Jun-12,12/00642/C
"Alterations, erection of an extension, removal of sod bank and erection of a replacement fence",1 Ballamoar Cottages Sandygate Ramsey Isle Of Man IM7 3AH,REF,14-Jun-12,12/00644/B
Erection of a timber storage shed,Field 210546 Kerrow Kneale  Summerhill Road Jurby Isle Of Man  ,PER,18-Dec-12,12/01505/B
Installation of a roof lantern,5 Thornhill Park Ramsey Isle Of Man IM8 3NA,PER,20-Sep-12,12/01151/B
Demolition of existing garage and erection of an extension to side elevation,The Old Post Office  Main Road Colby Isle Of Man IM9 4NS ,PER,20-Sep-12,12/01152/B
Erection of a replacement sun room extension and window alterations,Ballamoar Farm Doarlish Ard Foxdale Isle Of Man IM4 3BH ,PER,20-Sep-12,12/01155/B
Erection of extension to replace existing conservatory to side elevation,Cooill Ghlass 5 Ard Wooilley Colby Isle Of Man IM9 4LP,PER,18-Oct-12,12/01270/B
Erection of extension to replace existing conservatory to rear elevation,10 Close Famman Port Erin Isle Of Man IM9 6BJ,PER,19-Oct-12,12/01271/B
"Installation of garden shed, chicken run and dog kennel (Retrospective)",Field 110832 West Kimmeragh Road Bride Isle Of Man  ,REF,23-Oct-12,12/01272/B
Erection of a first floor extension over existing garage,45 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,PER,01-Nov-12,12/01300/B
Change of use from commercial / workshop to martial arts / boxing gym (retrospective),2 - 4 Derby Square Douglas Isle Of Man IM1 3LS ,PER,06-Nov-12,12/01355/C
Installation of a roof light (retrospective),7 Derby Road Douglas Isle Of Man IM2 3ES,PER,18-May-12,12/00548/B
Erection of replacement directional signage,Spring Valley Industrial Estate Cooil Road Douglas Isle Of Man  ,PER,15-Jun-12,12/00683/D
Registered Building Consent for internal alterations and change of use from office to pre-school nursery (RB no 17 in association with 12/01084/CON),Manannan House Market Square Castletown Isle Of Man IM9 1RB,PER,28-Sep-12,12/01085/CON
Alterations and extensions to dwelling and alterations to vehicular access,The Old Vicarage Kionslieu Hill Foxdale Isle Of Man IM4 3HB,PER,20-Sep-12,12/01144/B
Removal of cladding and rendering works to rear (western) elevation of property (retrospective),Farmhouse Knockaloe Farm Patrick Village Isle Of Man IM5 3AJ ,PER,23-Nov-12,12/01394/B
Infill extension between existing agricultural buildings,Cronkbreck Farm Main Road Greeba Isle Of Man IM4 3LG,PER,20-Nov-12,12/01397/B
Alterations and erection of a second floor extension to dwelling,Oirr-Ushtey The Promenade Laxey Isle Of Man IM4 7DD,PER,26-Nov-12,12/01413/B
Erection of extension to rear elevation,Brow Crest Ballabrooie Drive Douglas Isle Of Man IM1 4HG,PER,06-Sep-12,12/01074/B
Installation of door to replace window (Retrospective),John Lancaster House  Formerly Crosby Wholesalers Main Road Crosby Isle Of Man  ,PER,14-Nov-12,12/01368/B
Erection of a first floor extension over garage and widen existing driveway,Ballanevah Brookfield Avenue Ramsey Isle Of Man IM8 2AJ,PER,01-Aug-12,12/00920/B
Erection of a replacement stable and store,Glenmoar Farm Corlea Road Ballasalla Isle Of Man IM9 3BA,PER,08-Aug-12,12/00921/B
Application for a certificate of lawful development for the installation of replacement windows,65 Malew Street Castletown Isle Of Man IM9 1LR,CLAWA,28-Aug-12,12/01029/LAW
Alteration to front porch,Flat 2  Elfin Court Vernon Road Ramsey Isle Of Man IM8 2HB,PER,31-May-12,12/00589/B
Installation of double doors and side lights to replace existing garage doors and widening of driveway and access onto highway,12 Farmhill Gardens Douglas Isle Of Man IM2 2EG,PER,05-Oct-12,12/01194/B
Re roof existing agricultural building,Outbuilding - Formally Field 90 Ballamenaugh Farm Orrisdale Kirk Michael Isle Of Man  ,PER,01-Nov-12,12/01324/B
Reserved Matters Application for erection of a dwelling,Land At Afton Grange Douglas Road Kirk Michael Isle Of Man  ,PER,06-Dec-12,12/01402/REM
"Erection of 10 terraced dwellings on site of 12 previously approved apartments, with associated access, parking and drainage arrangements (amendment to PA 10/00544/B)","Approved Plots C1 To C12 Field 311825 And Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keylley Peel Isle Of Man    ",PER,10-Dec-12,12/01447/B
Erection of a replacement storage shed,Tynwald National Park   Main Road St Johns Isle Of Man  ,PER,20-Mar-12,12/00161/B
Approval in principle for erection of a dwelling,Land Adjacent To Cypress House  Ballavitchel Road Crosby Isle Of Man IM4 2DL,REF,20-Mar-12,12/00163/A
Erection of a replacement conservatory on side elevation,Bengairn Lheaney Road Ramsey Isle Of Man IM8 2JF,PER,20-Jun-12,12/00692/B
Erection of a two storey extension to side elevation,Seacliffe Old Castletown Road Port Soderick Isle Of Man IM4 1BB ,PER,18-Jun-12,12/00698/B
Erection of a detached general storage building,Elmville Main Road Ballaugh Isle Of Man IM7 5EB,REF,13-Aug-12,12/00928/B
Installation of four face mounted antennas to existing chimneys (In association with 12/01159/CON),Nightlife Market Place West Ramsey Isle Of Man IM8 1JU,PER,10-Dec-12,12/01158/GB
Installation of a 12.5 metre high slim line monopole with two antennas and associated cabinets,"Embankment Off A2, Bulgham Bay A2 Isle Of Man  ",PER,01-Nov-12,12/01185/TEL
Erection of replacement stables,Baltic House Baltic Road Kirk Michael Isle Of Man IM6 1EF,PER,28-Nov-12,12/01201/B
Alterations and extension to existing dormer window,1 Blackwood Cottages Ballamona Road Ballaugh Isle Of Man IM7 5BE,PER,05-Oct-12,12/01202/B
Alterations and extension to dwelling (Amendments to PA 11/00876/B),Mountain View 36 Cannan Avenue Kirk Michael Isle Of Man IM6 1HG,PER,20-Sep-12,12/01134/B
Application for a Certificate of Lawful Use of land for equestrian uses,Ballawhetstone  Douglas Road Ballabeg Castletown Isle Of Man IM9 4ED,CLAWA,01-Nov-12,12/01135/LAW
Erection of extension to front elevation,Sunnyholme Main Road Baldrine Isle Of Man IM4 6ER,PER,09-Nov-12,12/01328/B
Demolition of existing cottage and erection of a replacement dwelling with detached garage and associated landscaping,Rose Cottage Lhergy Cripperty Union Mills Isle Of Man IM4 4NF,PER,14-Nov-12,12/01336/B
Erection of side extension to existing agricultural building,Smeale Farm Smeale Ramsey Isle Of Man IM7 3EB ,PER,28-Dec-12,12/01419/B
Installation of replacement windows and doors (in association with 12/01421/CON),Bishopscourt  Bishopscourt Kirk Michael Isle Of Man IM6 2EZ ,PER,28-Dec-12,12/01420/GB
Extension to existing garage block to create store,Garages  Fish Yard Mill Road Peel Isle Of Man  ,PER,01-Nov-12,12/01050/B
Installation of three replacement windows to rear elevation,4 Bay View Terrace Laxey Isle Of Man IM4 7DG,PER,06-Dec-12,12/01460/B
Erection of an extension to existing barn,Moaney Moar Farm Ballabooie Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1HR,PER,06-Dec-12,12/01461/B
Erection of an external lift shaft and fire escape stairs to rear elevation,Thie Leighys Community Health Centre Ballakermeen & Westmoreland Road Douglas Isle Of Man IM1 4BR ,PER,27-Nov-12,12/01448/B
Erection of a replacement sun room,Faaie Mooar Port Lewaigue Ramsey Isle Of Man IM7 1AG ,PER,10-Dec-12,12/01455/B
Erection of an extension to replace existing conservatory,5 Manor Hill Douglas Isle Of Man IM2 2NZ,PER,30-Apr-12,12/00449/B
Additional use of existing residential dwelling as tourist accommodation,Summer Rise Blackberry Lane Onchan Isle Of Man IM3 1NR,PER,23-Oct-12,12/01267/C
Erection of a two storey extension to rear elevation,2 Eyremont Terrace Crosby Isle Of Man IM4 2DE,PER,08-Nov-12,12/01268/B
Installation of replacement windows and door to front elevation,23 Wesley Terrace Douglas Isle Of Man IM1 3HG,PER,23-Oct-12,12/01269/B
Alterations and extensions to dwelling,Glen Cairn Athol Park Port Erin Isle Of Man IM9 6EX,PER,01-Nov-12,12/01294/B
